pmid	curator	curatable	curator_comment	prot_pairs	ccline_uniprot	noncur_prot	contains_ints_man_check	contains_ints_man_check_comment	imex_publ	imex_pair	GO_IPI_publ	GO_IPI_pair	BioGRID_publ	BioGRID_pair	tm_epmc_publ	tm_epmc_pair	EVEX_publ	EVEX_pair	STRING_textmining_pair	reactome_publ	reactome_pair	OmniPath_interactions_publ	OmniPath_interactions_pair	OmniPath_ptm_publ	OmniPath_ptm_pair	STRING_pi_pair	iid_pred	prot_ac
17062143				A0A024R7D5_O75096|A0A024R7D5_Q9NZR2|B7Z4M9_Q13387|O00213_Q13387|O75096_P01130|P01130_Q9NZR2|Q14114_Q9NZR2	no (Q9NZR2)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	part	P01130
21079765				A0A024QZN4_O75923|B3KXA2_O75923|C9J8P9_O75923|C9J8P9_P05549|O43312_O75923|O75923_P05198|O75923_P05549|O75923_P06576|O75923_P09496|O75923_P18206|O75923_P20807|O75923_P55072|O75923_P56539|O75923_Q13418|O75923_Q53XC0|O75923_Q6ZMU5|O75923_Q96IF9|O75923_Q9NZM1|O75923_V9HW31|O75923_V9HW80|O75923_V9HWF0|O75923_V9HWK2|P05549_P09496	no (Q9NZM1)	part			no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	no	part	P20807
27922847				O95477_P02649|P01130_P02649|P01130_Q8WY64|P01308_P02649|P02649_Q9NZC2	no (Q9NZC2)	part			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part	O95477
27922847				O95477_P02649|P01130_P02649|P01130_Q8WY64|P01308_P02649|P02649_Q9NZC2	no (Q9NZC2)	part			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part	P02649
27922847				O95477_P02649|P01130_P02649|P01130_Q8WY64|P01308_P02649|P02649_Q9NZC2	no (Q9NZC2)	part			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part	P01130
27922847				O95477_P02649|P01130_P02649|P01130_Q8WY64|P01308_P02649|P02649_Q9NZC2	no (Q9NZC2)	part			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part	Q8WY64
20569499				A0A024RD33_A0A087WUF6|A0A024RD33_B4DNQ5|A0A024RD33_B4DVM1|A0A024RD33_B5MC21|A0A024RD33_P01375|A0A024RD33_P05231|A0A024RD33_P09038|A0A024RD33_Q5STB3|A0A024RD33_Q75MH2|A0A024RD33_Q9NZ71|A0A024RD33_R4IXY3|A0A024RD37_A0A087WUF6|A0A024RD37_B4DNQ5|A0A024RD37_B4DVM1|A0A024RD37_B5MC21|A0A024RD37_P01375|A0A024RD37_P05231|A0A024RD37_P09038|A0A024RD37_Q5STB3|A0A024RD37_Q75MH2|A0A024RD37_Q9NZ71|A0A024RD37_R4IXY3|A0A024RD88_L7RSL3|A0A024RD88_P17948|A0A087WTP4_A0A087WUF6|A0A087WTP4_B4DNQ5|A0A087WTP4_B4DVM1|A0A087WTP4_B5MC21|A0A087WTP4_P01375|A0A087WTP4_P05231|A0A087WTP4_P09038|A0A087WTP4_Q5STB3|A0A087WTP4_Q75MH2|A0A087WTP4_Q9NZ71|A0A087WTP4_R4IXY3|A0A087WUD8_A0A087WUF6|A0A087WUD8_B4DNQ5|A0A087WUD8_B4DVM1|A0A087WUD8_B5MC21|A0A087WUD8_P01375|A0A087WUD8_P05231|A0A087WUD8_P09038|A0A087WUD8_Q5STB3|A0A087WUD8_Q75MH2|A0A087WUD8_Q9NZ71|A0A087WUD8_R4IXY3|A0A087WUF6_A0A087X0B2|A0A087WUF6_A0A087X1L1|A0A087WUF6_A0A0Y0IMM4|A0A087WUF6_A2A2V4|A0A087WUF6_B4DNQ5|A0A087WUF6_B4DVM1|A0A087WUF6_B5MC21|A0A087WUF6_P01375|A0A087WUF6_P05231|A0A087WUF6_P15692|A0A087WUF6_Q5STB3|A0A087WUF6_Q75MH2|A0A087WUF6_Q9NZ71|A0A087WUF6_R4IXY3|A0A087X0B2_B4DNQ5|A0A087X0B2_B4DVM1|A0A087X0B2_B5MC21|A0A087X0B2_P01375|A0A087X0B2_P05231|A0A087X0B2_P09038|A0A087X0B2_Q5STB3|A0A087X0B2_Q75MH2|A0A087X0B2_Q9NZ71|A0A087X0B2_R4IXY3|A0A087X1L1_B4DNQ5|A0A087X1L1_B4DVM1|A0A087X1L1_B5MC21|A0A087X1L1_P01375|A0A087X1L1_P05231|A0A087X1L1_P09038|A0A087X1L1_Q5STB3|A0A087X1L1_Q75MH2|A0A087X1L1_Q9NZ71|A0A087X1L1_R4IXY3|A0A0Y0IMM4_B4DNQ5|A0A0Y0IMM4_B4DVM1|A0A0Y0IMM4_B5MC21|A0A0Y0IMM4_P01375|A0A0Y0IMM4_P05231|A0A0Y0IMM4_P09038|A0A0Y0IMM4_Q5STB3|A0A0Y0IMM4_Q75MH2|A0A0Y0IMM4_Q9NZ71|A0A0Y0IMM4_R4IXY3|A2A2V4_B4DNQ5|A2A2V4_B4DVM1|A2A2V4_B5MC21|A2A2V4_P01375|A2A2V4_P05231|A2A2V4_P09038|A2A2V4_Q5STB3|A2A2V4_Q75MH2|A2A2V4_Q9NZ71|A2A2V4_R4IXY3|A8K910_L7RSL3|A8K910_P07333|A8K910_P17948|B4DNQ5_P01375|B4DNQ5_P09038|B4DNQ5_P15692|B4DNQ5_Q5STB3|B4DNQ5_Q9NZ71|B4DNQ5_R4IXY3|B4DTW8_L7RSL3|B4DTW8_P17948|B4DVM1_P01375|B4DVM1_P09038|B4DVM1_P15692|B4DVM1_Q5STB3|B4DVM1_Q9NZ71|B4DVM1_R4IXY3|B4DYV1_L7RSL3|B4DYV1_P07333|B4DYV1_P17948|B5MC21_P01375|B5MC21_P09038|B5MC21_P15692|B5MC21_Q5STB3|B5MC21_Q9NZ71|B5MC21_R4IXY3|L7RSL3_O60674|L7RSL3_P35590|L7RSL3_P35968|O60674_P07333|O60674_P17948|P01375_P05231|P01375_P09038|P01375_P15692|P01375_Q75MH2|P01375_Q9NZ71|P01375_R4IXY3|P05231_P09038|P05231_P15692|P05231_Q5STB3|P05231_Q9NZ71|P05231_R4IXY3|P09038_P15692|P09038_Q5STB3|P09038_Q75MH2|P09038_Q9NZ71|P09038_R4IXY3|P15692_Q5STB3|P15692_Q75MH2|P15692_Q9NZ71|P15692_R4IXY3|P17948_P35590|P17948_P35968|Q5STB3_Q75MH2|Q5STB3_Q9NZ71|Q5STB3_R4IXY3|Q75MH2_Q9NZ71|Q75MH2_R4IXY3	no (Q9NZ71)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	P15692
21698202				A0A024QZF6_I3WAC9|A0A024QZF6_P01308|A0A024QZF6_P13639|A0A024QZF6_Q6ISS4|B0LPE5_I3WAC9|B0LPE5_P01308|B0LPE5_P13639|B0LPE5_Q13541|B0LPE5_Q6ISS4|B3KVH4_I3WAC9|B3KVH4_P01308|B3KVH4_P13639|B3KVH4_Q13541|B3KVH4_Q6ISS4|I3WAC9_P13639|I3WAC9_P31749|I3WAC9_Q13541|I3WAC9_Q96B36|P01308_P13639|P01308_P23443|P01308_P31749|P01308_Q13541|P01308_Q92988|P01308_Q96B36|P05198_P11021|P05198_P17861|P05198_P18848|P05198_Q96RU7|P05198_Q9NYV9|P11021_P17861|P11021_P18848|P11021_P19525|P11021_P23443|P11021_P31749|P11021_Q15125|P11021_Q5HYK7|P11021_Q96RU7|P11021_Q9NYV9|P13639_P31749|P13639_Q13541|P13639_Q96B36|P17861_P19525|P17861_P23443|P17861_P31749|P17861_Q15125|P17861_Q5HYK7|P17861_Q96RU7|P17861_Q9NYV9|P18848_P19525|P18848_P23443|P18848_P31749|P18848_Q15125|P18848_Q5HYK7|P18848_Q96RU7|P18848_Q9NYV9|P19525_Q96RU7|P19525_Q9NYV9|P23443_P31749|P23443_Q96RU7|P23443_Q9NYV9|P31749_Q13541|P31749_Q6ISS4|P31749_Q96RU7|P31749_Q9NYV9|P42345_Q9BVC4|Q15125_Q96RU7|Q15125_Q9NYV9|Q5HYK7_Q96RU7|Q5HYK7_Q9NYV9|Q6ISS4_Q96B36	no (Q9NYV9)	part			no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	part	part	P31749
21926268				P01308_P04049|P01308_P05305|P01308_P27361|P01308_P29474|P01308_Q06520|P01308_Q96RU7|P01308_Q9NYV9|P01308_Q9UKG1|P04049_P27361|P04049_Q96RU7|P04049_Q9NYV9|P04049_Q9UKG1|P05305_Q9UKG1|P27361_Q06520|P27361_Q9UKG1|P29323_Q9UKG1|P29474_Q9UKG1|Q96RU7_Q9UKG1|Q9NYV9_Q9UKG1	no (Q9NYV9)	part			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part	P04049
23695665				P01308_P35568|P01308_Q96RU7|P01308_Q9NYV9|P35568_Q96RU7|P35568_Q9NYV9	no (Q9NYV9)	part			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part	P35568
17658464				B0LPE5_Q9NYT0|B3KVH4_Q9NYT0|P31749_Q9NYT0	no (Q9NYT0)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P31749
8069230				F5GZ43_P06213|P06213_Q9NYM4	no (Q9NYM4)	yes			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P06213
27256980				P15692_P40763|P15692_Q16665|P15692_Q9NYK1|P15692_Q9UJ71|P40763_Q16665	no (Q9NYK1)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	no	part	P15692
21358811				A0A024RAV5_A0A0A0MRE7|A0A024RAV5_A0A0C4DH20|A0A024RAV5_A0A0S2Z3C5|A0A024RAV5_H0YMD5|A0A024RAV5_J3KTA4|A0A024RAV5_K7ES52|A0A024RAV5_K9J972|A0A024RAV5_O43521|A0A024RAV5_P04183|A0A024RAV5_P05455|A0A024RAV5_P17844|A0A024RAV5_P25445|A0A024RAV5_Q06609|A0A024RAV5_Q07817|A0A024RAV5_Q59FU8|A0A024RAV5_Q5TE63|A0A024RAV5_Q9HD36|A0A024RD22_A8K383|A0A024RD22_P18850|A0A0A0MRE7_A0A0S2Z3C5|A0A0A0MRE7_H0YMD5|A0A0A0MRE7_I1SRC5|A0A0A0MRE7_L7RSL8|A0A0A0MRE7_P01116|A0A0A0MRE7_Q07817|A0A0A0MRE7_Q5TE63|A0A0A0MRE7_Q9HD36|A0A0C4DH20_A0A0S2Z3C5|A0A0C4DH20_H0YMD5|A0A0C4DH20_I1SRC5|A0A0C4DH20_L7RSL8|A0A0C4DH20_P01116|A0A0C4DH20_Q07817|A0A0C4DH20_Q5TE63|A0A0C4DH20_Q9HD36|A0A0S2Z3C5_H0YMD5|A0A0S2Z3C5_I1SRC5|A0A0S2Z3C5_L7RSL8|A0A0S2Z3C5_O43521|A0A0S2Z3C5_P01116|A0A0S2Z3C5_Q9HD36|A0A0S2Z4L5_P05455|A8K383_P23511|B4E0X2_P05455|H0YMD5_I1SRC5|H0YMD5_L7RSL8|H0YMD5_O43521|H0YMD5_P01116|H0YMD5_Q07817|H0YMD5_Q5TE63|I1SRC5_J3KTA4|I1SRC5_K7ES52|I1SRC5_K9J972|I1SRC5_O43521|I1SRC5_P04183|I1SRC5_P05455|I1SRC5_P17844|I1SRC5_P25445|I1SRC5_Q06609|I1SRC5_Q07817|I1SRC5_Q59FU8|I1SRC5_Q5TE63|I1SRC5_Q9HD36|J3KTA4_L7RSL8|J3KTA4_P01116|K7ES52_L7RSL8|K7ES52_P01116|K9J972_L7RSL8|K9J972_P01116|K9JA46_Q9NY65|L7RRS6_P05455|L7RSL8_O43521|L7RSL8_P04183|L7RSL8_P05455|L7RSL8_P17844|L7RSL8_P25445|L7RSL8_Q06609|L7RSL8_Q07817|L7RSL8_Q59FU8|L7RSL8_Q5TE63|L7RSL8_Q9HD36|O15524_P17181|O15524_P48551|O15524_Q9BUA0|O43521_P01116|O43521_Q07817|O43521_Q5TE63|O43521_Q9HD36|P01116_P04183|P01116_P05455|P01116_P17844|P01116_P25445|P01116_Q06609|P01116_Q07817|P01116_Q59FU8|P01116_Q5TE63|P01116_Q9HD36|P04049_P05455|P07900_Q9NY65|P17181_Q4JHT5|P18850_P23511|P48551_Q4JHT5|Q07817_Q9HD36|Q4JHT5_Q9BUA0|Q5TE63_Q9HD36|Q86SX1_Q9NY65	no (Q9NY65)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	P04049
21633666				A0A024QZ26_Q9NY65|A0A024R1A4_P12004|A0A1U9X8F2_B7Z616|A0A1U9X8F2_B7Z995|A0A1U9X8F2_P12004|A0A1U9X8F2_P34932|A0A1U9X8F2_Q6L981|A0A1U9X8F2_Q6L983|A0A1U9X8F2_Q9UNE7|A0A1U9X8F2_Q9Y6H5|B4DZH6_Q9NY65|B7Z616_Q06587|B7Z616_Q99496|B7Z995_Q06587|B7Z995_Q99496|G3V2F7_P49792|P12004_P68036|P12004_Q06587|P34932_Q06587|P49792_P56524|P49792_Q13404|Q06587_Q6L981|Q06587_Q6L983|Q06587_Q9UNE7|Q06587_Q9Y6H5|Q6L981_Q99496|Q6L983_Q99496|Q99496_Q9Y4X5|Q99496_Q9Y6H5|Q9BRX7_Q9NY65|Q9NSW6_Q9NY65|Q9NY65_Q9UBN7	no (Q9NY65)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	P68036
20520769				A0A024QZ26_A0A024QZY1|A0A024QZ26_A8MU58|A0A024QZ26_F8W950|A0A024QZ26_P49841|A0A024QZ26_Q13155|A0A024QZ26_Q6FI27|A0A024QZY1_B4DZH6|A0A024QZY1_Q9BRX7|A0A024QZY1_Q9NSW6|A0A024QZY1_Q9UBN7|A8MU58_B4DZH6|A8MU58_Q9BRX7|A8MU58_Q9NSW6|A8MU58_Q9UBN7|B4DZH6_F8W950|B4DZH6_P49841|B4DZH6_Q13155|B4DZH6_Q6FI27|F8W950_Q9BRX7|F8W950_Q9NSW6|F8W950_Q9UBN7|P49841_Q9BRX7|P49841_Q9NSW6|P49841_Q9UBN7|Q13155_Q9BRX7|Q13155_Q9NSW6|Q13155_Q9UBN7|Q6FI27_Q9BRX7|Q6FI27_Q9NSW6|Q6FI27_Q9UBN7|Q9H0B6_Q9NY65	no (Q9NY65)	part			no	no	no	no	no	no	yes	part	yes	yes	no	no	no	no	no	no	no	no	no	P49841
17172417				P11387_Q9NY65|Q9BVT2_Q9NY65	no (Q9NY65)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P11387
21197403				A0A024R871_P06213|A0A024RCS3_A0A0A8KB75|A0A024RCS3_A7UKX7|A0A024RCS3_A7UKX8|A0A024RCS3_A7UKX9|A0A024RCS3_A8K503|A0A024RCS3_B0QYN7|A0A024RCS3_B7Z7I2|A0A024RCS3_E5KQF5|A0A024RCS3_E5KQF6|A0A024RCS3_F1D8N4|A0A024RCS3_G3XA89|A0A024RCS3_O95071|A0A024RCS3_P04150|A0A024RCS3_P63279|A0A024RCS3_Q00987|A0A024RCS3_Q13547|A0A024RCS3_Q6IT96|A0A024RCS3_Q96DS0|A0A087WT42_P06213|A0A0A8KB75_A8K503|A0A0A8KB75_B0QYN7|A0A0A8KB75_B4E1C1|A0A0A8KB75_B7Z7I2|A0A0A8KB75_E5KQF5|A0A0A8KB75_E5KQF6|A0A0A8KB75_F1D8N4|A0A0A8KB75_O95071|A0A0A8KB75_P04150|A0A0A8KB75_P63279|A0A0A8KB75_Q13547|A0A0A8KB75_Q53F85|A0A0A8KB75_Q6IT96|A0A0A8KB75_Q9UER7|A7UKX7_A8K503|A7UKX7_B0QYN7|A7UKX7_B4E1C1|A7UKX7_B7Z7I2|A7UKX7_E5KQF5|A7UKX7_E5KQF6|A7UKX7_F1D8N4|A7UKX7_O95071|A7UKX7_P04150|A7UKX7_P63279|A7UKX7_Q13547|A7UKX7_Q53F85|A7UKX7_Q6IT96|A7UKX7_Q9UER7|A7UKX8_A8K503|A7UKX8_B0QYN7|A7UKX8_B4E1C1|A7UKX8_B7Z7I2|A7UKX8_E5KQF5|A7UKX8_E5KQF6|A7UKX8_F1D8N4|A7UKX8_O95071|A7UKX8_P04150|A7UKX8_P63279|A7UKX8_Q13547|A7UKX8_Q53F85|A7UKX8_Q6IT96|A7UKX8_Q9UER7|A7UKX9_A8K503|A7UKX9_B0QYN7|A7UKX9_B4E1C1|A7UKX9_B7Z7I2|A7UKX9_E5KQF5|A7UKX9_E5KQF6|A7UKX9_F1D8N4|A7UKX9_O95071|A7UKX9_P04150|A7UKX9_P63279|A7UKX9_Q13547|A7UKX9_Q53F85|A7UKX9_Q6IT96|A7UKX9_Q9UER7|A8K503_B4E1C1|A8K503_B7Z7I2|A8K503_E5KQF5|A8K503_E5KQF6|A8K503_F1D8N4|A8K503_G3XA89|A8K503_O95071|A8K503_P04150|A8K503_Q00987|A8K503_Q53F85|A8K503_Q96DS0|A8K503_Q9UER7|A8K910_B7Z5N5|A8K910_P06213|A8K910_Q15796|A8K910_Q53XR6|B0QYN7_B4E1C1|B0QYN7_B7Z7I2|B0QYN7_E5KQF5|B0QYN7_E5KQF6|B0QYN7_F1D8N4|B0QYN7_G3XA89|B0QYN7_O95071|B0QYN7_P04150|B0QYN7_Q00987|B0QYN7_Q53F85|B0QYN7_Q96DS0|B0QYN7_Q9UER7|B4DYV1_B7Z5N5|B4DYV1_P06213|B4DYV1_Q15796|B4DYV1_Q53XR6|B4E1C1_B7Z7I2|B4E1C1_E5KQF5|B4E1C1_E5KQF6|B4E1C1_F1D8N4|B4E1C1_G3XA89|B4E1C1_O95071|B4E1C1_P04150|B4E1C1_P63279|B4E1C1_Q00987|B4E1C1_Q13547|B4E1C1_Q6IT96|B4E1C1_Q96DS0|B7Z5N5_O60674|B7Z5N5_P06213|B7Z5N5_P28482|B7Z5N5_Q1HBJ4|B7Z5N5_Q499G7|B7Z7I2_G3XA89|B7Z7I2_O95071|B7Z7I2_P28482|B7Z7I2_P63279|B7Z7I2_Q00987|B7Z7I2_Q13547|B7Z7I2_Q1HBJ4|B7Z7I2_Q499G7|B7Z7I2_Q53F85|B7Z7I2_Q6IT96|B7Z7I2_Q96DS0|B7Z7I2_Q9UER7|E5KQF5_G3XA89|E5KQF5_O95071|E5KQF5_P28482|E5KQF5_P63279|E5KQF5_Q00987|E5KQF5_Q13547|E5KQF5_Q1HBJ4|E5KQF5_Q499G7|E5KQF5_Q53F85|E5KQF5_Q6IT96|E5KQF5_Q96DS0|E5KQF5_Q9UER7|E5KQF6_G3XA89|E5KQF6_O95071|E5KQF6_P28482|E5KQF6_P63279|E5KQF6_Q00987|E5KQF6_Q13547|E5KQF6_Q1HBJ4|E5KQF6_Q499G7|E5KQF6_Q53F85|E5KQF6_Q6IT96|E5KQF6_Q96DS0|E5KQF6_Q9UER7|F1D8N4_G3XA89|F1D8N4_O95071|F1D8N4_P28482|F1D8N4_P63279|F1D8N4_Q00987|F1D8N4_Q13547|F1D8N4_Q1HBJ4|F1D8N4_Q499G7|F1D8N4_Q53F85|F1D8N4_Q6IT96|F1D8N4_Q96DS0|F1D8N4_Q9UER7|G3XA89_O95071|G3XA89_P04150|G3XA89_P63279|G3XA89_Q13547|G3XA89_Q53F85|G3XA89_Q6IT96|G3XA89_Q9UER7|O60674_P06213|O60674_Q15796|O60674_Q53XR6|O95071_P04150|O95071_P63279|O95071_Q00987|O95071_Q13547|O95071_Q53F85|O95071_Q6IT96|O95071_Q96DS0|O95071_Q9UER7|P04150_P28482|P04150_P63279|P04150_Q00987|P04150_Q13547|P04150_Q1HBJ4|P04150_Q499G7|P04150_Q53F85|P04150_Q6IT96|P04150_Q96DS0|P04150_Q9UER7|P06213_P28482|P06213_Q15796|P06213_Q1HBJ4|P06213_Q499G7|P06213_Q53XR6|P06213_Q5VVV9|P06213_Q8WZ05|P06213_Q9NY64|P28482_Q15796|P28482_Q53XR6|P63279_Q00987|P63279_Q53F85|P63279_Q96DS0|P63279_Q9UER7|Q00987_Q13547|Q00987_Q53F85|Q00987_Q6IT96|Q00987_Q9UER7|Q13547_Q53F85|Q13547_Q96DS0|Q13547_Q9UER7|Q15796_Q1HBJ4|Q15796_Q499G7|Q1HBJ4_Q53XR6|Q499G7_Q53XR6|Q53F85_Q6IT96|Q53F85_Q96DS0|Q6IT96_Q96DS0|Q6IT96_Q9UER7|Q96DS0_Q9UER7	no (Q9NY64)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	P06213
12077138				P04114_Q9NY15|P09486_Q9NY15	no (Q9NY15)	no			no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	part	part	P04114
12077138				P04114_Q9NY15|P09486_Q9NY15	no (Q9NY15)	no			no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	part	part	Q9NY15
12473645				P04114_Q9NY15|P09486_Q9NY15	no (Q9NY15)	no			no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	part	part	P04114
12473645				P04114_Q9NY15|P09486_Q9NY15	no (Q9NY15)	no			no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	part	part	Q9NY15
15572036				P04114_Q9NY15|P09486_Q9NY15	no (Q9NY15)	no			no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	part	part	P04114
15572036				P04114_Q9NY15|P09486_Q9NY15	no (Q9NY15)	no			no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	part	part	Q9NY15
19726632				P04114_Q9NY15|P09486_Q9NY15	no (Q9NY15)	no			no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	part	part	P04114
19726632				P04114_Q9NY15|P09486_Q9NY15	no (Q9NY15)	no			no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	part	part	Q9NY15
21480214				P04114_Q9NY15|P09486_Q9NY15	no (Q9NY15)	no			no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	part	part	P04114
21480214				P04114_Q9NY15|P09486_Q9NY15	no (Q9NY15)	no			no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	part	part	Q9NY15
16670288				H0UI80_P09486|P04114_Q9NY15|P09486_Q8IXH7|P09486_Q9NY15	no (Q9NY15)	no			no	no	no	no	no	no	no	no	yes	part	no	yes	part	no	no	no	no	part	part	P04114
16670288				H0UI80_P09486|P04114_Q9NY15|P09486_Q8IXH7|P09486_Q9NY15	no (Q9NY15)	no			no	no	no	no	no	no	no	no	yes	part	no	yes	part	no	no	no	no	part	part	Q9NY15
19703281				E0YMI7_Q9NY15|P20823_Q9NY15|P25791_Q9HC29	no (Q9NY15)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	Q9NY15
19703281				E0YMI7_Q9NY15|P20823_Q9NY15|P25791_Q9HC29	no (Q9NY15)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P20823
28511652				P10275_Q9NXR8|Q92993_Q9NXR8	no (Q9NXR8)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	part	yes	Q92993
12974676				P17252_Q9NXH3|Q16539_Q9NXH3	no (Q9NXH3)	yes			no	no	no	no	no	no	no	no	no	no	no	no	no	yes	yes	yes	yes	no	no	P17252
