pmid	curator	curatable	curator_comment	prot_pairs	ccline_uniprot	noncur_prot	contains_ints_man_check	contains_ints_man_check_comment	imex_publ	imex_pair	GO_IPI_publ	GO_IPI_pair	BioGRID_publ	BioGRID_pair	tm_epmc_publ	tm_epmc_pair	EVEX_publ	EVEX_pair	STRING_textmining_pair	reactome_publ	reactome_pair	OmniPath_interactions_publ	OmniPath_interactions_pair	OmniPath_ptm_publ	OmniPath_ptm_pair	STRING_pi_pair	iid_pred	prot_ac
25077442				P00533_P12931|P00533_P15692|P00533_P27361|P12931_Q99463	no (Q99463)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part	P15692
26025664				O75751_Q99463|P40933_Q13261|P49841_Q13261|Q05397_Q13261|Q08881_Q99463|Q13261_Q99463	no (Q99463)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part	P49841
14517202				B0LPE5_Q5JQI0|B0LPE5_Q99519|B3KVH4_Q5JQI0|B3KVH4_Q99519|P29323_Q99463|P31749_Q5JQI0|P31749_Q99519	no (Q99463)	part			no	no	no	no	no	no	yes	part	yes	part	no	no	no	no	no	no	no	no	no	P31749
21483438				O60229_P78352|O60229_Q02297|Q02297_Q99463	no (Q99463)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	P78352
22403298				P08253_P15692|P15692_Q99463	no (Q99463)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	P15692
22958338				P78352_Q12879|Q12879_Q99463	no (Q99463)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	P78352
24358106				P15692_P33151|P15692_P35968|P33151_Q99463	no (Q99463)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	P15692
25393018				P20810_P78352|P78352_Q05586|P78352_Q12879|P78352_Q13224|P78352_Q99463|Q13224_Q99463	no (Q99463)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	P78352
27385592				P25116_P78352|P25116_Q12879|P25116_Q99463|P78352_Q12879|P78352_Q99463|Q12879_Q99463	no (Q99463)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	P78352
27824116				P05556_P12830|P05556_Q06124|P05556_Q08345|P12830_Q08345|P12830_Q99463|Q06124_Q08345|Q08345_Q15466	no (Q99463)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	no	part	Q15466
26515729				O94907_P02751|P02751_Q8N474|P02751_Q99463	no (Q99463)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no	P02751
19606230				A0A024RD33_A0A0G2JS65|A0A024RD33_A0A125SXW3|A0A024RD33_A0T3F4|A0A024RD33_A8KAF4|A0A024RD33_E9PDY6|A0A024RD33_G4XH65|A0A024RD33_H0Y4W6|A0A024RD33_P03372|A0A024RD33_Q99102|A0A024RD33_Q9UBT1|A0A024RD37_A0A0G2JS65|A0A024RD37_A0A125SXW3|A0A024RD37_A0T3F4|A0A024RD37_A8KAF4|A0A024RD37_E9PDY6|A0A024RD37_G4XH65|A0A024RD37_H0Y4W6|A0A024RD37_P03372|A0A024RD37_Q99102|A0A024RD37_Q9UBT1|A0A087WTP4_A0A0G2JS65|A0A087WTP4_A0A125SXW3|A0A087WTP4_A0T3F4|A0A087WTP4_A8KAF4|A0A087WTP4_E9PDY6|A0A087WTP4_G4XH65|A0A087WTP4_H0Y4W6|A0A087WTP4_P03372|A0A087WTP4_Q99102|A0A087WTP4_Q9UBT1|A0A087WUD8_A0A0G2JS65|A0A087WUD8_A0A125SXW3|A0A087WUD8_A0T3F4|A0A087WUD8_A8KAF4|A0A087WUD8_E9PDY6|A0A087WUD8_G4XH65|A0A087WUD8_H0Y4W6|A0A087WUD8_P03372|A0A087WUD8_Q99102|A0A087WUD8_Q9UBT1|A0A087X0B2_A0A0G2JS65|A0A087X0B2_A0A125SXW3|A0A087X0B2_A0T3F4|A0A087X0B2_A8KAF4|A0A087X0B2_E9PDY6|A0A087X0B2_G4XH65|A0A087X0B2_H0Y4W6|A0A087X0B2_P03372|A0A087X0B2_Q99102|A0A087X0B2_Q9UBT1|A0A087X1L1_A0A0G2JS65|A0A087X1L1_A0A125SXW3|A0A087X1L1_A0T3F4|A0A087X1L1_A8KAF4|A0A087X1L1_E9PDY6|A0A087X1L1_G4XH65|A0A087X1L1_H0Y4W6|A0A087X1L1_P03372|A0A087X1L1_Q99102|A0A087X1L1_Q9UBT1|A0A0G2JS65_A0A0Y0IMM4|A0A0G2JS65_A0A125SXW3|A0A0G2JS65_A2A2V4|A0A0G2JS65_A8KAF4|A0A0G2JS65_G4XH65|A0A0G2JS65_H0Y4W6|A0A0G2JS65_P03372|A0A0G2JS65_P15692|A0A0G2JS65_Q9UBT1|A0A0Y0IMM4_A0A125SXW3|A0A0Y0IMM4_A0T3F4|A0A0Y0IMM4_A8KAF4|A0A0Y0IMM4_E9PDY6|A0A0Y0IMM4_G4XH65|A0A0Y0IMM4_H0Y4W6|A0A0Y0IMM4_P03372|A0A0Y0IMM4_Q99102|A0A0Y0IMM4_Q9UBT1|A0A125SXW3_A0T3F4|A0A125SXW3_A2A2V4|A0A125SXW3_E9PDY6|A0A125SXW3_P15692|A0A125SXW3_Q99102|A0T3F4_A2A2V4|A0T3F4_A8KAF4|A0T3F4_G4XH65|A0T3F4_H0Y4W6|A0T3F4_P03372|A0T3F4_P15692|A0T3F4_Q9UBT1|A2A2V4_A8KAF4|A2A2V4_E9PDY6|A2A2V4_G4XH65|A2A2V4_H0Y4W6|A2A2V4_P03372|A2A2V4_Q99102|A2A2V4_Q9UBT1|A8KAF4_E9PDY6|A8KAF4_P15692|A8KAF4_Q99102|E9PDY6_G4XH65|E9PDY6_H0Y4W6|E9PDY6_P03372|E9PDY6_P15692|E9PDY6_Q9UBT1|G4XH65_P15692|G4XH65_Q99102|H0Y4W6_P15692|H0Y4W6_Q99102|P03372_P15692|P03372_Q99102|P15692_Q99102|P15692_Q9UBT1|Q99102_Q9UBT1	no (Q99102)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P15692
19756373				A0A024QZK7_B7Z2I3|A0A024QZK7_E7BSV0|A0A024QZK7_E9PFD7|A0A024QZK7_F2YGG7|A0A024QZK7_P00533|A0A024QZK7_Q504U8|A0A0C4DFS1_B7Z2I3|A0A0C4DFS1_E7BSV0|A0A0C4DFS1_E9PFD7|A0A0C4DFS1_F2YGG7|A0A0C4DFS1_P00533|A0A0C4DFS1_P40763|A0A0C4DFS1_Q504U8|A8K7J7_B7Z2I3|A8K7J7_E7BSV0|A8K7J7_E9PFD7|A8K7J7_F2YGG7|A8K7J7_P00533|A8K7J7_Q504U8|B0LPE5_E7EPT6|B0LPE5_F8VNR3|B0LPE5_P01135|B0LPE5_Q99075|B3KVH4_E7EPT6|B3KVH4_F8VNR3|B3KVH4_P01135|B3KVH4_Q99075|B3KXY9_B7Z2I3|B3KXY9_E7BSV0|B3KXY9_E9PFD7|B3KXY9_F2YGG7|B3KXY9_P00533|B3KXY9_Q504U8|B7Z2I3_H0YIS1|B7Z2I3_P13942|B7Z2I3_P19367|B7Z2I3_P78542|B7Z2I3_Q4VXY6|B7Z2I3_Q59FD4|E7BSV0_H0YIS1|E7BSV0_P13942|E7BSV0_P19367|E7BSV0_P78542|E7BSV0_Q4VXY6|E7BSV0_Q59FD4|E7EPT6_P31749|E9PFD7_H0YIS1|E9PFD7_P13942|E9PFD7_P19367|E9PFD7_P78542|E9PFD7_Q4VXY6|E9PFD7_Q59FD4|F2YGG7_H0YIS1|F2YGG7_P13942|F2YGG7_P19367|F2YGG7_P78542|F2YGG7_Q4VXY6|F2YGG7_Q59FD4|F8VNR3_P31749|H0YIS1_P00533|H0YIS1_P40763|H0YIS1_Q504U8|P00533_P13942|P00533_P19367|P00533_P78542|P00533_Q4VXY6|P00533_Q59FD4|P01135_P31749|P13942_P40763|P13942_Q504U8|P19367_Q504U8|P31749_Q99075|P40763_Q4VXY6|P78542_Q504U8|Q4VXY6_Q504U8|Q504U8_Q59FD4	no (Q99075)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	no	P31749
18316369				P49841_Q96RT8|Q6FI27_Q96RT8	no (Q96RT8)	no			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P49841
22778263				P49840_Q96RR4|P49841_Q96RR4	no (Q96RR4)	no			no	no	no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	no	no	part	P49841
19936192				A0A024RBP6_B0LPE5|A0A024RBP6_B3KVH4|A0A024RBP6_P31749|A0A024RBP6_P49841|A0A024RBP6_Q6FI27|A0A024RBP8_B0LPE5|A0A024RBP8_B3KVH4|A0A024RBP8_P31749|A0A024RBP8_P49841|A0A024RBP8_Q6FI27|A0A024RBQ0_B0LPE5|A0A024RBQ0_B3KVH4|A0A024RBQ0_P31749|A0A024RBQ0_P49841|A0A024RBQ0_Q6FI27|A0A024RBQ3_B0LPE5|A0A024RBQ3_B3KVH4|A0A024RBQ3_P31749|A0A024RBQ3_P49841|A0A024RBQ3_Q6FI27|B0LPE5_P49841|B0LPE5_Q6FI27|B0LPE5_Q96RR4|B3KVH4_P49841|B3KVH4_Q6FI27|B3KVH4_Q96RR4|P31749_P49841|P31749_Q6FI27|P31749_Q96RR4|P49841_Q96RR4|Q6FI27_Q96RR4	no (Q96RR4)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	P31749
19936192				A0A024RBP6_B0LPE5|A0A024RBP6_B3KVH4|A0A024RBP6_P31749|A0A024RBP6_P49841|A0A024RBP6_Q6FI27|A0A024RBP8_B0LPE5|A0A024RBP8_B3KVH4|A0A024RBP8_P31749|A0A024RBP8_P49841|A0A024RBP8_Q6FI27|A0A024RBQ0_B0LPE5|A0A024RBQ0_B3KVH4|A0A024RBQ0_P31749|A0A024RBQ0_P49841|A0A024RBQ0_Q6FI27|A0A024RBQ3_B0LPE5|A0A024RBQ3_B3KVH4|A0A024RBQ3_P31749|A0A024RBQ3_P49841|A0A024RBQ3_Q6FI27|B0LPE5_P49841|B0LPE5_Q6FI27|B0LPE5_Q96RR4|B3KVH4_P49841|B3KVH4_Q6FI27|B3KVH4_Q96RR4|P31749_P49841|P31749_Q6FI27|P31749_Q96RR4|P49841_Q96RR4|Q6FI27_Q96RR4	no (Q96RR4)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	P49841
20181062				A0A024R9Y0_A0A0S2Z3D5|A0A024R9Y0_E5KNU5|A0A024R9Y0_E5KSY5|A0A024R9Y0_O94906|A0A024R9Y0_P02649|A0A024R9Y0_P54098|A0A024R9Y0_Q96RR1|A0A024R9Y0_Q9H6V3|A0A024R9Y1_A0A0S2Z3D5|A0A024R9Y1_E5KNU5|A0A024R9Y1_E5KSY5|A0A024R9Y1_O94906|A0A024R9Y1_P02649|A0A024R9Y1_P54098|A0A024R9Y1_Q96RR1|A0A024R9Y1_Q9H6V3|A0A024RA17_A0A0S2Z3D5|A0A024RA17_E5KNU5|A0A024RA17_E5KSY5|A0A024RA17_O94906|A0A024RA17_P02649|A0A024RA17_P54098|A0A024RA17_Q96RR1|A0A024RA17_Q9H6V3|A0A024RA19_A0A0S2Z3D5|A0A024RA19_E5KNU5|A0A024RA19_E5KSY5|A0A024RA19_O94906|A0A024RA19_P02649|A0A024RA19_P54098|A0A024RA19_Q96RR1|A0A024RA19_Q9H6V3|A0A0S2Z3D5_B3KTM0|A0A0S2Z3D5_E5KNU5|A0A0S2Z3D5_E5KSY5|A0A0S2Z3D5_P10636|A0A0S2Z3D5_P54098|A0A0S2Z3D5_Q96RR1|A0A0S2Z3D5_Q9H6V3|B3KTM0_E5KNU5|B3KTM0_E5KSY5|B3KTM0_O94906|B3KTM0_P02649|B3KTM0_P54098|B3KTM0_Q96RR1|B3KTM0_Q9H6V3|E5KNU5_E5KSY5|E5KNU5_O94906|E5KNU5_P02649|E5KNU5_P10636|E5KNU5_Q96RR1|E5KNU5_Q9H6V3|E5KSY5_O94906|E5KSY5_P02649|E5KSY5_P10636|E5KSY5_P54098|O94906_P10636|O94906_P54098|O94906_Q96RR1|O94906_Q9H6V3|P02649_P10636|P02649_P54098|P02649_Q96RR1|P02649_Q9H6V3|P10636_P54098|P10636_Q96RR1|P10636_Q9H6V3|P54098_Q96RR1|P54098_Q9H6V3	no (Q96RR1)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part	P02649
17895993				A0A0C4DFT3_B7Z4H2|A0A0C4DFT3_B7Z647|A0A0C4DFT3_B9EGL1|A0A0C4DFT3_O15355|A0A0C4DFT3_P78352|A0A0C4DFT3_Q6IAU5|A0A0C4DFT3_Q96RQ9|A0A0C4DFT3_Q9Y5G3|B4DF78_B7Z4H2|B4DF78_B7Z647|B4DF78_B9EGL1|B4DF78_O15355|B4DF78_P78352|B4DF78_Q6IAU5|B4DF78_Q96RQ9|B4DF78_Q9Y5G3|B7Z4H2_O15355|B7Z4H2_Q12959|B7Z4H2_Q6IAU5|B7Z4H2_Q96RQ9|B7Z4H2_Q9Y5G3|B7Z647_O15355|B7Z647_Q12959|B7Z647_Q6IAU5|B7Z647_Q96RQ9|B7Z647_Q9Y5G3|B9EGL1_O15355|B9EGL1_Q12959|B9EGL1_Q6IAU5|B9EGL1_Q96RQ9|B9EGL1_Q9Y5G3|O15355_P78352|O15355_Q12959|O15355_Q9Y5G3|P16389_Q12879|P16389_Q547U9|P16389_Q59EW6|P16389_Q96T58|P22001_Q12879|P22001_Q547U9|P22001_Q59EW6|P22001_Q96T58|P78352_Q12959|P78352_Q6IAU5|P78352_Q96RQ9|P78352_Q9Y5G3|Q09470_Q12879|Q09470_Q547U9|Q09470_Q59EW6|Q09470_Q96T58|Q12879_Q96T58|Q12959_Q6IAU5|Q12959_Q96RQ9|Q12959_Q9Y5G3|Q547U9_Q96T58|Q59EW6_Q96T58|Q6IAU5_Q9Y5G3	no (Q96RQ9,Q9Y5G3)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	part	P78352
19948477				A0A087WZ06_A4QPA9|A0A087WZ06_B4DFY5|A0A087WZ06_H3BRW9|A0A087WZ06_P46734|A0A087WZ06_Q02750|A0A087WZ06_Q6FI23|A0A087WZ06_Q99683|A4QPA9_P46734|A4QPA9_Q13188|A4QPA9_Q6FI23|A4QPA9_Q99683|B4DFY5_P46734|B4DFY5_Q13188|B4DFY5_Q6FI23|B4DFY5_Q99683|H3BRW9_P46734|H3BRW9_Q13188|H3BRW9_Q6FI23|H3BRW9_Q99683|P01133_P04049|P04049_P29323|P08100_Q9NS23|P46734_Q02750|P46734_Q13188|P46734_Q99683|Q02750_Q13188|Q02750_Q6FI23|Q02750_Q99683|Q13188_Q6FI23|Q13188_Q99683|Q6FI23_Q99683|Q96RQ9_Q9NZI8|Q9BR11_Q9HD26|Q9BR11_Q9Y6X8|Q9HD26_Q9NZI8	no (Q96RQ9,Q9BR11)	part			no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	part	part	P04049
20858269				A0A024R2C0_A0A024R2Q3|A0A024R2C0_B4DGU4|A0A024R2C0_P35222|A0A024R2C0_Q96RQ9|A0A024R2C0_Q9UKE5|A0A024R2Q3_A0A1B0GVR6|A0A024R2Q3_A0A1B0GVV8|A0A024R2Q3_A0A1B0GW91|A0A024R2Q3_A0A1B0GWD5|A0A024R2Q3_B3KVA4|A0A024R2Q3_E9PH57|A0A024R2Q3_H3BPJ7|A0A024R2Q3_H3BTP3|A0A024R2Q3_O60315|A0A024R2Q3_P15884|A0A024R2Q3_Q96RQ9|A0A024R2Q3_Q9UKE5|A0A087WXV4_O43474|A0A087WXV4_P14210|A0A1B0GVR6_B4DGU4|A0A1B0GVR6_P35222|A0A1B0GVR6_Q96RQ9|A0A1B0GVR6_Q9UKE5|A0A1B0GVV8_B4DGU4|A0A1B0GVV8_P35222|A0A1B0GW91_B4DGU4|A0A1B0GW91_P35222|A0A1B0GW91_Q96RQ9|A0A1B0GW91_Q9UKE5|A0A1B0GWD5_B4DGU4|A0A1B0GWD5_P35222|A0A1B0GWD5_Q96RQ9|A0A1B0GWD5_Q9UKE5|B3KVA4_B4DGU4|B3KVA4_P35222|B3KVA4_Q96RQ9|B3KVA4_Q9UKE5|B4DGU4_E9PH57|B4DGU4_H3BPJ7|B4DGU4_H3BTP3|B4DGU4_O60315|B4DGU4_P15884|B4DGU4_Q96RQ9|B4DGU4_Q9UKE5|B9VVT8_O43474|B9VVT8_P14210|E9PH57_P35222|E9PH57_Q96RQ9|E9PH57_Q9UKE5|F1D8S2_O43474|F1D8S2_P14210|F1D8T0_O43474|F1D8T0_P14210|F1D8T1_O43474|F1D8T1_P14210|H3BPJ7_P35222|H3BPJ7_Q96RQ9|H3BPJ7_Q9UKE5|H3BTP3_P35222|H3BTP3_Q96RQ9|H3BTP3_Q9UKE5|O43474_P41235|O60315_P35222|O75197_P14210|P14210_P41235|P15884_P35222|P15884_Q96RQ9|P15884_Q9UKE5|P35222_Q96RQ9|P35222_Q9UKE5	no (Q96RQ9)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	P41235
16247032				A0A024R1D9_A0A140VJQ8|A0A024R1D9_B0LPE5|A0A024R1D9_B3KVH4|A0A024R1D9_F5GZ78|A0A024R1D9_P31749|A0A024R1D9_P49023|A0A024R1D9_Q96RQ9|A0A024R1F6_A0A140VJQ8|A0A024R1F6_B0LPE5|A0A024R1F6_B3KVH4|A0A024R1F6_F5GZ78|A0A024R1F6_P31749|A0A024R1F6_P49023|A0A024R1F6_Q96RQ9|A0A024R1I0_A0A140VJQ8|A0A024R1I0_B0LPE5|A0A024R1I0_B3KVH4|A0A024R1I0_F5GZ78|A0A024R1I0_P31749|A0A024R1I0_P49023|A0A024R1I0_Q96RQ9|A0A024R1J8_A0A140VJQ8|A0A024R1J8_B0LPE5|A0A024R1J8_B3KVH4|A0A024R1J8_F5GZ78|A0A024R1J8_P31749|A0A024R1J8_P49023|A0A024R1J8_Q96RQ9|A0A024R1J9_A0A140VJQ8|A0A024R1J9_B0LPE5|A0A024R1J9_B3KVH4|A0A024R1J9_F5GZ78|A0A024R1J9_P31749|A0A024R1J9_P49023|A0A024R1J9_Q96RQ9|A0A140VJQ8_P35240|B0LPE5_P35240|B3KVH4_P35240|F5GZ78_P35240|P31749_P35240|P35240_P49023|P35240_Q96RQ9	no (Q96RQ9)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part	P31749
25211338				O14770_O76013|O14770_Q7Z3Y8|O14770_Q96RK1|O14770_Q99687|O76013_Q96RK1|O76013_Q99687|O76013_Q99967|Q7Z3Y8_Q96RK1|Q7Z3Y8_Q99687|Q7Z3Y8_Q99967|Q96RK1_Q99967|Q99687_Q99967	no (Q96RK1,Q99687)	part			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	Q99967
15342390				A0A0A0MTM3_A0A125SXW3|A0A0A0MTM3_A8KAF4|A0A0A0MTM3_D6RBW1|A0A0A0MTM3_G4XH65|A0A0A0MTM3_H0Y4W6|A0A0A0MTM3_P03372|A0A0A0MTM3_P06730|A0A0A0MTM3_Q32Q75|A0A0A0MTM3_Q96RK1|A0A0A0MTM3_Q9UBT1|A0A0A0MTM3_X5D7E3|A0A125SXW3_D9ZGF1|A0A125SXW3_Q09472|A0A125SXW3_Q7Z6C1|A0A125SXW3_Q99967|A8KAF4_D9ZGF1|A8KAF4_Q09472|A8KAF4_Q7Z6C1|A8KAF4_Q99967|D6RBW1_D9ZGF1|D6RBW1_Q96RK1|D6RBW1_Q99967|D9ZGF1_G4XH65|D9ZGF1_H0Y4W6|D9ZGF1_P03372|D9ZGF1_P06730|D9ZGF1_Q32Q75|D9ZGF1_Q96RK1|D9ZGF1_Q9UBT1|D9ZGF1_X5D7E3|G4XH65_Q09472|G4XH65_Q7Z6C1|G4XH65_Q99967|H0Y4W6_Q09472|H0Y4W6_Q7Z6C1|H0Y4W6_Q99967|P03372_Q09472|P03372_Q7Z6C1|P03372_Q99967|P06730_Q96RK1|P06730_Q99967|Q09472_Q96RK1|Q09472_Q9UBT1|Q32Q75_Q96RK1|Q32Q75_Q99967|Q7Z6C1_Q96RK1|Q7Z6C1_Q9UBT1|Q96RK1_Q99967|Q96RK1_X5D7E3|Q99967_Q9UBT1|Q99967_X5D7E3	no (Q96RK1)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	Q99967
20650008				A0A024RD33_P48039|A0A024RD37_P48039|A0A024RD80_P05141|A0A024RD80_Q6NVC0|A0A087WTP4_P48039|A0A087WUD8_P48039|A0A087X0B2_P48039|A0A087X1L1_P48039|A0A0Y0IMM4_P48039|A2A2V4_P48039|B4DGL0_P05141|B4DGL0_Q6NVC0|F5H1T4_P05141|F5H1T4_Q6NVC0|J3QLU9_P05141|J3QLU9_Q6NVC0|P04626_P05141|P04626_P12236|P04626_Q6NVC0|P05141_P08238|P05141_P08253|P05141_P14780|P05141_Q6PK50|P05141_Q96RJ3|P05141_X5DNK3|P08238_P12236|P08238_Q6NVC0|P08253_P12236|P08253_P50281|P12236_P14780|P12236_Q96RJ3|P15692_P48039|Q6NVC0_Q6PK50|Q6NVC0_X5DNK3	no (Q96RJ3)	part			no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	part	part	P15692
23239877				P08567_P25116|P16109_P49840|P16109_P49841|P16109_Q96IZ0|P16109_Q96RI0|P17252_P49840|P49841_Q96IZ0|P49841_Q96RI0	no (Q96RI0)	part			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	P49841
23239877				P08567_P25116|P16109_P49840|P16109_P49841|P16109_Q96IZ0|P16109_Q96RI0|P17252_P49840|P49841_Q96IZ0|P49841_Q96RI0	no (Q96RI0)	part			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	P17252
26413467				P01308_P06213|P01308_Q96RD7	no (Q96RD7)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part	P06213
25704885				O14920_P01375|O14920_Q96Q05|O15111_P01375|O15111_Q96Q05|P01375_P21579|P01375_Q96Q05|P21579_Q96Q05|Q96Q05_Q99558	no (Q96Q05)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	no	part	O15111
26258642				P08519_P11831|P08519_Q92888|P08519_Q96PY5|P08519_Q9NZN5|P11831_Q96PY5|P11831_Q9NZN5|P53667_Q96PY5|Q92888_Q9NR83|Q96PY5_Q9NZN5|Q9NR83_Q9NZN5	no (Q96PY5,Q9NR83)	part			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no	P08519
26256210				P17252_Q96PY5	no (Q96PY5)	no			no	no	no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	P17252
21886838				P15692_P42345|P15692_Q96PN7|P15692_Q9Y6J0|P42345_Q96PN7|P42345_Q9BXI3|P42345_Q9Y6J0|Q96PN7_Q9BXI3	no (Q96PN7,Q9Y6J0)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no	P15692
11341787				B0LPE5_P42345|B0LPE5_Q05GC8|B0LPE5_Q96PN7|B3KVH4_P42345|B3KVH4_Q05GC8|B3KVH4_Q96PN7|P31749_P42345|P31749_Q05GC8|P31749_Q96PN7|P42345_Q05GC8|P42345_Q96PN7	no (Q96PN7)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	P31749
23045552				O75122_P49841|O75122_Q7Z460|O75122_Q96PN6	no (Q96PN6)	part			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	P49841
25544752				O95433_Q92993|O95433_Q96PG8|O95433_Q9BXH1|P46108_Q92993|P46108_Q96PG8|P46108_Q9BXH1|Q16539_Q92993|Q92993_Q96PG8|Q92993_Q9BXH1|Q92993_Q9NV58|Q92993_Q9Y2S7|Q96PG8_Q9NV58|Q96PG8_Q9Y2S7|Q9BXH1_Q9NV58|Q9BXH1_Q9Y2S7	no (Q96PG8,Q9NV58)	part			no	no	no	no	no	no	yes	part	no	no	no	no	no	yes	part	no	no	no	part	Q92993
21364664				A0A024RDY4_A1L4K2|A0A024RDY4_P45983|A0A024RDY4_Q8N264|A0A024RDY4_Q96PG8|A0A024RDY4_Q9BXH1|A1L4K2_Q14186|A1L4K2_Q8N264|A1L4K2_Q96PG8|A1L4K2_Q9BXH1|B0LPE5_Q96PG8|B0LPE5_Q9BXH1|B3KVH4_Q96PG8|B3KVH4_Q9BXH1|O14920_Q9BXH1|P31749_Q96PG8|P31749_Q9BXH1|P45983_Q14186|P45983_Q8N264|P45983_Q96PG8|P45983_Q9BXH1|Q14186_Q8N264|Q14186_Q96PG8|Q14186_Q9BXH1|Q8N264_Q96PG8|Q8N264_Q9BXH1	no (Q96PG8)	part			no	no	no	no	no	no	no	no	yes	part	no	no	no	yes	part	no	no	part	part	P31749
24970815				P01133_P04049|P01133_P27361|P01133_Q9Y6X8|P27361_P42574|P42574_Q12778|Q7Z698_Q96PG8|Q7Z698_Q9BXH1|Q7Z699_Q96PG8|Q7Z699_Q9BXH1	no (Q96PG8)	part			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	P04049
25858503				P38936_Q92993|P38936_Q96PG8|P38936_Q9BXH1|Q92993_Q96PG8|Q92993_Q9BXH1	no (Q96PG8)	part			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	Q92993
28008149				P21579_P49841|P49841_Q96PG8|P49841_Q9BXH1	no (Q96PG8)	part			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	P49841
18021457				P02751_Q05397|P02751_Q96PF1|P37231_Q96PF1|P60484_Q05397|P60484_Q96PF1|Q05397_Q96PF1	no (Q96PF1)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part	P02751
18021457				P02751_Q05397|P02751_Q96PF1|P37231_Q96PF1|P60484_Q05397|P60484_Q96PF1|Q05397_Q96PF1	no (Q96PF1)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part	P37231
12475986				D2KUA6_Q96PF1|E9PFX5_Q96PF1|P37231_Q96PF1|Q4W448_Q96PF1	no (Q96PF1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P37231
9162752				A0A024R7D5_D3DVH3|A0A024R7D5_Q96PE3|D3DVH3_P01130|P01130_Q96PE3	no (Q96PE3)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P01130
2663420				Q96PD7_Q9Y2D5	no (Q96PD7,Q9Y2D5)	no			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	Q96PD7
12746536				A0A024QZH0_A0A024R2W4|A0A024QZH0_Q14118|A0A024QZH0_Q96PD7|A0A024R2W4_Q9UP65|Q14118_Q9UP65|Q96PD7_Q9UP65	no (Q96PD7,Q9UP65)	yes			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	Q96PD7
17245590				A0A024R2M6_Q96PD7|A0A140VJX0_Q96PD7|P09110_Q96PD7	no (Q96PD7)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	Q96PD7
