pair_id_clean	pubid	EBI_GOA_nonIntAct
A9UHW6_Q9BQA5	17577209	1
O43257_Q9BQA5	17577209	1
P15170_Q9BQA5	17577209	1
P17535_Q9BQA5	17577209	1
P46013_Q9BQA5	17577209	1
P54259_Q9BQA5	17577209	1
P62995_Q9BQA5	17577209	1
Q5T8P6_Q9BQA5	17577209	1
Q6KC79_Q9BQA5	17577209	1
Q9BQA5_Q9BT49	17577209	1
Q9BQA5_Q9UBU8	17577209	1
Q9BQA5_Q9UNY4	17577209	1
Q9BQA5_Q9UQ35	17577209	1
Q9BQA5_Q9Y520	17577209	1
O75096_Q9BQB4	21471202	1
O75197_Q9BQB4	15908424	1
O75581_Q9BQB4	15908424	1
P55072_Q9BQE4	15215856	1
Q9BQE4_Q9BUN8	15215856	1
P54252_Q9BQE4	17000876	1
P49418_Q9BQI5	20946875	1
Q9BQI6_Q9NS91	25931565	1
P04049_Q9BQN1	24736947	1
Q9BQQ7_Q9NYV7	16720576	1
P51149_Q9BQS8	20100911	1
Q9BQS8_Q9GZQ8	20100911	1
Q9BQS8_Q9GZQ8	24089205	1
P48730_Q9BQY9	16618118	1
P49674_Q9BQY9	16618118	1
O15144_Q9BR76	16027158	1
P63167_Q9BRA2	14607844	1
Q86VN1_Q9BRG1	14505570	1
Q86VN1_Q9BRG1	16973552	1
Q86VN1_Q9BRG1	17010938	1
Q86VN1_Q9BRG1	14519844	1
Q9BRG1_Q9BRG1	14519844	1
P61326_Q9BRP8	18026120	1
Q9BRP8_Q9Y5S9	18026120	1
P61326_Q9BRP8	19410547	1
Q9BRP8_Q9Y5S9	19410547	1
Q9BRQ5_Q9BSW2	20418871	1
Q9BRQ6_Q9NRI5	22228767	1
Q9BRQ6_Q9NX63	22228767	1
Q9BRT2_Q9NVA1	24385928	1
O75143_Q9BSB4	19597335	1
P61088_Q9BSD3	21659603	1
Q9BSD3_Q9NS91	21659603	1
P54274_Q9BSI4	11701125	1
O95271_Q9BSI4	15133513	1
P54274_Q9BSI4	15133513	1
P54274_Q9BSI4	15181449	1
Q9BSI4_Q9NYB0	15181449	1
P54274_Q9BSI4	25620558	1
Q9BSI4_Q9NUX5	25620558	1
Q9BSI4_Q9NUX5	12768206	1
P54274_Q9BSI4	19487455	1
Q9BSJ2_Q9Y2D1	26213385	1
P35408_Q9BSK4	16424369	1
Q6W2J9_Q9BSM1	26687479	1
Q7L190_Q9BSM1	26687479	1
Q9BSM1_Q9H9S0	26687479	1
Q6W2J9_Q9BSM1	16943429	1
O00522_Q9BSQ5	16037064	1
Q9BSQ5_Q9BUL8	20489202	1
O14907_Q9BST9	10940294	1
Q9BST9_Q9UHD8	16007136	1
Q6N069_Q9BSU3	19480662	1
P49281_Q9BT67	18776082	1
Q6PJG6_Q9BT67	25631046	1
O14656_Q9BT78	21102408	1
O60260_Q9BT88	12925569	1
P02533_Q9BT92	15731013	1
P02538_Q9BT92	15731013	1
P05783_Q9BT92	15731013	1
P05787_Q9BT92	15731013	1
P08779_Q9BT92	15731013	1
P13647_Q9BT92	15731013	1
O75150_Q9BTA9	21329877	1
P49459_Q9BTA9	21329877	1
Q5VTR2_Q9BTA9	21329877	1
O43148_Q9BTL3	22099306	1
Q7Z7A3_Q9BTM9	19017811	1
Q9BTV4_Q9UH99	21391237	1
P36404_Q9BTW9	10831612	1
P50542_Q9BTZ2	20178365	1
O75306_Q9BU61	19463981	1
O75489_Q9BU61	19463981	1
Q9BU61_Q9P032	19463981	1
P63241_Q9BU89	17213197	1
Q5T2T1_Q9BUF7	17332497	1
P12956_Q9BUH6	25574025	1
P13010_Q9BUH6	25574025	1
P55345_Q9BUJ2	11513728	1
Q6UWE0_Q9BUL5	25484098	1
O00506_Q9BUL8	22652780	1
Q9BUL8_Q9P289	17360971	1
Q9BUL8_Q9P289	23541896	1
O00506_Q9BUL8	21561863	1
Q9BUL8_Q9BUL8	21561863	1
Q9BUL8_Q9P289	21561863	1
O00506_Q9BUL8	20332113	1
Q9BUL8_Q9P289	20332113	1
Q9BUL8_Q9Y6E0	20332113	1
P49023_Q9BUL8	20489202	1
Q9BUL8_Q9BUL8	20489202	1
Q9BUN5_Q9BXC9	16327777	1
Q9BUN5_Q9NPJ1	16327777	1
O75460_Q9BUN8	19135427	1
P35354_Q9BUN8	24089527	1
P55072_Q9BUN8	24089527	1
P17861_Q9BUN8	25239945	1
P55072_Q9BUN8	16186510	1
P55072_Q9BUN8	15215856	1
P54252_Q9BUN8	17000876	1
O00237_Q9BUN8	18675248	1
Q5VVQ6_Q9BUN8	19818707	1
O00410_Q9BUP3	15282309	1
O95373_Q9BUP3	15282309	1
Q9BUP3_Q9C0E2	15282309	1
O14746_Q9BUR4	19179534	1
O60832_Q9BUR4	19179534	1
_Q9BUR4	20351177	1
P17987_Q9BUR4	25467444	1
P40227_Q9BUR4	25467444	1
P49368_Q9BUR4	25467444	1
P78371_Q9BUR4	25467444	1
Q5TGZ0_Q9BUR5	25764979	1
Q6UXV4_Q9BUR5	25764979	1
C9JLW8_Q9BUT9	26184334	1
P26196_Q9BUT9	26184334	1
Q9BUZ4_Q9HCE7	19937093	1
Q9BUZ4_Q9NP84	11728344	1
O94972_Q9BUZ4	11279055	1
Q9BUZ4_Q9Y6R4	16157600	1
O00194_Q9BV36	15357836	1
P04637_Q9BV47	20562916	1
Q9BV47_Q9ULV5	16581800	1
P50281_Q9BV57	14718544	1
P38936_Q9BV68	23026136	1
P46379_Q9BV68	24981174	1
Q9BV68_Q9GZX7	23277564	1
Q66GS9_Q9BV73	18851962	1
Q9BV73_Q9NXG0	24554434	1
P51955_Q9BV73	9647649	1
P51955_Q9BV73	10880350	1
P20339_Q9BV81	23182941	1
O75449_Q9BVA0	10751153	1
Q9BVC3_Q9UQE7	16682347	1
Q6R327_Q9BVC4	24036451	1
P54274_Q9BVP2	22641345	1
P54274_Q9BVP2	19487455	1
Q9BVV7_Q9Y2R0	26321642	1
Q9BVW5_Q9UNS1	17102137	1
P55735_Q9BW27	15146057	1
P57740_Q9BW27	15146057	1
Q53GQ0_Q9BW60	20937905	1
O94986_Q9BW66	21131973	1
P54198_Q9BW71	9710638	1
Q9BW83_Q9H0F7	25443296	1
Q9BWF3_Q9UKV8	19801630	1
Q9BWF3_Q9Y5L0	12628928	1
P60842_Q9BWF3	17284590	1
P19544_Q9BWF3	16934801	1
P17844_Q9BWF3	21343338	1
P12956_Q9BWK5	24610814	1
P13010_Q9BWK5	24610814	1
Q9BWS9_Q9NY15	16357325	1
O95999_Q9BWT7	11259443	1
Q4KMG0_Q9BWV1	11782431	1
P01891_Q9BX59	23401559	1
P38398_Q9BX63	11301010	1
P38398_Q9BX63	14576433	1
O15265_Q9BX66	11371513	1
P00519_Q9BX66	11374898	1
P06213_Q9BX66	11374898	1
P11215_Q9BX67	15194813	1
Q9BX70_Q9C035	12878161	1
P11387_Q9BX70	12878161	1
Q9BXC9_Q9NPJ1	20080638	1
P05062_Q9BXC9	18000879	1
P68104_Q9BXC9	18000879	1
Q66K74_Q9BXF3	12762840	1
Q86YS3_Q9BXF6	12470645	1
P10415_Q9BXH1	11463391	1
Q9BXI6_Q9H0R8	22354992	1
Q9BXI6_Q9H492	22354992	1
O14745_Q9BXI6	11285285	1
P30518_Q9BXJ1	12409230	1
Q9BXJ4_Q9BXJ4	20952387	1
O60494_Q9BXJ7	14576052	1
Q9BXJ9_Q9ULZ3	24407287	1
P12956_Q9BXJ9	12145306	1
P13010_Q9BXJ9	12145306	1
P41227_Q9BXJ9	15496142	1
Q9BXJ9_Q9GZZ1	16507339	1
O95999_Q9BXL6	11278692	1
P27487_Q9BXL7	17287217	1
O95999_Q9BXL7	16809782	1
O95999_Q9BXL7	11278692	1
Q9BXM7_Q9H300	21138942	1
O60260_Q9BXM7	19880420	1
O60260_Q9BXM7	20798600	1
Q9BXM7_Q9UL15	24475098	1
Q6R327_Q9BXM7	21177249	1
O60260_Q9BXM7	19229105	1
Q9BXP5_Q9P127	25662211	1
P52298_Q9BXP5	26382858	1
Q53F19_Q9BXP5	26382858	1
Q676U5_Q9BXS4	23376921	1
O14745_Q9BXS9	12444019	1
P00918_Q9BXS9	15990874	1
P10275_Q9BXU7	20501646	1
O15553_Q9BXW4	26347139	1
Q9BXW4_Q9C035	25127057	1
Q9BXW4_Q9UMX0	23459205	1
Q9BXW4_Q9NRR5	23459205	1
P51149_Q9BXW6	16176980	1
Q7Z5Q5_Q9BXW9	19995904	1
Q9BXW9_Q9Y2M0	20603016	1
O00255_Q9BXW9	12874027	1
Q9BXW9_Q9Y2M0	20603015	1
Q9BXW9_Q9Y2M0	20603073	1
Q9BXX0_Q9Y6C2	11278945	1
Q9BXY4_Q9HBX8	22615920	1
P07900_Q9BY41	16809764	1
P08238_Q9BY41	16809764	1
P0DMV8_Q9BY41	16809764	1
P0DMV9_Q9BY41	16809764	1
Q9BY41_Q9UPR3	16809764	1
O43633_Q9BY43	14505570	1
Q9BY43_Q9UN37	14505570	1
Q9BY43_Q9Y3E7	14505570	1
O43633_Q9BY43	14519844	1
Q9BY43_Q9BY43	14519844	1
Q9BY43_Q9H444	14519844	1
O43633_Q9BY43	21975012	1
P50542_Q9BY49	20178365	1
P50542_Q9BY49	11669066	1
Q9BY67_Q9Y2J2	12234973	1
O95727_Q9BY67	15811952	1
P38919_Q9BY77	18423201	1
Q6P0Q8_Q9BYE9	12117771	1
O15393_Q9BYF1	21068237	1
P46013_Q9BYG3	11342549	1
Q6P1M3_Q9BYG5	12725730	1
Q9BYG5_Q9H8V3	15254234	1
Q9BYG5_Q9UGM3	14676191	1
P42356_Q9BYI3	26571211	1
Q86TV6_Q9BYI3	26571211	1
P37231_Q9BYK8	16239304	1
Q9BYM8_Q9Y4K3	17449468	1
Q9BYM8_Q9NYJ8	17449468	1
O43318_Q9BYM8	17449468	1
Q9BYM8_Q9BYM8	16083853	1
O95166_Q9BYV6	25127057	1
Q9BYV6_Q9H492	25127057	1
Q9BYX2_Q9H0R8	22354992	1
Q9BYX2_Q9H492	22354992	1
P12830_Q9BYX2	20116244	1
Q7Z434_Q9BYX4	16127453	1
O43657_Q9BYX4	22908223	1
Q86WI3_Q9BYX4	20434986	1
Q7Z434_Q9BYX4	17600090	1
O75928_Q9BYX4	21156324	1
O75179_Q9BYX4	22328336	1
P35240_Q9BZE4	17210637	1
P60520_Q9BZF2	21669198	1
Q9BZF9_Q9NWT6	17003112	1
O14795_Q9BZG1	16138900	1
P11233_Q9BZG1	24056301	1
Q86US8_Q9BZI7	20930030	1
Q9BZK7_Q9Y618	16893456	1
P35222_Q9BZK7	18193033	1
O75376_Q9BZK7	12628926	1
P06239_Q9BZL6	19192391	1
P00533_Q9BZP6	18824549	1
O95970_Q9BZR6	20463223	1
Q9BZR6_Q9P0K1	20463223	1
P10415_Q9BZR8	11054413	1
Q9BZR9_Q9BZR9	11331580	1
Q9BZS1_Q9UKV0	17360565	1
O14737_Q9BZS1	24012345	1
Q9BZS1_Q9BZS1	16920951	1
P51449_Q9BZS1	18368049	1
P09038_Q9BZZ5	11075807	1
Q9C000_Q9HC29	19337385	1
Q9C000_Q9NPP4	11472070	1
O95361_Q9C000	16575408	1
P42575_Q9C000	11076957	1
P19525_Q9C000	22801494	1
P29466_Q9C000	15107016	1
Q9C000_Q9NPP4	15107016	1
Q9C005_Q9C005	19556245	1
Q9C005_Q9UBL3	19556245	1
Q9C026_Q9C026	11331580	1
O75385_Q9C030	25127057	1
P23458_Q9C030	24882218	1
P35998_Q9C035	22078707	1
Q9C035_Q9H492	25127057	1
Q9C035_Q9H0R8	25127057	1
Q9C035_Q9GZQ8	25127057	1
Q9C035_Q9C0C7	25127057	1
Q6ZNE5_Q9C035	25127057	1
P60520_Q9C035	25127057	1
O95166_Q9C035	25127057	1
O75385_Q9C035	25127057	1
Q9C035_Q9C035	11331580	1
Q9C035_Q9NYJ8	21512573	1
O43318_Q9C035	21512573	1
Q9C035_Q9H0C5	12878161	1
A8MW95_Q9C0C7	23954414	1
Q9C0C7_Q9GZQ8	25215947	1
O60260_Q9C0C7	21753002	1
P63241_Q9C0E2	10944119	1
O14503_Q9C0J9	15193144	1
P19793_Q9C0J9	19786558	1
O00541_Q9GZL7	16043514	1
O00541_Q9GZL7	17353269	1
O00541_Q9GZL7	16738141	1
P49454_Q9GZM8	17600710	1
Q9GZM8_Q9NRI5	17035248	1
P55072_Q9GZP9	16449189	1
O60826_Q9GZQ3	23563313	1
Q567U6_Q9GZQ3	25355947	1
O60238_Q9GZQ8	20200478	1
Q9GZQ8_Q9NRR5	23459205	1
Q9GZQ8_Q9UMX0	23459205	1
O75665_Q9GZQ8	24089205	1
P46821_Q9GZQ8	24089205	1
Q9GZQ8_Q9UPN4	24089205	1
Q9GZQ8_Q9NT62	15355958	1
Q9GZQ8_Q9H6L5	26040720	1
Q9GZQ8_Q9Y4P1	15187094	1
Q86Y56_Q9GZS0	25232951	1
Q9GZT4_Q9GZT4	20106978	1
Q9GZT4_Q9NRD5	16314870	1
Q6I9Y2_Q9GZT8	12951069	1
Q9GZT8_Q9GZT8	12951069	1
O75081_Q9GZT9	25974097	1
Q9GZT9_Q9UGP4	22286099	1
P35269_Q9GZU7	12721286	1
P31751_Q9GZV1	21737686	1
P49366_Q9GZV4	14622290	1
P43699_Q9GZV5	19010321	1
O14640_Q9GZV5	20412773	1
O14641_Q9GZV5	20412773	1
O95835_Q9GZV5	20412773	1
P28347_Q9GZV5	19324877	1
P84022_Q9GZV5	18568018	1
Q7KZ85_Q9GZX7	21518874	1
P52294_Q9GZX7	21385873	1
Q8WYA6_Q9GZX7	21385873	1
Q9GZY0_Q9P127	25662211	1
P62993_Q9GZY6	14722116	1
Q9GZY6_Q9ULZ2	20442417	1
O00429_Q9GZY8	21149567	1
P41227_Q9GZZ1	16507339	1
P18827_Q9GZZ8	16982797	1
Q9H008_Q9H008	12801912	1
O14745_Q9H015	15523054	1
Q5T2W1_Q9H015	15523054	1
Q86UT5_Q9H015	15523054	1
P12004_Q9H040	23042607	1
P55072_Q9H040	23042607	1
P12004_Q9H040	22894931	1
P12004_Q9H040	22681887	1
Q9H040_Q9NS91	22681887	1
P12004_Q9H040	23042605	1
P55072_Q9H040	23042605	1
P12004_Q9H040	22902628	1
P55072_Q9H040	22902628	1
P11940_Q9H074	11997512	1
P60842_Q9H074	9548260	1
O95229_Q9H081	15502821	1
P45973_Q9H081	15502821	1
Q6P1K2_Q9H081	15502821	1
Q9H081_Q9H410	15502821	1
Q4ADV7_Q9H082	23091056	1
O43147_Q9H082	21808068	1
O95835_Q9H093	19927127	1
P11142_Q9H095	24787902	1
Q9H0A0_Q9NXG2	25653167	1
O14746_Q9H0A0	18082603	1
Q567U6_Q9H0A8	25355947	1
O60826_Q9H0A8	23563313	1
O14576_Q9H0B6	14985359	1
P11387_Q9H0C5	12878161	1
P24928_Q9H0D6	26700805	1
O60603_Q9H0E2	10854325	1
O60784_Q9H0E2	16412388	1
O75674_Q9H0E2	16412388	1
Q6ZVM7_Q9H0E2	16412388	1
P51617_Q9H0E2	11397809	1
O00206_Q9H0E2	11441107	1
O60603_Q9H0E2	11441107	1
P24928_Q9H0H0	16239144	1
Q9H0H5_Q9H8V3	16129829	1
O75154_Q9H0H5	18511905	1
Q9H0H5_Q9H8V3	18511905	1
Q9H0H5_Q9H8V3	16236794	1
Q9H0H5_Q9P258	25074804	1
Q9H0H5_Q9H8V3	16103226	1
P52198_Q9H0H5	12590651	1
P53350_Q9H0H5	19468302	1
Q9H0H5_Q9H8V3	19468302	1
O43663_Q9H0H5	14744859	1
P54257_Q9H0I3	25074808	1
P54259_Q9H0M0	9647693	1
Q9H0N5_Q9Y463	11980910	1
O95210_Q9H0R8	20810658	1
P18507_Q9H0R8	9892355	1
Q4KMP7_Q9H0R8	22354992	1
Q66K14_Q9H0R8	22354992	1
Q6ZT07_Q9H0R8	22354992	1
Q86TI0_Q9H0R8	22354992	1
Q9H0R8_Q9HA65	22354992	1
Q9H0R8_Q9P0N9	22354992	1
Q9H0R8_Q9UPU7	22354992	1
Q9H0R8_Q9Y3P9	22354992	1
Q9H0R8_Q9H6L5	26040720	1
O15553_Q9H0R8	26347139	1
O95166_Q9H0S4	15977068	1
Q9H0S4_Q9UKV8	17932509	1
Q9H0S4_Q9UL18	17932509	1
Q76FK4_Q9H0S4	16963496	1
Q9H0T7_Q9P0N9	17646400	1
P04053_Q9H147	11473582	1
P12757_Q9H160	18334480	1
Q9H165_Q9H165	19616629	1
P45844_Q9H172	16870176	1
O00560_Q9H190	11152476	1
Q9H190_Q9ULB1	11152476	1
P26651_Q9H1A3	21784977	1
Q9H1B4_Q9UKK6	11566096	1
Q9H1D0_Q9Y4C2	25559186	1
O43747_Q9H1H9	19841138	1
P17643_Q9H1H9	19841138	1
Q68DK2_Q9H1H9	20208530	1
Q9H1J1_Q9HAU5	14636577	1
P20338_Q9H1K0	16034420	1
P20339_Q9H1K0	16034420	1
P61106_Q9H1K0	16034420	1
Q9H1K0_Q9H4M9	15020713	1
Q9H1K1_Q9Y697	16527810	1
O94817_Q9H1Y0	11096062	1
O94817_Q9H1Y0	9852036	1
Q7Z6L1_Q9H1Y0	21575909	1
Q7Z6L1_Q9H1Y0	22342342	1
O14672_Q9H1Z9	23091066	1
Q9H211_Q9UFC0	20932478	1
Q9H221_Q9H222	16870176	1
Q9H223_Q9H4M9	17233914	1
Q9H223_Q9NZN3	17233914	1
Q9H223_Q9NZN4	17233914	1
O95999_Q9H257	11053425	1
Q9H257_Q9H257	11053425	1
Q9H267_Q9H9C1	20190753	1
P49754_Q9H267	23918659	1
Q9H267_Q9P253	23918659	1
Q9H267_Q9H9C1	19109425	1
P26038_Q9H270	21148287	1
P35241_Q9H270	21148287	1
O43889_Q9H295	20546900	1
Q9H299_Q9Y4D7	24841563	1
Q5T447_Q9H2D6	18194665	1
Q9H2E6_Q9UI08	10993894	1
O95271_Q9H2G9	21478859	1
Q9H2G9_Q9H2K2	21478859	1
Q9H2G9_Q9NTX7	21478859	1
O14640_Q9H2H0	11113207	1
O15169_Q9H2K2	21478859	1
O15234_Q9H2K2	21478859	1
Q9H2K2_Q9Y2T1	21478859	1
Q9H2K2_Q9NWT6	21251231	1
O15169_Q9H2K2	19759537	1
Q9H2K2_Q9Y2T1	19759537	1
Q9H2M9_Q9NP72	24891604	1
P35609_Q9H2S1	17110593	1
Q9H2S1_Q9H2S1	17110593	1
P35609_Q9H2S1	19815520	1
Q9H2U1_Q9UKV8	17932509	1
Q9H2U1_Q9UL18	17932509	1
O15178_Q9H2W2	22164283	1
Q9H2X6_Q9P1Z0	19448668	1
P12755_Q9H2X6	12874272	1
P84022_Q9H2X6	12874272	1
P23497_Q9H2X6	14647468	1
Q9H2X9_Q9UEW8	24393035	1
P35555_Q9H324	21402694	1
O15409_Q9H334	25027557	1
P10275_Q9H334	18640093	1
O15409_Q9H334	26647308	1
Q9H3D4_Q9Y3T9	20123734	1
Q6ZWJ1_Q9H3D4	19451233	1
Q9H3D4_Q9H3D4	12446779	1
Q9H3L0_Q9Y4U1	23415655	1
O95171_Q9H3M7	14632196	1
O95905_Q9H3M7	23880345	1
P10644_Q9H3P7	17911601	1
Q9H3P7_Q9NU19	23572552	1
Q9H3P7_Q9UBF8	23572552	1
O60341_Q9H3R0	17277772	1
P10275_Q9H3R0	17277772	1
O75791_Q9H3S7	21179510	1
P62993_Q9H3S7	21179510	1
P12830_Q9H3S7	21724833	1
P12931_Q9H3S7	21724833	1
P35222_Q9H3S7	21724833	1
Q6P1K2_Q9H410	15502821	1
Q6DKK2_Q9H444	20208530	1
Q9H444_Q9UQN3	21975012	1
Q9H444_Q9Y3E7	23051622	1
Q9H444_Q9UQN3	23051622	1
O43633_Q9H444	23051622	1
Q9H444_Q9H444	14519844	1
Q9H444_Q9UN37	21543490	1
O00560_Q9H461	18256285	1
Q9H461_Q9ULT6	22575959	1
O00308_Q9H469	21572392	1
Q9H469_Q9HAU4	21572392	1
Q9H469_Q9HCE7	21572392	1
O95352_Q9H492	11096062	1
Q9H492_Q9UMX0	23459205	1
O15553_Q9H492	25127057	1
P0CI25_Q9H492	25127057	1
Q9H492_Q9Y577	25127057	1
Q4KMP7_Q9H492	22354992	1
Q66K14_Q9H492	22354992	1
Q6ZT07_Q9H492	22354992	1
Q86TI0_Q9H492	22354992	1
Q9H492_Q9HA65	22354992	1
Q9H492_Q9UPU7	22354992	1
Q9H492_Q9Y3P9	22354992	1
Q9H492_Q9H6L5	26040720	1
O15553_Q9H492	26347139	1
P15336_Q9H4B4	21098032	1
O15350_Q9H4B4	19490146	1
P30304_Q9H4B4	21376736	1
P30307_Q9H4B4	14968113	1
O96017_Q9H4B4	16481012	1
A6NIX2_Q9H4B6	20303269	1
O14980_Q9H4D5	11545741	1
P35658_Q9H4D5	11545741	1
P52594_Q9H4D5	11545741	1
P04049_Q9H4H8	24736947	1
P23511_Q9H4I2	12659632	1
Q9H4I2_Q9UKY1	12659632	1
P09874_Q9H4L7	21549307	1
P12004_Q9H4L7	21549307	1
P43246_Q9H4L7	18675275	1
P63208_Q9H4M3	18203720	1
Q9H4M9_Q9UNF0	23596323	1
P61006_Q9H4M9	19864458	1
Q9H4M9_Q9NZN3	17233914	1
Q9H4M9_Q9NZN4	17233914	1
P11233_Q9H4P4	24056301	1
P11234_Q9H4P4	24056301	1
Q9H4P4_Q9NR09	14765125	1
P31749_Q9H4X1	19162005	1
P06493_Q9H4X1	11687586	1
P84022_Q9H4X1	21307346	1
P53350_Q9H4X1	17146433	1
Q9H4Z2_Q9ULM6	18180299	1
O94979_Q9H553	17196169	1
P50995_Q9H553	11883939	1
Q9H553_Q9UBV8	11278427	1
Q9H553_Q9NW64	17045351	1
P20073_Q9H553	12445460	1
P50995_Q9H553	12445460	1
Q495M9_Q9H5P4	19028668	1
O75445_Q9H5P4	20440071	1
Q86WV5_Q9H668	19854130	1
Q9H6E5_Q9UKF6	18288197	1
Q9H6E5_Q9UKF6	21102410	1
P48729_Q9H6E5	18305108	1
P35222_Q9H6I2	17875931	1
Q9H6I2_Q9NQB0	17875931	1
O95166_Q9H6L5	26040720	1
P60520_Q9H6L5	26040720	1
P20963_Q9H6Q3	11891219	1
P22681_Q9H6Q3	11891219	1
P43403_Q9H6Q3	11891219	1
P08631_Q9H6R7	25469238	1
Q9H6T3_Q9NWS0	21078300	1
P03372_Q9H6U6	17505058	1
Q5T6S3_Q9H6W3	23160351	1
P18754_Q9H6Z4	9637251	1
P62826_Q9H6Z4	9637251	1
P84022_Q9H6Z4	19289081	1
P07550_Q9H6Z9	19584355	1
A6NIX2_Q9H6Z9	22286099	1
Q9H6Z9_Q9UGP4	22286099	1
P10415_Q9H6Z9	20849813	1
P00533_Q9H706	19509291	1
P62993_Q9H706	19509291	1
P46108_Q9H792	20534451	1
P56945_Q9H792	20534451	1
P46108_Q9H7D0	19004829	1
P46109_Q9H7D0	19004829	1
P24928_Q9H7E2	26700805	1
Q6R6M4_Q9H7L9	21239494	1
P51610_Q9H7L9	12670868	1
Q9H7P6_Q9H9H4	18005716	1
P61962_Q9H7S9	21328542	1
O14965_Q9H7T9	20596670	1
P52298_Q9H814	26382858	1
P14678_Q9H840	12065586	1
P62304_Q9H840	12065586	1
P62316_Q9H840	12065586	1
P62318_Q9H840	12065586	1
Q9H845_Q9Y375	20816094	1
P55072_Q9H867	22948820	1
Q9H869_Q9UI95	17541814	1
P22087_Q9H8H0	22916032	1
P06748_Q9H8H2	23019224	1
P15692_Q9H8L6	22020326	1
O95835_Q9H8S9	19739119	1
Q9H8S9_Q9NRM7	19739119	1
Q86VS8_Q9H8T0	18799622	1
Q9H8T0_Q9UJC3	18799622	1
P41743_Q9H8V3	19617897	1
Q9H8V3_Q9NPB6	19617897	1
O43264_Q9H900	12686595	1
P50748_Q9H900	12686595	1
Q9H902_Q9UBP0	20200447	1
Q5T4F4_Q9H902	23969831	1
Q9H993_Q9H993	25732820	1
P54132_Q9H9A7	23509288	1
P04637_Q9H9B1	20118233	1
Q9H9B1_Q9Y232	19061646	1
Q6NTF7_Q9H9G7	22915799	1
Q9H9G7_Q9HC16	22915799	1
O75340_Q9H9H4	23924735	1
Q9H9H4_Q9UK41	15218037	1
P53990_Q9H9H4	19129479	1
P12956_Q9H9Q4	24095731	1
P49917_Q9H9Q4	16439205	1
O95163_Q9H9T3	11714725	1
Q9H9Y6_Q9UPP1	20208542	1
Q5TAX3_Q9H9Z2	19703396	1
P09874_Q9HAN9	11248244	1
Q5T2T1_Q9HAP6	17237226	1
O75955_Q9HAQ2	21119006	1
Q9HAR2_Q9NZU0	26235030	1
P84022_Q9HAU4	19122240	1
Q86US8_Q9HAU5	20930030	1
P60228_Q9HAU5	17468741	1
P35658_Q9HAV4	11777942	1
P49790_Q9HAV4	11777942	1
P62826_Q9HAV4	20951941	1
P62826_Q9HAV4	14681208	1
P55265_Q9HAV4	19124606	1
Q9HAV5_Q9Y4K3	12270937	1
Q9HAW4_Q9UM11	18662541	1
Q9HAW4_Q9UKB1	16885022	1
Q9HAW4_Q9Y297	16885022	1
O60656_Q9HAW7	20610558	1
P19224_Q9HAW7	20610558	1
P22309_Q9HAW7	20610558	1
P22310_Q9HAW7	20610558	1
P35503_Q9HAW7	20610558	1
Q9HAW7_Q9HAW7	20610558	1
Q9HAW7_Q9HAW8	20610558	1
Q9HAW7_Q9HAW9	20610558	1
O60656_Q9HAW8	20610558	1
P19224_Q9HAW8	20610558	1
P22309_Q9HAW8	20610558	1
P22310_Q9HAW8	20610558	1
P35503_Q9HAW8	20610558	1
Q9HAW8_Q9HAW8	20610558	1
Q9HAW8_Q9HAW9	20610558	1
O60656_Q9HAW9	20610558	1
P19224_Q9HAW9	20610558	1
P22309_Q9HAW9	20610558	1
P22310_Q9HAW9	20610558	1
P35503_Q9HAW9	20610558	1
Q9HAW9_Q9HAW9	20610558	1
P12755_Q9HAZ2	19049980	1
P84022_Q9HAZ2	19049980	1
P46939_Q9HB19	19786618	1
O75970_Q9HB21	11802782	1
Q9HB21_Q9NSN8	15485858	1
Q9HB71_Q9HB71	16085652	1
Q5VZM2_Q9HB90	20381137	1
Q7L523_Q9HB90	20381137	1
Q76FK4_Q9HB90	14660641	1
Q7L523_Q9HB90	14660641	1
Q9HB90_Q9P0V3	22575674	1
Q5VZM2_Q9HB90	11073942	1
Q76FK4_Q9HB90	11073942	1
Q7L523_Q9HB90	11073942	1
P07947_Q9HBA0	12538589	1
P07948_Q9HBA0	12538589	1
P12931_Q9HBA0	12538589	1
P35222_Q9HBB8	22202456	1
Q6PIF6_Q9HBB8	24725409	1
P31785_Q9HBE4	12504082	1
O75348_Q9HBG4	17360703	1
P08237_Q9HBG4	12649290	1
P25791_Q9HBH7	16314316	1
O95295_Q9HBJ8	16330323	1
O14777_Q9HBM1	14699129	1
P49848_Q9HBM6	15899866	1
P11233_Q9HBW0	19306925	1
P25098_Q9HBW0	19306925	1
Q6UXX9_Q9HBX8	22615920	1
P06730_Q9HC16	16699599	1
P26196_Q9HC16	16699599	1
Q9HC16_Q9NRA8	16699599	1
Q9HC16_Q9UKV8	16699599	1
Q9HC16_Q9UKV8	22915799	1
Q9HC16_Q9UL18	22915799	1
O43353_Q9HC29	19337385	1
P59046_Q9HC29	19337385	1
Q9HC29_Q9P0J0	15753091	1
O43318_Q9HC29	15075345	1
Q9HC29_Q9NPP4	11472070	1
O43353_Q9HC29	11087742	1
Q676U5_Q9HC29	23376921	1
Q7L5N1_Q9HC29	17337451	1
P29466_Q9HC29	15107016	1
Q9HC29_Q9NPP4	15107016	1
O75179_Q9HC29	23711367	1
O43353_Q9HC29	24790089	1
P0DMV8_Q9HC29	24790089	1
P0DMV9_Q9HC29	24790089	1
