pair_id_clean	pubid	EBI_GOA_nonIntAct
Q16555_Q7L576	16260607	1
Q16555_Q9NWW5	19235893	1
P13501_Q16570	7517217	1
P17542_Q16576	19497860	1
P06400_Q16576	7503932	1
Q16576_Q8IWS0	22720776	1
Q16584_Q16584	9829970	1
P49848_Q16594	15899866	1
P49848_Q16594	7667268	1
P22087_Q16594	17636026	1
Q16594_Q9NWK9	17636026	1
Q16594_Q9Y2X3	17636026	1
P49848_Q16594	15601843	1
P33076_Q16594	9171108	1
P21912_Q16595	15961414	1
P31040_Q16595	15961414	1
P22830_Q16595	15123683	1
O60894_Q16602	20596610	1
O60895_Q16602	20596610	1
P35318_Q16602	20074556	1
O60894_Q16602	9620797	1
O15162_Q16610	20870722	1
P98160_Q16610	12604605	1
P14780_Q16610	16512877	1
Q16611_Q16611	21041309	1
P21796_Q16611	9843949	1
P21796_Q16611	25296756	1
P10415_Q16611	9111042	1
P46934_Q16621	9305852	1
P46937_Q16621	9305852	1
O75381_Q16621	11863372	1
Q16623_Q9NX95	15459722	1
P61764_Q16623	19748891	1
P53355_Q16623	12730201	1
P60880_Q16623	12730201	1
P61764_Q16623	12730201	1
Q16623_Q99719	10321247	1
Q16629_Q16630	15169763	1
O43809_Q16630	14561889	1
P08621_Q16630	14561889	1
O43809_Q16630	21295486	1
P62995_Q16630	15169763	1
P84103_Q16630	15169763	1
O75312_Q16637	11283611	1
Q16637_Q8TEQ6	11714716	1
P83369_Q16637	12975319	1
P14678_Q16637	16087681	1
Q16637_Q969L4	16087681	1
Q16637_Q9H840	12065586	1
Q16637_Q7Z333	19515850	1
O14744_Q16637	26700805	1
P24928_Q16637	26700805	1
Q16637_Q7Z333	26700805	1
Q16637_Q9H0D6	26700805	1
Q16637_Q9NWZ8	17023415	1
P04792_Q16644	8774846	1
P07093_Q16651	19911255	1
P51810_Q16655	19717472	1
P40967_Q16655	15695812	1
P40337_Q16665	24899725	1
P35398_Q16665	18658046	1
P40337_Q16665	11641274	1
Q16665_Q9NWT6	11641274	1
O75081_Q16665	25974097	1
Q16665_Q9GZT9	25974097	1
Q16665_Q9HBZ2	12239177	1
P27540_Q16665	7539918	1
P27540_Q16665	9079689	1
O94888_Q16665	18775313	1
Q16665_Q9Y3V2	23469069	1
Q16665_Q8IXJ6	24681946	1
Q16665_Q9GZT9	24681946	1
Q16665_Q9H4B4	20889502	1
O94966_Q16665	22128162	1
Q16665_Q92793	9887100	1
P24941_Q16667	8242750	1
Q16667_Q96HJ5	15671017	1
P03971_Q16671	14750901	1
P62805_Q16695	25615412	1
P62805_Q16695	20498094	1
O76031_Q16740	16115876	1
O76031_Q16740	11923310	1
Q16773_Q16773	15364907	1
Q16799_Q96BZ9	17684057	1
Q16799_Q92597	17786215	1
P57088_Q16799	25612671	1
Q16849_Q9H254	11086001	1
Q16853_Q16853	23349812	1
P61421_Q16864	18752060	1
Q16864_Q8N8Y2	18752060	1
P20292_Q16873	19233132	1
P09917_Q16873	19233132	1
P31946_Q16890	12963375	1
P63104_Q16890	12963375	1
Q16890_Q969L2	12963375	1
Q16890_Q99683	14761963	1
O43399_Q16890	9484778	1
P55327_Q16890	9484778	1
Q16890_Q16890	9484778	1
Q16891_Q96AG3	26168012	1
Q16891_Q5TGZ0	25764979	1
Q16891_Q6UXV4	25764979	1
Q16891_Q9BUR5	25764979	1
Q16891_Q9BRQ6	22228767	1
O60313_Q16891	21081504	1
Q16891_Q9NX63	21081504	1
P26718_Q29983	10426993	1
Q29RF7_Q7Z5K2	21111234	1
Q29RF7_Q96FF9	21111234	1
Q29RF7_Q9UQE7	19907496	1
Q29RF7_Q7Z5K2	17113138	1
O15078_Q2M1K9	22863007	1
P09874_Q2M1K9	22863007	1
O15259_Q2M1P5	21633164	1
P10071_Q2M1P5	19592253	1
Q2M1P5_Q99835	19592253	1
P04049_Q2M2I3	24736947	1
O95613_Q2M2Z5	16980960	1
P53350_Q2M2Z5	16980960	1
Q2M2Z5_Q5BJF6	16980960	1
Q2M2Z5_Q99996	16980960	1
Q2M2Z5_Q9BSJ2	16980960	1
Q2M2Z5_Q9P209	19536135	1
O14980_Q2M3R5	22084111	1
P05023_Q2M3R5	22084111	1
P16615_Q2M3R5	22084111	1
P20020_Q2M3R5	22084111	1
P23634_Q2M3R5	22084111	1
Q2MKA7_Q9HBX8	22615920	1
O75473_Q2MKA7	22815884	1
Q2MKA7_Q9BXB1	22815884	1
Q2MKA7_Q9ULT6	22575959	1
O75473_Q2MKA7	21727895	1
Q2MKA7_Q9BXB1	21727895	1
Q2MKA7_Q9HBX8	21727895	1
Q2MKA7_Q96MU8	17804805	1
Q2NKJ3_Q9H668	19854130	1
Q2NKJ3_Q96AP0	22763445	1
Q2NKJ3_Q9H668	22763445	1
Q2NKJ3_Q9NUX5	22763445	1
P51151_Q2NKQ1	22637480	1
P98168_Q2QGD7	17696781	1
Q2QGD7_Q8N2W9	17696781	1
P33076_Q2QGD7	16600381	1
P98168_Q2QGD7	17493635	1
P50542_Q2QL34	20178365	1
Q2T9J0_Q86WA8	22002062	1
O43299_Q2VPB7	20613862	1
Q2VPB7_Q68DK2	20613862	1
Q2VPB7_Q96JI7	20613862	1
Q2VPB7_Q9NUS5	20613862	1
Q2VPK5_Q7Z7A3	19017811	1
P84022_Q2VWA4	16200078	1
Q2YD98_Q93009	22466611	1
Q2YD98_Q93009	22466612	1
P02786_Q30201	10638746	1
P02787_Q30201	15880641	1
Q3B820_Q8TC44	25018096	1
Q3B820_Q86SQ7	22940612	1
Q3B820_Q86VQ0	22940612	1
Q3KRA9_Q9H867	22948820	1
Q3LXA3_Q9BYX4	17600090	1
Q3MII6_Q9H0R8	22354992	1
Q3MII6_Q9H492	22354992	1
O43520_Q3MIR4	21914794	1
Q3SXY8_Q8TCI5	20643351	1
Q3SYG4_Q9UPN4	24550735	1
P48380_Q8HWS3	20148032	1
Q8IU54_Q8IU57	12469119	1
P26651_Q8IU60	16364915	1
Q8IU60_Q9HC16	16699599	1
A6NIX2_Q8IU60	20616046	1
Q8IU60_Q96IF1	20616046	1
Q8IU60_Q9UGP4	20616046	1
Q86TB9_Q8IU60	20584987	1
P26651_Q8IU60	15687258	1
Q86TB9_Q8IU60	20543818	1
Q7Z2W4_Q8IU60	21876179	1
Q8IU60_Q92841	21876179	1
Q8IU68_Q9Y6M5	18158319	1
Q6ZVN8_Q8IU80	19357398	1
Q8IUC6_Q9Y4K3	14982987	1
P21580_Q8IUC6	15142865	1
Q8IUC6_Q9UHD2	14530355	1
Q8IUC6_Q9Y4K3	14530355	1
O15455_Q8IUC6	25736436	1
Q86XR7_Q8IUC6	25736436	1
Q8IUC6_Q9UHD2	25736436	1
Q8IUC6_Q9Y4K3	25736436	1
P20340_Q8IUD2	12391317	1
O95786_Q8IUD6	19017631	1
Q8IUQ4_Q9HB71	16085652	1
P25054_Q8IUQ4	11389840	1
O43889_Q8IUR6	18391022	1
Q8IUX4_Q9HC16	16699599	1
Q8IUX4_Q9H9G7	22915799	1
Q8IUX4_Q9UKV8	22915799	1
Q8IUX4_Q9UL18	22915799	1
P05067_Q8IV08	24336208	1
P06858_Q8IV16	20124439	1
P49327_Q8IV20	27478939	1
P02730_Q8IV31	26049106	1
O00327_Q8IV76	25936801	1
O75923_Q8IVF2	17185750	1
Q8IVF2_Q9NZM1	17185750	1
O43707_Q8IVG9	15619032	1
O43521_Q8IVG9	15661735	1
Q8IVG9_Q96N03	21393573	1
P17936_Q8IVG9	14561895	1
Q8IVH2_Q9H334	25027557	1
Q8IVP5_Q9H492	22267086	1
Q8IVP5_Q9GZQ8	22267086	1
O95166_Q8IVP5	22267086	1
P09874_Q8IW19	18172500	1
P49917_Q8IW19	17396150	1
P13010_Q8IW19	17396150	1
P09874_Q8IW19	17396150	1
Q8IW35_Q8TAP6	19460342	1
O43524_Q8IW41	21329882	1
O15455_Q8IWB7	25736436	1
P51151_Q8IWE5	18787122	1
Q8IWE5_Q969J3	25898167	1
Q8IWF2_Q9P2K2	21359175	1
Q8IWF2_Q8IXB1	19706418	1
Q8IWF2_Q9UBV2	19706418	1
O14662_Q8IWJ2	18195106	1
O75122_Q8IWJ2	17543864	1
Q7Z460_Q8IWJ2	17543864	1
P20340_Q8IWJ2	18243103	1
P51151_Q8IWJ2	18243103	1
P38646_Q8IWL3	20668094	1
Q8IWL3_Q9H1K1	20668094	1
O75643_Q8IWS0	22720776	1
P05388_Q8IWS0	22720776	1
P06748_Q8IWS0	22720776	1
P07910_Q8IWS0	22720776	1
P0C0S5_Q8IWS0	22720776	1
P12273_Q8IWS0	22720776	1
P16403_Q8IWS0	22720776	1
P22087_Q8IWS0	22720776	1
P22626_Q8IWS0	22720776	1
P31942_Q8IWS0	22720776	1
P33778_Q8IWS0	22720776	1
P35268_Q8IWS0	22720776	1
P36578_Q8IWS0	22720776	1
P37108_Q8IWS0	22720776	1
P51991_Q8IWS0	22720776	1
P61326_Q8IWS0	22720776	1
P62269_Q8IWS0	22720776	1
P62851_Q8IWS0	22720776	1
P62888_Q8IWS0	22720776	1
P68431_Q8IWS0	22720776	1
Q6P2Q9_Q8IWS0	22720776	1
Q8IWS0_Q9BQE3	22720776	1
Q8IWS0_Q9NX58	22720776	1
Q8IWS0_Q9UKM9	22720776	1
P62877_Q8IWT3	24793696	1
Q6NSJ5_Q8IWT6	24790029	1
Q6P9F7_Q8IWT6	24790029	1
Q7L1W4_Q8IWT6	24790029	1
Q8IWT6_Q8TDW0	24790029	1
P41236_Q8IWU2	12393858	1
P13533_Q8IWU2	18029400	1
P13533_Q8IWU2	18429820	1
O75791_Q8IWV1	12359715	1
P43403_Q8IWV1	12359715	1
P62993_Q8IWV1	12359715	1
Q8IWY9_Q9NVP2	22407294	1
Q8IWY9_Q9Y294	22407294	1
Q8IWZ6_Q9UPN4	24550735	1
Q8IWZ6_Q9BXC9	20080638	1
Q8IWZ6_Q9BUN5	16327777	1
P05062_Q8IWZ6	18000879	1
P41743_Q8IX03	24682284	1
Q8IX03_Q9NRM7	24682284	1
Q8IX03_Q8N3V7	18596123	1
Q8IX03_Q8NI35	18596123	1
P63167_Q8IX03	16684779	1
O95219_Q8IX03	17994011	1
O94776_Q8IX07	15920471	1
P15976_Q8IX07	15920471	1
P17542_Q8IX07	15920471	1
Q5VTD9_Q8IX07	15920471	1
P15976_Q8IX07	11675338	1
P15976_Q8IX07	12483298	1
P23769_Q8IX07	12483298	1
P10275_Q8IX12	23887938	1
P23769_Q8IX12	23887938	1
P15976_Q8IX12	24245781	1
Q8IX21_Q8IY18	25931565	1
Q8IX21_Q96SB8	25931565	1
Q8IX21_Q9BQI6	25931565	1
Q8IX21_Q9NS91	25931565	1
Q86TI6_Q8IX30	15234972	1
Q8IX90_Q96BD8	19289083	1
P21754_Q8IXA5	19945174	1
P11021_Q8IXB1	23769672	1
Q5HYA8_Q8IXB1	19815549	1
P11021_Q8IXB1	12411443	1
O95166_Q8IXH6	19056683	1
P60520_Q8IXH6	19056683	1
Q8IXH6_Q96GC9	19056683	1
Q8IXH6_Q9H492	19056683	1
O95166_Q8IXH6	22470510	1
P60520_Q8IXH6	22470510	1
Q8IXH6_Q9BXW4	22470510	1
Q8IXH6_Q9GZQ8	22470510	1
Q8IXH6_Q9H0R8	22470510	1
Q8IXH6_Q9H492	22470510	1
Q8IXI1_Q8TDB4	19528298	1
P15172_Q8IXJ6	12887892	1
Q8IXJ6_Q92830	12887892	1
Q8IXJ6_Q92831	12887892	1
P31260_Q8IXJ6	15213244	1
P98177_Q8IXJ6	15126506	1
O43809_Q8IXJ6	17172643	1
Q8IXJ6_Q9UBN7	12620231	1
O14965_Q8IXJ6	17726514	1
Q8IXJ6_Q96GD4	17726514	1
P53396_Q8IXJ6	23932781	1
Q8IXL6_Q96MK3	25789606	1
Q8IXQ6_Q8TDB6	16809771	1
P09874_Q8IXQ6	23230272	1
Q8IXQ6_Q8TDB6	23230272	1
Q8IY18_Q96SB8	11408570	1
Q8IY18_Q9NS91	25931565	1
O95786_Q8IY21	21791617	1
Q8IY21_Q96C10	21791617	1
Q8IY21_Q9BYX4	21791617	1
Q8IY21_Q9NPD3	21791617	1
Q8IY21_Q9Y3B2	21791617	1
O14966_Q8IY31	26021297	1
Q8IY31_Q9Y592	23530209	1
P01106_Q8IY57	12706874	1
P04198_Q8IY57	11593398	1
P25490_Q8IY57	9016636	1
P46937_Q8IY63	21187284	1
Q8IY82_Q9ULZ3	24407287	1
Q8IY92_Q92889	19595721	1
Q8IY92_Q9BQ83	19595721	1
Q8IY92_Q92889	19596236	1
Q8IY92_Q96NY9	19596236	1
Q8IY92_Q9BQ83	19596236	1
Q8IY92_Q92889	19595722	1
P43246_Q8IY92	19596235	1
P53350_Q8IY92	19596235	1
Q5VYV7_Q8IY92	19596235	1
Q8IY92_Q92889	19596235	1
Q8IY92_Q96NY9	19596235	1
Q8IY92_Q9BQ83	19596235	1
Q8IY92_Q9NYB0	19596235	1
Q8IYB4_Q92930	18346465	1
Q8IYB7_Q8IZH2	23756462	1
P54132_Q8IYB8	17961633	1
Q8IYB8_Q8IYB8	19509288	1
P62495_Q8IYD1	9712840	1
Q8IYD8_Q8N2Z9	20347429	1
P11233_Q8IYI6	24056301	1
P11234_Q8IYI6	24056301	1
Q8IYI6_Q96KP1	24056301	1
Q8IYI6_Q9Y577	25127057	1
P51159_Q8IYJ3	18266782	1
Q8IYM1_Q8IYM1	18443421	1
Q8IYM1_Q9NVA2	18443421	1
O75385_Q8IYM9	25127057	1
O95166_Q8IYM9	25127057	1
Q8IYM9_Q9H492	25127057	1
O75143_Q8IYT8	18936157	1
P63000_Q8IYU2	22036506	1
Q8IYU8_Q9BPX6	24560927	1
Q8IYU8_Q9BPX6	26387864	1
A6ND01_Q8IYV9	24739963	1
A6ND01_Q8IYV9	27309808	1
P61088_Q8IYW5	19203578	1
O75164_Q8IYW5	22373579	1
Q8IZA0_Q9BZR6	20697954	1
O15294_Q8IZD2	19377461	1
P10276_Q8IZD2	19377461	1
P15311_Q8IZE3	12651155	1
Q86TB9_Q8IZH2	20584987	1
P26651_Q8IZH2	15687258	1
Q7Z2W4_Q8IZH2	21876179	1
Q8IZJ1_Q9NZU0	26235030	1
Q8IZL8_Q9H6U6	17505058	1
P20794_Q8IZL9	21986944	1
P55160_Q8IZP0	16417406	1
Q8IZQ8_Q969V6	14970199	1
P52952_Q8IZQ8	19797053	1
Q8IZQ8_Q99801	19797053	1
P98177_Q8IZQ8	16054032	1
Q8IZT8_Q8IZZ8	12138164	1
Q8IZU9_Q9NP85	12424224	1
Q8IZW8_Q96QB1	17190795	1
P20226_Q8IZX4	12217962	1
Q8N0W4_Q9NY99	17292328	1
Q8N0X7_Q96J02	19580544	1
Q8N0X7_Q9H0M0	19580544	1
P53990_Q8N0X7	20719964	1
Q8N114_Q9NZC7	15064722	1
P54646_Q8N122	18439900	1
P42345_Q8N122	12150925	1
Q13541_Q8N122	12150925	1
Q8N122_Q9BVC4	24036451	1
Q8N122_Q9NWS0	24036451	1
Q6PJG6_Q8N122	25657994	1
Q8N122_Q96B36	17386266	1
P50406_Q8N122	23027611	1
P23443_Q8N122	12150926	1
O75385_Q8N122	19211835	1
P51587_Q8N137	16275750	1
Q8N137_Q99698	11984006	1
O15269_Q8N138	20182505	1
O15259_Q8N157	18633336	1
Q5BKZ1_Q8N163	22446626	1
P38398_Q8N163	20160719	1
P55055_Q8N163	25661920	1
P20393_Q8N163	23398316	1
P03372_Q8N163	20074560	1
Q8N163_Q92731	20074560	1
Q8N163_Q96EB6	23382074	1
O15379_Q8N163	21030595	1
Q8N163_Q96EB6	21030595	1
O43463_Q8N163	19218236	1
Q8N163_Q96EB6	18235501	1
P23508_Q8N163	24824780	1
Q8N1B3_Q9NSC2	18297069	1
Q8N1B4_Q9UID3	20685960	1
O60499_Q8N1B4	15878329	1
P20340_Q8N1B4	15878329	1
Q5VIR6_Q8N1B4	15878329	1
Q8N1B4_Q9P1Q0	15878329	1
O95863_Q8N1E6	19955572	1
O95373_Q8N1F7	26878725	1
Q8N1F7_Q92621	26878725	1
P29317_Q8N1I0	20679435	1
Q8N1I0_Q96JJ3	20679435	1
Q8N1I0_Q9Y6N9	16464467	1
P51587_Q8N1V2	15967112	1
Q7L4E1_Q8N2A8	26711011	1
Q8N2A8_Q8NAN2	26711011	1
P26651_Q8N2I9	21784977	1
Q8N2K1_Q96GF1	24019521	1
P35555_Q8N2S1	12429738	1
P01137_Q8N2S1	10930463	1
P62820_Q8N2Y8	15796781	1
Q8N2Y8_Q9H0U4	15796781	1
Q8N2Z9_Q9BTP7	20347429	1
A8MT69_Q8N2Z9	20347429	1
O43508_Q8N302	14961121	1
P21754_Q8N349	19945174	1
P05141_Q8N357	19154410	1
O00327_Q8N365	24385426	1
P16615_Q8N394	24764305	1
P27824_Q8N394	24764305	1
Q8N3C0_Q96Q83	22055184	1
Q8N3F8_Q8N3F8	23596323	1
Q8N3F8_Q9UNF0	23596323	1
P61006_Q8N3F8	19864458	1
Q8N3F8_Q9H4M9	19864458	1
Q8N3F8_Q9NZN3	19864458	1
P21754_Q8N3F8	19945174	1
P51153_Q8N3F8	21795389	1
Q8N3I7_Q9UPN4	24550735	1
Q8N3I7_Q8TAM2	24939912	1
Q8N3I7_Q9BUN5	16327777	1
Q5T2T1_Q8N3R9	17332497	1
Q8N3R9_Q9BUF7	17332497	1
Q8N3U4_Q9UQE7	16682347	1
O43707_Q8N3V7	15841212	1
P35609_Q8N3V7	15841212	1
Q8N3Y1_Q92918	24362026	1
O75147_Q8N3Y1	21572988	1
P35568_Q8N3Y1	18498745	1
P01892_Q8N423	19124746	1
P15813_Q8N423	19124746	1
P29350_Q8N423	18802077	1
P29350_Q8N423	9842885	1
P01889_Q8N423	20008523	1
P17693_Q8N423	20702625	1
P17693_Q8N423	22802125	1
P56704_Q8N474	19072540	1
O60353_Q8N474	10347172	1
P09544_Q8N474	10347172	1
Q8N474_Q8N474	10347172	1
O60353_Q8N474	1927703	1
Q8N474_Q9NPG1	19277043	1
Q8N474_Q9ULV1	19277043	1
Q8N474_Q9UP38	19277043	1
Q8N475_Q9ULZ3	24407287	1
Q8N488_Q9BSM1	26687479	1
Q8N488_Q99496	20696397	1
Q8N4B1_Q8N4B1	21233288	1
Q6ICB4_Q8N4B1	21233288	1
P32019_Q8N4B1	21233288	1
O75925_Q8N4C6	16154161	1
O75928_Q8N4C6	16154161	1
P63165_Q8N4C6	16154161	1
P63279_Q8N4C6	16154161	1
P49841_Q8N4C6	12927815	1
Q8N4C6_Q9H7T9	20596670	1
P16333_Q8N4C8	15469942	1
Q8N4Q1_Q9BPX6	26387864	1
Q8N4S9_Q96A59	20164257	1
Q8N4T8_Q92506	19571038	1
Q8N4T8_Q92506	25203508	1
P12931_Q8N4X5	17412687	1
Q8N5C8_Q9C035	21512573	1
Q8N5C8_Q9BYM8	17449468	1
Q16531_Q8N5D0	16964240	1
O15379_Q8N5F7	19409814	1
Q86X95_Q8N5F7	19409814	1
P22459_Q8N5I3	19968958	1
P10415_Q8N5K1	20010695	1
P25705_Q8N5M1	11410595	1
Q8N5P1_Q9Y2F5	23932780	1
Q8N5T2_Q9H0R8	22354992	1
Q8N5T2_Q9H492	22354992	1
P50222_Q8N5U6	16335786	1
O75460_Q8N5Y8	23103912	1
Q8N5Y8_Q9NZJ5	23103912	1
Q8N5Z0_Q8N5Z0	18620547	1
Q8N5Z5_Q9BT92	25270598	1
Q8N612_Q9H8T0	18799622	1
Q567U6_Q8N668	25355947	1
O00141_Q8N668	20237237	1
P31749_Q8N668	20237237	1
P51168_Q8N668	20237237	1
Q7Z4G1_Q8N668	15799966	1
Q86VX2_Q8N668	15799966	1
Q86X83_Q8N668	15799966	1
Q8N668_Q8N668	15799966	1
Q8N668_Q9GZQ3	15799966	1
Q8N668_Q9H0A8	15799966	1
Q8N668_Q9NX08	15799966	1
Q8N668_Q9UBI1	15799966	1
Q8N668_Q9Y6G5	15799966	1
O60826_Q8N668	23563313	1
P98170_Q8N668	14685266	1
O15524_Q8N668	17183367	1
Q8N668_Q93034	21778237	1
Q8N668_Q8N668	17309234	1
Q8N668_Q8N726	18305112	1
O43809_Q8N684	20695905	1
Q8N6C5_Q9ULT8	12421765	1
O00238_Q8N6C5	11266516	1
P27037_Q8N6C5	11266516	1
P36896_Q8N6C5	11266516	1
P37023_Q8N6C5	11266516	1
P27449_Q8N6D2	18298843	1
P60709_Q8N6F7	17823310	1
Q8N6F7_Q9UKX2	17823310	1
O15085_Q8N6F7	20844236	1
Q8N6F7_Q9NZN5	20844236	1
P43405_Q8N6F7	23299888	1
P84022_Q8N6I1	14612439	1
Q8N6T7_Q99708	20829486	1
Q8N6Y0_Q9Y6N9	11311560	1
Q8N726_Q96JB5	16173922	1
P04637_Q8N726	9529249	1
Q3YBR2_Q8N726	17110379	1
Q8N726_Q9NXV6	12581788	1
P18146_Q8N726	19057511	1
P48145_Q8N729	12401809	1
P48146_Q8N729	12401809	1
P25054_Q8N7J2	22128170	1
Q8N841_Q9BYV8	22246503	1
Q7L523_Q8N8N0	25936802	1
O00213_Q8N8S7	17686488	1
Q8N8U2_Q9BQA5	17577209	1
Q6PIF6_Q8N8V4	26812018	1
Q8N8V4_Q9Y6N9	26812018	1
Q8N8Y2_Q9Y5K8	18752060	1
P04637_Q8N9B5	10518217	1
Q8N9I0_Q8TAC9	19234194	1
P50542_Q8N9L9	20178365	1
P32927_Q8N9M5	17828305	1
P11831_Q8N9R8	19350017	1
Q8N9R8_Q969V6	19350017	1
Q6PGN9_Q8N9V6	26820536	1
Q7Z6E9_Q8NAP3	24726359	1
O75081_Q8NAP3	23251453	1
Q8NAP3_Q9P1Z0	16354688	1
Q8NB25_Q9ULZ3	24407287	1
Q8NB49_Q9NV96	21914794	1
P05556_Q8NBH6	25661773	1
Q7RTS9_Q8NBJ4	21280149	1
P01130_Q8NBP7	17452316	1
P01130_Q8NBP7	22848640	1
P07355_Q8NBP7	22848640	1
P01130_Q8NBP7	22081141	1
P04114_Q8NBP7	22580899	1
P01130_Q8NBP7	17461796	1
P37088_Q8NBP7	22493497	1
P51168_Q8NBP7	22493497	1
P51170_Q8NBP7	22493497	1
Q8NBT0_Q8TC44	23015594	1
P51398_Q8NC60	19103604	1
P52815_Q8NC60	19103604	1
Q8NC60_Q92552	19103604	1
P49450_Q8NCD3	19410545	1
P49450_Q8NCD3	19410544	1
P02647_Q8NCW5	11991719	1
P02652_Q8NCW5	11991719	1
Q8ND04_Q96Q15	19417104	1
O75581_Q8ND76	20059949	1
O94921_Q8ND76	20059949	1
O94921_Q8ND76	19524571	1
Q8NDT2_Q9Y618	16129689	1
Q5D1E8_Q8NDV7	26134560	1
A5YKK6_Q8NDV7	24768540	1
Q8NDV7_Q92600	24768540	1
O00410_Q8NE35	22730302	1
O14980_Q8NE35	22730302	1
P05198_Q8NE71	17894550	1
Q8NE86_Q9BPX6	21685886	1
Q8NE86_Q9BPX6	23101630	1
Q8NE86_Q9BV35	24430870	1
Q8NE86_Q96AQ8	27184846	1
Q8NE86_Q9GZT6	27184846	1
Q8NE86_Q96AQ8	23178883	1
Q8NE86_Q9BPX6	23178883	1
Q8NE86_Q9H4I9	27099988	1
Q8NE86_Q9BPX6	26387864	1
A8MW95_Q8NEB9	23954414	1
P51149_Q8NEB9	14617358	1
P06239_Q8NEB9	7504174	1
P55160_Q8NEB9	16417406	1
Q6ZNE5_Q8NEB9	19270696	1
Q8NEB9_Q92622	19270696	1
Q8NEB9_Q9P2Y5	19270696	1
Q8NEN0_Q9ULZ3	24407287	1
P14314_Q8NER1	19801576	1
Q8NER5_Q9NR23	21805089	1
P20339_Q8NEU8	15016378	1
Q8NEU8_Q9UKG1	17030088	1
P23945_Q8NEU8	17030088	1
P29590_Q8NEV1	20625391	1
O00194_Q8NEV8	16880209	1
P10275_Q8NF64	16051670	1
P51532_Q8NF64	16051670	1
Q8NF64_Q969G3	16051670	1
O94901_Q8NF91	18396275	1
Q8NF91_Q9UH99	18396275	1
P02545_Q8NF91	11801724	1
Q86UR1_Q8NFA2	16636067	1
Q8NFA2_Q9Y5S8	16636067	1
P78559_Q8NFB2	15525354	1
P46821_Q8NFB2	15525354	1
Q8NFG4_Q99569	22965878	1
O75385_Q8NFG4	25126726	1
Q8NFG4_Q9P278	18663353	1
Q8NFG4_Q8TF40	17028174	1
Q8NFG4_Q9P278	18403135	1
P52948_Q8NFH3	15146057	1
P57740_Q8NFH3	15146057	1
Q8NFH3_Q8NFH4	15146057	1
Q8NFH3_Q8WUM0	15146057	1
Q8NFH3_Q9BW27	15146057	1
P55735_Q8NFH4	15146057	1
P57740_Q8NFH4	15146057	1
Q8NFH4_Q8WUM0	15146057	1
Q8NFH4_Q9BW27	15146057	1
P00533_Q8NFJ5	25311788	1
Q8NFJ9_Q8TAM2	24939912	1
Q8NFJ9_Q9BUN5	16327777	1
Q8NFJ9_Q96QF0	17574030	1
P05062_Q8NFJ9	18000879	1
P68104_Q8NFJ9	18000879	1
P24588_Q8NFM4	17081159	1
O14657_Q8NFQ8	24275647	1
O14656_Q8NFQ8	23569223	1
O15269_Q8NFR3	19416851	1
O00311_Q8NFT6	12065429	1
O00311_Q8NFT6	15668232	1
Q8NFZ3_Q9NY99	17292328	1
P21580_Q8NFZ5	15474016	1
O14672_Q8NG11	23091066	1
Q8NG31_Q9H081	15502821	1
O43683_Q8NG31	17981135	1
O60566_Q8NG31	17981135	1
Q8NG31_Q96IY1	17981135	1
Q8NG31_Q9H410	17981135	1
P48145_Q8NG41	12401809	1
P48146_Q8NG41	12401809	1
P55072_Q8NHG7	17872946	1
Q8NHG7_Q9BUN8	17872946	1
Q5T4F4_Q8NHH9	23969831	1
P29350_Q8NHJ6	18802077	1
P29350_Q8NHL6	9285411	1
Q8NHL6_Q8NHL6	21213105	1
P01892_Q8NHL6	19124746	1
P29350_Q8NHL6	18802077	1
P29350_Q8NHL6	9842885	1
P17693_Q8NHL6	20702625	1
P29350_Q8NHL6	11907092	1
Q6W2J9_Q8NHM5	16943429	1
P0DMV8_Q8NHS0	21231916	1
P0DMV9_Q8NHS0	21231916	1
P17066_Q8NHS0	21231916	1
Q8NHV1_Q8NHV1	23454188	1
Q5S007_Q8NHX9	22012985	1
O75152_Q8NI27	22928037	1
Q8NI27_Q9BY77	22928037	1
Q8NI27_Q96FV9	15870275	1
P63208_Q8NI29	18203720	1
O15047_Q8NI51	18765639	1
P46379_Q8NI51	18765639	1
P03372_Q8NI77	17006958	1
P60709_Q8NI77	18680169	1
Q86X95_Q8TA86	15652350	1
P21579_Q8TAC9	19234194	1
Q8TAC9_Q96T83	15840657	1
O75317_Q8TAF3	19075014	1
P62068_Q8TAF3	19075014	1
O94782_Q8TAF3	18082604	1
Q8TAM2_Q9BUN5	16327777	1
Q8TAM2_Q96RK4	24939912	1
P98161_Q8TAM2	24939912	1
Q8TAM2_Q9UPN4	24550735	1
O43303_Q8TAP6	19460342	1
P53350_Q8TAP9	17310276	1
Q8TAQ2_Q96GM5	12917342	1
Q8TAQ2_Q9UKL0	12192000	1
P46527_Q8TAS1	12093740	1
Q8TAT6_Q92890	11574150	1
P55011_Q8TAX0	16669787	1
Q8TAX0_Q9H4A3	16669787	1
P42345_Q8TB45	19446321	1
Q8TB72_Q8WY41	21800163	1
O95295_Q8TB72	19168546	1
Q8TB72_Q8WY41	19168546	1
Q8TB72_Q96C10	25340845	1
Q8TBA6_Q8TBA6	9915833	1
P61081_Q8TBC4	15361859	1
Q8TBC4_Q969M7	19250909	1
P08047_Q8TBE0	19666599	1
P45973_Q8TBE0	19666599	1
Q8TBE0_Q9UIS9	19666599	1
Q8TBE0_Q9UQL6	19666599	1
Q8TBP0_Q9H0R8	22354992	1
