pair_id_clean	pubid	GO_IPI
O31435_P37562	25278935	1
O31435_P42411	25278935	1
O31435_P37469	25374563	1
O31435_P42411	25374563	1
O31501_O34755	21630458	1
O31501_P45920	21630458	1
O31501_P96706	21630458	1
O31501_P96722	21630458	1
O31602_O31606	19074380	1
O31602_O31606	21378193	1
O31602_P37871	22307755	1
O31606_O32302	21378193	1
O31652_P12946	15491161	1
O31710_O31710	22707703	1
O31712_O31712	22707703	1
O31728_P17865	16796675	1
O31728_P17865	21224850	1
O31728_P17865	21630458	1
O31728_O31728	16796675	1
O31728_O31728	21224850	1
O31728_O31728	21630458	1
O31774_O34529	21803996	1
O31774_P37869	21803996	1
O31774_P50849	21803996	1
O31774_P96614	21803996	1
O31774_Q45493	21803996	1
O31774_O31774	21803996	1
O31802_P07790	18065538	1
O31802_P07790	20023017	1
O32032_Q01466	17427287	1
O32049_P71021	22582279	1
O32062_P35149	19702880	1
O32163_O32164	21236255	1
O32220_O32220	22077885	1
O32591_P0A6A8	16294310	1
O32591_P0A8Z3	16294310	1
O32726_O32727	15236958	1
O32727_O32728	10864495	1
O32727_O32728	11955433	1
O33192_P9WGL3	12581360	1
O33289_O33289	15838030	1
O33336_P9WQ63	9831524	1
O33342_O33342	16262797	1
O33347_P9WF09	20498855	1
O33347_O33348	19114484	1
O33347_O33348	20498855	1
O33347_O50461	20498855	1
O33348_O50462	20498855	1
O33361_P71937	16263329	1
O33361_P9WGI3	16263329	1
O33361_P71937	17411339	1
O34483_P11065	25278935	1
O34483_P96716	25278935	1
O34507_P37562	25278935	1
O34507_P96716	25278935	1
O34527_O34527	21624051	1
O34753_Q01467	18156271	1
O34754_P55993	11196647	1
O34755_P71012	21630458	1
O34800_O34853	21147767	1
O34810_Q09068	11196647	1
O34894_P17865	16796675	1
O34894_P28264	16796675	1
O34894_P17865	21630458	1
O34894_P28264	21630458	1
O35002_P26936	24243021	1
O35002_O35002	24243021	1
O35587_P13987	20427317	1
O35587_Q15363	20427317	1
O39198_P78352	12477932	1
O39198_Q13884	12477932	1
O39474_P04049	16405965	1
O39474_Q14318	16844119	1
O39474_Q14318	17024179	1
O39498_Q4VW77	19692545	1
O39503_Q4VW77	19692545	1
O40917_Q76RG4	18321973	1
O40917_Q77UV9	18321973	1
O40925_O40942	18321973	1
O40929_Q76RG4	18321973	1
O40929_Q77UU3	18321973	1
O40929_Q77UV9	18321973	1
O40931_O40942	18321973	1
O40931_Q2HR80	18321973	1
O40940_P88944	16339411	1
O40942_Q76RF5	18321973	1
O40942_Q76RF6	18321973	1
O40942_Q77UU3	18321973	1
O40942_Q77UV9	18321973	1
O40942_Q98143	18321973	1
O40942_O40942	18321973	1
O40944_P88947	16339411	1
O40944_P88951	16339411	1
O40944_P88954	16339411	1
O40955_Q07021	22238231	1
O40955_Q9MZE0	22238231	1
O41925_O41974	26581985	1
O41927_O41928	22028648	1
O41932_Q9UHD2	24696485	1
O41932_Q9WUN2	24696485	1
O41944_P88995	22028648	1
O41949_O41955	22028648	1
O41949_P88983	22028648	1
O41951_P88989	22028648	1
O41951_Q15365	22028648	1
O41956_P88992	22028648	1
O41957_O41969	22028648	1
O41963_P88996	22028648	1
O41963_P88997	22028648	1
O41968_O41970	22028648	1
O41969_P88983	22028648	1
O41974_Q04206	19322197	1
O41974_Q15369	19322197	1
O41974_Q93034	19322197	1
O41974_O41974	26581985	1
O41974_P63017	26581985	1
O41977_O41977	22028648	1
O42263_P36874	20691903	1
O42478_Q25QX6	16586348	1
O42478_Q9DEN4	17138566	1
O42478_P36402	9783587	1
O42478_P70062	9783587	1
O42478_Q90ZB6	9783587	1
O42478_Q25QX6	17577580	1
O42480_P46777	9687515	1
O42480_P62081	9687515	1
O42480_P62750	9687515	1
O49973_O49974	9263453	1
O49974_P46014	10393905	1
O50390_O50390	15933203	1
O50455_O50455	19346249	1
O50461_O50462	19114484	1
O50461_O50462	20498855	1
O50462_P9WF09	20498855	1
O52142_P21244	22923600	1
O52142_Q9AJ18	22923600	1
O52623_P60953	12093730	1
O52830_Q6H8M0	15705583	1
O53154_P9WFP5	16109955	1
O53154_P9WFP7	16109955	1
O53154_P9WFP7	16621837	1
O53168_P9WG29	17919286	1
O53203_P9WJA9	19019160	1
O53203_P9WJA9	19318624	1
O53451_P9WIH9	19016878	1
O53512_P9WIC1	19556970	1
O53512_P9WIC1	19851019	1
O53512_O53512	15721768	1
O53578_P9WQH7	15632194	1
O53578_P9WQH9	15632194	1
O53579_P0CH91	16213523	1
O53579_P9WPB1	16213523	1
O53579_P9WQD7	16213523	1
O53579_Q79FX6	16213523	1
O53579_P9WNK5	16844784	1
O53579_O53579	16213523	1
O53611_O53611	16194279	1
O53692_P9WNK3	14638811	1
O53692_P9WNK3	15060053	1
O53692_P9WNI9	15336430	1
O53692_P9WNK3	15336430	1
O53692_P9WNK3	19854905	1
O53692_P9WNK3	19888683	1
O53692_P9WNK3	21134129	1
O53699_O53699	15258569	1
O55245_P02753	12228058	1
O55245_P02753	21777382	1
F1SF88_O56129	25540360	1
O57125_Q12959	15669058	1
O57437_P20965	16001084	1
O57437_Q98SP8	16001084	1
O57464_O75581	11357136	1
O57539_O57539	10567404	1
O57686_Q8AXX8	16256735	1
O57861_O57861	21192935	1
O59150_O59248	15973057	1
O59150_O59543	15973057	1
O59894_Q9HG09	11329173	1
O62812_P28967	19074431	1
O62854_P68032	16611632	1
O64980_O64980	11278908	1
O65934_P9WI75	16040957	1
O67056_O67056	19013274	1
O67108_O67137	21076033	1
O69729_O69730	19962420	1
O69729_O69729	19962420	1
O73798_Q5HZ83	11751850	1
O73916_Q709D5	14973488	1
O73932_P17506	20977669	1
O73932_P45441	20977669	1
O73932_Q98SP8	20977669	1
O73932_Q1JQ73	19458392	1
O73932_Q91903	19458392	1
O74689_Q00664	10931877	1
O00206_O76552	21358639	1
O77325_PF3D7_1033600	21530591	1
O77334_PF3D7_1107700	14698441	1
O77375_PF3D7_1322100	24391504	1
O77622_Q9BUR4	25467444	1
F4KCL7_O80413	17981999	1
O64471_O80413	17981999	1
O80413_P82805	17981999	1
O82560_O82560	25497014	1
O83047_O83097	18509523	1
O83047_O83213	18509523	1
O83089_O83097	18509523	1
O83097_O83130	18509523	1
O83097_O83970	18509523	1
O83107_O83970	18509523	1
O83213_O83634	18509523	1
O83538_O83862	18509523	1
O84673_O84673	18165300	1
O84677_O84678	20348249	1
O84677_O84677	20348249	1
O84944_Q7BVH7	15256549	1
O84944_Q9R803	15256549	1
O84944_P74857	24722491	1
O85239_P40294	16794578	1
O86856_Q9S6U2	19755120	1
O89168_P11928	15039538	1
O89168_P00973	15039538	1
O90299_Q9WC28	26463011	1
O90299_O90299	26463011	1
O91464_Q9H3P7	22124328	1
O91940_P33454	11257181	1
O92608_P88964	16339411	1
O92611_Q87066	12054518	1
O92837_P03087	17189196	1
O92837_P03087	17267496	1
O92972_Q16513	15364941	1
O92972_P29311	10644344	1
O92972_P62258	10644344	1
O92972_P19525	11773402	1
O92972_P06240	14993658	1
O92972_P06241	14993658	1
O92972_P07948	14993658	1
O92972_P08631	14993658	1
O92972_P62993	14993658	1
O92972_P06240	15784897	1
O92972_P06241	15784897	1
O92972_P07948	15784897	1
O92972_P08631	15784897	1
O92972_P62993	15784897	1
O92972_P84022	16007207	1
O92972_O92972	23841474	1
O92972_Q5VT25	10644344	1
O92972_P35213	10644344	1
O93077_P61289	12970408	1
O93077_O95292	16227268	1
O93274_Q6EHH9	16086323	1
O93274_Q66IA6	23987510	1
O93309_Q9DGN0	10931856	1
O93309_Q9DGN1	10931856	1
O93309_Q4QXM3	15855230	1
O93309_Q9DGN0	15855230	1
O93309_Q9DGN1	15855230	1
O93352_Q9I9A7	17124498	1
O93455_O93455	19765079	1
O93509_Q9PUK8	15272309	1
O93605_Q90W12	8882494	1
O93605_Q9IB52	9668106	1
O93614_Q9YH09	9753634	1
ASPL0000062573_O94111	9832552	1
O94737_Q12224	10889467	1
O96124_P02549	17626011	1
O96155_PF3D7_0716600	24709262	1
O96164_Q8I0V0	18083098	1
O96193_PF3D7_0934800	22188458	1
O96220_PF3D7_0501200	25615740	1
O96220_PF3D7_0501300	25615740	1
O97235_PF3D7_0408900	25204654	1
O97244_PF3D7_0708400	22100910	1
O97285_PF3D7_0315100	23562722	1
O97302_Q8IFM5	21909261	1
O97302_PF3D7_0423800	25583518	1
O15273_O97791	9817758	1
O15503_P00180	21081644	1
O00264_P00181	21081644	1
O15503_P00181	21081644	1
P00181_P16435	21081644	1
P00221_P00455	10451365	1
P00221_P12353	10451365	1
P00221_P39458	14871493	1
P00221_P00455	8174709	1
O15503_P00347	21343306	1
O94905_P00347	21343306	1
P00511_Q93050	12649290	1
P00511_Q9HBG4	12649290	1
P00511_Q9HBG4	18632794	1
P00563_P11974	10555970	1
P00646_P02984	10986462	1
P00646_P02984	11741540	1
P00747_P00779	12456874	1
P00782_Q40059	15504027	1
P00784_P29508	21383048	1
P00842_Q02776	24462684	1
P00883_Q9Y5X1	20129922	1
P00883_P00883	20129922	1
P00897_P00900	11371633	1
P00929_P0A2K1	10504236	1
P00929_P0A2K1	10600108	1
P00929_P0A2K1	11034989	1
P00929_P0A2K1	11756454	1
P00929_P0A2K1	11756456	1
P00929_P0A2K1	12460570	1
P00929_P0A2K1	23582331	1
P01142_Q60571	12895416	1
P01263_P30988	15563840	1
P01555_P01556	15049684	1
P01870_Q2V8M5	20031218	1
P01948_P03129	12072504	1
P02394_P38424	17981968	1
P02586_P45378	8987992	1
P02586_P45378	9724539	1
P02643_P45378	15507453	1
P02646_Q96RG2	21418524	1
P02756_P02756	25241165	1
P02866_Q9D132	11739641	1
P02879_P46379	14960581	1
P02879_Q8BJT9	24200403	1
P02879_Q925U4	24200403	1
P03027_Q9ZA65	19016838	1
P03052_P07674	19019158	1
P03070_P04637	10226625	1
P02340_P03070	10329544	1
P03070_P52293	10764582	1
P02340_P03070	11181729	1
P02340_P03070	11274052	1
P02340_P03070	11781573	1
P03070_P27694	1311258	1
O43683_P03070	14732683	1
P03070_P04637	15068796	1
P03070_P04637	15310821	1
P03070_P04637	16003391	1
P02340_P03070	16480949	1
P03070_P04637	16611888	1
P03070_Q09472	16611888	1
P03070_Q92793	16611888	1
P02340_P03070	16697373	1
P03070_P04637	16951253	1
P01106_P03070	17314511	1
P02340_P03070	17535810	1
P03070_P04637	17612295	1
P03070_P04637	17662718	1
P03070_P09884	17666013	1
P03070_P27694	17666013	1
P03070_P27694	17673209	1
P02340_P03070	18025262	1
P03070_P52293	18405666	1
P03070_P04637	19008854	1
P02340_P03070	20621096	1
P02340_P03070	20708612	1
P02340_P03070	21122074	1
P03070_P06400	2138977	1
P03070_P06400	2162480	1
P03070_P06400	2189724	1
P03070_P04637	22810585	1
P03070_P04637	22810586	1
P03070_Q96PZ2	23093934	1
P03070_P04637	23320542	1
P03070_P35568	7542742	1
P03070_P06400	7592647	1
P03070_Q00577	7592647	1
P00546_P03070	7815540	1
P03070_P06493	7815540	1
P03070_P04637	8344494	1
P03070_P09884	8380896	1
P03070_P20248	8411358	1
P03070_P04637	9050995	1
P03070_P06400	9067421	1
P03070_P06400	9697699	1
P03070_P04637	9807817	1
P03070_Q00577	9830007	1
P03072_Q00577	9830007	1
P03081_P30153	17529992	1
P03081_P30153	17540176	1
P03081_Q76MZ3	17608567	1
P03081_P30153	9857076	1
P03087_P03093	16478732	1
P03087_P11103	16979186	1
P03087_P03093	17189196	1
P03087_P03093	17267496	1
P03101_P52292	11971900	1
P03101_Q14974	11971900	1
P03101_P52292	12551970	1
P03101_P52292	15507604	1
P03101_Q14974	15507604	1
P03107_P52292	15507604	1
P03107_Q14974	15507604	1
P03109_Q8VDS8	17475643	1
P03114_P03120	10982355	1
P03114_P03120	22617423	1
P03114_P03120	9223484	1
P03116_P63279	10871618	1
P03120_P03132	10982355	1
P03120_P17676	12692227	1
P03120_Q92547	17006541	1
O60885_P03120	17023018	1
O60885_P03120	18305892	1
O19137_P03120	22617423	1
P03120_P79101	22617423	1
P03122_Q09472	12368347	1
P03122_P17676	12692227	1
P03122_P49715	12692227	1
O60885_P03122	17189189	1
P03122_Q96FC9	17189189	1
O15350_P03126	11275986	1
P03126_P23142	12200142	1
P03126_Q12959	12444549	1
P03126_P04637	12620801	1
O14907_P03126	15492812	1
P03126_Q12959	16103886	1
P03126_Q14160	16103886	1
P03126_Q14160	16611247	1
P03126_P04637	18977328	1
P03126_Q05086	22810586	1
P03126_Q12959	24550280	1
P03126_Q14160	24550280	1
P03126_Q05086	7624774	1
P03126_Q14257	7624774	1
P03126_P04637	8207801	1
P03126_P49024	9467941	1
P03126_Q05086	9467941	1
P03126_P33993	9705868	1
O14907_P03126	21139582	1
O08696_P03129	10523841	1
P03129_Q08050	10523841	1
P03129_P10914	10702232	1
P03129_P06400	10779361	1
P01946_P03129	12072504	1
P01965_P03129	12072504	1
P01966_P03129	12072504	1
P03129_P21871	12072504	1
P03129_P68240	12072504	1
P03129_P69905	12072504	1
P03129_P06400	12813456	1
P03129_Q92831	12813456	1
P03129_P30153	16044149	1
P03129_P67775	16044149	1
P03129_P06400	16061792	1
P03129_P20248	16061792	1
P03129_P24941	16061792	1
P03129_P28749	16061792	1
P03129_Q01094	16061792	1
P03129_Q14188	16061792	1
P03129_Q16254	16061792	1
P03129_Q5T4S7	16061792	1
P01106_P03129	17070091	1
O15304_P03129	17348035	1
P03129_P51784	18408009	1
P03129_P06400	1870208	1
P03129_P06400	20088881	1
P03129_P06400	2153075	1
O15111_P03129	22776252	1
P03129_P06400	22810586	1
P03129_P20248	22810586	1
P03129_P24941	22810586	1
P03129_P28749	22810586	1
P03129_Q01094	22810586	1
P03129_Q14188	22810586	1
P03129_Q16254	22810586	1
P03129_Q5T4S7	22810586	1
P03129_P06396	23729654	1
P03132_Q9NS56	11842245	1
P03132_Q9NXV2	17239418	1
P03132_P53999	9847329	1
P03134_P97801	11907229	1
P03165_P31749	22309289	1
P03165_P31750	22309289	1
P03169_P23497	21880768	1
P03179_Q9UER7	22102817	1
P03179_Q9UER7	22810586	1
P03180_Q13651	15837194	1
P03182_Q86Y07	16963744	1
P03185_P0CK47	17446270	1
P03192_P05556	12592401	1
P03203_Q06330	8627785	1
P01106_P03204	18256156	1
P03204_Q06330	8627785	1
P03206_P63244	10849009	1
P03206_Q53ET0	19164291	1
P03209_Q3KSP5	17446270	1
P03211_Q93009	16474402	1
P03211_Q13416	16799465	1
P03211_Q15554	16799465	1
P03211_Q13415	18946490	1
P03211_Q13416	18946490	1
P03211_Q93009	22810586	1
P03219_Q1HVD3	19730696	1
P03230_Q9UI14	16917502	1
P03230_Q15326	19379743	1
P03230_Q15326	20138174	1
P03230_P63279	21795333	1
P03243_Q9UER7	14557665	1
F1M589_P03243	20639899	1
P03243_P29590	20639899	1
P03244_Q9UER7	14557665	1
P03246_P30429	9742122	1
O60238_P03247	10381623	1
P02545_P03247	10381623	1
P03247_Q16611	10381623	1
P03247_Q12981	7954800	1
P03247_Q12982	7954800	1
P03247_Q12983	7954800	1
O60238_P03247	9973195	1
P03255_Q09472	10330164	1
P03255_Q92793	10347196	1
P03255_Q15326	10734313	1
P03255_P06400	10779361	1
P03255_Q15326	11733528	1
P03255_P06400	12743606	1
P03255_Q09472	12743606	1
P03255_Q92831	12743606	1
P03255_P06400	1331501	1
P03255_P28749	1331501	1
P03255_Q08999	1331501	1
P03255_Q09472	1331501	1
O15151_P03255	15604276	1
P03255_P06400	16763564	1
P03255_P17980	16763564	1
P03255_P62195	16763564	1
P03255_Q9H204	16763564	1
P03255_P06400	19249677	1
P03255_P06400	2162480	1
P03255_P10826	7565739	1
P03255_P21675	7565781	1
P03255_P47825	7565781	1
P03255_Q92793	9018065	1
O08769_P03255	9675118	1
P03255_Q92831	9687513	1
P03255_P06400	9881977	1
P03255_P42224	9881977	1
P03255_Q09472	9881977	1
P03259_Q09472	10049825	1
P03259_Q92793	10049825	1
P03259_Q92793	10196247	1
P03259_P16220	10722738	1
P03259_P18846	10722738	1
P03259_Q92793	10722738	1
P03259_Q01860	11099378	1
P03259_P10644	11414803	1
P03259_P13861	11414803	1
P03259_P25490	7853498	1
P03259_Q09472	9018065	1
P03259_Q92793	9018065	1
O08769_P03259	9675118	1
P03304_P29590	21994459	1
P03316_Q9CUN6	22020285	1
P03316_Q9HCE7	22020285	1
P03332_Q9JKF1	16628219	1
P03332_Q9QZK7	16628219	1
P03347_P61221	16275648	1
P03347_Q8WUM4	17350572	1
P03348_Q6SSD8	21543480	1
O14770_P03363	22458338	1
P03375_P35232	19906925	1
P03375_Q99623	19906925	1
P01730_P03375	10922058	1
O43513_P03383	22458338	1
P03385_P03385	18800055	1
P03404_P63244	11312657	1
P03406_P10747	11285224	1
P03406_P53618	10199403	1
P03406_Q6VY07	10707087	1
P03406_P04637	11861836	1
P03406_Q9BXS5	14691137	1
O14734_P03406	9299485	1
P03406_P62158	15632291	1
P03406_P07948	7859737	1
P03406_P08631	7859737	1
P03406_P12931	8681387	1
P03406_P15498	10394361	1
P03406_Q13177	10607567	1
P03406_Q99683	11298454	1
P03406_P06239	8794306	1
P03406_P04049	9624170	1
O14734_P03406	9153233	1
P01892_P03406	12414957	1
P01730_P03406	7831289	1
P03406_Q9UI12	11179428	1
P03407_Q9UI12	9620685	1
O14920_P03409	16126728	1
O14920_P03409	16129692	1
P03409_Q9UBN7	21532619	1
O14964_P03410	22458338	1
O43186_P03410	22458338	1
P03410_P35711	22458338	1
P03410_P82932	22458338	1
P03410_Q6PEX3	22458338	1
P03410_Q6ZVK8	22458338	1
P03410_Q8N448	22458338	1
P03410_Q96MT8	22458338	1
P03410_Q9BRK4	22458338	1
P03410_Q9NZD8	22458338	1
P03410_Q9Y2D8	22458338	1
O14744_P03418	23892143	1
P03418_Q9BQA1	23892143	1
P03419_P06748	23892143	1
P03419_P04545	24760890	1
P03419_P03419	25556234	1
P03419_P04545	25556234	1
P03419_P06454	25556234	1
P03419_P21796	25556234	1
P03419_P23528	25556234	1
P03419_P24666	25556234	1
P03419_P42338	25556234	1
P03419_P48736	25556234	1
P03419_P51636	25556234	1
P03419_P52292	25556234	1
P03419_P55854	25556234	1
P03419_P56539	25556234	1
P03419_P62491	25556234	1
P03419_P62805	25556234	1
P03419_P62937	25556234	1
P03419_P84022	25556234	1
P03419_Q03135	25556234	1
P03419_Q15907	25556234	1
P03419_Q16082	25556234	1
P03419_Q4VCS5	25556234	1
P03419_Q8N3Z6	25556234	1
P03419_Q8TAG9	25556234	1
P03419_Q8TBZ5	25556234	1
P03419_Q96CX3	25556234	1
P03419_Q9BQE3	25556234	1
P03419_Q9NS69	25556234	1
P03419_Q9Y2J4	25556234	1
P03422_Q89933	19275899	1
P03428_P03431	20064372	1
P03431_P03433	20064372	1
P03431_P03466	20064372	1
P03433_P03485	17022977	1
P03433_P03485	20064372	1
P03459_Q08IG9	24561202	1
P03466_P03485	17022977	1
O60684_P03466	20064372	1
P03466_P03485	20064372	1
P03466_Q06787	24514761	1
O43707_P03466	24802111	1
P03485_P11142	17022977	1
P03485_P03508	20064372	1
P03485_P03508	21081124	1
O43521_P03495	24008843	1
O60869_P03495	24008843	1
P03495_P04049	24008843	1
P03495_P29353	24008843	1
P03495_P35568	24008843	1
P03495_P55916	24008843	1
P03495_Q13651	24008843	1
P03495_Q92844	24008843	1
P03495_Q92934	24008843	1
P03495_Q9UBF8	24008843	1
O00459_P03496	16963558	1
O95786_P03496	17079289	1
P03496_Q14258	19454348	1
O75569_P03496	20064372	1
O95793_P03496	20064372	1
O00459_P03496	22810585	1
O75569_P03496	22810585	1
O95793_P03496	22810585	1
P03496_P27986	22810585	1
P03496_P55265	22810585	1
P03496_Q12906	22810585	1
O95793_P03496	23722113	1
O00459_P03496	23853584	1
O75569_P03496	23853584	1
O95793_P03496	23853584	1
P03496_P27986	23853584	1
P03496_P55265	23853584	1
P03496_Q12906	23853584	1
P03520_P03521	11000221	1
P03520_P03521	2845648	1
P03520_P03523	2845648	1
P01130_P03522	23589850	1
P03623_P25714	18996118	1
P03711_P03711	21943085	1
P03772_Q64702	17174311	1
P04002_P04002	27086686	1
P04014_P09884	10873756	1
P04014_P07305	9499053	1
P04014_P09914	19008854	1
O60885_P04015	17023018	1
P04019_Q05086	17023019	1
P04019_Q05086	22810586	1
P04020_P30153	16044149	1
P04020_P67775	16044149	1
P04020_P06400	16061792	1
P04020_Q5T4S7	16061792	1
P01106_P04020	17070091	1
P04020_P06400	20088881	1
P04020_P06400	22810586	1
P04020_Q5T4S7	22810586	1
P04021_P68617	16912323	1
P04045_P53535	9492303	1
P04045_P04045	9492303	1
P04191_P61015	11526231	1
P04191_P42532	9575189	1
P04221_Q2V8M5	20031218	1
P04273_P04273	16352600	1
P04289_P10200	14557627	1
P04289_P10200	16014918	1
P04293_P10226	16775312	1
P04293_P10226	8380085	1
P04293_P10192	9261356	1
P04295_P10212	11086131	1
P04295_P10212	16731912	1
P04295_P10217	16731912	1
P04295_P10212	17035316	1
P04295_P10217	17035316	1
P04295_P10212	17913813	1
P04295_P10217	17913813	1
P04325_P0CG48	17067581	1
P04326_P51531	16601680	1
P04326_Q12824	16601680	1
P04480_P19934	20433837	1
P04480_P19934	22493500	1
P04487_P19525	11836380	1
P04487_Q9H2X6	14990717	1
O95786_P04487	22301138	1
P04487_Q9BYX4	22301138	1
P04489_P29590	16501113	1
P04489_P04489	16501113	1
P04489_P04489	23063122	1
O95786_P04543	19193793	1
P04578_Q9ULD8	20638388	1
P04578_P04608	23916815	1
P04578_P08962	25312088	1
P04585_Q12824	14963118	1
O00629_P04585	20554775	1
O75475_P04585	21156026	1
P04585_P69718	21156026	1
O75475_P04585	22872640	1
P04585_Q9Y5L0	22872640	1
P04585_P69726	7474102	1
P04585_P04585	19914170	1
P04585_P04585	20227411	1
P04585_P04585	21156026	1
P04585_P04585	22804908	1
P04590_Q13523	15452250	1
O95793_P04591	18498651	1
O43324_P04591	22190034	1
P04591_P55769	22190034	1
P04591_Q12904	22190034	1
P04591_Q13155	22190034	1
P04591_Q14978	22190034	1
P04591_Q7Z739	22190034	1
P04591_Q86SQ7	22190034	1
P04591_Q8N1G4	22190034	1
P04591_Q99873	22190034	1
P04591_Q9HD40	22190034	1
P04591_Q9NTK5	22190034	1
P04591_Q9UI47	22190034	1
P04591_Q9Y3B7	22190034	1
O95793_P04591	22978549	1
P04591_P80318	25416944	1
O14734_P04601	22190034	1
O14734_P04601	9299485	1
P04608_P51532	16687403	1
P04608_Q12824	16687403	1
P04608_P55209	18226242	1
O15355_P04608	22190034	1
O43865_P04608	22190034	1
O60563_P04608	22190034	1
O75607_P04608	22190034	1
P04608_P50750	22190034	1
P04608_P51784	22190034	1
P04608_P51825	22190034	1
P04608_Q96EB6	22190034	1
P04608_Q99733	22190034	1
P04608_Q9NXF7	22190034	1
P04608_Q9UHB7	22190034	1
P04608_Q9UK99	22190034	1
O00571_P04608	23840900	1
P04608_Q9H1E3	25116364	1
P04608_Q09472	9811832	1
P04608_Q92793	9811832	1
O60563_P04608	25116364	1
P04608_P60709	16687403	1
P04608_URS00006F9B91_11676	25116364	1
P04618_P82933	22190034	1
P04618_Q04837	22190034	1
P04618_Q13123	22190034	1
P04618_Q8WV92	22190034	1
P04618_Q96BP2	22190034	1
P04620_P52292	9405152	1
P04620_Q14974	9405152	1
P04852_P04852	20471980	1
P04862_Q60680	24269682	1
P04871_P04871	19959989	1
P05044_Q07076	17029407	1
P05382_P0A4T1	19098921	1
P05382_Q97NV3	19098921	1
P05494_P29185	1973526	1
P05648_P37522	18854156	1
P05845_P0A988	19703395	1
P05877_P05877	24657436	1
P01730_P05919	23890821	1
P05928_Q9Y4B6	17314515	1
P06110_P65977	25147953	1
P06164_Q60680	24269682	1
P06179_P26609	12620624	1
P06179_P26609	16806204	1
P06422_Q09472	12368347	1
P06422_P17676	12692227	1
P06422_P49715	12692227	1
P06427_Q12959	24550280	1
P06427_Q14160	24550280	1
P06436_Q9UKJ1	18358807	1
P06462_Q05086	22810586	1
P06462_P33993	9705868	1
P06463_P23142	12200142	1
P06463_Q12959	12444549	1
P06463_Q96QZ7	12444549	1
P06463_Q14160	16103886	1
P06463_Q05086	16493710	1
P06463_Q811D0	17267502	1
P06463_Q96QZ7	17267502	1
P06463_Q12959	17713926	1
P06463_P26045	17947517	1
P04637_P06463	18977328	1
P06463_Q12959	19555689	1
P06463_Q14160	19555689	1
P04637_P06463	22810586	1
P06463_Q05086	22810586	1
P06463_Q12959	24550280	1
P06463_Q05086	7624774	1
P04637_P06463	8207801	1
P06463_P33993	9705868	1
P06400_P06464	16061792	1
P06464_Q5T4S7	16061792	1
P06400_P06464	2153075	1
P06400_P06464	22810586	1
P06464_Q5T4S7	22810586	1
P06400_P06465	16249186	1
P06491_P10210	12634364	1
P06491_P10210	8523566	1
P06491_P10210	9188587	1
P06492_P10230	16014918	1
P06492_P10233	16014918	1
P06492_P10233	17620619	1
P06492_Q7XYY2	25150167	1
P06567_P37469	16796675	1
P06567_P37469	19192185	1
P06567_P37469	21630458	1
P06593_Q43125	9651577	1
P06628_P16497	19040634	1
P06663_Q9LKG8	11041886	1
P06750_P09884	2243771	1
P06772_Q9ZA65	19016838	1
P01106_P06788	17070091	1
P06400_P06788	20088881	1
P06400_P06788	2153075	1
P06400_P06788	22810586	1
P06789_Q12824	10365963	1
P06789_P09914	19008854	1
P06790_Q09472	10702269	1
P06790_Q09472	12368347	1
P06790_P17676	12692227	1
P06856_Q49PH7	11711620	1
P06927_Q7Z403	18158319	1
P06927_Q8IU68	18158319	1
P06927_Q9Y6M5	18158319	1
P06927_Q53X12	7896830	1
P06931_P23142	12200142	1
P06931_Q05086	7624774	1
P06931_P49024	9467941	1
P06931_Q05086	9467941	1
A2AN08_P06933	16081543	1
P05106_P06935	16275649	1
P06935_Q17NZ6	20797779	1
P07041_Q8X225	12887903	1
P07165_P07166	17505518	1
P07165_P18591	17505518	1
P07165_P18592	17505518	1
P07165_P18594	17505518	1
P07239_P42224	11238845	1
P07242_P68456	10781095	1
P07242_P68318	15518812	1
P07242_P68613	15518812	1
P07242_P68456	9636370	1
P07293_Q96RG2	21418524	1
P07372_P37968	17376078	1
P07566_Q07021	12034482	1
P07566_Q9MZE0	12034482	1
P07567_P63172	18647839	1
P07591_Q9LU86	11553771	1
P07591_Q55389	14769790	1
P07591_Q55389	17611542	1
P07591_Q55781	17611542	1
P07591_Q55389	19908864	1
P07610_P68613	10781095	1
P07610_P68613	15518812	1
P07610_P07610	15518812	1
P07620_P07620	19461582	1
P07823_P27958	9557669	1
P07823_Q9DC23	12446677	1
P07845_P07845	24418371	1
P07987_P07987	23137336	1
P08062_Q9MA75	12124400	1
P08062_P08063	18678909	1
P08318_Q96G01	20089649	1
P08392_P35268	11145900	1
P08392_P10238	8995681	1
O15379_P08393	15194749	1
P08393_P56524	15194749	1
P08393_Q8WUI4	15194749	1
P08393_Q9UQL6	15194749	1
P08393_P30281	9311810	1
P08560_Q8NHL6	17869268	1
P08560_Q8NHL6	18094328	1
P08560_Q8NHL6	9285411	1
P08563_P46091	24955142	1
P08563_P57735	24955142	1
P08563_Q07021	24955142	1
P08563_Q8IWU4	24955142	1
P08563_Q9Y6H1	24955142	1
P08583_P68633	15795260	1
O09116_P08587	10510474	1
P08587_Q9UBC9	10510474	1
P08669_P11279	24970085	1
P08877_P25144	21630458	1
P08877_P25144	22512862	1
P08902_P08902	26226421	1
P09120_P09120	12787365	1
P09191_P09191	15950240	1
P09191_P09191	23583446	1
P09545_P09545	19854900	1
P09545_P09545	22934938	1
P09560_Q95QW4	15096503	1
P09708_Q12959	24550280	1
P09727_Q9BUN8	15215856	1
P09776_P0A3W0	20656905	1
P09856_Q55389	14769790	1
