Pubmed	Owner	Status	Admin Users	Admin Groups	
20885816	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22347418	PMDaemon	NEW		IMEX CURATORS
23071688	PMDaemon	INPROGRESS	liviap	INTACT,IMEX CURATORS
23566306	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20142846	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
4074707	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21347226	PMDaemon	NEW		IMEX CURATORS
26348909	PMDaemon	INPROGRESS	ADMIN,liviap	ADMIN,INTACT,IMEX CURATORS
17970647	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19270750	PMDaemon	NEW		IMEX CURATORS
18375957	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9209406	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20886378	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15673499	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19150877	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15721415	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16585578	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17727698	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16440056	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20047962	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21747723	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21445310	PMDaemon	NEW		IMEX CURATORS
17311849	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19008344	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18086320	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19615063	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15781474	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
28469241	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18460473	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19578509	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19924293	PMDaemon	NEW		IMEX CURATORS
21211013	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11536166	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15336624	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21637780	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18226187	PMDaemon	NEW		IMEX CURATORS
21652716	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18637207	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18194560	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18316408	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12692556	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18291711	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14992579	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1325459	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19323978	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
27198178	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16154077	PMDaemon	DISCARDED	ADMIN	ADMIN,DIP,IMEX CURATORS
17327220	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8821901	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17178908	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18184369	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18541705	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16710447	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15389531	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18096806	PMDaemon	NEW	ADMIN	ADMIN,DIP,IMEX CURATORS
20507635	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21569298	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11839768	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22069606	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16766523	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12488577	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10609868	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19165201	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19587357	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20633274	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19587702	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15752761	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18053230	PMDaemon	NEW		IMEX CURATORS
16163667	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10894987	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19664201	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19208630	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21479260	PMDaemon	NEW		IMEX CURATORS
15843420	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21673681	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20844015	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17043135	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19527497	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
28252385	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9584852	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10383941	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20546612	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26608390	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16425036	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16582478	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20385599	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24312579	PMDaemon	NEW		IMEX CURATORS
21076528	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21810276	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12042669	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15023538	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12529184	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15377393	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19219857	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20200160	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7684686	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14598367	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16982608	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16284391	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17409629	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8264594	PMDaemon	NEW		IMEX CURATORS
8774497	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17698849	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21829552	PMDaemon	NEW		IMEX CURATORS
9228059	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20300178	PMDaemon	NEW		IMEX CURATORS
20886101	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9211933	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16014059	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9464532	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
12611910	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11922143	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11494028	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21599923	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1942241	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
27708221	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20091048	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8617234	PMDaemon	NEW		MINT,IMEX CURATORS
11248056	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21858059	PMDaemon	NEW		IMEX CURATORS
18704159	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17579091	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18644867	PMDaemon	NEW		IMEX CURATORS
20963644	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19881911	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17460328	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17615546	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8118028	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16863592	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21138967	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16140964	PMDaemon	NEW		IMEX CURATORS
19968863	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19968886	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12941707	PMDaemon	NEW		MINT,IMEX CURATORS
12087107	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18433508	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21603257	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19631210	intact	RELEASED	phantom	MINT,INTACT CURATORS,IMEX CURATORS
10900195	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21437219	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17825263	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8632828	PMDaemon	NEW		USR,ADMIN,DIP,IMEX CURATORS
19500415	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21264218	PMDaemon	NEW		IMEX CURATORS
18502633	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17005863	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8433555	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7626220	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11152132	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15522892	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19308680	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19707333	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19383165	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16093441	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17189258	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22186018	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17615260	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12058076	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9182758	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
16616187	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12537555	PMDaemon	NEW		IMEX CURATORS
15248896	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17148476	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19581307	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16636146	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20064927	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20053667	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19457101	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20012482	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21107637	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18544707	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18682808	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7799925	lukasz	RELEASED		DIP,IMEX CURATORS
21103332	PMDaemon	NEW		IMEX CURATORS
11457835	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21049000	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20626852	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19442243	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18702824	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16036361	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20150991	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21670214	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22312431	PMDaemon	NEW		IMEX CURATORS
24807903	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9813005	intact	RELEASED	ADMIN,phantom	ADMIN,MINT,INTACT CURATORS,IMEX CURATORS
16111636	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19940161	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19460343	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19401441	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7524405	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21190589	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15911144	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10409735	PMDaemon	NEW		IMEX CURATORS
18709148	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15998457	PMDaemon	NEW		IMEX CURATORS
17150107	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8035999	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
19918370	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17893710	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18074024	PMDaemon	NEW		IMEX CURATORS
10231017	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16280053	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
3499357	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19966271	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21394295	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9576918	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18852895	PMDaemon	NEW		IMEX CURATORS
15573917	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19317917	PMDaemon	NEW		IMEX CURATORS
8663332	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11891851	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18177508	PMDaemon	NEW		IMEX CURATORS
19468068	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20640154	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10209041	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12833158	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19449446	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
2428879	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10979976	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19956691	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16306936	lukasz	RELEASED	lukasz,Sara,phantom	USR,ADMIN,DIP,INTACT CURATORS,IMEX CURATORS
26972480	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10427134	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15890023	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1630492	PMDaemon	DISCARDED		USR,ADMIN,DIP,IMEX CURATORS
18445682	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18174918	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21247443	PMDaemon	NEW		IMEX CURATORS
21606536	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21355038	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20647383	PMDaemon	NEW		IMEX CURATORS
15730850	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19237587	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19858290	PMDaemon	NEW		IMEX CURATORS
20657659	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19765649	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
6189106	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1958043	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19298613	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
2412224	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17718901	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21345218	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26553048	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26728896	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15743678	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17881735	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19607874	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16556735	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8100571	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19352458	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19393419	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9348298	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21961024	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20508730	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7722516	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16287128	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17990360	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12004059	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1448174	PMDaemon	DISCARDED		USR,ADMIN,DIP,IMEX CURATORS
18494554	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22046184	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21245839	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20965417	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16700901	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19412416	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21152297	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19439102	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20827422	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15653678	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15833358	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18268104	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21403873	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10931868	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19429598	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18088417	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21912565	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18545638	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20090362	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10064593	PMDaemon	NEW		MINT,IMEX CURATORS
16879720	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16565089	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20442802	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21886885	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19779458	PMDaemon	NEW		MINT,IMEX CURATORS
21573221	PMDaemon	NEW		IMEX CURATORS
9207043	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22046435	PMDaemon	NEW		IMEX CURATORS
16567619	lukasz	PROCESSED	ADMIN,Sara	ADMIN,DIP,IMEX CURATORS
20230619	PMDaemon	NEW		IMEX CURATORS
12659670	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16864411	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16678877	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16600964	PMDaemon	DISCARDED	ADMIN	ADMIN,IMEX CURATORS
23737759	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11401536	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20064771	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20100910	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18175822	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21904669	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1545122	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18200510	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17689829	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16179258	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
20706582	PMDaemon	NEW		IMEX CURATORS
21176227	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15220246	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16984397	PMDaemon	NEW		MINT,IMEX CURATORS
18404494	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15743468	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20637214	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21044331	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26460953	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16256973	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17881500	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20529943	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21533022	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16520386	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11741608	PMDaemon	NEW		IMEX CURATORS
15242977	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12723979	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19365569	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17328794	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19424823	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19412530	PMDaemon	NEW		IMEX CURATORS
24141718	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19630773	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10411633	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15583752	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19295543	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12134160	PMDaemon	NEW	ADMIN	ADMIN,DIP,IMEX CURATORS
21561871	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19383157	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21997635	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19582217	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21519523	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17192429	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22091396	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18227278	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21347281	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21826261	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22131869	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15199147	PMDaemon	NEW		IMEX CURATORS
8754855	PMDaemon	NEW		IMEX CURATORS
19435818	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9748294	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17432832	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8401996	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17442097	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18632669	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18245528	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12052829	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8774959	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17668378	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20337411	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19055814	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19201992	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19744347	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12760060	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21360311	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16846535	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20158880	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18420488	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21566745	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20209057	PMDaemon	NEW		IMEX CURATORS
17615067	PMDaemon	NEW		IMEX CURATORS
22028589	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15640804	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18591418	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21490792	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22114697	PMDaemon	NEW		IMEX CURATORS
19461874	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20661472	PMDaemon	NEW		IMEX CURATORS
15574778	PMDaemon	NEW		IMEX CURATORS
21306635	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15795315	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7543852	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21980498	PMDaemon	NEW		IMEX CURATORS
20624900	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20427424	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18604245	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
21912638	PMDaemon	NEW		IMEX CURATORS
20585598	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20643881	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15756539	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15340917	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19259979	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19197348	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24787244	PMDaemon	NEW		IMEX CURATORS
22121362	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19564404	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
