Pubmed	Owner	Status	Admin Users	Admin Groups	
1534149	PMDaemon	DISCARDED		USR,ADMIN,DIP,IMEX CURATORS
15485925	PMDaemon	NEW		IMEX CURATORS
1549576	PMDaemon	DISCARDED	ADMIN	ADMIN,IMEX CURATORS
15635449	PMDaemon	NEW		MINT,IMEX CURATORS
15670748	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16516836	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17456551	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19063602	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19471587	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19480695	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19853559	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24680432	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24847863	PMDaemon	NEW		IMEX CURATORS
27355191	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7822302	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8553074	PMDaemon	DISCARDED	ADMIN	ADMIN,DIP,IMEX CURATORS
8837779	PMDaemon	NEW		USR,ADMIN,DIP,IMEX CURATORS
971416	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9756909	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9990065	PMDaemon	DISCARDED	ADMIN	ADMIN,IMEX CURATORS
20559570	PMDaemon	NEW		IMEX CURATORS
20700488	PMDaemon	NEW		IMEX CURATORS
10845107	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1730287	PMDaemon	NEW		IMEX CURATORS
10072375	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12145291	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14729973	PMDaemon	NEW		IMEX CURATORS
15221372	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15774718	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16027118	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17224055	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18346044	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26551880	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9102067	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18654640	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16356927	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19545378	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11062067	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11962738	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15182668	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7797512	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26019213	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20145246	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10529898	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11330046	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15817151	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16476485	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16503871	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16917513	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18288277	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1939237	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24713062	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8386511	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20049504	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24816971	PMDaemon	NEW		IMEX CURATORS
10678165	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10811834	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11134074	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11279024	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11943559	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12051714	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12519758	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12551931	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15060155	PMDaemon	NEW		IMEX CURATORS
15310758	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15608670	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
15640157	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15653075	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15695176	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15947423	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16093349	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16571352	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17277102	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17525755	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17596512	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19920129	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20068082	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
2462607	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
25542846	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26390218	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
3052276	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
3537192	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7536307	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7960961	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9374542	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19622405	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8568232	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1334487	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15870016	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7294965	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10637230	PMDaemon	NEW		MINT,IMEX CURATORS
12972619	PMDaemon	NEW		IMEX CURATORS
15197179	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16206170	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16609025	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18496526	lukasz	RELEASED	lukasz,Sara,phantom	USR,ADMIN,DIP,INTACT CURATORS,IMEX CURATORS
18793415	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19332537	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
23682635	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7588633	PMDaemon	NEW		MINT,IMEX CURATORS
7816602	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8250835	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10583376	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15139292	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18285803	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10567369	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11380615	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12183364	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12839928	PMDaemon	NEW		IMEX CURATORS
12926989	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1322269	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15803139	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16061697	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16269612	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17060321	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19121998	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19666503	PMDaemon	DISCARDED	ADMIN	ADMIN,IMEX CURATORS
26728921	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
27339427	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8039496	PMDaemon	NEW		MINT,IMEX CURATORS
9166761	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17979832	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20798884	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
25596646	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10671552	intact	RELEASED	ADMIN,phantom	ADMIN,MINT,INTACT CURATORS,IMEX CURATORS
10839545	PMDaemon	NEW		USR,ADMIN,DIP,IMEX CURATORS
10969818	PMDaemon	NEW		IMEX CURATORS
11030334	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12011466	intact	RELEASED	ADMIN,phantom	ADMIN,MINT,INTACT CURATORS,IMEX CURATORS
12015605	PMDaemon	NEW		USR,ADMIN,DIP,IMEX CURATORS
12232790	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12975316	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14519192	PMDaemon	NEW		IMEX CURATORS
15062104	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15546863	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15634677	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15731310	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16606702	PMDaemon	NEW		IMEX CURATORS
16880514	PMDaemon	NEW		IMEX CURATORS
16920709	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17283055	PMDaemon	NEW		IMEX CURATORS
18235088	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18311911	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18353649	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18782757	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18929502	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19851316	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20725733	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21075040	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
25753038	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
2664828	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
6967872	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8183939	PMDaemon	DISCARDED	ADMIN	ADMIN,IMEX CURATORS
9516463	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9841917	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9856983	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9889149	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14644048	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16436377	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17409411	PMDaemon	NEW		IMEX CURATORS
18568953	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
23888040	PMDaemon	NEW	ADMIN	ADMIN,DIP,IMEX CURATORS
25701194	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7685021	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10862746	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15169958	PMDaemon	DISCARDED	ADMIN	ADMIN,IMEX CURATORS
16144913	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16319926	PMDaemon	NEW		MINT,IMEX CURATORS
16495441	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1655749	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17433286	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18495817	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19308066	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20940229	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
23140633	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9276730	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15528335	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21151871	PMDaemon	NEW		IMEX CURATORS
17439940	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16604156	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11015446	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21731748	PMDaemon	NEW		IMEX CURATORS
22761831	PMDaemon	NEW		IMEX CURATORS
20698987	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18445271	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11076974	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11093753	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15856019	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
16495444	intact	RELEASED	ADMIN,phantom	ADMIN,INTACT,IMEX CURATORS
17043138	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
27765920	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20668527	PMDaemon	NEW		IMEX CURATORS
21771783	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21153858	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22039483	PMDaemon	NEW		IMEX CURATORS
19829694	PMDaemon	NEW		IMEX CURATORS
9482106	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
11874988	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
27776350	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20525124	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20885938	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21887094	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14517278	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21247458	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16723384	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15797858	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16682182	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
27449087	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21935400	PMDaemon	NEW		IMEX CURATORS
10727406	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10764623	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12963828	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15328343	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16000309	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16046400	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17276500	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19265851	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19324878	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8241097	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8702571	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9003778	PMDaemon	NEW		MINT,IMEX CURATORS
9665271	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11132762	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16879101	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16008839	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19198648	PMDaemon	NEW		IMEX CURATORS
15220522	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17355181	PMDaemon	DISCARDED		DIP,IMEX CURATORS
16288216	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
11331591	PMDaemon	NEW		MINT,IMEX CURATORS
11358498	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11751416	PMDaemon	NEW		IMEX CURATORS
12147700	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12573436	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15217824	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15318349	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16107342	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21707964	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9036972	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10559940	PMDaemon	NEW	ADMIN	ADMIN,DIP,IMEX CURATORS
11290324	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
25003198	PMDaemon	NEW		IMEX CURATORS
9783587	PMDaemon	NEW		USR,ADMIN,DIP,IMEX CURATORS
21912564	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15596522	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11747808	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
12149255	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15004527	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17393415	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18052967	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18308612	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18805789	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19015242	PMDaemon	NEW		IMEX CURATORS
19586055	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15028780	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9451438	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21258403	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
9237690	PMDaemon	NEW		IMEX CURATORS
11116148	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12062105	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
15479784	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15526160	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16926151	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17050534	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17344430	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18498747	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18695040	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22518003	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9200707	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9256427	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9724657	PMDaemon	NEW		MINT,IMEX CURATORS
23284846	PMDaemon	NEW		IMEX CURATORS
26509276	PMDaemon	NEW		IMEX CURATORS
19122196	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19479062	PMDaemon	NEW		IMEX CURATORS
20302654	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21628395	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19132086	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22398721	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16314306	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10096242	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10753747	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12502743	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18056683	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18343818	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18640974	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18694732	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20418918	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
20889716	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8702752	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9512493	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14737100	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
15731393	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18476723	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7514177	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8101647	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
10993915	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24515438	PMDaemon	NEW		IMEX CURATORS
20849592	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21423754	PMDaemon	NEW		IMEX CURATORS
24081491	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24098154	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24296749	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16479154	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16996643	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15276080	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20040934	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20419129	PMDaemon	NEW		IMEX CURATORS
15485912	PMDaemon	NEW		IMEX CURATORS
25825518	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21515675	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9584153	intact	RELEASED	phantom	INTACT,IMEX CURATORS
22039363	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15254777	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19619280	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17785528	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15258309	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18549479	PMDaemon	NEW		IMEX CURATORS
19898691	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19881969	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19955664	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16361535	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21371080	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15229102	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19776357	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14993220	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21533216	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17375189	PMDaemon	NEW		IMEX CURATORS
20226668	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17130289	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15294972	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16691243	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12377790	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12789342	intact	RELEASED	phantom	USR,ADMIN,MINT,INTACT CURATORS,IMEX CURATORS
16738552	PMDaemon	NEW		IMEX CURATORS
17537801	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17659773	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18212062	PMDaemon	NEW		IMEX CURATORS
18502908	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21637379	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9425276	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9858771	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21358819	PMDaemon	NEW		IMEX CURATORS
17459170	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20170512	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15280376	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18613964	PMDaemon	NEW		IMEX CURATORS
15507762	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12208881	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20054405	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19864305	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19495792	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20652059	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21985334	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21188109	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19641607	PMDaemon	NEW		IMEX CURATORS
19707392	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10852915	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16190980	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15694367	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21139838	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21321790	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15242771	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15318926	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20937704	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21389083	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21272329	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11597319	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
23095119	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21477377	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11311135	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19056906	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11815634	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19936768	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15932882	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19272160	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16893896	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21496227	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15754027	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16507994	PMDaemon	NEW		IMEX CURATORS
12769773	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21829709	PMDaemon	NEW		IMEX CURATORS
16553965	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20809525	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16434969	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
21713073	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21478181	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9135156	PMDaemon	NEW		MINT,IMEX CURATORS
18430067	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
