pmid	curator	curatable	curator_comment	prot_pairs	relevance	DS.interest	DS.part_interest	ccline_uniprot	noncur_prot	contains_ints_man_check	contains_ints_man_check_comment	imex_publ	imex_pair	GO_IPI_publ	GO_IPI_pair	BioGRID_publ	BioGRID_pair	tm_epmc_publ	tm_epmc_pair	EVEX_publ	EVEX_pair	STRING_textmining_pair	reactome_publ	reactome_pair	OmniPath_interactions_publ	OmniPath_interactions_pair	OmniPath_ptm_publ	OmniPath_ptm_pair	STRING_pi_pair	iid_pred
15607800				A0A0A0MSA9_J3QR77|A0A0A0MSA9_Q15762|A0A0C4DG49_J3QR77|A0A0C4DG49_Q15762|A8K4I1_J3QR77|A8K4I1_Q15762|J3QR77_P15151|J3QR77_Q92692|P15151_Q15762|Q15762_Q92692	7.03189495648338	1	6		part			no	no	no	no	no	no	no	no	yes	yes	part	yes	part	no	no	no	no	part	part
16904340				G3XHN4_O95727|O95727_Q8N3J6|P15151_Q15762|Q15762_Q92692	7.03189495648338	2	2	no (Q8N3J6)	part			no	no	no	no	no	no	no	no	yes	part	part	yes	part	no	no	no	no	part	part
17656250				A0A087WT22_O14746|A0A087WXZ1_O14746|A0A087X1Q1_O14746|H2EHT1_O14746|K7PPA8_O14746|O14746_P04637|O14746_Q53GA5	7.03183171695622	1	7		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
21457557				A0A087WT22_I3WAC9|A0A087WT22_P01308|A0A087WXZ1_I3WAC9|A0A087WXZ1_P01308|A0A087X1Q1_I3WAC9|A0A087X1Q1_P01308|H2EHT1_I3WAC9|H2EHT1_P01308|I3WAC9_K7PPA8|I3WAC9_P04637|I3WAC9_Q53GA5|K7PPA8_P01308|P01308_P04637|P01308_Q53GA5	7.03183171695622	0	0		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	no
9233777				A0A0S2Z4L5_B0LPF3|A0A0S2Z4L5_P62993|B0LPF3_B4E0X2|B0LPF3_L7RRS6|B0LPF3_P04049|B4E0X2_P62993|L7RRS6_P62993|P04049_P62993	7.03166675017568	1	5		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
16172131				B4DRW0_O00244|O00244_Q04656|O00244_Q762B6	7.03148160045078	1	3		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
27845385				P10145_P25024|P10145_P25025	7.03113997050619	2	2	no (P25024)	no			no	no	no	no	no	no	yes	yes	no	no	yes	no	no	no	no	no	no	yes	yes
21811429				A8ASI8_O00220|A8ASI8_O14763|A8ASI8_O14798|A8ASI8_Q13158|A8ASI8_Q7Z2I8|A8ASI8_Q9UBN6|B2ZP79_O00220|B2ZP79_O14763|B2ZP79_O14798|B2ZP79_Q13158|B2ZP79_Q7Z2I8|B2ZP79_Q9UBN6|B3KT21_O00220|B3KT21_O14763|B3KT21_O14798|B3KT21_Q13158|B3KT21_Q7Z2I8|B3KT21_Q9UBN6|O00220_O14763|O00220_O14798|O00220_P55957|O00220_Q7Z2I8|O00220_Q9UBN6|O14763_O14798|O14763_P55957|O14763_Q9UBN6|O14798_P55957|O14798_Q7Z2I8|O14798_Q9UBN6|P55957_Q13158|P55957_Q7Z2I8|P55957_Q9UBN6|Q7Z2I8_Q9UBN6	7.03081820825179	11	30	no (O14798,Q9UBN6)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
20008555				A0A024RD62_Q15386|A0A024RD62_Q96PM5|B3KN75_Q15386|B3KN75_Q96PM5|B4DG64_Q15386|B4DG64_Q96PM5|Q15386_Q96PM5|Q15386_Q9Y253|Q96PM5_Q9Y253	7.0306634881046	3	9		part			no	no	no	no	no	no	no	no	yes	yes	part	yes	part	no	no	no	no	no	part
12592607				A7XZE4_P48788|P07951_P48788|P48788_Q5TCU3|P48788_V9HW25	7.03045697314499	1	4	no (P07951,P48788)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
22087282				A0A024R4E2_A0A0A0MRG2|A0A024R4E2_A0A0S2Z3D5|A0A024R4E2_A0A140VJC8|A0A024R4E2_B4DGD0|A0A024R4E2_B4DJT9|A0A024R4E2_E9PG40|A0A024R4E2_P02649|A0A024R4E2_P05067|A0A024R4E2_P10909|A0A0A0MRG2_A0A0S2Z3D5|A0A0A0MRG2_P02649|A0A0A0MRG2_P10909|A0A0A0MRG2_Q13148|A0A0A0MRG2_Q9H256|A0A0S2Z3D5_A0A140VJC8|A0A0S2Z3D5_B4DGD0|A0A0S2Z3D5_B4DJT9|A0A0S2Z3D5_E9PG40|A0A0S2Z3D5_P05067|A0A0S2Z3D5_P10909|A0A0S2Z3D5_Q13148|A0A0S2Z3D5_Q9H256|A0A140VJC8_P02649|A0A140VJC8_P10909|A0A140VJC8_Q13148|A0A140VJC8_Q9H256|B4DDZ6_P01375|B4DDZ6_Q5STB3|B4DGD0_P02649|B4DGD0_P10909|B4DGD0_Q13148|B4DGD0_Q9H256|B4DJT9_P02649|B4DJT9_P10909|B4DJT9_Q13148|B4DJT9_Q9H256|E9PG40_P02649|E9PG40_P10909|E9PG40_Q13148|E9PG40_Q9H256|F8W7G1_P01375|F8W7G1_Q5STB3|P01375_P41217|P02649_P05067|P02649_P10909|P02649_Q13148|P02649_Q9H256|P05067_P10909|P05067_Q13148|P05067_Q9H256|P10909_Q13148|P10909_Q9H256|P41217_Q5STB3	7.0301558543498	3	24		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
15845089				B2CKC5_Q15878|B2CKC5_Q59FG1|Q15878_Q5JVL4|Q59FG1_Q5JVL4	7.02982616326951	0	0	no (Q15878)	yes			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	no
16202384				F1D8S4_Q15788|Q07869_Q15788|Q15788_Q6FII1|Q15788_Q9Y2Q3	7.0287166095682	1	4		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
15870259				A0A024RDJ3_O60832|O60832_Q9NPE3|O60832_Q9NY12	7.02754988599871	2	3	no (Q9NY12)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
16595163				A0A024RDE8_L7RTI5|A0A024RDE8_Q02156|B7Z481_L7RTI5|B7Z481_Q02156|B7Z8X5_L7RTI5|B7Z8X5_Q02156|L7RTI5_Q96HC4|Q02156_Q96HC4	7.02738711333742	1	5		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
15496675				A0A0A0MRN9_A5PKW4|A0A0A0MRN9_H9KV90|A0A0A0MRN9_Q86YI3|A0A0A0MRN9_Q9Y566|A0A0A0MTP4_A6NHU9|A0A0A0MTP4_C0SPH0|A0A0A0MTP4_H9KV90|A0A0A0MTP4_Q9UPX8|A0A0A0MTP4_Q9Y566|A5PKW4_H9KV90|A5PKW4_Q5T457|A5PKW4_Q9GZV1|A5PKW4_Q9Y566|A6NHU9_A8MXQ8|A6NHU9_B7Z2J5|A6NHU9_B7Z4H2|A6NHU9_B7Z647|A6NHU9_B9EGL1|A6NHU9_O14490|A6NHU9_P78352|A6NHU9_Q6IS01|A8MXQ8_C0SPH0|A8MXQ8_H9KV90|A8MXQ8_Q9UPX8|A8MXQ8_Q9Y566|B7Z2J5_C0SPH0|B7Z2J5_H9KV90|B7Z2J5_Q9UPX8|B7Z2J5_Q9Y566|B7Z4H2_C0SPH0|B7Z4H2_Q9UPX8|B7Z647_C0SPH0|B7Z647_Q9UPX8|B9EGL1_C0SPH0|B9EGL1_Q9UPX8|C0SPH0_O14490|C0SPH0_P78352|C0SPH0_Q6IS01|H9KV90_O14490|H9KV90_Q5T457|H9KV90_Q6IS01|H9KV90_Q86YI3|H9KV90_Q9GZV1|O14490_Q9UPX8|O14490_Q9Y566|P78352_Q9UPX8|Q5T457_Q86YI3|Q5T457_Q9Y566|Q6IS01_Q9UPX8|Q6IS01_Q9Y566|Q86YI3_Q9GZV1|Q86YI3_Q9Y566|Q9GZV1_Q9Y566	7.02684447824842	0	21	no (Q9GZV1,Q9Y566)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
20736160				A0A024R9C1_Q13541|A0A024R9C1_Q14240|B2RU06_O15530|B2RU10_O15530|B4DSI9_O15530|D6RBW1_P29353|O15530_O95065|O15530_Q04637|O15530_Q96I65|P06730_P29353|P11940_Q13541|P11940_Q14240|P29353_Q13541|P29353_Q32Q75|P29353_Q96RQ9|P29353_X5D7E3|Q13541_Q14240	7.02684447824842	3	6	no (Q96RQ9)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
20871837				A0A024R1F0_P14625|A0A024R1F0_V9HWP2|B3KME8_P11021|B3KME8_V9HWB4|B3KNF6_P11021|B3KNF6_V9HWB4|P11021_P61619|P14625_P17861|P14625_P35638|P14625_Q53YD1|P17861_V9HWP2|P35638_V9HWP2|P61619_V9HWB4|Q53YD1_V9HWP2	7.02684447824842	1	4		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
16770606				B2RCW8_P18505|B2RCW8_P48169|B2RCW8_P78318|B2RCW8_X5D7F5|B2RCW8_X5DNL6|P18505_P28472|P18505_P48169|P18505_P78318|P18505_X5D7F5|P18505_X5DQY4|P28472_P48169|P28472_P78318|P28472_X5D7F5|P28472_X5DNL6|P48169_X5DNL6|P48169_X5DQY4|P78318_X5DNL6|P78318_X5DQY4|X5D7F5_X5DNL6|X5D7F5_X5DQY4|X5DNL6_X5DQY4	7.02581695163274	3	13	no (P18505,P48169)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
9490034				B7Z856_Q99748|P56159_Q99748	7.02581695163274	0	1	no (P56159,Q99748)	yes			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
20738858				O75197_Q9ULV1	7.02350803409367	1	1		no			no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	no	no	yes	yes
17974973				A0A024R728_A8K9V7|A0A024R728_O14786|A0A024R728_Q59F20|A0A024R728_Q68DN3|A0A024R728_Q6AWA9|A0A024R728_Q6X907|A0A024R759_A8K9V7|A0A024R759_O14786|A0A024R759_Q59F20|A0A024R759_Q68DN3|A0A024R759_Q6AWA9|A0A024R759_Q6X907|A0A087WZG2_A8K9V7|A0A087WZG2_O14786|A0A087WZG2_Q59F20|A0A087WZG2_Q68DN3|A0A087WZG2_Q6AWA9|A0A087WZG2_Q6X907|A8K9V7_B4DLF5|A8K9V7_B4E058|A8K9V7_E6Y365|A8K9V7_G9JXB8|A8K9V7_P08581|A8K9V7_Q04912|B4DLF5_O14786|B4DLF5_Q59F20|B4DLF5_Q68DN3|B4DLF5_Q6AWA9|B4DLF5_Q6X907|B4E058_O14786|B4E058_Q59F20|B4E058_Q68DN3|B4E058_Q6AWA9|B4E058_Q6X907|E6Y365_O14786|E6Y365_Q59F20|E6Y365_Q68DN3|E6Y365_Q6AWA9|E6Y365_Q6X907|G9JXB8_O14786|G9JXB8_Q59F20|G9JXB8_Q68DN3|G9JXB8_Q6AWA9|G9JXB8_Q6X907|O14786_P08581|O14786_Q04912|P08581_Q59F20|P08581_Q68DN3|P08581_Q6AWA9|P08581_Q6X907|Q04912_Q59F20|Q04912_Q68DN3|Q04912_Q6AWA9|Q04912_Q6X907	7.02323584461924	0	0		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	no
16278303				A0A024R4P3_P04083|A0A024R4P3_Q5TZZ9|P04083_P25090|P04083_Q96JZ2|P25090_Q5TZZ9|Q5TZZ9_Q96JZ2	7.02235257269301	2	5	no (P25090)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
17920895				A0A024R1V0_P43246|P38398_P43246|P43246_P51587	7.02197662178818	2	3		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
12093796				P05412_P46734|P05412_Q6FI23	7.02126257086728	1	2		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
16420525				O14649_P60903	7.02124018037749	1	1	no (O14649)	no			no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	no	no	no	yes
14705952				B1AT47_B4DQS0|B1AT47_Q9UKD1|B2RCN8_B4DQS0|B2RCN8_Q9UKD1|B4DQS0_Q9NWQ8|B4DQS0_Q9Y692|Q9NWQ8_Q9UKD1|Q9UKD1_Q9Y692	7.02087924680265	1	5	no (Q9Y692)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
17826340				A0A024R9Y0_A0A0S2Z3D5|A0A024R9Y0_P02649|A0A024R9Y1_A0A0S2Z3D5|A0A024R9Y1_P02649|A0A024RA17_A0A0S2Z3D5|A0A024RA17_P02649|A0A024RA19_A0A0S2Z3D5|A0A024RA19_P02649|A0A0S2Z3D5_B3KTM0|A0A0S2Z3D5_P10636|B3KTM0_P02649|P02649_P10636	7.02084303556994	1	7		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
18374159				A0A024R475_Q9BYZ6|B7Z600_Q9BYZ6|Q13618_Q9BYZ6	7.02063398621355	1	3	no (Q9BYZ6)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
20616897				A0A024RDA0_B4DTW8|A0A024RDA0_P09619|A0A024RDA0_P21709|A0A024RDA0_P35590|A0A024RDA0_P42680|A0A024RDA0_Q06187|A0A024RDA0_Q59F04|A0A024RDA0_Q5JY90|A0A0U2N547_B4DTW8|A0A0U2N547_P09619|A0A0U2N547_P21709|A0A0U2N547_P35590|A0A0U2N547_P42680|A0A0U2N547_Q06187|A0A0U2N547_Q59F04|A0A0U2N547_Q5JY90|B4DTW8_P09619|B4DTW8_P10721|B4DTW8_P21709|B4DTW8_P42680|B4DTW8_Q06187|B4DTW8_Q59F04|B4DTW8_Q5JY90|P09619_P10721|P09619_P21709|P09619_P35590|P09619_P42680|P09619_Q06187|P09619_Q5JY90|P10721_P21709|P10721_P35590|P10721_P42680|P10721_Q06187|P10721_Q59F04|P10721_Q5JY90|P21709_P35590|P21709_P42680|P21709_Q06187|P21709_Q59F04|P21709_Q5JY90|P35590_P42680|P35590_Q06187|P35590_Q59F04|P35590_Q5JY90|P42680_Q59F04|Q06187_Q59F04|Q59F04_Q5JY90	7.02056584040216	14	38	no (P21709)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
27759017				P50613_P51946|P51946_Q08345	7.01978094657256	0	1		no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
16531504				A0A024R1Z2_P01258|A0A024R1Z2_P06881|O60895_P01258|O60895_P06881	7.01917972472798	2	4		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
16314690				A0A024R9Q9_D2KUA6|A0A024R9Q9_E9PFX5|A0A024R9Q9_P37231|A0A024R9Q9_Q15788|A0A024R9Q9_Q4W448|A0A024R9Q9_Q92793|A0A024RD47_D2KUA6|A0A024RD47_E9PFX5|A0A024RD47_P37231|A0A024RD47_Q4W448|C9J0Q5_D2KUA6|C9J0Q5_E9PFX5|C9J0Q5_P37231|C9J0Q5_Q4W448|C9JE98_D2KUA6|C9JE98_E9PFX5|C9JE98_P37231|C9JE98_Q4W448|C9JFD3_D2KUA6|C9JFD3_E9PFX5|C9JFD3_P37231|C9JFD3_Q4W448|D2KUA6_O75376|D2KUA6_Q6PGR4|D2KUA6_Q9UBK2|D2KUA6_Q9Y618|E9PFX5_O75376|E9PFX5_Q6PGR4|E9PFX5_Q9UBK2|E9PFX5_Q9Y618|O75376_P37231|O75376_Q4W448|P37231_Q6PGR4|P37231_Q9UBK2|P37231_Q9Y618|Q15788_Q9UBK2|Q4W448_Q6PGR4|Q4W448_Q9UBK2|Q4W448_Q9Y618|Q92793_Q9UBK2	7.01898932020088	6	25		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
21619691				A0A024R6X4_A0A0A0MS38|A0A024R6X4_C9JQV6|A0A024R6X4_P54252|A0A0A0MS38_Q58EX7|C9JQV6_Q58EX7|E7ETH1_P20226|E7ETH1_Q00005|E7ETH1_Q32MN7|E7ETH1_Q92915|P20226_Q00005|P20226_Q14003|P20226_Q92915|P54252_Q58EX7|Q00005_Q14003|Q00005_Q32MN7|Q00005_Q92915|Q14003_Q32MN7|Q14003_Q92915|Q32MN7_Q92915	7.01881680080842	0	0	no (Q14003,Q92915)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	no
23877263				O14974_Q13464|Q13464_Q14457|Q13464_Q9P2Y5|Q14457_Q9P2Y5	7.01852615029975	4	4		no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
19581418				I3WAC9_Q9HD26|P01308_P06213|P01308_P29323|P01308_P31749|P01308_P35568|P01308_P41252|P01308_Q9HD26|P05305_Q9P084|P05305_Q9Y4H2|P06213_P31749|P29323_P31749|P29323_P35568|P31749_P35568|P31749_P41252|Q6FH53_Q9P084|Q6FH53_Q9Y4H2	7.01840276243024	9	12		part			no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	part	part
22848740				O00141_O43524|O00141_P54646|O00141_Q15831|O00141_Q9Y478|O43524_P01308|O43524_P04150|O43524_P19957|O43524_P31749|O43524_P54646|O43524_Q15831|O43524_Q86UG4|O43524_Q9Y478|P01308_P19957|P54646_Q15831|Q15831_Q86UG4|Q15831_Q9Y478	7.0181599650634	10	14	no (P19957,Q86UG4)	part			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
15632149				A0A024QZF1_P17947|A0A024QZF1_P49790|K7ERX2_P17947|O00321_P17947|P17947_P37198|P17947_P49790|P17947_Q3KNT2|P37198_P49790	7.01728680540169	4	8	no (O00321)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
17981132				A8MWR8_Q15436|A8MWR8_Q5SQT9|A8MWR8_Q9NR31|P55735_Q15436|P55735_Q5SQT9|P55735_Q9NR31	7.01707973976447	2	5		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
14614819				G8JLG1_Q6KC79|Q14683_Q6KC79|Q68EN4_Q6KC79|Q6KC79_Q9UQE7	7.01640228302896	2	4		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
9606216				A0A024R3Z8_Q13158|A0A024R3Z8_Q15628|A0A0S2Z3C5_Q13158|A0A0S2Z3C5_Q9UKL3|Q07817_Q13158|Q07817_Q9UKL3|Q13158_Q14790|Q13158_Q5TE63|Q14790_Q15628|Q5TE63_Q9UKL3	7.01640228302896	4	10		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
