pmid	curator	curatable	curator_comment	prot_pairs	ccline_uniprot	noncur_prot	contains_ints_man_check	contains_ints_man_check_comment	imex_publ	imex_pair	GO_IPI_publ	GO_IPI_pair	BioGRID_publ	BioGRID_pair	tm_epmc_publ	tm_epmc_pair	EVEX_publ	EVEX_pair	STRING_textmining_pair	reactome_publ	reactome_pair	OmniPath_interactions_publ	OmniPath_interactions_pair	OmniPath_ptm_publ	OmniPath_ptm_pair	STRING_pi_pair	iid_pred
7641693				A0A125SXW3_A8K171|A0A125SXW3_P48552|A8K171_A8KAF4|A8K171_G4XH65|A8K171_H0Y4W6|A8K171_P03372|A8K171_Q9UBT1|A8KAF4_P48552|G4XH65_P48552|H0Y4W6_P48552|P03372_P48552|P48552_Q9UBT1		part			no	no	yes	part	yes	part	no	no	yes	yes	part	no	no	no	no	no	no	part	part
7667268				A0A024RDU9_A4D299|A0A024RDU9_P49848|A4D299_P13984|A4D299_P20226|A4D299_P21675|A4D299_P29083|A4D299_P29084|A4D299_P35269|A4D299_Q00403|A4D299_Q15545|A4D299_Q16514|A4D299_Q16594|A4D299_Q32MN7|P13984_P49848|P20226_P49848|P21675_P49848|P29083_P49848|P29084_P49848|P35269_P49848|P49848_Q00403|P49848_Q15545|P49848_Q16514|P49848_Q16594|P49848_Q32MN7		part			no	no	yes	part	yes	part	no	no	yes	yes	part	no	no	no	no	no	no	part	part
7724559				J9PH39_P20226|J9PH39_Q32MN7|P19438_P20226|P19438_Q32MN7|P20226_P52655|P20226_P52657|P52655_P52657		part			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
8440710				A4D7V5_Q02930|P01100_P05412|P05412_P05412|P05412_Q02930|P15336_Q02930|Q02930_Q02930		part			no	no	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
8622660				P05412_P18847|P18847_P35638|P18847_Q53YD1		part			no	no	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9111328				A0A024R179_A0A024R7T3|A0A024R179_P52597|A0A024R7T3_B3KSB0|A0A024R7T3_P52298|A0A024R7T3_Q09161|B3KSB0_P52597|P31943_P52298|P31943_Q09161|P52298_P52597|P52597_Q09161		part			no	no	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9173976				A0A140VJS3_P32780|P19447_P32780|P19447_P62195|P32780_P62195		part			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9230084				A0A024R5M8_A0A0S2Z5K8|A0A024R5M8_Q96SI9|A0A024R5M8_V9HWK4|A0A0S2Z5K8_Q15054|P23497_P29590|P23497_Q13137|P23497_Q9HD26|P29590_P29590|Q13137_Q13137|Q13137_Q6ZMK3|Q15054_Q96SI9|Q15054_V9HWK4|Q6ZMK3_Q9HD26		part			no	no	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9285683				A0A024R8J2_B2RBL9|A0A024R8J2_B3KWE2|A0A024R8J2_B4E105|A0A024R8J2_P56945|A0A024R8J2_Q05209|B2RBL9_B4E105|B2RBL9_Q05209|B2RBL9_Q93096|B3KWE2_B4E105|B3KWE2_Q05209|B3KWE2_Q93096|B4E105_P56945|B4E105_Q93096|P56945_Q05209|P56945_Q05397|P56945_Q93096|Q05209_Q6P5Z4|Q05209_Q93096		part			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9422736				A0A024RAE4_Q15311|A0A024RAE6_Q15311|A0A0S2Z3K9_Q8NFH8|A0A0S2Z3Q4_Q8NFH8|A0A0S2Z4Y3_Q8NFH8|B0LPE5_Q15311|B0LPF3_Q8NFH8|B3KVH4_Q15311|B7Z240_Q8NFH8|L7RT18_Q8NFH8|O75616_Q15311|P11233_Q15311|P16333_Q8NFH8|P31749_Q15311|P42566_Q8NFH8|P46108_Q8NFH8|P60953_Q15311|P62993_Q8NFH8|Q15311_Q8NFH8|Q8NFH8_Q9Y6I3		part			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9448006				A0A024RDV3_P29590|P06400_P29590		part			no	no	yes	part	yes	part	no	no	yes	yes	no	no	no	no	no	no	no	part	part
9548260				A0A024R9C1_O75475|A0A024R9C1_P60842|A0A024R9C1_Q14240|D6RBW1_P60842|D6RBW1_Q14240|O75475_P11940|P06730_P60842|P06730_Q14240|P11940_P60842|P11940_Q14240|P11940_Q9H074|P60842_Q32Q75|P60842_Q9H074|P60842_X5D7E3|Q14240_Q32Q75|Q14240_X5D7E3		part			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9636146				P23497_P23497|P23497_P29590|P23497_P45973|P23497_P83916|P23497_Q13185|P29590_P45973|P29590_Q6ZMK3|P29590_V9HWG0		part			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9647649				A0A024RBB7_F6U4U2|A0A024RBB7_P51955|B7Z2V4_F6U4U2|B7Z2V4_P51955|F5H4R6_F6U4U2|F5H4R6_P51955|F6U4U2_F8W543|F6U4U2_P55209|F6U4U2_Q9H2B0|F8W543_P51955|P51955_P55209|P51955_Q9BV73|P51955_Q9H2B0		part			no	no	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9653119				A0A0B4J1W0_A0A125SXW3|A0A0B4J1W0_A8KAF4|A0A0B4J1W0_D2KUA6|A0A0B4J1W0_E9PFX5|A0A0B4J1W0_F1D8Q5|A0A0B4J1W0_F1D8S4|A0A0B4J1W0_G4XH65|A0A0B4J1W0_H0Y4W6|A0A0B4J1W0_P03372|A0A0B4J1W0_P19793|A0A0B4J1W0_P37231|A0A0B4J1W0_Q07869|A0A0B4J1W0_Q4W448|A0A0B4J1W0_Q6P3U7|A0A0B4J1W0_Q9UBT1|A0A125SXW3_F5GY88|A0A125SXW3_O75448|A8K840_Q15648|A8KAF4_F5GY88|A8KAF4_O75448|A8MUP8_Q15648|D2KUA6_F5GY88|D2KUA6_O75448|E9PFX5_F5GY88|E9PFX5_O75448|F1D8N9_Q15648|F1D8Q5_F5GY88|F1D8Q5_O75448|F1D8Q5_Q15648|F1D8S4_F5GY88|F1D8S4_O75448|F5GY88_G4XH65|F5GY88_H0Y4W6|F5GY88_P03372|F5GY88_P19793|F5GY88_P37231|F5GY88_Q07869|F5GY88_Q4W448|F5GY88_Q6P3U7|F5GY88_Q9UBT1|G4XH65_O75448|H0Y4W6_O75448|O75448_P03372|O75448_P19793|O75448_P37231|O75448_Q07869|O75448_Q15648|O75448_Q4W448|O75448_Q6P3U7|O75448_Q9UBT1|P03372_Q15648|P10276_Q15648|P10827_Q15648|P11473_Q15648|P19793_Q15648|Q07869_Q15648|Q15648_Q6I9R7|Q15648_Q6P3U7|Q15648_Q9Y2W1		part			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9660858				A0A140VJF3_B4DYG2|A0A140VJF3_O43683|A0A140VJF3_P25963|B4DYG2_O43684|O43683_O43684|O43684_O60566|O43684_P25963|P25963_Q12834		part			no	no	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9695952				A0A024R089_P68431|P68431_Q15543|Q15543_Q15544		part			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9700171				A0A024QZN4_A9CQZ8|A0A024QZN4_B4DZK4|A0A024QZN4_G3V1L9|A0A024QZN4_G5E9E7|A0A024QZN4_Q07157|A0A024QZN4_Q6MZU1|A0A024R2Q3_A0A024R384|A0A024R2Q3_P02686|A0A024R384_B4DGU4|A0A024R384_P35222|A0A0U2ZQU7_B4DKT9|A0A0U2ZQU7_B4DU00|A0A0U2ZQU7_G3XAM7|A0A0U2ZQU7_P35221|A9CQZ8_B3KXA2|A9CQZ8_P18206|A9CQZ8_Q9HD26|A9CQZ8_V9HWK2|B3GN61_B4DKT9|B3GN61_B4DU00|B3GN61_G3XAM7|B3GN61_P35221|B3KXA2_B4DZK4|B3KXA2_G3V1L9|B3KXA2_G5E9E7|B3KXA2_Q07157|B3KXA2_Q6MZU1|B4DGU4_P02686|B4DKT9_P12830|B4DKT9_Q92562|B4DKT9_Q9UII7|B4DU00_P12830|B4DU00_Q92562|B4DU00_Q9UII7|B4DZK4_P18206|B4DZK4_Q9HD26|B4DZK4_V9HWK2|G3V1L9_P18206|G3V1L9_Q9HD26|G3V1L9_V9HWK2|G3XAM7_P12830|G3XAM7_Q92562|G3XAM7_Q9UII7|G5E9E7_P18206|G5E9E7_Q9HD26|G5E9E7_V9HWK2|P02686_P35222|P12830_P35221|P18206_P35221|P18206_Q07157|P18206_Q6MZU1|P35221_Q92562|P35221_Q9UII7|Q07157_Q9HD26|Q07157_V9HWK2|Q6MZU1_Q9HD26|Q6MZU1_V9HWK2		part			no	no	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9707553				A0A024R274_Q99966|Q13485_Q99966		part			no	no	yes	part	yes	part	no	no	yes	yes	part	no	no	no	no	no	no	part	part
9708738				A0A024R3C7_Q9Y4A5|P01106_P61244|P01106_Q9Y4A5|P61244_Q9Y4A5|Q01094_Q9Y4A5|Q13315_Q9Y4A5|Q9BSD8_Q9Y4A5		part			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9865696				A0A024R5Z3_O95405|B7Z5N5_O95405|O95405_P37173|O95405_P84022|O95405_Q15796|O95405_Q53XR6|O95405_Q9P0T0		part			no	no	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
9915850				B4E0L1_P19174|B4E0L1_Q4LE43|B4E0L1_Q92835|B4E0L1_Q9UFY1|P10747_P19174|P10747_P33681|P10747_P42081|P10747_P42336|P10747_Q4LE43|P10747_Q92835|P10747_Q9UFY1		part			no	no	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
16916645				A0A024R9A9_B5MCZ6|A0A024R9A9_Q9NW38|B5MCZ6_Q9NPD8|Q9NPD8_Q9NW38|Q9NW38_Q9NW38		part			no	no	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	no
20389280				A0A024R475_A0A024R940|A0A024R475_Q9Y2M5|A0A024R940_B4DHI4|A0A024R940_B7Z600|A0A024R940_P53355|A0A024R940_Q13618|A0A024R940_Q59H88|B4DHI4_Q9Y2M5|B7Z600_Q9Y2M5|P0CG48_P53355|P29590_Q9Y2M5|P53355_Q13618|P53355_Q9Y2M5|Q13618_Q9Y2M5|Q59H88_Q9Y2M5		part			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	no
21831839				P04049_P30086|P16050_P30086		part			yes	yes	yes	yes	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	part
9020138				P06239_P56945|P07948_P56945|P07948_Q14511|P07948_Q6P5Z4|P08631_P56945|P46109_Q14511|P56945_Q14289|Q14289_Q14511|Q14289_Q6P5Z4		part			no	no	yes	part	yes	part	no	no	no	no	part	no	no	no	no	no	no	part	part
16802858				O60216_Q9UQE7|Q6KC79_Q9Y6X3|Q9UQE7_Q9Y6X3		no			yes	part	yes	part	yes	part	yes	part	no	no	part	no	no	no	no	no	no	part	yes
22869143				P04637_P29590|P04637_Q13164|P29590_Q00987|P29590_Q13164|Q00987_Q13164|Q13163_Q13164		no			no	no	yes	part	yes	part	yes	part	no	no	part	no	no	no	no	no	no	part	part
24012755				P62380_Q8IY92|P62380_Q92889|P62380_Q96NY9|P62380_Q9BQ83|Q15554_Q8IY92|Q15554_Q92889|Q15554_Q96NY9|Q15554_Q9BQ83|Q8IY92_Q92889|Q8IY92_Q96NY9|Q8IY92_Q9BQ83		no			no	no	yes	part	yes	part	yes	yes	no	no	part	no	no	no	no	no	no	part	part
12874272				P12755_P84022|P12755_Q13485|P12755_Q15796|P12755_Q15797|P12755_Q9H2X6|P84022_Q9H2X6|Q13485_Q15797|Q15796_Q9H2X6|Q15797_Q9H2X6		no			no	no	yes	part	yes	yes	no	no	yes	part	part	no	no	no	no	no	no	part	yes
16239925				O15392_Q9NQS7|Q53HL2_Q9NQS7|Q96GD4_Q9NQS7		no			yes	part	yes	part	yes	yes	no	no	yes	part	part	no	no	no	no	no	no	part	yes
11870209				P20339_Q15075|Q15075_Q9UL26		no			yes	yes	yes	part	yes	part	no	no	yes	part	yes	no	no	no	no	no	no	part	yes
9506951				O15066_Q92845|Q92845_Q9UQE7		no			no	no	yes	part	yes	part	no	no	yes	yes	part	no	no	no	no	no	no	part	yes
20177058				O14640_Q969F2|P12830_Q969F2|Q03135_Q969F2		no			yes	part	yes	part	yes	yes	no	no	yes	part	part	no	no	no	no	no	no	part	part
10369680				A0A1U9X8F2_A0A1U9X8M5|A0A1U9X8F2_Q14781|A0A1U9X8F2_Q8N488|A0A1U9X8F2_Q9UDY6|A0A1U9X8M5_Q06587|A0A1U9X8M5_Q14781|A0A1U9X8M5_Q99496|O95931_Q99496|P25490_Q8N488|Q06587_Q14781|Q06587_Q8N488|Q06587_Q9UDY6|Q14781_Q8N488|Q14781_Q9UDY6|Q99496_Q9UDY6		no			no	no	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
10504338				A0A1U9X8R9_P29590|A0A1U9X8R9_P60228|P14373_P29590|P14373_P60228|P29590_P60228|P60228_Q99613		no			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
11431700				P01160_Q99593|P52952_Q99593|Q99593_Q99801		no			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
11598133				P01112_Q9Y4G8|P46934_Q9NYB0|P46934_Q9Y4G8		no			no	no	yes	part	yes	part	no	no	yes	part	no	no	no	no	no	no	no	part	part
11701125				O14746_Q96BK5|P15531_P54274|P54274_P54274|P54274_Q15691|P54274_Q96BK5|P54274_Q9BSI4|P54274_Q9BUR4|Q96BK5_Q9BUR4		no			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
12040021				O00482_O60869|O60869_P19793|O60869_P20226|O60869_P37231|O60869_Q02539|O60869_Q13133|P37231_Q09472		no			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
17167422				P08107_P15976|P09874_P42574|P15976_P34932|P15976_P42574		no			yes	part	yes	part	yes	part	no	no	yes	part	no	no	no	no	no	no	no	part	part
17363900				P49454_P57740|P49454_Q8WUM0|P49454_Q96EE3|P49790_Q8WUM0|P57740_Q8WUM0		no			yes	part	yes	part	yes	part	no	no	yes	part	part	no	no	no	no	no	no	part	part
18034775				P22681_P54762|P22681_P98172|P54762_P98172		no			no	no	yes	part	yes	part	no	no	yes	yes	part	no	no	no	no	no	no	part	part
10692439				P27540_Q9UBP5|P27540_Q9Y5J3		no			no	no	yes	yes	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
11160896				Q02078_Q15796|Q06413_Q15796		no			no	no	yes	yes	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
12768206				O95271_Q9NUX5|P54274_Q9NUX5|Q9BSI4_Q9NUX5		no			no	no	yes	yes	yes	yes	no	no	no	no	yes	no	no	no	no	no	no	part	yes
12799378				P10275_P35222|P10275_Q9NQB0		no			no	no	yes	yes	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
15121867				O00463_P19525|P19525_Q12933|P19525_Q9Y4K3		no			no	no	yes	yes	yes	yes	no	no	no	no	no	no	no	no	no	no	no	part	yes
16648475				P06748_P19338|P06748_P37198|P06748_P46777|P06748_Q9UKX7		no			no	no	yes	yes	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
16738141				O00541_Q14137|O00541_Q9GZL7|Q14137_Q9GZL7		no			no	no	yes	yes	yes	yes	no	no	no	no	no	no	no	no	no	no	no	part	yes
7503932				P06400_Q09028|P06400_Q16576		no			no	no	yes	yes	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
9305916				P12004_P28715|P12004_P39748		no			yes	part	yes	yes	yes	yes	no	no	no	no	yes	no	no	no	no	no	no	part	yes
10197982				O14746_P07900|O14746_P08238|O14746_Q15185		no			no	no	yes	yes	yes	part	no	no	no	no	part	no	no	no	no	no	no	part	yes
11096062				O94817_O95352|O94817_Q9H1Y0|O95166_O95352|O95352_P60520|O95352_Q9H492		no			no	no	yes	yes	yes	part	no	no	no	no	yes	no	no	no	no	no	no	part	yes
11157754				P01137_P37173|P10600_P37173|P37173_P61812|P61812_Q03167		no			no	no	yes	yes	yes	part	no	no	no	no	yes	no	no	no	no	no	no	part	yes
11825910				O94817_Q9NT62|O95352_Q9NT62|P60520_Q9NT62		no			no	no	yes	yes	yes	part	no	no	no	no	yes	no	no	no	no	no	no	part	yes
12483298				P15976_Q8IX07|P23769_Q8IX07		no			no	no	yes	yes	yes	part	no	no	no	no	yes	no	no	no	no	no	no	part	yes
15843474				P35222_Q09472|P35222_Q99966|Q09472_Q99966		no			no	no	yes	yes	yes	part	no	no	no	no	part	no	no	no	no	no	no	part	yes
18974388				P17813_P36897|P17813_P37023		no			no	no	yes	yes	yes	part	no	no	no	no	yes	no	no	no	no	no	no	part	yes
8006019				P09429_P20226|P20226_P52655|P20226_Q00403		no			yes	yes	yes	yes	yes	part	no	no	no	no	yes	no	no	no	no	no	no	part	yes
8626665				P20226_P52657|P52655_P52657|P52657_P52657		no			yes	yes	yes	yes	yes	part	no	no	no	no	part	no	no	no	no	no	no	part	yes
9727029				O14508_P08069|O15524_O60674|O15524_P08069		no			no	no	yes	yes	yes	part	no	no	no	no	part	no	no	no	no	no	no	part	yes
10748098				P56524_Q02078|Q02078_Q9UKV0|Q02078_Q9UQL6		no			no	no	yes	part	yes	yes	no	no	no	no	yes	no	no	no	no	no	no	part	yes
11238380				P24928_P51531|P24928_P51532|P24928_Q12824|P51531_Q09028|P51531_Q12824|P51531_Q13547|P51531_Q92769|P51531_Q92922|P51531_Q96ST3|P51532_Q09028|P51532_Q12824|P51532_Q92769|P51532_Q92922|P51532_Q96ST3|Q09028_Q12824|Q12824_Q13547|Q12824_Q92769|Q12824_Q92922|Q12824_Q96ST3|Q92922_Q96ST3		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
11430825				P12004_P39748|P39748_Q09472		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
11602612				O43464_P98170|P98170_P98170|P98170_Q9NR28		no			yes	part	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
11804585				O15379_O75376|O15379_P56524|O15379_Q9UQL6|O15379_Q9Y618|O75376_P56524|P56524_Q9Y618|Q13547_Q92769		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
12145306				P12956_P13010|P12956_P35548|P12956_Q13950|P12956_Q9BXJ9|P13010_P35548|P13010_Q13950|P13010_Q9BXJ9		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
12176973				P08047_Q13547|P08047_Q92769|P68400_Q92769|Q02447_Q13547|Q02447_Q92769		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
12186560				O43561_P15498|O43561_P43403|O43561_P62993|O43561_Q08881|O43561_Q13588		no			no	no	yes	part	yes	yes	no	no	no	no	yes	no	no	no	no	no	no	part	yes
12221107				P01130_Q5SW96|P63010_Q5SW96|Q00610_Q5SW96		no			yes	part	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
12435627				P10070_P12755|P10071_P12755|P10071_Q13547		no			no	no	yes	part	yes	yes	no	no	no	no	no	no	no	no	no	no	no	part	yes
12435739				P15923_P15923|P15923_Q09472|P15923_Q92793|P15923_Q92831		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
12442171				P51587_Q06609|Q06609_Q06609		no			yes	yes	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
12771131				P06401_P51843|P06401_Q9Y618|P10275_P51843		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
12845333				P43694_P52952|P43694_Q99593|P52952_Q99593		no			no	no	yes	part	yes	yes	no	no	no	no	yes	no	no	no	no	no	no	part	yes
12915590				P04637_P29590|P04637_Q00987|P29590_Q00987		no			yes	yes	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
14636569				P04637_P38398|P04637_P46736|P04637_P51587|P04637_Q06609|P04637_Q99728|P04637_Q9NXR7|P38398_P46736|P38398_P51587|P38398_P51668|P38398_Q06609|P38398_Q99728|P38398_Q9NXR7|P46736_P51587|P46736_P51668|P46736_Q06609|P46736_Q99728|P46736_Q9NXR7|P51587_Q06609|P51587_Q99728|P51587_Q9NXR7|P51668_Q99728|P51668_Q9NXR7|Q06609_Q99728|Q06609_Q9NXR7|Q99728_Q9NXR7		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
15225546				P12004_P35251|P12004_P40692|P12004_P43246|P12004_P52701|P12004_P54278|P12004_Q9UQ84|P40692_P54278		no			no	no	yes	part	yes	yes	no	no	no	no	yes	no	no	no	no	no	no	part	yes
15467718				P42345_P62942|P42345_Q6R327|P42345_Q8N122|P62942_Q8N122		no			no	no	yes	part	yes	yes	no	no	no	no	yes	no	no	no	no	no	no	part	yes
15713661				O60563_P50750|O94992_P50750|O94992_Q96MH2|P24928_P50750|P50750_Q96MH2		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
15713662				O60563_P50750|O94992_P50750|P50750_Q96MH2		no			no	no	yes	part	yes	yes	no	no	no	no	yes	no	no	no	no	no	no	part	yes
16574648				P12830_P35222|P35222_Q92729		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
17229889				O14964_Q99816|O60291_Q99816|Q8WUM4_Q99816		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
17434132				P24864_Q969H0|P63208_Q969H0		no			no	no	yes	part	yes	yes	no	no	no	no	yes	no	no	no	no	no	no	part	yes
18022367				Q12834_Q13257|Q13257_Q13257		no			yes	yes	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
18375391				P02452_P02452|P02452_P08123		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
18567582				P15056_P28482|P15056_P46940|P46940_P62158		no			no	no	yes	part	yes	yes	no	no	no	no	no	no	no	no	no	no	no	part	yes
18826954				P61081_P62877|P61081_Q13616|P61081_Q86VP6|P61081_Q96GG9|P62877_Q13309|P62877_Q13616|P62877_Q86VP6|P62877_Q96GG9|Q13616_Q86VP6|Q13616_Q96GG9|Q13617_Q96GG9|Q13618_Q96GG9|Q13619_Q96GG9|Q13620_Q96GG9|Q86VP6_Q96GG9|Q93034_Q96GG9		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
19075014				O75317_P0CG48|O75317_Q8TAF3|O94782_P0CG48|O94782_Q8TAF3|P62068_Q8TAF3		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
19595721				P07992_Q8IY92|P07992_Q9BQ83|Q8IY92_Q92889|Q8IY92_Q96AY2|Q8IY92_Q96NY9|Q8IY92_Q9BQ83|Q92889_Q9BQ83|Q96NY9_Q9BQ83		no			no	no	yes	part	yes	yes	no	no	no	no	yes	no	no	no	no	no	no	part	yes
19597335				O75143_O75385|O75143_Q8TDY2|O75143_Q9BSB4|O75385_Q9BSB4|Q8TDY2_Q9BSB4		no			yes	yes	yes	part	yes	yes	no	no	no	no	yes	no	no	no	no	no	no	part	yes
19740745				P07900_P53041|P07900_P68400|P07900_Q15185		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
22342342				O94817_Q7Z6L1|O94817_Q9H1Y0|Q676U5_Q9H1Y0|Q7Z6L1_Q9H1Y0		no			no	no	yes	part	yes	yes	no	no	no	no	yes	no	no	no	no	no	no	part	yes
24506068				P04637_P49459|P04637_P53801		no			no	no	yes	part	yes	yes	no	no	no	no	no	no	no	no	no	no	no	part	yes
25585578				P51587_Q06609|P51668_P62877|Q06609_Q8NFZ0		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
25803835				Q14653_Q9UHD2|Q96CV9_Q9UHD2		no			no	no	yes	part	yes	yes	no	no	no	no	yes	no	no	no	no	no	no	part	yes
26911690				O60260_P51149|O60260_P68036|P51149_Q96NA2		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
7744965				P37198_P61970|P61970_P61970		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
7926747				P13984_P29083|P19447_P29083|P19447_P29084|P20226_P29083|P21675_P29083|P24928_P29083|P29083_P29084|P29083_P35269|P29083_P49848		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
9111321				P84022_P84022|P84022_Q13485|P84022_Q15796|P84022_Q15797|Q13485_Q13485|Q13485_Q15796|Q13485_Q15797|Q15796_Q15796|Q15796_Q15797|Q15797_Q15797		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
9862959				P15172_P35398|P15172_Q09472|P35398_Q09472		no			no	no	yes	part	yes	yes	no	no	no	no	part	no	no	no	no	no	no	part	yes
10713164				P46531_Q06330|P46531_Q13573|P46531_Q9Y618|Q06330_Q13573|Q06330_Q9Y618|Q13573_Q9Y618		no			yes	part	yes	part	yes	part	no	no	no	no	part	no	no	no	no	no	no	part	yes
10856833				P43246_P52701|P43246_Q9UQ84		no			yes	yes	yes	part	yes	part	no	no	no	no	yes	no	no	no	no	no	no	part	yes
10966108				O96019_Q92993|P60709_Q92993|Q92831_Q9Y4A5|Q92993_Q9Y230|Q92993_Q9Y265|Q92993_Q9Y4A5|Q9Y230_Q9Y230|Q9Y230_Q9Y265		no			yes	part	yes	part	yes	part	no	no	no	no	part	no	no	no	no	no	no	part	yes
11429708				P40692_P54278|P40692_Q9UQ84|P43246_Q9UQ84		no			no	no	yes	part	yes	part	no	no	no	no	yes	no	no	no	no	no	no	part	yes
11717445				P25445_Q13158|P25445_Q14790|P25445_Q92851|Q13158_Q14790|Q13158_Q92851|Q14790_Q14790|Q14790_Q92851|Q92851_Q92851		no			yes	yes	yes	part	yes	part	no	no	no	no	part	no	no	no	no	no	no	part	yes
14676842				P12004_Q9UQ84|P40692_P54278|P40692_Q9UQ84|P43246_Q9UQ84		no			no	no	yes	part	yes	part	no	no	no	no	yes	no	no	no	no	no	no	part	yes
14985763				P01138_P04629|P01138_P08138|P01138_Q99523|P08138_Q99523|P30990_Q99523		no			yes	yes	yes	part	yes	part	no	no	no	no	part	no	no	no	no	no	no	part	yes
15125834				O14920_P25963|O15111_P32121|P25963_P32121|P25963_P49407|P32121_Q04206		no			no	no	yes	part	yes	part	no	no	no	no	part	no	no	no	no	no	no	part	yes
15474016				P21580_Q15025|P21580_Q86VP1|P21580_Q8IUC6|P21580_Q8NFZ5|P21580_Q9Y6K9|Q8IUC6_Q9Y4K3		no			yes	part	yes	part	yes	part	no	no	no	no	part	no	no	no	no	no	no	part	yes
15542288				P19237_P45379|P19237_P63316|P19429_P45379|P19429_P63316|P45379_P63316		no			no	no	yes	part	yes	part	no	no	no	no	part	no	no	no	no	no	no	part	yes
16456540				P10276_Q15788|P10276_Q9Y6Q9|P13631_Q9Y6Q9|P15336_Q16539|P28482_Q9Y6Q9|Q04206_Q9Y6Q9|Q16539_Q9Y6Q9		no			yes	part	yes	part	yes	part	no	no	no	no	part	no	no	no	no	no	no	part	yes
