Entry	input_up	Organism ID
F1LPV8	F1LPV8	10116
F1LPY2	F1LPY2	10116
F1LPY4	F1LPY4	10116
F1LPY6	F1LPY6	10116
F1LPZ7	F1LPZ7	10116
F1LPZ8	F1LPZ8	10116
F1LQ00	F1LQ00	10116
F1LQ07	F1LQ07	10116
F1LQ08	F1LQ08	10116
F1LQ14	F1LQ14	10116
F1LQ19	F1LQ19	10116
F1LQ22	F1LQ22	10116
F1LQ26	F1LQ26	10116
F1LQ35	F1LQ35	10116
F1LQ41	F1LQ41	10116
F1LQ45	F1LQ45	10116
F1LQ48	F1LQ48	10116
F1LQ56	F1LQ56	10116
F1LQ63	F1LQ63	10116
F1LQ70	F1LQ70	10116
F1LQ79	F1LQ79	10116
F1LQ81	F1LQ81	10116
F1LQ87	F1LQ87	10116
F1LQ88	F1LQ88	10116
F1LQ91	F1LQ91	10116
F1LQ92	F1LQ92	10116
F1LQ93	F1LQ93	10116
F1LQB0	F1LQB0	10116
F1LQB1	F1LQB1	10116
F1LQB2	F1LQB2	10116
F1LQB3	F1LQB3	10116
F1LQB8	F1LQB8	10116
F1LQC1	F1LQC1	10116
F1LQC5	F1LQC5	10116
F1LQC7	F1LQC7	10116
F1LQC8	F1LQC8	10116
F1LQD2	F1LQD2	10116
F1LQF2	F1LQF2	10116
F1LQF7	F1LQF7	10116
F1LQH2	F1LQH2	10116
F1LQH9	F1LQH9	10116
F1LQI1	F1LQI1	10116
F1LQI2	F1LQI2	10116
F1LQI5	F1LQI5	10116
F1LQJ4	F1LQJ4	10116
F1LQJ5	F1LQJ5	10116
F1LQJ7	F1LQJ7	10116
F1LQK6	F1LQK6	10116
F1LQL1	F1LQL1	10116
F1LQM3	F1LQM3	10116
F1LQM8	F1LQM8	10116
F1LQN0	F1LQN0	10116
F1LQN9	F1LQN9	10116
F1LQP0	F1LQP0	10116
F1LQP8	F1LQP8	10116
F1LQP9	F1LQP9	10116
F1LQQ5	F1LQQ5	10116
F1LQQ8	F1LQQ8	10116
F1LQR7	F1LQR7	10116
F1LQR8	F1LQR8	10116
F1LQS1	F1LQS1	10116
F1LQS5	F1LQS5	10116
F1LQS6	F1LQS6	10116
F1LQS9	F1LQS9	10116
F1LQT1	F1LQT1	10116
F1LQT3	F1LQT3	10116
F1LQT9	F1LQT9	10116
F1LQV3	F1LQV3	10116
F1LQV8	F1LQV8	10116
F1LQV9	F1LQV9	10116
F1LQW0	F1LQW0	10116
F1LQW8	F1LQW8	10116
F1LQX1	F1LQX1	10116
F1LQX4	F1LQX4	10116
F1LQX7	F1LQX7	10116
F1LQX8	F1LQX8	10116
F1LQX9	F1LQX9	10116
F1LQZ2	F1LQZ2	10116
F1LQZ3	F1LQZ3	10116
F1LQZ4	F1LQZ4	10116
F1LR02	F1LR02	10116
F1LR18	F1LR18	10116
F1LR26	F1LR26	10116
F1LR36	F1LR36	10116
F1LR39	F1LR39	10116
F1LR42	F1LR42	10116
F1LR47	F1LR47	10116
F1LR52	F1LR52	10116
F1LR56	F1LR56	10116
F1LR60	F1LR60	10116
F1LR63	F1LR63	10116
F1LR66	F1LR66	10116
F1LR67	F1LR67	10116
F1LR79	F1LR79	10116
F1LR87	F1LR87	10116
F1LR92	F1LR92	10116
F1LR96	F1LR96	10116
F1LR97	F1LR97	10116
F1LR98	F1LR98	10116
F1LRA1	F1LRA1	10116
F1LRA4	F1LRA4	10116
F1LRA6	F1LRA6	10116
F1LRB5	F1LRB5	10116
F1LRB8	F1LRB8	10116
F1LRB9	F1LRB9	10116
F1LRC6	F1LRC6	10116
F1LRD7	F1LRD7	10116
F1LRE0	F1LRE0	10116
F1LRE1	F1LRE1	10116
F1LRE2	F1LRE2	10116
F1LRE5	F1LRE5	10116
F1LRF3	F1LRF3	10116
F1LRG0	F1LRG0	10116
F1LRG4	F1LRG4	10116
F1LRH2	F1LRH2	10116
F1LRH4	F1LRH4	10116
F1LRH7	F1LRH7	10116
F1LRH8	F1LRH8	10116
F1LRH9	F1LRH9	10116
F1LRI7	F1LRI7	10116
F1LRI8	F1LRI8	10116
F1LRJ0	F1LRJ0	10116
F1LRJ1	F1LRJ1	10116
F1LRJ6	F1LRJ6	10116
F1LRK1	F1LRK1	10116
F1LRK3	F1LRK3	10116
F1LRL5	F1LRL5	10116
F1LRM5	F1LRM5	10116
F1LRM6	F1LRM6	10116
F1LRM7	F1LRM7	10116
F1LRN5	F1LRN5	10116
F1LRN8	F1LRN8	10116
F1LRP3	F1LRP3	10116
F1LRP7	F1LRP7	10116
F1LRP9	F1LRP9	10116
F1LRQ1	F1LRQ1	10116
F1LRQ6	F1LRQ6	10116
F1LRS2	F1LRS2	10116
F1LRS4	F1LRS4	10116
F1LRT0	F1LRT0	10116
F1LRT1	F1LRT1	10116
F1LRT9	F1LRT9	10116
F1LRU8	F1LRU8	10116
F1LRV1	F1LRV1	10116
F1LRV5	F1LRV5	10116
F1LRV6	F1LRV6	10116
F1LRY4	F1LRY4	10116
F1LRY5	F1LRY5	10116
F1LRY7	F1LRY7	10116
F1LRZ1	F1LRZ1	10116
F1LS02	F1LS02	10116
F1LS19	F1LS19	10116
F1LS27	F1LS27	10116
F1LS29	F1LS29	10116
F1LS36	F1LS36	10116
F1LS40	F1LS40	10116
F1LS42	F1LS42	10116
F1LS43	F1LS43	10116
F1LS48	F1LS48	10116
F1LS53	F1LS53	10116
F1LS62	F1LS62	10116
F1LS72	F1LS72	10116
F1LS79	F1LS79	10116
F1LS89	F1LS89	10116
F1LS97	F1LS97	10116
F1LS98	F1LS98	10116
F1LS99	F1LS99	10116
F1LSA1	F1LSA1	10116
F1LSA2	F1LSA2	10116
F1LSA7	F1LSA7	10116
F1LSB2	F1LSB2	10116
F1LSC3	F1LSC3	10116
F1LSD1	F1LSD1	10116
F1LSD3	F1LSD3	10116
F1LSD6	F1LSD6	10116
F1LSD8	F1LSD8	10116
F1LSE6	F1LSE6	10116
F1LSG0	F1LSG0	10116
F1LSG3	F1LSG3	10116
F1LSG7	F1LSG7	10116
F1LSH0	F1LSH0	10116
F1LSH1	F1LSH1	10116
F1LSH3	F1LSH3	10116
F1LSH4	F1LSH4	10116
F1LSH6	F1LSH6	10116
F1LSH9	F1LSH9	10116
F1LSI5	F1LSI5	10116
F1LSJ6	F1LSJ6	10116
F1LSK3	F1LSK3	10116
F1LSL2	F1LSL2	10116
F1LSL4	F1LSL4	10116
F1LSL6	F1LSL6	10116
F1LSM0	F1LSM0	10116
F1LSM5	F1LSM5	10116
F1LSM6	F1LSM6	10116
F1LSM8	F1LSM8	10116
F1LSN4	F1LSN4	10116
F1LSN8	F1LSN8	10116
F1LSP2	F1LSP2	10116
F1LSQ8	F1LSQ8	10116
F1LSR2	F1LSR2	10116
F1LSR6	F1LSR6	10116
F1LSR8	F1LSR8	10116
F1LSS1	F1LSS1	10116
F1LSS7	F1LSS7	10116
F1LST1	F1LST1	10116
F1LST4	F1LST4	10116
F1LSU0	F1LSU0	10116
F1LSU5	F1LSU5	10116
F1LSV2	F1LSV2	10116
F1LSV4	F1LSV4	10116
F1LSW6	F1LSW6	10116
F1LSW7	F1LSW7	10116
F1LSW9	F1LSW9	10116
F1LSX0	F1LSX0	10116
F1LSX3	F1LSX3	10116
F1LSX7	F1LSX7	10116
F1LSY7	F1LSY7	10116
F1LSZ1	F1LSZ1	10116
F1LT09	F1LT09	10116
F1LT10	F1LT10	10116
F1LT11	F1LT11	10116
F1LT33	F1LT33	10116
F1LT36	F1LT36	10116
F1LT41	F1LT41	10116
F1LT70	F1LT70	10116
F1LT79	F1LT79	10116
F1LT92	F1LT92	10116
F1LT94	F1LT94	10116
F1LTB9	F1LTB9	10116
F1LTC1	F1LTC1	10116
F1LTF8	F1LTF8	10116
F1LTH0	F1LTH0	10116
F1LTH9	F1LTH9	10116
F1LTK3	F1LTK3	10116
F1LTN0	F1LTN0	10116
F1LTP8	F1LTP8	10116
F1LTS8	F1LTS8	10116
F1LTT7	F1LTT7	10116
F1LTW8	F1LTW8	10116
F1LTX8	F1LTX8	10116
F1LTZ3	F1LTZ3	10116
F1LTZ5	F1LTZ5	10116
F1LTZ6	F1LTZ6	10116
F1LU02	F1LU02	10116
F1LU12	F1LU12	10116
F1LU15	F1LU15	10116
F1LU18	F1LU18	10116
F1LU43	F1LU43	10116
F1LU58	F1LU58	10116
F1LU71	F1LU71	10116
F1LUA1	F1LUA1	10116
F1LUE2	F1LUE2	10116
F1LUG2	F1LUG2	10116
F1LUN5	F1LUN5	10116
F1LUQ5	F1LUQ5	10116
F1LUS2	F1LUS2	10116
F1LUS8	F1LUS8	10116
F1LUU1	F1LUU1	10116
F1LUV9	F1LUV9	10116
F1LUW9	F1LUW9	10116
F1LV01	F1LV01	10116
F1LV12	F1LV12	10116
F1LV13	F1LV13	10116
F1LV18	F1LV18	10116
F1LV37	F1LV37	10116
F1LV40	F1LV40	10116
F1LV45	F1LV45	10116
F1LV77	F1LV77	10116
F1LV89	F1LV89	10116
F1LVA8	F1LVA8	10116
F1LVB0	F1LVB0	10116
F1LVD8	F1LVD8	10116
F1LVF4	F1LVF4	10116
F1LVI0	F1LVI0	10116
F1LVL2	F1LVL2	10116
F1LVR8	F1LVR8	10116
F1LVT6	F1LVT6	10116
F1LVT8	F1LVT8	10116
F1LVV3	F1LVV3	10116
F1LVV4	F1LVV4	10116
F1LVW7	F1LVW7	10116
F1LVW9	F1LVW9	10116
F1LVY2	F1LVY2	10116
F1LW03	F1LW03	10116
F1LW07	F1LW07	10116
F1LW69	F1LW69	10116
F1LW74	F1LW74	10116
F1LW77	F1LW77	10116
F1LW91	F1LW91	10116
F1LWA1	F1LWA1	10116
F1LWB1	F1LWB1	10116
F1LWG4	F1LWG4	10116
F1LWJ1	F1LWJ1	10116
F1LWK9	F1LWK9	10116
F1LWL5	F1LWL5	10116
F1LWL8	F1LWL8	10116
F1LWM8	F1LWM8	10116
F1LWN7	F1LWN7	10116
F1LWQ2	F1LWQ2	10116
F1LWS4	F1LWS4	10116
F1LWV8	F1LWV8	10116
F1LWW9	F1LWW9	10116
F1LWX2	F1LWX2	10116
F1LWX6	F1LWX6	10116
F1LWZ0	F1LWZ0	10116
F1LX02	F1LX02	10116
F1LX07	F1LX07	10116
F1LX20	F1LX20	10116
F1LX28	F1LX28	10116
F1LX35	F1LX35	10116
F1LX55	F1LX55	10116
F1LX70	F1LX70	10116
F1LX96	F1LX96	10116
F1LXA0	F1LXA0	10116
F1LXA3	F1LXA3	10116
F1LXB3	F1LXB3	10116
F1LXD6	F1LXD6	10116
F1LXE2	F1LXE2	10116
F1LXF1	F1LXF1	10116
F1LXL3	F1LXL3	10116
F1LXM4	F1LXM4	10116
F1LXN6	F1LXN6	10116
F1LXP2	F1LXP2	10116
F1LXP8	F1LXP8	10116
F1LXQ1	F1LXQ1	10116
F1LXQ7	F1LXQ7	10116
F1LXQ8	F1LXQ8	10116
F1LXR5	F1LXR5	10116
F1LXR9	F1LXR9	10116
F1LXS6	F1LXS6	10116
F1LXT3	F1LXT3	10116
F1LXV0	F1LXV0	10116
F1LY11	F1LY11	10116
F1LY14	F1LY14	10116
F1LY19	F1LY19	10116
F1LY25	F1LY25	10116
F1LY38	F1LY38	10116
F1LY61	F1LY61	10116
F1LY63	F1LY63	10116
F1LY69	F1LY69	10116
F1LY74	F1LY74	10116
F1LY81	F1LY81	10116
F1LYE0	F1LYE0	10116
F1LYI5	F1LYI5	10116
F1LYL8	F1LYL8	10116
F1LYL9	F1LYL9	10116
F1LYQ0	F1LYQ0	10116
F1LYS1	F1LYS1	10116
F1LYX9	F1LYX9	10116
F1LYY7	F1LYY7	10116
F1LYZ6	F1LYZ6	10116
F1LZ00	F1LZ00	10116
F1LZ34	F1LZ34	10116
F1LZ44	F1LZ44	10116
F1LZ51	F1LZ51	10116
F1LZ77	F1LZ77	10116
F1LZ94	F1LZ94	10116
F1LZC5	F1LZC5	10116
F1LZF2	F1LZF2	10116
F1LZG4	F1LZG4	10116
F1LZH1	F1LZH1	10116
F1LZI1	F1LZI1	10116
F1LZI5	F1LZI5	10116
F1LZI7	F1LZI7	10116
F1LZL1	F1LZL1	10116
F1LZL3	F1LZL3	10116
F1LZM2	F1LZM2	10116
F1LZN9	F1LZN9	10116
F1LZQ6	F1LZQ6	10116
F1LZR4	F1LZR4	10116
F1LZS0	F1LZS0	10116
F1LZS5	F1LZS5	10116
F1LZS9	F1LZS9	10116
F1LZT0	F1LZT0	10116
F1LZT7	F1LZT7	10116
F1LZW2	F1LZW2	10116
F1LZW6	F1LZW6	10116
F1LZX9	F1LZX9	10116
F1LZZ3	F1LZZ3	10116
F1LZZ6	F1LZZ6	10116
F1M032	F1M032	10116
F1M038	F1M038	10116
F1M040	F1M040	10116
F1M053	F1M053	10116
F1M065	F1M065	10116
F1M067	F1M067	10116
F1M077	F1M077	10116
F1M084	F1M084	10116
F1M091	F1M091	10116
F1M0A0	F1M0A0	10116
F1M0A6	F1M0A6	10116
F1M0B5	F1M0B5	10116
F1M0C3	F1M0C3	10116
F1M0E7	F1M0E7	10116
F1M0F4	F1M0F4	10116
F1M0F9	F1M0F9	10116
F1M0G3	F1M0G3	10116
F1M0J5	F1M0J5	10116
F1M0L3	F1M0L3	10116
F1M0L6	F1M0L6	10116
F1M0M7	F1M0M7	10116
F1M0N1	F1M0N1	10116
F1M0N7	F1M0N7	10116
F1M0R1	F1M0R1	10116
F1M0R6	F1M0R6	10116
F1M0S5	F1M0S5	10116
F1M0T1	F1M0T1	10116
F1M0T2	F1M0T2	10116
F1M0U5	F1M0U5	10116
F1M0V4	F1M0V4	10116
F1M0W8	F1M0W8	10116
F1M0X6	F1M0X6	10116
F1M0Z1	F1M0Z1	10116
F1M110	F1M110	10116
F1M115	F1M115	10116
F1M173	F1M173	10116
F1M176	F1M176	10116
F1M178	F1M178	10116
F1M179	F1M179	10116
F1M1A2	F1M1A2	10116
F1M1A9	F1M1A9	10116
F1M1C9	F1M1C9	10116
F1M1D2	F1M1D2	10116
F1M1F1	F1M1F1	10116
F1M1H0	F1M1H0	10116
F1M1J2	F1M1J2	10116
F1M1R8	F1M1R8	10116
F1M1W1	F1M1W1	10116
F1M1X9	F1M1X9	10116
F1M1Y0	F1M1Y0	10116
F1M1Y1	F1M1Y1	10116
F1M1Y4	F1M1Y4	10116
F1M227	F1M227	10116
F1M241	F1M241	10116
F1M280	F1M280	10116
F1M281	F1M281	10116
F1M285	F1M285	10116
F1M286	F1M286	10116
F1M287	F1M287	10116
F1M293	F1M293	10116
F1M294	F1M294	10116
F1M2B7	F1M2B7	10116
F1M2D4	F1M2D4	10116
F1M2D6	F1M2D6	10116
F1M2E9	F1M2E9	10116
F1M2I5	F1M2I5	10116
F1M2K4	F1M2K4	10116
F1M2K6	F1M2K6	10116
F1M2L7	F1M2L7	10116
F1M2P8	F1M2P8	10116
F1M2S6	F1M2S6	10116
F1M2Y4	F1M2Y4	10116
F1M332	F1M332	10116
F1M333	F1M333	10116
F1M341	F1M341	10116
F1M342	F1M342	10116
F1M365	F1M365	10116
F1M386	F1M386	10116
F1M389	F1M389	10116
F1M391	F1M391	10116
F1M3B0	F1M3B0	10116
F1M3B2	F1M3B2	10116
F1M3D3	F1M3D3	10116
F1M3F2	F1M3F2	10116
F1M3G7	F1M3G7	10116
F1M3G8	F1M3G8	10116
F1M3H8	F1M3H8	10116
F1M3J4	F1M3J4	10116
F1M3K4	F1M3K4	10116
F1M3K6	F1M3K6	10116
F1M3L4	F1M3L4	10116
F1M3L9	F1M3L9	10116
F1M3M3	F1M3M3	10116
F1M3M6	F1M3M6	10116
F1M3N2	F1M3N2	10116
F1M3P6	F1M3P6	10116
F1M3Q1	F1M3Q1	10116
F1M3R4	F1M3R4	10116
F1M3S1	F1M3S1	10116
F1M3T9	F1M3T9	10116
F1M400	F1M400	10116
F1M413	F1M413	10116
F1M454	F1M454	10116
F1M457	F1M457	10116
F1M470	F1M470	10116
F1M488	F1M488	10116
F1M495	F1M495	10116
F1M4A0	F1M4A0	10116
F1M4B7	F1M4B7	10116
F1M4I4	F1M4I4	10116
F1M4J0	F1M4J0	10116
F1M4K6	F1M4K6	10116
F1M4P9	F1M4P9	10116
F1M4Q8	F1M4Q8	10116
F1M4Q9	F1M4Q9	10116
F1M4R7	F1M4R7	10116
F1M4U7	F1M4U7	10116
F1M4V2	F1M4V2	10116
F1M4W7	F1M4W7	10116
F1M507	F1M507	10116
F1M512	F1M512	10116
F1M542	F1M542	10116
F1M559	F1M559	10116
F1M567	F1M567	10116
F1M571	F1M571	10116
F1M577	F1M577	10116
F1M578	F1M578	10116
F1M581	F1M581	10116
F1M589	F1M589	10116
F1M594	F1M594	10116
F1M5C9	F1M5C9	10116
F1M5H6	F1M5H6	10116
F1M5I5	F1M5I5	10116
F1M5J1	F1M5J1	10116
F1M5J3	F1M5J3	10116
F1M5M1	F1M5M1	10116
F1M5M9	F1M5M9	10116
F1M5N3	F1M5N3	10116
F1M5Q2	F1M5Q2	10116
F1M5Q4	F1M5Q4	10116
F1M5Q6	F1M5Q6	10116
F1M5R1	F1M5R1	10116
F1M5T2	F1M5T2	10116
F1M5T3	F1M5T3	10116
F1M5W3	F1M5W3	10116
F1M5X2	F1M5X2	10116
F1M5Z5	F1M5Z5	10116
F1M609	F1M609	10116
F1M614	F1M614	10116
F1M629	F1M629	10116
F1M632	F1M632	10116
F1M642	F1M642	10116
F1M656	F1M656	10116
F1M660	F1M660	10116
F1M665	F1M665	10116
F1M670	F1M670	10116
F1M682	F1M682	10116
F1M6D0	F1M6D0	10116
F1M6E2	F1M6E2	10116
F1M6G3	F1M6G3	10116
F1M6I7	F1M6I7	10116
F1M6L7	F1M6L7	10116
F1M6P3	F1M6P3	10116
F1M6Q3	F1M6Q3	10116
F1M6S8	F1M6S8	10116
F1M6U0	F1M6U0	10116
F1M6U2	F1M6U2	10116
F1M6V2	F1M6V2	10116
F1M6V7	F1M6V7	10116
F1M6W1	F1M6W1	10116
F1M6W6	F1M6W6	10116
F1M6X1	F1M6X1	10116
F1M6X3	F1M6X3	10116
F1M6X5	F1M6X5	10116
F1M6X7	F1M6X7	10116
F1M6Z6	F1M6Z6	10116
F1M702	F1M702	10116
F1M707	F1M707	10116
F1M748	F1M748	10116
F1M761	F1M761	10116
F1M775	F1M775	10116
F1M778	F1M778	10116
F1M779	F1M779	10116
F1M784	F1M784	10116
F1M792	F1M792	10116
F1M794	F1M794	10116
F1M797	F1M797	10116
F1M798	F1M798	10116
F1M7A1	F1M7A1	10116
F1M7B5	F1M7B5	10116
F1M7B7	F1M7B7	10116
F1M7E1	F1M7E1	10116
F1M7E5	F1M7E5	10116
F1M7F5	F1M7F5	10116
F1M7F7	F1M7F7	10116
F1M7F9	F1M7F9	10116
F1M7G0	F1M7G0	10116
F1M7H2	F1M7H2	10116
F1M7H3	F1M7H3	10116
F1M7J7	F1M7J7	10116
F1M7K2	F1M7K2	10116
F1M7K3	F1M7K3	10116
F1M7K4	F1M7K4	10116
F1M7K7	F1M7K7	10116
F1M7L6	F1M7L6	10116
F1M7L9	F1M7L9	10116
F1M7M1	F1M7M1	10116
F1M7M9	F1M7M9	10116
F1M7N2	F1M7N2	10116
F1M7N7	F1M7N7	10116
F1M7P1	F1M7P1	10116
F1M7P3	F1M7P3	10116
F1M7P7	F1M7P7	10116
F1M7Q5	F1M7Q5	10116
F1M7S2	F1M7S2	10116
F1M7S3	F1M7S3	10116
F1M7S4	F1M7S4	10116
F1M7T1	F1M7T1	10116
F1M7V5	F1M7V5	10116
F1M7V9	F1M7V9	10116
F1M7W0	F1M7W0	10116
F1M7W5	F1M7W5	10116
F1M7W8	F1M7W8	10116
F1M7X1	F1M7X1	10116
F1M7X3	F1M7X3	10116
F1M7X4	F1M7X4	10116
F1M7X5	F1M7X5	10116
F1M7X9	F1M7X9	10116
F1M7Y5	F1M7Y5	10116
F1M7Z1	F1M7Z1	10116
F1M7Z4	F1M7Z4	10116
F1M801	F1M801	10116
F1M805	F1M805	10116
F1M820	F1M820	10116
F1M823	F1M823	10116
F1M836	F1M836	10116
F1M840	F1M840	10116
F1M842	F1M842	10116
F1M861	F1M861	10116
F1M862	F1M862	10116
F1M863	F1M863	10116
F1M865	F1M865	10116
F1M866	F1M866	10116
F1M868	F1M868	10116
F1M891	F1M891	10116
F1M897	F1M897	10116
F1M8A4	F1M8A4	10116
F1M8B7	F1M8B7	10116
F1M8D7	F1M8D7	10116
F1M8D8	F1M8D8	10116
F1M8E2	F1M8E2	10116
F1M8E5	F1M8E5	10116
F1M8E6	F1M8E6	10116
F1M8E7	F1M8E7	10116
F1M8F2	F1M8F2	10116
F1M8F4	F1M8F4	10116
F1M8F5	F1M8F5	10116
F1M8F6	F1M8F6	10116
F1M8G4	F1M8G4	10116
F1M8G6	F1M8G6	10116
F1M8H6	F1M8H6	10116
F1M8I5	F1M8I5	10116
F1M8I6	F1M8I6	10116
F1M8I7	F1M8I7	10116
F1M8I9	F1M8I9	10116
F1M8K0	F1M8K0	10116
F1M8K7	F1M8K7	10116
F1M8L1	F1M8L1	10116
F1M8L9	F1M8L9	10116
F1M8M0	F1M8M0	10116
F1M8T9	F1M8T9	10116
F1M8U7	F1M8U7	10116
F1M8X9	F1M8X9	10116
F1M8Y2	F1M8Y2	10116
F1M8Z6	F1M8Z6	10116
F1M8Z7	F1M8Z7	10116
F1M8Z8	F1M8Z8	10116
F1M907	F1M907	10116
F1M928	F1M928	10116
F1M937	F1M937	10116
F1M938	F1M938	10116
F1M943	F1M943	10116
F1M944	F1M944	10116
F1M947	F1M947	10116
F1M949	F1M949	10116
F1M957	F1M957	10116
F1M963	F1M963	10116
F1M965	F1M965	10116
F1M974	F1M974	10116
F1M978	F1M978	10116
F1M981	F1M981	10116
F1M983	F1M983	10116
F1M990	F1M990	10116
F1M9A2	F1M9A2	10116
F1M9A4	F1M9A4	10116
F1M9A7	F1M9A7	10116
F1M9B3	F1M9B3	10116
F1M9B5	F1M9B5	10116
F1M9B9	F1M9B9	10116
F1M9C0	F1M9C0	10116
F1M9C3	F1M9C3	10116
F1M9C4	F1M9C4	10116
F1M9D1	F1M9D1	10116
F1M9D3	F1M9D3	10116
F1M9D6	F1M9D6	10116
F1M9F2	F1M9F2	10116
F1M9F3	F1M9F3	10116
F1M9F4	F1M9F4	10116
F1M9F8	F1M9F8	10116
F1M9F9	F1M9F9	10116
F1M9G6	F1M9G6	10116
F1M9G7	F1M9G7	10116
F1M9H1	F1M9H1	10116
F1M9I3	F1M9I3	10116
F1M9L4	F1M9L4	10116
F1M9N7	F1M9N7	10116
F1M9N9	F1M9N9	10116
F1M9Q2	F1M9Q2	10116
F1M9Q8	F1M9Q8	10116
F1M9V3	F1M9V3	10116
F1M9V7	F1M9V7	10116
F1M9W9	F1M9W9	10116
F1M9X0	F1M9X0	10116
F1M9X2	F1M9X2	10116
F1M9X5	F1M9X5	10116
F1M9X7	F1M9X7	10116
F1M9Y1	F1M9Y1	10116
F1M9Y8	F1M9Y8	10116
F1M9Z5	F1M9Z5	10116
F1MA04	F1MA04	10116
F1MA10	F1MA10	10116
F1MA19	F1MA19	10116
F1MA22	F1MA22	10116
F1MA23	F1MA23	10116
F1MA24	F1MA24	10116
F1MA25	F1MA25	10116
F1MA31	F1MA31	10116
F1MA36	F1MA36	10116
F1MA52	F1MA52	10116
F1MA54	F1MA54	10116
F1MA56	F1MA56	10116
F1MA59	F1MA59	10116
F1MA61	F1MA61	10116
F1MA70	F1MA70	10116
F1MA79	F1MA79	10116
F1MA83	F1MA83	10116
F1MA84	F1MA84	10116
F1MA86	F1MA86	10116
F1MA87	F1MA87	10116
F1MA98	F1MA98	10116
F1MAA1	F1MAA1	10116
F1MAA2	F1MAA2	10116
F1MAA3	F1MAA3	10116
F1MAA4	F1MAA4	10116
F1MAA5	F1MAA5	10116
F1MAA7	F1MAA7	10116
F1MAA9	F1MAA9	10116
F1MAB7	F1MAB7	10116
F1MAB8	F1MAB8	10116
F1MAB9	F1MAB9	10116
F1MAC3	F1MAC3	10116
F1MAD0	F1MAD0	10116
F1MAD2	F1MAD2	10116
F1MAD3	F1MAD3	10116
F1MAD9	F1MAD9	10116
F1MAF1	F1MAF1	10116
F1MAF7	F1MAF7	10116
F1MAF9	F1MAF9	10116
F1MAG7	F1MAG7	10116
F1MAH5	F1MAH5	10116
F1MAH6	F1MAH6	10116
F1MAH8	F1MAH8	10116
F1MAI3	F1MAI3	10116
F1MAJ0	F1MAJ0	10116
F1MAK3	F1MAK3	10116
F1MAK4	F1MAK4	10116
F1MAK9	F1MAK9	10116
F1MAL5	F1MAL5	10116
F1MAM1	F1MAM1	10116
F1MAM8	F1MAM8	10116
F1MAN2	F1MAN2	10116
F1MAN8	F1MAN8	10116
F1MAQ2	F1MAQ2	10116
F1MAQ4	F1MAQ4	10116
F1MAQ9	F1MAQ9	10116
F1MAR6	F1MAR6	10116
F1MAS0	F1MAS0	10116
F1MAS3	F1MAS3	10116
F1MAS6	F1MAS6	10116
F1MAT1	F1MAT1	10116
F1MAT3	F1MAT3	9913
F1MAT8	F1MAT8	9913
F1MAT9	F1MAT9	9913
F1MAU3	F1MAU3	9913
F1MAU4	F1MAU4	9913
F1MAU5	F1MAU5	9913
F1MAV0	F1MAV0	9913
F1MAV4	F1MAV4	9913
F1MAW0	F1MAW0	9913
F1MAW1	F1MAW1	9913
F1MAX1	F1MAX1	9913
F1MAX3	F1MAX3	9913
F1MAY3	F1MAY3	9913
F1MAZ4	F1MAZ4	9913
F1MAZ5	F1MAZ5	9913
F1MAZ6	F1MAZ6	9913
F1MAZ7	F1MAZ7	9913
F1MAZ8	F1MAZ8	9913
F1MB01	F1MB01	9913
F1MB04	F1MB04	9913
F1MB07	F1MB07	9913
F1MB08	F1MB08	9913
F1MB18	F1MB18	9913
F1MB20	F1MB20	9913
F1MB25	F1MB25	9913
F1MB26	F1MB26	9913
F1MB38	F1MB38	9913
F1MB46	F1MB46	9913
F1MB52	F1MB52	9913
F1MB54	F1MB54	9913
F1MB62	F1MB62	9913
F1MB67	F1MB67	9913
F1MB76	F1MB76	9913
F1MB80	F1MB80	9913
F1MB84	F1MB84	9913
F1MB85	F1MB85	9913
F1MB87	F1MB87	9913
F1MB93	F1MB93	9913
F1MBA2	F1MBA2	9913
F1MBA3	F1MBA3	9913
F1MBB0	F1MBB0	9913
F1MBB7	F1MBB7	9913
F1MBC8	F1MBC8	9913
F1MBD7	F1MBD7	9913
F1MBE0	F1MBE0	9913
F1MBE5	F1MBE5	9913
F1MBE6	F1MBE6	9913
F1MBE9	F1MBE9	9913
F1MBF1	F1MBF1	9913
F1MBF6	F1MBF6	9913
F1MBG0	F1MBG0	9913
F1MBG3	F1MBG3	9913
F1MBG5	F1MBG5	9913
F1MBG6	F1MBG6	9913
F1MBG9	F1MBG9	9913
F1MBH3	F1MBH3	9913
F1MBH5	F1MBH5	9913
F1MBH7	F1MBH7	9913
F1MBI1	F1MBI1	9913
F1MBI5	F1MBI5	9913
F1MBI8	F1MBI8	9913
F1MBI9	F1MBI9	9913
F1MBJ3	F1MBJ3	9913
F1MBJ5	F1MBJ5	9913
F1MBJ8	F1MBJ8	9913
F1MBK3	F1MBK3	9913
F1MBK8	F1MBK8	9913
F1MBK9	F1MBK9	9913
F1MBL6	F1MBL6	9913
F1MBL7	F1MBL7	9913
F1MBM6	F1MBM6	9913
F1MBM9	F1MBM9	9913
F1MBN0	F1MBN0	9913
F1MBN2	F1MBN2	9913
F1MBN7	F1MBN7	9913
F1MBP4	F1MBP4	9913
F1MBP8	F1MBP8	9913
F1MBQ0	F1MBQ0	9913
F1MBQ1	F1MBQ1	9913
F1MBQ3	F1MBQ3	9913
F1MBQ4	F1MBQ4	9913
