input_up	Organism ID
D4ABK9	10116
F1M391	10116
Q1KQ07	10116
O70429	10116
B1WCA1	10116
B0BNA4	10116
E2QYN0	9615
L7N0B2	9615
J9NXT1	9615
E2RNQ2	9615
P19157	10090
P24472	10090
P10648	10090
F6Y363	10090
P10649	10090
Q9WVL0	10090
Q8K2Q2	10090
P30115	10090
P15626	10090
Q61133	10090
P46425	10090
O09131	10090
P48774	10090
P19639	10090
P13745	10090
F6SC55	10090
E9Q6L7	10090
O35660	10090
A2AE91	10090
Q8R5I6	10090
Q54TP9	44689
Q8CHT1	10090
F1P6V1	9615
F1R9X0	7955
F1QNI7	7955
Q5U375	7955
J9NWF0	9615
E2QVN9	9615
K9J8H5	9615
H9L077	9031
Q0DI31	39947
Q8S0R8	39947
Q7ZUI4	7955
Q6DGI6	7955
Q6P1J9	9606
F6V3H1	8364
K9J856	8364
H0Z3R7	59729
H0ZHX0	59729
H0ZVS5	59729
H0ZKV6	59729
H0ZN03	59729
Q09551	6239
O45686	6239
Q99NH8	10090
Q76KF0	10090
E2RPD0	9615
D4A5S0	10116
D3ZN37	10116
Q27601	7227
Q967S0	7227
Q9VRZ1	7227
G3V722	10116
F1M7M1	10116
Q62440	10090
Q9WVB2	10090
Q62441	10090
Q08122	10090
P35428	10090
F6NX32	7955
F1R9E8	7955
E7F0E4	7955
Q7ZUS3	7955
F1Q5U5	7955
E7FF34	7955
Q1LY27	7955
F1R9V3	7955
Q9PWK5	7955
Q1LY29	7955
E7FDZ2	7955
Q567A0	7955
Q6NYR4	7955
Q6DGJ0	7955
A1L1T3	7955
R4GEU2	7955
F1R0Y2	7955
B3DI57	7955
F1QG81	7955
F1R090	7955
Q8BYA0	10090
Q8CIV8	10090
H0ZQH3	59729
Q8WSL9	6239
B1WBY3	10116
F7EB99	8364
P68101	10116
Q6P685	10116
Q64270	10116
Q64350	10116
P81795	10116
P70541	10116
D3ZBJ7	10116
Q6IRS8	10116
E7FEJ0	7955
F1QPL1	7955
A2BFC8	7955
E7EYV0	7955
F1R1T4	7955
Q8UUX0	7955
P19440	9606
F1MVZ6	9913
E2R9R3	9615
E2QZR3	9615
J9NUQ2	9615
F1PKV5	9615
O44924	7227
Q9VPU1	7227
P08460	10116
D3ZCG5	10116
F7DHG1	8364
Q0VGT2	10090
P47806	10090
Q3U3Q1	10090
Q9VDL2	7227
Q86BR8	7227
A9UN86	7227
Q9VD25	7227
Q7K1S9	7227
Q960L1	7227
A2VEV4	7227
Q5BIF0	7227
Q9NB72	7227
Q9VJZ3	7227
Q86BI8	7227
A8JUY3	7227
Q9VG60	7227
I0EZ84	7227
Q9VIZ2	7227
Q6NNW3	7227
Q9VIZ0	7227
Q9VJY7	7227
Q9VMX3	7227
Q9VEL2	7227
A1ZBX4	7227
Q9VXB4	7227
Q8SYM9	7227
Q9VTL6	7227
Q7JVW5	7227
Q95S56	7227
Q9VX99	7227
Q5BI58	7227
H0RNI5	7227
Q9NG52	7227
X2J875	7227
P25167	7227
C3KGN0	7227
Q9U778	7227
Q961P2	7227
C6SV49	7227
Q9VP85	7227
E1JI58	7227
I3L7Q8	9823
I3L933	9823
F1RS48	9823
I3L944	9823
I3LB31	9823
F1S5A7	9823
I3LFB6	9823
F1SU85	9823
F1RH91	9823
F1SU83	9823
P79327	9823
I3LE80	9823
Q5EHP8	9823
I3LF08	9823
I3LQC1	9823
F1SC78	9823
F1RNP8	9823
F1RRT1	9823
I3LVL1	9823
P48059	9606
Q15404	9606
O88446	10116
P32211	10090
Q3V2F0	10090
P17515	10090
O08530	10090
P06684	10090
Q9D8I2	10090
F7B5D6	10090
Q9EP66	10090
Q8C131	10090
Q6W5C0	10090
Q64387	10090
Q9Z0U9	10090
P97295	10090
Q60612	10090
Q5NCH9	10090
Q68EF4	10090
P47212	10090
P42866	10090
Q9EPS2	10090
P58406	10090
P47774	10090
P49681	10090
O70460	10090
Q7M710	10090
P33766	10090
Q7TQB8	10090
Q01337	10090
Q7M719	10090
P47743	10090
Q01338	10090
P47746	10090
Q7M711	10090
Q7M712	10090
Q7M713	10090
P51678	10090
Q9WUG6	10090
Q7M715	10090
Q7M717	10090
Q7M718	10090
Q7TQA4	10090
P22005	10090
Q7TQA5	10090
Q7TQA8	10090
A2ANF0	10090
Q7TQA9	10090
Q7TQA6	10090
Q7TQA7	10090
Q7M708	10090
P49660	10090
Q7M709	10090
O70342	10090
P56479	10090
Q3TZ86	
Q7M707	10090
G3UYL9	10090
P30935	10090
Q9JHH5	10090
Q6IYF8	10090
P10889	10090
Q7TQP4	10090
O35852	10090
P47936	10090
Q9JIL2	10090
Q925K6	10090
Q7M721	10090
Q7M720	10090
O09047	10090
Q9QYS2	10090
Q9EQI5	10090
Q91ZY2	10090
O54689	10090
P51683	10090
P51682	10090
P51680	10090
G3X986	10090
Q7M724	10090
Q8K4P1	10090
Q7M725	10090
Q7M722	10090
Q7M723	10090
P52592	10090
P35343	10090
Q04573	10090
P18340	10090
P32300	10090
Q9Z0L1	10090
Q810W6	10090
Q9ERZ4	10090
Q80T41	10090
F6Z9S8	10090
O55038	10090
P59530	10090
Q61041	10090
P59529	10090
P86793	10090
P86792	10090
P30875	10090
F8VQ23	10090
P33534	10090
P30873	10090
P59528	10090
P35374	10090
P35377	10090
Q6PDF2	10090
Q3UJF0	10090
Q8CHK2	10090
Q8K1Z6	10090
O08858	10090
Q9JJS7	10090
Q9WUT7	10090
P59532	10090
Q99MT6	10090
P30882	10090
Q14BI2	10090
O88410	10090
Q9Z126	10090
Q8BMP4	10090
Q3UCS9	10090
Q8BSU2	10090
Q04683	10090
Q9EQ16	10090
Q9JL21	10090
P84444	10090
P10601	10090
Q8BGE9	10090
P60041	10090
Q9Z2J6	10090
Q9JKA3	10090
O89093	10090
O35903	10090
P12850	10090
Q9R257	10090
Q9ESG6	10090
Q9JKT3	10090
Q68ED2	10090
Q9Z1X0	10090
Q9JKT4	10090
P50228	10090
P57774	10090
O88854	10090
Q9WV18	10090
Q91X56	10090
Q21455	6239
Q9XXQ9	6239
Q9XXR3	6239
P41390	284812
H0ZLJ7	59729
H0ZV60	59729
Q3V5K0	6239
Q8I4A8	6239
Q22765	6239
P34265	6239
Q9TYI3	6239
U4PMN2	6239
Q9TXI2	6239
Q95XP4	6239
Q20933	6239
Q9TYX4	6239
U4PF39	6239
U4PBW0	6239
Q18865	6239
P91360	6239
Q19704	6239
Q18142	6239
Q19726	6239
O61768	6239
H2KZ80	6239
Q22146	6239
G5EC46	6239
O02064	6239
Q22245	6239
Q21764	6239
Q22243	6239
O01774	6239
O01325	6239
Q23554	6239
O01798	6239
U4PC90	6239
Q9GZG1	6239
Q23102	6239
U4PRY7	6239
Q8TA58	6239
Q0QVT5	9615
F1PS56	9615
F6PNY8	9615
H0Z7M6	59729
H0Z295	59729
H0ZEH0	59729
H0Z7F5	59729
H0ZM19	59729
H0ZGW0	59729
H0Z4A8	59729
H0ZCY8	59729
H0ZHK6	59729
H0Z8J4	59729
H0YYL8	59729
H0YP72	59729
H0ZIP2	59729
H0ZV11	59729
H0Z2A8	59729
H1A3Y1	59729
H0YTF8	59729
H1A5V1	59729
H0Z658	59729
H0YPQ8	59729
B5KFI8	59729
H1A0U7	59729
H0Z1Z7	59729
H0Z4L2	59729
H0ZBF7	59729
H0YQL8	59729
H0ZJY7	59729
H0ZDJ7	59729
H0ZDJ3	59729
H0ZB66	59729
H0ZHZ8	59729
H0YYJ4	59729
H0Z2C2	59729
H0Z198	59729
H0ZEQ2	59729
H0ZY89	59729
H0ZB63	59729
H0ZAU3	59729
H1A2I5	59729
H0YU37	59729
H0Z4N1	59729
H0Z7J9	59729
H0Z969	59729
H0Z824	59729
H0ZI88	59729
H0Z6U1	59729
H0Z8M6	59729
H0ZB87	59729
H0ZWT7	59729
H0ZH58	59729
H0ZM68	59729
H0Z3I9	59729
H0Z980	59729
H0YX88	59729
H0YU15	59729
H0ZDN7	59729
H0Z8W1	59729
H0ZUY3	59729
H0Z5H5	59729
H0ZZZ8	59729
H1A3Z6	59729
H0YXW4	59729
H0YX00	59729
H0ZYK0	59729
H0YRU5	59729
H0Z990	59729
H0ZGM6	59729
H0ZAG9	59729
H1A093	59729
H0ZSQ5	59729
H1A095	59729
H0YTG4	59729
H0YZY8	59729
H1A2X0	59729
H0ZID6	59729
H0ZVC1	59729
H0Z796	59729
H0ZV61	59729
Q0VCT5	9913
Q4PKH3	9913
P15304	10116
A0FKC7	9031
P62985	9031
Q5ZJW3	9031
P0CG62	9031
Q0PQ88	9031
H0Z2F0	59729
B5G3E1	59729
H0Z2E6	59729
R4GJ08	9031
F1NU04	9031
F1NQQ2	9031
E1BWG8	9031
P05131	9913
G3N3X4	9913
P00514	9913
P00515	9913
H9GXF8	7955
B7ZD46	7955
B7ZD47	7955
A5WVS7	7955
A2CG09	7955
H9GZ01	7955
F1R4F8	7955
Q6AZD3	7955
R4GH81	9031
F1NZY0	9031
E1C347	9031
G3N2Y7	9913
P00257	9913
A3KMX9	9913
F1N6V9	9913
Q148K8	9913
Q05B51	9913
F1N060	9913
Q8L6Z7	3702
Q9LMS6	3702
O65607	3702
F4IAM4	3702
Q94A33	3702
F1Q8L4	7955
Q1L8J7	7955
F8W5M8	7955
F1R5B0	7955
F1QDY5	7955
E7F4J4	7955
F1Q968	7955
F1QKA3	7955
P46415	7227
F1N720	9913
Q4JMD8	9913
G3MYH1	9913
Q2LGB6	9913
F1ML83	9913
F1MV95	9913
Q2LGB2	9913
G3MY21	9913
Q6WCD5	9913
B2CRY1	9913
P26201	9913
Q56GY8	9913
Q56GY6	9913
D3ZY58	10116
D3ZCZ3	10116
D4A1W7	10116
H0ZCR4	59729
Q5F480	9031
Q27526	6239
O76632	6239
P16612	10116
Q5PQU0	10116
M0RBF2	10116
F1DQZ7	9823
A8WCF7	9823
A9YF33	9823
B2D2K0	9823
A9Y007	9823
Q80UF7	10090
Q99MB1	10090
Q8BJQ4	10090
P07224	9913
F1R6E5	7955
Q6NY87	7955
F1QB77	7955
Q6PHE9	7955
F1QJS3	7955
Q2YDS1	7955
F1QQ16	7955
F1QK90	7955
F1QS38	7955
F1R092	7955
I0BWP2	9615
E2RAQ7	9615
F1PJ18	9615
I0BWP3	9615
I0BWP0	9615
E2RBU5	9615
F1PER0	9615
I0BWP1	9615
J9NTS6	9615
F1PS21	9615
F1PVZ4	9615
L7N0D3	9615
E2R0L0	9615
F1Q461	9615
J9P810	9615
J9P0G9	9615
F1PGB8	9615
J9NRR1	9615
F1PLB6	9615
J9NSL2	9615
F1PJ20	9615
F1P602	9615
F6XRV4	9615
F1PUW3	9615
J9NXB3	9615
F1Q458	9615
F1PF20	9615
F1PJY7	9615
B6CGK7	9615
E2RGW7	9615
F1PM76	9615
J9P8P1	9615
I0BWN9	9615
I0BWN8	9615
Q1KQ10	9615
E2QTW4	9615
I0BWN5	9615
I0BWN4	9615
Q1KQ09	9615
F1Q3A1	9615
J9NV20	9615
J9NZR6	9615
F1PE34	9615
F1PCL5	9615
E2R6E8	9615
J9NX77	9615
E2R5C1	9615
F1PKN8	9615
A1E438	9615
F1PM64	9615
F1PG84	9615
F1PBM4	9615
J9P4E3	9615
E2QU67	9615
E2RTF8	9615
F1PGG2	9615
I0BWQ7	9615
O62733	9615
I0BWQ5	9615
F1PXH7	9615
F1PAR3	9615
J9NWB7	9615
F1Q208	9615
I0BWQ0	9615
J9P8R4	9615
I0BWQ2	9615
I0BWQ1	9615
I0BWQ4	9615
F1PM55	9615
F1Q206	9615
I0BWQ3	9615
E2QY00	9615
E2RKM3	9615
F1PU39	9615
A1YW83	9615
J9P9I3	9615
A1YW82	9615
F1PBP9	9615
J9PA96	9615
F1PWP7	9615
J9P511	9615
E2RSP6	9615
I0BWP9	9615
P22457	9913
Q07175	9913
D3ZCP6	10116
Q9WU82	10116
G3V8Q9	10116
F1S0V6	9823
Q9NPF0	9606
P20062	9606
O15054	9606
D3ZIA5	10116
Q3KR99	10116
Q561R1	10116
M0R9U5	10116
D3Z896	10116
P49793	10116
M0R9L1	10116
F1MAH8	10116
Q5XI51	10116
D3ZS26	10116
M0R8I8	10116
D3ZIH9	10116
M0RC87	10116
F1LWJ5	10116
Q5M856	10116
D3ZBL6	10116
D3ZEH8	10116
D3ZV60	10116
M0R3M4	10116
Q5U2W4	10116
F1M8L1	10116
F1M9G6	10116
F1M389	10116
D4A3X0	10116
Q4V8C2	10116
D4A9X9	10116
Q5I0J4	10116
Q6AYL9	10116
Q3ZAU7	10116
D3Z8B2	10116
G3V6M8	10116
F1LT50	10116
D4A1C5	10116
D3ZZZ0	10116
F1LSL2	10116
F7F189	10116
F2Z3S0	10116
O55099	10116
F1MAA5	10116
B2RZ23	10116
D3ZNX2	10116
F1M457	10116
F1M653	10116
M0R9Y3	10116
D4A0G9	10116
D3ZVJ3	10116
D3ZIV3	10116
D4A054	10116
Q80U96	10116
D4A624	10116
B0BN28	10116
M0R9I1	10116
D4AC25	10116
E9PT83	10116
Q4V7C0	10116
D4A5D3	10116
P63088	10116
E9PSW8	10116
Q4V8G7	10116
F1LP20	10116
D3ZWI4	10116
Q78PB6	10116
F1M745	10116
F1M3N2	10116
Q63525	10116
F1LW84	10116
D3ZG58	10116
Q5U1Z7	10116
B1WBY4	10116
Q8VIL3	10116
Q4QQS8	10116
D3ZXY1	10116
D3ZQG8	10116
F1LVV4	10116
F1RUN9	9823
G1K0Y1	6239
G5EEN3	6239
G5EBE8	6239
Q20487	6239
Q0JCD0	39947
Q33E21	39947
Q9SDG5	39947
Q7XK23	39947
A3A8M2	39947
Q6ZI55	39947
F1S274	9823
F1SHI1	9823
F1Q8B5	7955
F1QBK3	7955
Q9VBX2	7227
F1SUU4	9823
F1SFE3	9823
Q9C0C9	9606
P62837	9606
P60604	9606
P41226	9606
Q9Y385	9606
P61077	9606
Q15819	9606
Q8WVN8	9606
Q9GZZ9	9606
P49459	9606
P61081	9606
Q712K3	9606
Q9Y2X8	9606
P68036	9606
P63146	9606
A0AVT1	9606
P22314	9606
Q969T4	9606
Q969M7	9606
Q8N2K1	9606
Q96LR5	9606
P61086	9606
Q96B02	9606
Q5VVX9	9606
P49427	9606
Q7Z7E8	9606
Q16763	9606
P62253	9606
P62256	9606
Q9H832	9606
Q8TBC4	9606
F1MX94	9913
F1MDQ6	9913
P04637	9606
R4GLW7	9031
E7F1N3	7955
I3IT16	7955
Q7YSA7	9823
A5A4L7	9823
F1RP40	9823
Q05902	559292
H0YYM2	59729
H0ZTL5	59729
H0YUR7	59729
H1A1S8	59729
H0Z7J4	59729
F1NXR0	9031
F1NAD3	9031
M0R894	10116
D4A7M2	10116
D4A980	10116
Q9QYN5	10116
F1NJS3	9031
E1C3E9	9031
R4GLR6	9031
F1P3M3	9031
E1BX53	9031
E1C1Y1	9031
F1P2U6	9031
Q54QI7	44689
Q62715	10116
Q62714	10116
F1LQB7	10116
Q4JEI3	10116
Q4JEI7	10116
Q9Z1F1	10116
Q8SZ72	7227
Q8MR36	7227
Q8IQS4	7227
Q8MS40	7227
Q9VVM4	7227
Q9VVM1	7227
Q9W0U6	7227
Q8T058	7227
Q4QPQ4	7227
H0ZWF7	59729
H0YTR4	59729
H0ZZM4	59729
H0YVF6	59729
Q9NPH3-1	9606
P01583	9606
P01584	9606
F1MQD9	9913
F1MKV7	9913
E1BCN2	9913
Q9NYR8	9606
P14061	9606
Q7JFY2	9913
E1BMP2	9913
Q7JFY1	9913
A2VDX2	9913
Q30309	9913
Q3T0T7	9913
Q6GVI3	9913
Q7JFY3	9913
E7FLN0	9913
Q9GM61	9913
F1ML60	9913
F1N0X9	9913
Q30302	9913
F1N610	9913
E1BIU0	9913
Q8MGS8	9913
Q95111	9913
A6QNT8	9913
Q8MGU2	9913
Q30265	9913
E1BPR4	9913
Q9TPM0	9913
A5PJ88	9913
Q0PK29	9913
F1MV07	9913
A2VDL8	9913
Q0PK28	9913
Q0PK31	9913
F1MIY6	9913
Q29630	9913
G9HQR0	9913
F1MJU5	9913
Q0PK30	9913
Q4G010	10116
F1LS72	10116
Q6AXQ0	10116
M9PCE9	7227
Q9GR11	7227
Q9U4U5	7227
Q86BI2	7227
E9QJ20	7955
A5WWG3	7955
E9QCZ4	7955
Q6DEL8	7955
F1QGH4	7955
A3KP53	7955
F1R0L6	7955
Q90YX4	7955
E9QJ66	7955
Q6NV43	7955
A5WWG2	7955
F1P531	9031
F1NYK3	9031
E1C4U9	9031
Q9UTL3	284812
E2RLQ9	9615
J9NYF2	9615
J9NXM8	9615
F1PNX1	9615
F1PAI5	9615
A5PLA8	7955
E7F4A0	7955
F1R5L7	7955
F8W4X1	7955
I3LJC1	9823
F7B1U8	8364
F6PPI7	8364
F7D558	8364
F6SK00	8364
Q5XGD4	8364
G1K3F6	8364
B5DES2	8364
F6S3J1	8364
F6YGL0	8364
Q6P8C7	8364
Q5M8K3	8364
F6V4H1	8364
F6VSF7	8364
Q6P8D4	8364
A4IH22	8364
F7AWR3	8364
Q6DF05	8364
F6W0T9	8364
A4IGY5	8364
B0BMS5	8364
F7CT30	8364
F7DKM1	8364
F6TF33	8364
B4F6N0	8364
F7DSD0	8364
A8WH16	8364
F7B6H7	8364
A4IH12	8364
B1H2X3	8364
A9JSN1	8364
F6X6F2	8364
Q6P8E2	8364
F6W0U6	8364
F7EDR1	8364
F6T0R6	8364
B4F6M1	8364
Q5M788	8364
F7EHF5	8364
Q6DFM4	8364
F7AAF0	8364
Q6DIX8	8364
F6X6G1	8364
F7EHG0	8364
F6SA45	8364
F6XLQ5	8364
F6WJV7	8364
F7BRQ9	8364
F7B4W6	8364
Q28CD3	8364
F6SK79	8364
F7BS74	8364
F6WDZ9	8364
Q6P7Y5	8364
F7EE94	8364
F6R9H3	8364
F6TEP8	8364
Q28GF0	8364
F6RUI7	8364
F6YE74	8364
P59543	9606
P59544	9606
Q9NYW2	9606
Q9NYW3	9606
Q9NYW0	9606
Q9NYW1	9606
Q9NYW7	9606
Q9NYW6	9606
Q9NYW5	9606
Q9NYW4	9606
P59551	9606
Q9NYV8	9606
Q9NYV7	9606
Q9NYV9	9606
P59541	9606
P59542	9606
Q7RTR8	9606
P59540	9606
P59535	9606
P59534	9606
P59533	9606
P59539	9606
P59538	9606
P59537	9606
P59536	9606
H0YTU5	59729
P61291	9823
F1SQJ7	9823
F1SMW9	9823
I3LAB6	9823
F1RXI6	9823
Q2PYM7	9823
F1RGC9	9823
F1SFE6	9823
Q0GC65	9823
F1RSM2	9823
Q32YV8	9823
Q32YV9	9823
O18838	9823
G3DRF8	9823
I3LL55	9823
I3LVJ7	9823
I3LJ30	9823
Q2TUQ3	9823
F1RKI9	9823
A5D9J4	9823
A5D9J1	9823
F1SGM1	9823
Q5GA57	9823
F1SGM3	9823
Q5GA58	9823
A5D9J5	9823
Q6W6X0	9823
A5D9J6	9823
Q6W6X1	9823
F2Z5L7	9823
F1RG00	9823
A5D9J0	9823
Q6W6W9	9823
F1SGF1	9823
F1S9C7	9823
F1S9C9	9823
I3LEW5	9823
F1SID4	9823
F1ST02	9823
Q2F3J5	9823
F1SME6	9823
P62197	9823
Q5GA56	9823
F1S9F7	9823
I3LDX3	9823
F2Z528	9823
I3LQ51	9823
I3L9N5	9823
I3LB90	9823
O19176	9823
I3L7U9	9823
F1RFV5	9823
Q29096	9823
Q95292	9823
F2Z5N0	9823
F1RKW8	9823
F1SB53	9823
I3LS80	9823
F1SSL6	9823
F2Z5J1	9823
F1SBA5	9823
F1RPQ3	9823
Q5JC42	9823
A1XQU1	9823
Q5JC41	9823
F1RNR7	9823
F1S870	9823
I3L6B9	9823
Q8MI32	9823
F1RXA7	9823
H0YXU4	59729
H0ZTI7	59729
H0ZKP1	59729
H0YZW3	59729
H0ZN64	59729
H1A3V3	59729
H0ZX99	59729
B5G281	59729
H0ZL15	59729
H0ZW74	59729
H0ZW56	59729
H0YUZ8	59729
A3KN21	9913
F1N6H6	9913
A6QLY0	9913
E1BER5	9913
E1BJS9	9913
F1MHZ5	9913
F1MQH2	9913
F6QDM0	9913
A5D7J8	9913
F1MFH7	9913
Q3ZC64	9913
E1BJ31	9913
F1N781	9913
F1MKR1	9913
F1N780	9913
Q17R05	9913
F1N163	9913
P78423	9606
P49238	9606
Q8LRJ3	39947
Q9LGU6	39947
A3ACW6	39947
Q0DKY4	39947
Q6K7R8	39947
B7EIE5	39947
P93438	39947
Q8T4A1	7227
A1Z8W9	7227
A1Z8W8	7227
Q9NQ92	9606
P24385	9606
Q9BQA1	9606
O14744	9606
P11802	9606
O18358	7227
Q9VTX5	7227
M9PFF1	7227
F1P8F7	9615
E2QZD4	9615
E2RPE1	9615
F1PCQ3	9615
J9NVM8	9615
A4PE09	9615
F1STS8	9823
F1RL39	9823
F1RK64	9823
F1SF37	9823
F1RK94	9823
F1SPG8	9823
F1SJ15	9823
I3L959	9823
F1RRR3	9823
I3LBV3	9823
I3LVH1	9823
O15055	9606
Q49AN0	9606
O15534	9606
Q16526	9606
F1MDD8	9913
P32462	559292
Q9C0V7	284812
Q5ZKC9	9031
E1C6J4	9031
E1C4Z6	9031
E1BPX4	9913
F1SV63	9823
I3LK32	9823
F1SV64	9823
I3LUA8	9823
I3LGC4	9823
F1SRA3	9823
I3L5V9	9823
J9PB51	9615
F1PU26	9615
E2RGN5	9615
J9NWL1	9615
F1P8L2	9615
Q9LXC9	3702
A6H7J6	9913
G9BHW9	9913
A6QLY2	9913
A5PJN2	9913
Q2NL01	9913
P35213	10116
F1M836	10116
D3ZHL1	10116
F1RSM7	9823
D3ZVK1	10116
Q1RMH8	9913
Q2HJG5	9913
Q3T0M0	9913
Q0VD53	9913
H0YQ82	59729
H0ZYB7	59729
H0YXS2	59729
H0ZF62	59729
H0ZF58	59729
H0YXS4	59729
P37020	559292
E2QZX3	9615
Q9DBL7	10090
H9GYY3	7955
F1R417	7955
H9GYL3	7955
H9GYF4	7955
Q90Y37	7955
Q5RH75	7955
H9GZ55	7955
E9QI44	
H9GYR1	7955
H9GYH0	7955
H9GXH8	7955
F7ASE7	8364
F7ASD8	8364
E1C581	9031
R4GJV4	9031
I3LQY5	9823
D0G6S7	9823
F1RV87	9823
I3LR71	9823
F1MV86	9913
G5E577	9913
C4PFJ6	9823
I3LJK8	9823
F1SPZ3	9823
B0B2G7	9823
B0B2G8	9823
F1SE53	9823
P02770	10116
F1RE14	7955
Q502A6	7955
Q8AWD9	7955
A2BF64	7955
F8W366	7955
K7GSD5	9823
Q9XT81	9823
K7GPI4	9823
I3LHM1	9823
I3L9I7	9823
I3LEB5	9823
F1RU73	9823
I3L8N9	9823
K7GKH6	9823
Q9QXS1	10090
F1LLW8	10116
Q6Z4E4	39947
O43524	9606
Q0VCJ5	9913
E1BMG1	9913
E1BCH5	9913
P24860	10090
P40301	7227
Q9VB40	7227
P40304	7227
Q9VFS8	7227
E1UIA5	7227
Q9XYN7	7227
Q8T8V8	7227
Q9W470	7227
Q9W414	7227
Q9V3V6	7227
Q8SZ19	7227
Q9VJJ0	7227
Q7KLV9	7227
C1C3F8	7227
Q8SYQ2	7227
Q9V3H2	7227
P18053	7227
Q9VUJ4	7227
P12881	7227
Q9VUJ1	7227
O18413	7227
P22769	7227
B4F5B0	7227
Q9XZC3	7227
A0AQH0	7227
Q95083	7227
Q9NHX7	7227
P25161	7227
Q9V3P6	7227
Q8INY4	7227
Q9V3P3	7227
Q9VYG1	7227
Q9VK14	7227
Q27575	7227
B4F5A2	7227
Q9XZJ4	7227
Q9W1S5	7227
Q9V3G7	7227
Q7KMP8	7227
P55035	7227
Q9U7A2	7227
Q9V405	7227
Q9VNA5	7227
P48601	7227
Q7KMQ0	7227
Q9V3Z4	7227
Q9VQE5	7227
P26270	7227
Q9V637	7227
Q8T8U1	7227
O17311	7227
O17312	7227
Q9V436	7227
Q95SA6	7227
Q86NT6	7227
C0ML85	7227
Q7K148	7227
Q9VW54	7227
Q9V5C6	7227
Q17QV3	9913
I3LLA4	9823
F1RS82	9823
I3LAQ4	9823
P00548	9031
J9JHD8	9615
F1P7G9	9615
F1S359	9823
F1S5J6	9823
F1SAJ3	9823
I3LTW9	9823
F1S0F4	9823
B3GQS6	9823
I3L7I5	9823
Q95KQ6	9823
F1RQR2	9823
F1RZF2	9823
F1SHC3	9823
F1RGP4	9823
Q8WNW4	9823
F1MXT2	9913
G3N3K7	9913
G3MYH9	9913
F1MVJ9	9913
G3MYK3	9913
E1B8Z4	9913
P01576	9913
F1MRU7	9913
F1MRX9	9913
G8JKY7	9913
F1N6A7	9913
G3MWZ5	9913
G3N0I1	9913
Q04790	9913
F1MCX4	9913
E1BDZ1	9913
G3X8G5	9913
F1MLP8	9913
E1B7E8	9913
F6XM23	9615
H0Z2D1	59729
H0ZJY4	59729
Q68FT6	10116
F7C828	8364
F7D314	8364
Q13237	9606
Q5PQT3	10116
F6Y4H9	8364
I3LAJ5	9823
I3L821	9823
Q63932	10090
Q03141	10090
P28028	10090
Q61097	10090
Q1ECY9	7955
O95267	9606
Q8TDF6	9606
Q7LDG7	9606
F1P4D3	9031
G3MZR0	9913
F1N7E8	9913
G3N2E4	9913
E1BGZ2	9913
E1BJC2	9913
F1MC40	9913
E1BG73	9913
Q2TA01	9913
E1BJB4	9913
E1BJB5	9913
A7YWF3	9913
E1B7N9	9913
F1MGL5	9913
E1BKI6	9913
F1MNI1	9913
F1MQV5	9913
F1MFC9	9913
E1B8U8	9913
A8NH28	9913
F1MIX9	9913
E1BM95	9913
A6QQN3	9913
Q7Z7A1	9606
Q7Z7A1-3	9606
Q32MZ4	9606
Q92614	9606
Q9NVK5	9606
O15164	9606
P39880	9606
Q16630	9606
Q9UBW7	9606
Q9R0H0	10090
H0ZKC1	59729
H0ZT62	59729
H0ZGV5	59729
H0Z3E9	59729
H0Z147	59729
H1A002	59729
Q01177	10116
H0ZYY8	59729
H0ZYJ2	59729
H0YQT0	59729
H0ZYP7	59729
H0ZUY7	59729
H0ZG80	59729
H0ZWY4	59729
P13589	10116
F1LU02	10116
D4A428	10116
D3ZD03	10116
M0R8H7	10116
D3ZLZ2	10116
F1LRY4	10116
F1LU43	10116
D3ZFH0	10116
Q5XI26	10116
P70499	10116
D3Z919	10116
D3ZDS9	10116
Q7Z9H9	284812
P87145	284812
O59722	284812
F1NYG1	9031
F1NRI5	9031
Q05695	10116
A0MZ67	10116
I3L5X0	9823
Q6PD21	10090
P27348	9606
P31947	9606
Q04917	9606
P30307	9606
Q9R194	10090
P97784	10090
J9P746	9615
E2RMC0	9615
F1PIQ7	9615
F1Q0H6	9615
F1PW86	9615
F1QAR3	7955
F1QIT8	
D3ZFR9	10116
F1SGQ6	9823
F1RWY6	9823
Q32Q86	10116
Q9Z301	10116
B2GUU9	10116
Q8CHI5	10116
M0R834	10116
F1LPU1	10116
Q5U324	10116
Q6Q7Y5	10116
Q63210	10116
M0R6X7	10116
Q95KV0	9913
Q95KV1	9913
Q95KU9	9913
F6RIH1	9913
A6QQK2	9913
Q17QJ6	9913
G3N227	9913
A2VDU3	9913
E1B7Z0	9913
Q3ZCC3	9913
F6X1Z0	8364
Q28H88	8364
F6X1W5	8364
F1SMW2	9823
K7GLK4	9823
B4UT24	9823
F1SHE3	9823
I3L7S2	9823
F1RQR5	9823
Q9N2I3	9823
A5GFQ9	9823
K7GRL2	9823
F1S2V7	9823
Q8WMZ2	9823
F1RX68	9823
F1SRR2	9823
F1SPA8	9823
Q9BE99	9823
K7GQL7	9823
K7GRK0	9823
K7GT46	9823
Q9TT70	9823
Q9TT71	9823
F1S9Y5	9823
E2RJ93	9615
E2QV76	9615
O88947	10090
P16294	10090
Q06194	10090
O74561	284812
Q00194	9913
Q99NI4	10116
H0ZKD0	59729
H0YZN0	59729
H0ZU06	59729
H0ZKD7	59729
