input_up	Organism ID
Q6DET7	8364
Q28IL6	8364
A4II14	8364
Q28GB4	8364
F6XCL8	8364
B0BM43	8364
Q6P7K2	8364
F6TE47	8364
Q5RJJ6	8364
Q28FP8	8364
Q6P8G2	8364
Q6P8D0	8364
F6ZEJ3	8364
Q6P8D1	8364
F7DIA4	8364
Q5HZT5	8364
F6TEK0	8364
Q6PBF0	8364
Q6DDC6	8364
Q6DDC9	8364
F7ATD2	8364
F7A7L1	8364
F6ZA97	8364
B3DLV5	8364
Q6P639	8364
F7APU0	8364
Q6DIQ8	8364
F6RJS6	8364
F6S192	8364
F6ZD50	8364
F6TC31	8364
Q28CV5	8364
B0BME0	8364
F7DSA5	8364
F7DEG5	8364
Q5XGA8	8364
B1H3B6	8364
F6QKZ5	8364
F7DPN9	8364
F6XDJ1	8364
Q6DEU4	8364
Q6DEN9	8364
Q63ZF9	8364
A9JSD7	8364
F6UKB7	8364
A7MC60	8364
F7EHK8	8364
F7DL49	8364
Q28G60	8364
Q6DDB6	8364
Q28D24	8364
A9JSC5	8364
A9JSC6	8364
F6X978	8364
B4F6K7	8364
Q642T2	8364
Q28IH1	8364
B4F733	8364
F6PIH0	8364
Q28HK3	8364
F6VPX2	8364
B3DLS9	8364
F6Y9Q4	8364
F6WVF6	8364
F6QG21	8364
Q6DFP1	8364
Q5M8X1	8364
Q5I0T5	8364
F6PRL7	8364
F7E592	8364
F6UD20	8364
F7E7H4	8364
Q28FK6	8364
F6VAL5	8364
Q6DEP9	8364
F7B0K5	8364
A4QNG7	8364
F6VDK6	8364
Q28IA8	8364
Q5BKH7	8364
A4IGS7	8364
F6USY3	8364
Q6DFM7	8364
A9UMU7	8364
Q6DEQ5	8364
Q6DEQ6	8364
Q28EJ8	8364
Q6DEQ7	8364
A4IHK4	8364
F7E623	8364
Q6AZL4	8364
Q28HY9	8364
Q6AZL5	8364
F6TV36	8364
F7EA23	8364
Q0VGV3	8364
Q6PBC1	8364
Q6AZL0	8364
Q6AZL1	8364
Q6DFN8	8364
Q6DFN9	8364
Q6DER2	8364
Q28J32	8364
B3DM10	8364
Q6DER8	8364
Q6DER9	8364
Q6PBC4	8364
Q06609	9606
O15455	9606
Q02357	10090
Q810U3	10090
Q6LED0	10116
D3ZJ08	10116
M0RB06	10116
D3ZLJ9	10116
D3ZJ51	10116
D4AD31	10116
M0R4E5	10116
M0RDF1	10116
M0R9H5	10116
M0R8H0	10116
P01244	10116
Q6P6Q7	10116
P52631	10116
P16310	10116
F1M9D6	10116
Q62689	10116
Q10MX3	39947
Q43011	39947
H0Z6H7	59729
B5G2P5	59729
H1A5A7	59729
H0YP36	59729
H0YP35	59729
H0Z9N6	59729
B5G2P7	59729
J9NWJ7	9615
F1PNC1	9615
J9P6K9	9615
F1PNC0	9615
E2REK6	9615
E2RJ59	9615
J9NWQ5	9615
F2Z4P5	9615
J9NXY2	9615
E2R8S4	9615
F6Y0R2	8364
Q0IIW3	8364
F6W0J3	8364
F1PE17	9615
F1PBJ6	9615
G1K2D2	9615
E2RTE2	9615
Q9BFW3	9615
E2R4R4	9615
F1PM04	9615
E2REG8	9615
F1Q3Q8	9615
E2R4R1	9615
P17716	9615
F1Q0I5	9615
J9NRH4	9615
F1PWW6	9615
F1PTX6	9615
P17124	9615
J9JHK2	9615
F1PI21	9615
F1P8X7	9615
F1PZS7	9615
Q9TU31	9615
F1PK22	9615
E2R9A7	9615
F1PDR7	9615
E2R517	9615
J9PAK7	9615
F6XXE7	9615
J9P480	9615
L7N0F6	9615
Q5XM32	9615
F1PQW0	9615
F1P8N7	9615
F1PE48	9615
E2RQ39	9615
E2RGU8	9615
F1P776	9615
E2RPI2	9615
B3XXF2	9615
E2R4N0	9615
B3XXF1	9615
J9P762	9615
K0J610	9615
F1PM43	9615
J9NRM2	9615
K0J564	9615
H9GW78	9615
J9NVD3	9615
B3XXE8	9615
P11617	9615
E2RTJ2	9615
J9P7G0	9615
F1PEH0	9615
E2RJZ8	9615
J9P572	9615
Q8SPU9	9615
P63289	9615
F1PZC5	9615
E2RK32	9615
O77559	9615
F1PJI8	9615
F1PJI9	9615
O77808	9615
J9P6F0	9615
F1PDW3	9615
F1PKI7	9615
P52212	9615
P52211	9615
F1PI78	9615
F1PWU5	9615
E2RIK5	9615
P62872	9615
P18842	9615
F1P7Q6	9615
Q4JIV8	9615
F6Y6T1	9615
F1PAY0	9615
F1PHX0	9615
Q75V94	9615
F1P8J2	9615
Q75V93	9615
J9P7A8	9615
E2RQZ0	9615
F1PZE2	9615
F1Q095	9615
Q9TU16	9615
E2RK12	9615
F1Q8A2	7955
F8W548	7955
E7F6T3	7955
B8JIT5	7955
H0ZLS1	59729
M9PF96	7227
Q9VWC8	7227
Q7JUN3	7227
Q91X44	10090
B3DM35	8364
F7E1T3	8364
F7EH19	8364
Q28H11	8364
A0JM15	8364
F6VZA1	8364
F6YW43	8364
F6T0T9	8364
F7CFU5	8364
F6Z5A4	8364
F6Y5G6	8364
F6ZV19	8364
F6UP78	8364
F7CZT8	8364
F7EI83	8364
I3LQU8	9823
F1SK15	9823
I3LT90	9823
H0ZG98	59729
O15504	9606
Q8NFH3	9606
Q8NFH4	9606
Q8NFH5	9606
P12270	9606
Q92621	9606
Q8TEM1	9606
P49792	9606
O75694	9606
P49790	9606
Q8N1F7	9606
Q9BVL2-1	9606
Q9BVL2-2	9606
P57740	9606
P62826	9606
Q7Z3B4	9606
Q9BW27	9606
Q12769	9606
Q8WUM0	9606
Q99567	9606
P78406	9606
P52948-4	9606
P52948-3	9606
P52948-5	9606
Q5SRE5	9606
P37198	9606
Q9UKX7	9606
O14980	9606
Q96HA1	9606
Q9NRG9	9606
P04618	11706
P35658	9606
F1LQ55	10116
P90925	6239
Q15116	9606
P29350	9606
P06239	9606
Q06124	9606
Q9NZQ7	9606
P41240	9606
Q9BQ51	9606
G3V9K9	10116
G3V9I5	10116
P50297	10116
E3TBJ7	10116
A3AXQ4	39947
Q6ZF45	39947
A3BL57	39947
Q0J9U3	39947
Q5JQW8	39947
Q0D5H2	39947
Q29RK1	9913
Q10334	284812
G3MXK4	9913
B2WTN5	9913
F1N2P3	9913
Q05B56	9913
G3X7P1	9913
Q08DX5	9913
F1MZ35	9913
A1L590	9913
Q3ZBC0	9913
Q1JQ91	9913
A6H7G8	9913
A5PJW8	9913
G3MZY8	9913
Q32P78	9913
E1BCT0	9913
Q5E9B8	9913
Q3T0Q3	9913
Q3SX39	9913
F2Z4C9	9913
F1MG12	9913
Q2T9Z5	9913
F2Z4J4	9913
A8QQK8	9913
Q1RMT1	9913
Q2T9L9	9913
F2Z4H3	9913
Q2KJ73	9913
P10749	10090
P01582	10090
P27931	10090
P30273	9606
P43405	9606
P02452	9606
P06241	9606
P08123	9606
Q9HCN6	9606
P07948	9606
Q32KJ6	10116
Q75M02	39947
A3AV22	39947
Q6ZC85	39947
Q5N8X8	39947
B9EYX5	39947
Q6F2V1	39947
Q7F9D6	39947
Q0J7Q4	39947
Q8LI69	39947
Q2R4I6	39947
B9ETS9	39947
Q10D80	39947
Q0IPN4	39947
Q0DKN9	39947
B9G0F0	39947
Q0JK78	39947
Q10T38	39947
Q10T39	39947
C7J122	39947
Q84SP5	39947
Q0IMM9	39947
Q5SNL8	39947
Q8GSD5	39947
Q0D4N8	39947
Q75KS7	39947
Q2QNM4	39947
Q6YX88	39947
B9FZ53	39947
A3BJH6	39947
Q7XUF8	39947
Q8L449	39947
Q6L4V9	39947
Q2RAP1	39947
C7IWS5	39947
Q7XKD9	39947
Q6ZGM1	39947
Q7XM94	39947
B9G9U1	39947
B7EQI7	39947
Q0J9N2	39947
Q53LH8	39947
Q6AUI3	39947
Q5VQW7	39947
B9FMI0	39947
Q6Z2N2	39947
Q0D9U8	39947
Q6ZA50	39947
B9EXB4	39947
Q0IQ77	39947
B9ET91	39947
Q2QXY2	39947
Q6ATY6	39947
Q02948	559292
P22219	559292
P22543	559292
Q13490	9606
Q99558	9606
Q13489	9606
Q12933	9606
Q9NP84	9606
O43508	9606
Q13114	9606
P36397	3702
P0DH91	3702
Q9M1P5	3702
Q940S5	3702
Q8L828	3702
Q9SJT9	3702
Q9SA78	3702
Q8H1F4	3702
Q6ID97	3702
O64748	3702
C0Z3J4	3702
Q84LG4	3702
Q9LYJ3	3702
Q0WW26	3702
Q9CAA0	3702
Q9C827	3702
Q94A40	3702
Q93Y22	3702
Q9M354	3702
Q9SV21	3702
O80925	3702
Q9SV20	3702
Q9LQC8	3702
Q90979	9031
F1NHI0	9031
F1N955	9031
Q5ZJ46	9031
F1NXL3	9031
F1NSS3	9031
H0Z494	59729
H0ZDS6	59729
H1A383	59729
H0YQ93	59729
P60059	9606
P60468	9606
Q9Y6X1	9606
Q9H9S3	9606
Q99442	9606
Q9UGP8	9606
P61619	9606
O43681	9606
Q56A17	8364
F1Q1H7	9615
Q95J76	9615
F1P954	9615
F1PJC5	9615
P48749	9615
E2RPW6	9615
F1Q187	9615
F1Q3J6	9615
E2RFR8	9615
E2RIM5	9615
F1PT85	9615
F1MLH1	9913
E1BA65	9913
G3N1K7	9913
Q1RMN2	9913
A6QQE6	9913
F1MPG0	9913
Q3ZBW4	9913
Q3MHE4	9913
Q12028	559292
P36108	559292
P40343	559292
F1MMK1	9913
E1B7Q3	9913
F1MDD5	9913
Q0V8K1	9913
F1N1E3	9913
Q91X91	10090
P47039	559292
H9KZI8	9031
E1C7X2	9031
F1S4Z6	9823
F1RK14	9823
F1RUH1	9823
F1RN38	9823
P79432	9823
F1RY77	9823
I3LK35	9823
F1RVT3	9823
F1PMS8	9615
E2RJ85	9615
J9P697	9615
F1PMU2	9615
F1PMU4	9615
P00570	9913
D3ZQ41	10116
B1WC54	10116
Q6P751	10116
G3V8T0	10116
Q62120	10090
P48356-1	10090
P35235	10090
P41160	10090
D3ZTE0	10116
Q6LEK4	10116
Q5FVS2	10116
Z4YNU6	10116
M0R6T9	10116
Q6LE95	10116
O35796	10116
F7EUK4	10116
Q63284	10116
P9WQB7	83332
F1Q0Y8	9615
J9NZQ7	9615
E2R275	9615
F1PSQ7	9615
F1Q0Y7	9615
F1Q3M8	9615
F1PQ05	9615
F1Q2Q9	9615
E2R0U0	9615
J9P099	9615
Q13464	9606
P42574	9606
O00398	9606
Q8BWD2	10090
Q6PD10	10090
E2R3F8	9615
F1P8D0	9615
F1P861	9615
D3ZCD0	10116
F1LSB2	10116
Q9QZC5	10116
F1MFD1	9913
A5PK55	9913
F6QTA8	9913
E2RBT9	9615
E2QYX3	9615
E2QX24	9615
J9PAV0	9615
E2RDL0	9615
Q5DTG9	10090
E9PX29	10090
Q9EQM0	10090
Q91ZE6	10090
D3YWH8	10090
P16546	10090
Q68FG2	10090
O08909	10090
Q61946	10090
Q149M1	10090
E9QB01	10090
Q61945	10090
P18052	10090
E9PZC2	10090
Q68FM2	10090
Q61948	10090
Q80ZK2	10090
P08032	10090
Q62261	10090
O88682	10090
Q3UGX2	10090
E9Q397	10090
Q6LBT4	10090
P39688	10090
E9Q589	10090
Q8BWJ8	10090
E1B7H2	9913
E1BEV7	9913
F1MF35	9913
F1N0X6	9913
F1PBG0	9615
F1PIW7	9615
F1P817	9615
E2RH75	9615
F1PIY1	9615
E2R145	9615
E2RHE1	9615
J9P1N8	9615
E2RFC5	9615
J9NYN9	9615
F1PQ92	9615
E2R8W7	9615
E2RIH2	9615
F6XGD4	9615
F1PFF0	9615
E2RGK3	9615
Q5NC82	10090
F6Z432	10090
B0LAA8	10090
P15532	10090
E9PZF0	10090
F7CUX6	8364
A4II07	8364
F1Q825	7955
Q9PTP1	7955
B0R0V0	7955
B0R0V1	7955
B3DKJ9	7955
F1R563	7955
F1QPY0	
J7IFF4	9823
Q2VHX6	9823
K7GRY2	9823
B5A8N8	9823
I3L673	9823
F6PY29	9823
F1S0Q9	9823
K7GML7	9823
D6BJT5	9823
Q15I69	9823
F1RUF8	9823
J9JIK9	9823
K7GMY7	9823
F1RWH0	9823
Q6JTA8	9823
Q3I359	9823
F6XBZ5	9615
E2RKA1	9615
Q6JDI7	9615
E2RME9	9615
Q6AY49	10116
F6RF17	8364
Q28EW2	8364
F6WDS0	8364
Q28D17	8364
F7EC26	8364
Q28BU9	8364
F7BAM2	8364
F6WD85	8364
F7EBQ3	8364
Q66II3	8364
F7CD16	8364
F6ZD16	8364
Q965G5	6239
Q17446	6239
O44514	6239
Q8MXI4	6239
H0ZHT1	59729
H0ZX81	59729
H0Z9R0	59729
H0Z303	59729
H0ZZH0	59729
H0YW18	59729
H0ZVU4	59729
H1A182	59729
H0ZZ59	59729
H1A1I3	59729
H1A387	59729
H1A4H7	59729
H0ZS31	59729
H0ZXL3	59729
H0YZX3	59729
H0YP82	59729
H0YT31	59729
H0YQ48	59729
H0YQ46	59729
H0Z1X4	59729
H0ZWU9	59729
H1A0E0	59729
H0ZYA5	59729
H0ZZT5	59729
H0ZVT0	59729
H1A0K0	59729
H0YZA4	59729
H0YZA0	59729
H0ZWL7	59729
H0ZWT2	59729
H1A1F3	59729
H0ZXD0	59729
H0ZWP9	59729
H0ZWY1	59729
H0ZU13	59729
H1A4K2	59729
H0ZYY2	59729
H1A4K0	59729
H1A2F1	59729
H0YS29	59729
H0Z778	59729
H1A066	59729
H0ZUK2	59729
H1A226	59729
H0Z619	59729
H1A2G5	59729
H1A0Y2	59729
H0ZUG5	59729
H1A0Q5	59729
H0ZX02	59729
H0ZUG6	59729
H0ZZ75	59729
H0ZTY0	59729
H0ZU01	59729
H0ZXK4	59729
H0ZY70	59729
H1A4I6	59729
H0ZWG1	59729
H1A4I5	59729
H0YP07	59729
H0ZWR2	59729
H0Z7P2	59729
H1A3N1	59729
H1A159	59729
H0ZWV4	59729
H1A4I0	59729
H1A1H2	59729
H0ZZ04	59729
H0ZU36	59729
H1A2D6	59729
H0ZVW1	59729
H0ZWG7	59729
H0ZZW7	59729
H0ZUR4	59729
H1A2X6	59729
H1A2D0	59729
H0ZXB8	59729
F1NYN0	9031
F1NLB3	9031
F1QMS7	7955
F1P3T1	9031
E1BR67	9031
F1N826	9031
R4GFX1	9031
E1C3S2	9031
F1NEQ2	9031
E1C063	9031
E1C626	9031
F1NX39	9031
E1BU29	9031
P79781	9031
Q10949	6239
H0Z3Z9	59729
Q8VY26	3702
A9XRH0	9031
F1NRI4	9031
A9XRG9	9031
E1C1H4	9031
Q6NV37	7955
Q6IQP1	7955
Q7SYB8	7955
H0ZWS1	59729
H0ZXK6	59729
H0ZAE1	59729
H0YUW0	59729
H0Z655	59729
H0Z4N6	59729
H0YQS9	59729
H0Z8W9	59729
H0ZI62	59729
H0ZYB9	59729
H0ZLZ4	59729
H0ZMD0	59729
H0YTG3	59729
H1A391	59729
H0Z952	59729
H1A4A4	59729
H0ZPU7	59729
H0YVT0	59729
H0ZPU9	59729
H0ZAB7	59729
H0YPG1	59729
I3LM93	9823
F1SU09	9823
P61223	9913
P62833	9913
A6QPH2	9913
Q08E64	9913
F1N2P1	9913
D0ESZ5	10090
P11214	10090
G5E899	10090
Q95TN8	7227
P20439	7227
P23572	7227
F1RUN2	9823
F1RMN7	9823
Q06182	284812
P87303	284812
O13768	284812
Q10445	284812
Q92373	284812
Q92372	284812
O13745	284812
O74803	284812
Q12126	284812
P26659	284812
O13807	284812
P28706	284812
O74995	284812
O59753	284812
P36617	284812
P36613	284812
O74366	284812
O94684	284812
P87235	284812
Q6AY98	10116
Q4KLJ5	10116
P21708	10116
G3V9W2	10116
F1M3L4	10116
D3ZXL1	10116
Q4V8J2	10116
F8WFV7	10116
D4A3X3	10116
G3V845	10116
Q5FVF5	10116
D6NKG6	9031
D6NKG5	9031
F1N9G4	9031
E1C202	9031
F1N9G3	9031
E1C9K4	9031
R4GKW9	9031
F1NEL7	9031
J9P601	9615
E2RMX4	9615
F1PDG4	9615
F1PEZ4	9615
E2RJX6	9615
P63050	9615
F1PNC9	9615
E1BKM8	9913
J9NY34	9615
P33711	9615
D9J2V7	9615
E2QZG0	9615
E2RE22	9615
F1PNW8	9615
E2RAF4	9615
D6RUR2	9615
D6RUR3	9615
I3L6H0	9823
F1ST77	9823
F1SGQ5	9823
Q29047	9823
F1SB91	9823
Q06AS6	9823
F1SB90	9823
F1SDL2	9823
Q28946	9823
Q06AS8	9823
I3LV59	9823
F1RK47	9823
Q29051	9823
I3LL03	9823
F1S0T0	9823
F1SPN5	9823
O62724	9823
I3L6Q9	9823
Q009C0	9823
I3LI70	9823
I3LRX8	9823
I3L9P4	9823
Q75M15	39947
B9FM12	39947
P28752	39947
Q75GI3	39947
Q10DN1	39947
Q0J8Q8	39947
Q53M52	39947
Q10DN0	39947
Q7XK99	39947
B7F527	39947
Q10PW2	39947
Q0E9A7	7227
P32865	7227
P23625	7227
Q8MQV5	7227
Q6PC63	7955
F1R100	
F1RDK3	7955
Q66IB0	7955
F1QBB5	7955
F1QK58	7955
F1QFL4	7955
F1QUQ9	7955
A2BIL2	7955
E7FGL9	7955
F1QG34	7955
E9QDB8	7955
Q503Z5	7955
H0Z8A2	59729
O42887	284812
Q9C0Y9	284812
Q10088	284812
E2RAQ3	9615
E2RT38	9615
F1PAQ3	9615
Q8SYL3	7227
L7EEF1	7227
P48598	7227
Q8T4F9	7227
A0ANA1	7227
A0AN95	7227
A0AN96	7227
Q9W5B3	7227
Q8MZD6	7227
Q02748	7227
A8DZ29	7227
Q7YU50	7227
Q7K581	7227
Q9VAR1	7227
Q9VSB6	7227
C0MIS3	7227
Q494I0	7227
S5MCP9	7227
Q7PLL1	7227
Q9VCH1	7227
O61380	7227
Q9VRY0	7227
Q7PLL3	7227
Q9VHS8	7227
Q8SXH3	
Q8SWW0	7227
A1Z7K9	7227
Q95RR8	7227
Q8MRI7	7227
F1PI03	9615
Q5TYY5	7955
F1QEK5	
Q6AZC3	7955
Q5RH67	7955
P02454	10116
Q63076	10116
Q6LBK9	10116
F1LS40	10116
P00762	10116
E9PSM5	10116
D3ZRZ2	10116
W4VSR6	10116
D3ZQV0	10116
W4VSR7	10116
P00763	10116
G3V7D0	10116
B5DFD5	10116
G3V742	10116
D4A7D9	10116
Q94124	6239
Q03206	6239
Q45FX5	6239
F1NCA2	9031
D3ZSH7	10116
G3V711	10116
F1M8W5	10116
E9PTA4	10116
F6ZCZ0	8364
Q28FH0	8364
Q6P7M2	8364
F6THW2	8364
F6TB92	8364
F6SAJ0	8364
Q66JF0	8364
H9BFG4	10116
F1LPK1	10116
G3V6D2	10116
P20607	10116
G3V8T6	10116
Q9EQF5	10090
F1MU84	9913
H0Z1U5	59729
Q941I6	3702
Q9M7Q7	3702
Q9ZW35	3702
Q9ZRV4	3702
O04716	3702
O24617	3702
E7FAJ1	7955
F8W2W5	7955
B3DJD1	7955
Q6NY85	7955
E7F8S1	7955
F8W461	7955
F8W5S7	7955
H0YWQ5	59729
H0Z3Y5	59729
H0YWH5	59729
H0ZKL5	59729
H0YWY1	59729
H0ZIA6	59729
O35728	10090
Q64429	10090
Q9CX98	10090
Q91WU1	10090
O35650	10090
Q99N16	10090
Q99N18	10090
Q9EP75	10090
Q91WL5	10090
A2A8T1	10090
O88833	10090
P00186	10090
G3UW81	10090
P00184	10090
A2A8S9	10090
F8WGU9	10090
A2A8S8	10090
Q8VCA4	10090
A2A974	10090
O98178	10116
O98179	10116
Q6AYB1	10116
O98174	10116
O98175	10116
O98176	10116
A0A023IKK2	10116
Q6MGA0	10116
Q9TPL8	10116
Q9TQA6	10116
M0RDH5	10116
A0A023ILR2	10116
O98181	10116
O98184	10116
Q9BCZ7	10116
Q4KLI8	10116
D3ZT06	10116
Q9BCL9	10116
Q5M933	10116
Q6MGB1	10116
Q6MG98	10116
F1M7F9	10116
Q9TNU2	10116
O98172	10116
P10247	10116
Q6P6T6	10116
Q499S6	10116
D3ZZR3	10116
P07154	10116
P63000	9606
P42081	9606
P62993-1	9606
P15498	9606
P33681	9606
P10747	9606
F1Q4Y2	7955
F1QM00	
H9GYW3	7955
R4GES6	7955
F6P3H8	7955
E7F5Y2	7955
F1QCN2	7955
H9GXW4	7955
H9GY84	7955
H9GXV5	7955
F1R6C1	7955
F1R088	7955
E7EXF6	7955
F1QZR3	7955
H9GZ77	7955
E7F1W0	7955
H9GZG4	7955
E7EXV6	7955
H9GZF0	7955
K7DYM1	7955
F1QDM2	7955
H9GY91	7955
A5PMW5	7955
F1QCM1	7955
F1RB77	7955
K7DYM9	7955
H9GYF8	7955
E9QDX1	7955
E7EYZ8	7955
F6NR01	7955
E7FCN0	7955
E7F6H1	7955
E7F9E3	7955
F1R3C3	7955
F1QU47	7955
H9GYF0	7955
E9QIN3	7955
E7FCN6	7955
F1QC83	7955
E7F5H5	7955
F1R095	7955
E7FDK1	7955
F1QIV5	7955
Q7ZWB6	7955
F1R6D7	7955
H9GXU0	7955
F1RE29	7955
R4GDQ4	7955
F1R7R8	7955
F1Q586	7955
H2ZRH4	7955
E7F524	7955
H9GYI4	7955
F1R2U8	7955
E7FAR5	7955
F1QK80	7955
B0S6L3	7955
H9GYX5	7955
E9QC04	7955
F1QJ83	7955
R4GED5	7955
A9JSX9	7955
H9GYX9	7955
F1RCI1	7955
F1RC98	7955
E7FDL1	7955
H9GYZ3	7955
H9GXV2	7955
E7EZ98	7955
E9QDV1	7955
E7FAY3	7955
E7EYX8	7955
H9GXV1	7955
F1R821	7955
E7F1F2	7955
F1QNV7	7955
