pair_id_clean	ida_clean	idb_clean	pubid	taxon	OmniPath_interactions
P31749_Q15139	Q15139	P31749	21042280	9606	1
P31749_Q15139	Q15139	P31749	25100728	9606	1
P31749_Q15139	Q15139	P31749	17548608	9606	1
P31749_Q15139	Q15139	P31749	18728186	9606	1
P31749_Q15139	Q15139	P31749	15537647	9606	1
P31749_Q15139	Q15139	P31749	18701889	9606	1
P31749_Q15139	Q15139	P31749	23462102	9606	1
P31749_Q15139	Q15139	P31749	16917505	9606	1
P31749_Q15139	Q15139	P31749	15047168	9606	1
P31749_Q15139	Q15139	P31749	15608670	9606	1
P31749_Q15139	Q15139	P31749	21743495	9606	1
P31749_Q15139	Q15139	P31749	11809760	9606	1
P31749_Q15139	Q15139	P31749	16963136	9606	1
P31749_Q15139	Q15139	P31749	16280327	9606	1
P31749_Q15139	Q15139	P31749	24819169	9606	1
P31749_Q15139	Q15139	P31749	25320242	9606	1
P31749_Q15139	Q15139	P31749	12169689	9606	1
P31749_Q15139	Q15139	P31749	12062056	9606	1
P31749_Q15139	Q15139	P31749	20028775	9606	1
P31749_Q15139	Q15139	P31749	25943101	9606	1
P31749_Q15139	Q15139	P31749	11278872	9606	1
P31749_Q15139	Q15139	P31749	17545609	9606	1
P31749_Q15139	Q15139	P31749	23434580	9606	1
P31749_Q15139	Q15139	P31749	15289327	9606	1
P31749_Q15139	Q15139	P31749	19920202	9606	1
P31749_Q15139	Q15139	P31749	15169778	9606	1
P31749_Q15139	Q15139	P31749	20708153	9606	1
P31749_Q15139	Q15139	P31749	17077177	9606	1
P31749_Q15139	Q15139	P31749	17210635	9606	1
P31749_Q15139	Q15139	P31749	17827393	9606	1
P31749_Q15139	Q15139	P31749	16357520	9606	1
P31749_Q15139	Q15139	P31749	10973320	9606	1
P31749_Q15139	Q15139	P31749	25447541	9606	1
P31749_Q15139	Q15139	P31749	17709744	9606	1
P31749_Q15139	Q15139	P31749	15821749	9606	1
P31749_Q15139	Q15139	P31749	15695828	9606	1
P31749_Q15139	Q15139	P31749	25868858	9606	1
P31749_Q15139	Q15139	P31749	10864894	9606	1
P31749_Q15139	Q15139	P31749	16753042	9606	1
P31749_Q15139	Q15139	P31749	17270736	9606	1
P31749_Q15139	Q15139	P31749	23940660	9606	1
P31749_Q15139	Q15139	P31749	15084259	9606	1
P31749_Q15139	Q15139	P31749	15319269	9606	1
P31749_Q15139	Q15139	P31749	15475446	9606	1
P31749_Q15139	Q15139	P31749	12000752	9606	1
P31749_Q15139	Q15139	P31749	16807298	9606	1
P31749_Q15139	Q15139	P31749	16407838	9606	1
P31749_Q15139	Q15139	P31749	18039660	9606	1
P31749_Q15139	Q15139	P31749	19638206	9606	1
P31749_Q15139	Q15139	P31749	20233713	9606	1
P31749_Q15139	Q15139	P31749	14500543	9606	1
P31749_Q15139	Q15139	P31749	19805619	9606	1
P31749_Q15139	Q15139	P31749	10625301	9606	1
P31749_Q15139	Q15139	P31749	11731414	9606	1
P31749_Q15139	Q15139	P31749	23474758	9606	1
P31749_Q15139	Q15139	P31749	17586693	9606	1
P31749_Q15139	Q15139	P31749	18765673	9606	1
P31749_Q15139	Q15139	P31749	25361894	9606	1
P31749_Q15139	Q15139	P31749	20471940	9606	1
P31749_Q15139	Q15139	P31749	21795477	9606	1
P31749_Q15139	Q15139	P31749	18480058	9606	1
P31749_Q15139	Q15139	P31749	12393602	9606	1
P31749_Q15139	Q15139	P31749	26065416	9606	1
P31749_Q15139	Q15139	P31749	11409731	9606	1
P31749_Q15139	Q15139	P31749	22084251	9606	1
P31749_Q15139	Q15139	P31749	12499277	9606	1
P31749_Q15139	Q15139	P31749	23913047	9606	1
P31749_Q15139	Q15139	P31749	14679308	9606	1
P31749_Q15139	Q15139	P31749	11821945	9606	1
P31749_Q15139	Q15139	P31749	25257795	9606	1
P31749_Q15139	Q15139	P31749	21208159	9606	1
P31749_Q15139	Q15139	P31749	19448664	9606	1
P31749_Q15139	Q15139	P31749	14990993	9606	1
P31749_Q15139	Q15139	P31749	25719244	9606	1
P31749_Q15139	Q15139	P31749	11002428	9606	1
P31749_Q15139	Q15139	P31749	22580611	9606	1
P31749_Q15139	Q15139	P31749	12438236	9606	1
P31749_Q15139	Q15139	P31749	24735537	9606	1
P31749_Q15139	Q15139	P31749	15642728	9606	1
P31749_Q15139	Q15139	P31749	21996732	9606	1
P31749_Q15139	Q15139	P31749	19800394	9606	1
P31749_Q15139	Q15139	P31749	15855334	9606	1
P62140_Q15139	P62140	Q15139	9507012	9606	1
P62714_Q15139	P62714	Q15139	9507012	9606	1
Q15139_Q9Y3E5	Q15139	Q9Y3E5	18703509	9606	1
P22059_Q15139	Q15139	P22059	21285358	9606	1
P17096_Q05655	Q05655	P17096	10617144	9606	1
P17096_P17252	P17252	P17096	2806554	9606	1
P07359_P17252	P17252	P07359	10559231	9606	1
Q92945_Q92997	Q92945	Q92997	2848118	9606	1
Q92837_Q92997	Q92837	Q92997		9606	1
Q92837_Q92997	Q92997	Q92837	12556519	9606	1
Q92837_Q92997	Q92997	Q92837	9635432	9606	1
P31431_Q92997	P31431	Q92997	23151663	9606	1
P31431_Q92997	Q92997	P31431		9606	1
Q92997_Q99755	Q92997	Q99755	18772438	9606	1
P34925_Q92997	P34925	Q92997	15454084	9606	1
P40337_P48729	P48729	P40337	16847331	9606	1
P40337_P48729	P48729	P40337	20637892	9606	1
P40337_P48729	P48729	P40337	23785518	9606	1
P37023_P62136	P37023	P62136		9606	1
P37023_P62136	P62136	P37023	16571110	9606	1
P37023_Q13145	Q13145	P37023	10519551	9606	1
O95393_P37023	O95393	P37023	17068149	9606	1
P37023_Q9UK05	Q9UK05	P37023	17068149	9606	1
P16234_P16389	P16234	P16389	8261514	9606	1
P16234_P16389	P16234	P16389	12151401	9606	1
P19525_Q9UQM7	P19525	Q9UQM7	20060891	9606	1
P19525_Q9UQM7	P19525	Q9UQM7	16126727	9606	1
P19525_P28482	P28482	P19525	9528799	9606	1
P19525_P51812	P51812	P19525	17404396	9606	1
P19525_P51812	P51812	P19525	15880455	9606	1
P19525_P51812	P51812	P19525	11337501	9606	1
P27361_Q05940	P27361	Q05940	9045708	9606	1
P27361_P27708	P27361	P27708	15890648	9606	1
P27361_P27708	P27361	P27708	17206380	9606	1
P27361_P27708	P27361	P27708	25472841	9606	1
P27361_P27708	P27361	P27708	14991569	9606	1
P27361_P49795	P27361	P49795	10993892	9606	1
P27361_P50616	P27361	P50616	12151396	9606	1
P27361_P50616	P27361	P50616	12050114	9606	1
P27361_P50616	P27361	P50616	22252318	9606	1
P27361_Q86UR1	P27361	Q86UR1	20230789	9606	1
P27361_Q14934	P27361	Q14934	15657420	9606	1
P27361_Q07866	P27361	Q07866	21385839	9606	1
P27361_Q9UM11	P27361	Q9UM11	12560341	9606	1
P27361_Q05682	P27361	Q05682	11983427	9606	1
P27361_Q05682	P27361	Q05682	10514499	9606	1
P27361_Q05682	P27361	Q05682	12613668	9606	1
P27361_Q9HBH9	P27361	Q9HBH9	9155017	9606	1
P27361_Q01970	P27361	Q01970	9660757	9606	1
P27361_Q01970	P27361	Q01970	10893237	9606	1
P27361_P98082	P27361	P98082	11812785	9606	1
P27361_P98082	P27361	P98082	10542228	9606	1
P11388_P27361	P27361	P11388	20797634	9606	1
P11388_P27361	P27361	P11388	21254166	9606	1
P11388_P27361	P27361	P11388	7635160	9606	1
P10242_P27361	P27361	P10242	8960373	9606	1
P10242_P27361	P27361	P10242	8798443	9606	1
P10242_P27361	P27361	P10242	7735324	9606	1
P10242_P27361	P27361	P10242	11313925	9606	1
P27361_Q9NQB0	P27361	Q9NQB0	11711551	9606	1
P27361_Q92974	P27361	Q92974	18211802	9606	1
P27361_Q8IX03	P27361	Q8IX03	24269383	9606	1
P27361_Q96RK0	P27361	Q96RK0	21087211	9606	1
P27361_Q13322	P27361	Q13322	15952796	9606	1
P27361_Q13322	P27361	Q13322	18220336	9606	1
P27361_Q13322	P27361	Q13322	18669648	9606	1
P27361_P47712	P27361	P47712	8381049	9606	1
P27361_P41182	P27361	P41182	9649500	9606	1
P27361_Q9NRA0	P27361	Q9NRA0	17311928	9606	1
O75581_P27361	P27361	O75581	20974802	9606	1
O75581_P27361	P27361	O75581	14731402	9606	1
O75581_P27361	P27361	O75581	25500543	9606	1
O75581_P27361	P27361	O75581	21304492	9606	1
O75581_P27361	P27361	O75581	16341017	9606	1
O75581_P27361	P27361	O75581	25301071	9606	1
O75581_P27361	P27361	O75581	24794231	9606	1
O75581_P27361	P27361	O75581	26140605	9606	1
O75581_P27361	P27361	O75581	21887268	9606	1
O75581_P27361	P27361	O75581	16890161	9606	1
O75581_P27361	P27361	O75581	25735981	9606	1
O75581_P27361	P27361	O75581	18772438	9606	1
P27361_P43364	P27361	P43364	19828458	9606	1
P27361_P43364	P27361	P43364	18212060	9606	1
P27361_Q9BR01	P27361	Q9BR01	20920535	9606	1
P27361_Q9BR01	P27361	Q9BR01	19439498	9606	1
P27361_P35579	P27361	P35579	9545325	9606	1
P27361_P35579	P27361	P35579	1899200	9606	1
P27361_P35579	P27361	P35579	8089108	9606	1
P27361_P35228	P27361	P35228	17804409	9606	1
P27361_Q15672	P27361	Q15672	21502402	9606	1
P06401_P27361	P06401	P27361		9606	1
P06401_P27361	P27361	P06401	10655479	9606	1
P06401_P27361	P27361	P06401	12529413	9606	1
P27361_Q15046	P27361	Q15046	19524539	9606	1
P27361_P30304	P30304	P27361	15672448	9606	1
P27361_Q9UIG0	P27361	Q9UIG0	19776015	9606	1
P27361_P61978	P27361	P61978	16564677	9606	1
P27361_P61978	P27361	P61978	11231586	9606	1
P27361_P61978	P27361	P61978	20960454	9606	1
P27361_P61978	P27361	P61978	11259409	9606	1
P27361_Q06210	P27361	Q06210	10806197	9606	1
P27361_Q06210	P27361	Q06210	9836513	9606	1
P27361_Q04323	P27361	Q04323	15362974	9606	1
P27361_Q01860	P27361	Q01860	23024368	9606	1
P27361_Q969V6	P27361	Q969V6	18694962	9606	1
P27361_Q969V6	P27361	Q969V6	22139079	9606	1
O43561_P27361	P27361	O43561	15192708	9606	1
P27361_Q16236	P27361	Q16236	19931411	9606	1
P27361_P48729	P48729	P27361	15466476	9606	1
P27361_P48729	P48729	P27361	16464493	9606	1
P27361_P48729	P48729	P27361	7867743	9606	1
P27361_P48729	P48729	P27361	11971971	9606	1
O43524_P27361	P27361	O43524	19282669	9606	1
O43521_P27361	P27361	O43521	15486195	9606	1
O43521_P27361	P27361	O43521	17604722	9606	1
O43521_P27361	P27361	O43521	14555991	9606	1
P27361_Q14247	P27361	Q14247	20444238	9606	1
P27361_Q14247	P27361	Q14247	21079800	9606	1
P27361_Q14247	P27361	Q14247	10537323	9606	1
P27361_Q14005	P27361	Q14005	14768064	9606	1
O00213_P27361	O00213	P27361	14697653	9606	1
O00213_P27361	P27361	O00213	14697653	9606	1
P27361_Q12800	P27361	Q12800	19237534	9606	1
O14994_P27361	P27361	O14994	14732590	9606	1
P27361_Q07820	P27361	Q07820	18676833	9606	1
P27361_Q07820	P27361	Q07820	15241487	9606	1
P27361_Q8WX93	P27361	Q8WX93	22216253	9606	1
P27361_Q13153	P27361	Q13153	14993270	9606	1
P27361_P49715	P27361	P49715	14701740	9606	1
P24928_P27361	P27361	P24928	14662762	9606	1
P24928_P27361	P27361	P24928	12721286	9606	1
P17861_P27361	P27361	P17861	23277279	9606	1
P27361_Q9NYV6	P27361	Q9NYV6	12620228	9606	1
P27361_Q9NYV6	P27361	Q9NYV6	21098478	9606	1
P27361_P41212	P27361	P41212	15060146	9606	1
P27361_P41212	P27361	P41212	18022807	9606	1
O60244_P27361	P27361	O60244	24049075	9606	1
P27361_P42702	P27361	P42702	7777512	9606	1
P27361_P42702	P27361	P42702	18624908	9606	1
P27361_P42702	P27361	P42702	22306348	9606	1
P27361_Q08499	P27361	Q08499	10828059	9606	1
P27361_Q08499	P27361	Q08499	10022832	9606	1
P27361_Q08499	P27361	Q08499	11030732	9606	1
P27361_Q08499	P27361	Q08499	16973330	9606	1
P14598_P27361	P27361	P14598	16778989	9606	1
P14598_P27361	P27361	P14598	8626435	9606	1
P14598_P27361	P27361	P14598	15629715	9606	1
P27361_Q9UKX7	P27361	Q9UKX7	19767751	9606	1
P27361_Q9Y6W5	P27361	Q9Y6W5	25342748	9606	1
P27361_Q9Y6W5	P27361	Q9Y6W5	24415754	9606	1
P27361_P46527	P27361	P46527	10931950	9606	1
P27361_P49418	P27361	P49418	15262992	9606	1
P27361_P84243	P27361	P84243	15994958	9606	1
P27361_Q9NS28	P27361	Q9NS28	14645010	9606	1
P27361_Q9UNN5	P27361	Q9UNN5	11378439	9606	1
P27361_Q9UNN5	P27361	Q9UNN5	12832043	9606	1
P27361_Q9NYA1	P27361	Q9NYA1	14532121	9606	1
P27361_Q9NYA1	P27361	Q9NYA1	16243846	9606	1
P27361_Q9NYA1	P27361	Q9NYA1	16522638	9606	1
P27361_Q9NYA1	P27361	Q9NYA1	15623571	9606	1
P27361_Q9NYA1	P27361	Q9NYA1	19830907	9606	1
P27361_Q9NYA1	P27361	Q9NYA1	19914200	9606	1
P27361_Q9NYA1	P27361	Q9NYA1	18852266	9606	1
P27361_Q9NYA1	P27361	Q9NYA1	21075214	9606	1
P10636_P27361	P27361	P10636	26161867	9606	1
P10636_P27361	P27361	P10636	24033439	9606	1
P10636_P27361	P27361	P10636	14761950	9606	1
P10636_P27361	P27361	P10636	16645045	9606	1
P10636_P27361	P27361	P10636	15822905	9606	1
P10636_P27361	P27361	P10636	12226093	9606	1
P10636_P27361	P27361	P10636	21327254	9606	1
P10636_P27361	P27361	P10636	20466736	9606	1
P10636_P27361	P27361	P10636	15364924	9606	1
P10636_P27361	P27361	P10636	21367866	9606	1
P10636_P27361	P27361	P10636	16923168	9606	1
P10636_P27361	P27361	P10636	16095576	9606	1
P10636_P27361	P27361	P10636	8506352	9606	1
P10636_P27361	P27361	P10636	18725412	9606	1
P10636_P27361	P27361	P10636	25378699	9606	1
P10636_P27361	P27361	P10636	16464956	9606	1
P10636_P27361	P27361	P10636	24312574	9606	1
P10636_P27361	P27361	P10636	21731772	9606	1
P10636_P27361	P27361	P10636	20159774	9606	1
P10636_P27361	P27361	P10636	9716264	9606	1
P10636_P27361	P27361	P10636	17906291	9606	1
P10636_P27361	P27361	P10636	16115884	9606	1
P10636_P27361	P27361	P10636	24757378	9606	1
P10636_P27361	P27361	P10636	24075978	9606	1
P10636_P27361	P27361	P10636	26555036	9606	1
O95644_P27361	P27361	O95644	10652349	9606	1
P27361_Q15648	P27361	Q15648	12356758	9606	1
P27361_Q15648	P27361	Q15648	16314496	9606	1
P27361_Q9UPT5	P27361	Q9UPT5	22595671	9606	1
P27361_Q16254	P27361	Q16254	23919615	9606	1
P27361_Q96Q27	P27361	Q96Q27	24044920	9606	1
P27361_Q13362	P27361	Q13362	16456541	9606	1
P27361_Q13362	Q13362	P27361	16456541	9606	1
P27361_P33981	P27361	P33981	18923149	9606	1
P27361_P33981	P27361	P33981	22187426	9606	1
P27361_P33981	P27361	P33981	22430208	9606	1
P27361_P33981	P27361	P33981	18787396	9606	1
P27361_P33981	P27361	P33981	17924679	9606	1
P27361_P33981	P27361	P33981	18680479	9606	1
P27361_P33981	P27361	P33981	20860994	9606	1
P27361_P33981	P27361	P33981	18083840	9606	1
P27361_P33981	P27361	P33981	18545697	9606	1
P27361_P33076	P27361	P33076	18245089	9606	1
P27361_P33076	P27361	P33076	17095509	9606	1
P27361_P33076	P27361	P33076	20538595	9606	1
P27361_P33076	P27361	P33076	26181363	9606	1
P23396_P27361	P27361	P23396	15950189	9606	1
C9JLW8_P27361	P27361	C9JLW8	25728771	9606	1
P27361_Q9BX63	P27361	Q9BX63	15125843	9606	1
P01375_P27361	P01375	P27361		9606	1
P01375_P27361	P27361	P01375	8597870	9606	1
O95147_P27361	O95147	P27361	11123293	9606	1
P27361_Q06546	P27361	Q06546	19114066	9606	1
P05976_P27361	P27361	P05976	16854453	9606	1
P04233_P27361	P27361	P04233	2507633	9606	1
P17858_P27361	P27361	P17858	8670219	9606	1
P01833_P27361	P27361	P01833	10809756	9606	1
P27361_P49790	P27361	P49790	19767751	9606	1
P27361_Q9BRX9	Q9BRX9	P27361	15118098	9606	1
P27361_Q13822	P27361	Q13822	8798697	9606	1
P27361_Q7Z370	Q7Z370	P27361	7687743	9606	1
P27361_Q7Z370	Q7Z370	P27361	8626767	9606	1
P27361_Q7Z370	Q7Z370	P27361	11971971	9606	1
P27361_Q7Z370	Q7Z370	P27361	15466476	9606	1
P27361_P98172	P27361	P98172	11466320	9606	1
P02808_P27361	P27361	P02808	838735	9606	1
O95997_P27361	P27361	O95997	10906323	9606	1
P27361_Q9ULC4	P27361	Q9ULC4	17016429	9606	1
P27361_Q02447	P27361	Q02447	17685427	9606	1
P27361_P50607	P50607	P27361	19114066	9606	1
P27361_P78543	P27361	P78543	15788397	9606	1
P27361_P49585	P27361	P49585	15788406	9606	1
Q04917_Q12778	Q04917	Q12778	14690436	9606	1
Q04917_Q12778	Q12778	Q04917		9606	1
Q04917_Q969H4	Q04917	Q969H4	9115393	9606	1
Q04917_Q969H4	Q04917	Q969H4	10643560	9606	1
Q04917_Q969H4	Q969H4	Q04917	9115393	9606	1
Q04917_Q969H4	Q969H4	Q04917	10643560	9606	1
P23528_Q04917	Q04917	P23528	12361576	9606	1
Q04917_Q13671	Q04917	Q13671	11784866	9606	1
Q04917_Q12888	Q04917	Q12888	9620776	9606	1
P49841_Q04917	P49841	Q04917	9705322	9606	1
O95644_Q04917	O95644	Q04917		9606	1
O95644_Q04917	Q04917	O95644	10611249	9606	1
P08754_P30874	P30874	P08754	1374909	9606	1
P08754_P41145	P41145	P08754	15082510	9606	1
P08754_P41143	P41143	P08754	15082510	9606	1
P08754_P41146	P41146	P08754	15082510	9606	1
P08172_P08754	P08172	P08754	3919024	9606	1
P08172_P08754	P08172	P08754	3929139	9606	1
P08172_P08754	P08172	P08754	8786435	9606	1
P08754_P30872	P30872	P08754	8145728	9606	1
P08754_P46663	P46663	P08754	11713280	9606	1
P08754_P08913	P08913	P08754	1849000	9606	1
P08754_P25105	P25105	P08754	8858930	9606	1
P08173_P08754	P08173	P08754	10347206	9606	1
P08173_P08754	P08173	P08754	7916637	9606	1
P08754_P34972	P34972	P08754	15082510	9606	1
P08754_Q14831	Q14831	P08754	10488094	9606	1
P08754_Q9UL62	P08754	Q9UL62	22457348	9606	1
P08754_P30542	P30542	P08754	3805010	9606	1
P08754_P30542	P30542	P08754	6162091	9606	1
P08754_P30542	P30542	P08754	6305455	9606	1
P05783_Q16566	Q16566	P05783	19007248	9606	1
P05783_Q16566	Q16566	P05783	18669648	9606	1
P05783_Q16566	Q16566	P05783	17924679	9606	1
P05783_Q16566	Q16566	P05783	16424149	9606	1
P05783_Q16566	Q16566	P05783	7523419	9606	1
P05783_Q16566	Q16566	P05783	15368451	9606	1
P05783_Q9UBS0	Q9UBS0	P05783	11917136	9606	1
P05783_Q9UBS0	Q9UBS0	P05783	20729838	9606	1
P05783_Q9UBS0	Q9UBS0	P05783	20334631	9606	1
P05783_Q9UBS0	Q9UBS0	P05783	8522590	9606	1
P05783_Q9UBS0	Q9UBS0	P05783	25537517	9606	1
P05783_Q9UBS0	Q9UBS0	P05783	16424149	9606	1
P05783_Q9UBS0	Q9UBS0	P05783	17898082	9606	1
P05783_Q9UBS0	Q9UBS0	P05783	7523419	9606	1
P05783_Q9UBS0	Q9UBS0	P05783	17084817	9606	1
P05783_Q9NZJ5	Q9NZJ5	P05783	9524113	9606	1
P05783_Q9NZJ5	Q9NZJ5	P05783	7523419	9606	1
P05783_P62993	P62993	P05783	12577067	9606	1
P05783_Q14012	Q14012	P05783	7523419	9606	1
P11362_Q14653	P11362	Q14653	9463386	9606	1
P11362_Q14653	P11362	Q14653	14703513	9606	1
O14920_Q14653	O14920	Q14653	18272581	9606	1
O14920_Q14653	O14920	Q14653	25070846	9606	1
O14920_Q14653	O14920	Q14653	9566918	9606	1
O14920_Q14653	O14920	Q14653	17526488	9606	1
P13501_Q14653	Q14653	P13501	11991981	9606	1
P02778_Q14653	Q14653	P02778	12354379	9606	1
Q14653_Q96C10	Q96C10	Q14653	17020950	9606	1
P35908_Q14653	Q14653	P35908	14729983	9606	1
P35754_Q14653	P35754	Q14653	18309294	9606	1
P61586_Q14192	P61586	Q14192	11847121	9606	1
P16885_Q13507	P16885	Q13507	12970180	9606	1
P42229_P45983	P45983	P42229	19737086	9606	1
P45983_P54259	P45983	P54259	12812981	9606	1
P45983_P54259	P45983	P54259	17081983	9606	1
P45983_Q12968	P45983	Q12968	14517246	9606	1
P30307_P45983	P45983	P30307	20220133	9606	1
P45983_Q9H2B2	P45983	Q9H2B2	18046461	9606	1
P45983_Q15672	P45983	Q15672	21502402	9606	1
P45983_P51452	P51452	P45983	12204117	9606	1
P45983_P51452	P51452	P45983	11971192	9606	1
P45983_Q13363	P45983	Q13363	16984892	9606	1
P45983_Q13363	P45983	Q13363	15708980	9606	1
P45983_Q13363	P45983	Q13363	14567915	9606	1
P45983_Q13363	P45983	Q13363	19788416	9606	1
P14618_P45983	P45983	P14618	26258887	9606	1
P45983_Q6JBY9	P45983	Q6JBY9	19369195	9606	1
P45983_Q6JBY9	P45983	Q6JBY9	19690332	9606	1
P45983_Q6JBY9	P45983	Q6JBY9	15850461	9606	1
P32121_P45983	P45983	P32121	11877451	9606	1
P45983_Q16236	P45983	Q16236	16308312	9606	1
P45983_Q13464	Q13464	P45983	15068801	9606	1
P45983_Q92918	Q92918	P45983	9891069	9606	1
P45983_Q9NR28	P45983	Q9NR28	25310587	9606	1
P45983_Q99607	P45983	Q99607	21465527	9606	1
P45983_Q9GZQ8	P45983	Q9GZQ8	21943220	9606	1
P45983_P84243	P45983	P84243	15994958	9606	1
P45983_Q9Y6Q9	P45983	Q9Y6Q9	22163316	9606	1
P45983_Q9Y6Q9	P45983	Q9Y6Q9	16760465	9606	1
P45983_Q9Y6Q9	P45983	Q9Y6Q9	17574025	9606	1
P45983_Q9Y6Q9	P45983	Q9Y6Q9	22147914	9606	1
P16949_P45983	P45983	P16949	20630875	9606	1
P45983_Q7Z6J0	Q7Z6J0	P45983	9482736	9606	1
P45983_Q9H257	Q9H257	P45983	17187069	9606	1
P45983_Q9NPI6	P45983	Q9NPI6	23300942	9606	1
P45983_Q9NPI6	P45983	Q9NPI6	21859862	9606	1
P45983_Q9HC29	Q9HC29	P45983	17947236	9606	1
P45983_Q9HC29	Q9HC29	P45983	17965022	9606	1
P45983_Q9HC29	Q9HC29	P45983	17187069	9606	1
P45983_Q9HC29	Q9HC29	P45983	15692051	9606	1
P45983_Q9Y239	Q9Y239	P45983	17947236	9606	1
P45983_Q9Y239	Q9Y239	P45983	17965022	9606	1
P45983_Q9Y239	Q9Y239	P45983	11463746	9606	1
P45983_Q9Y239	Q9Y239	P45983	17186025	9606	1
P45983_Q8NEJ0	Q8NEJ0	P45983	16720344	9606	1
P45983_Q99956	P45983	Q99956		9606	1
P45983_Q99956	Q99956	P45983	18296638	9606	1
P45983_P55957	P45983	P55957	18594987	9606	1
P31947_P45983	P45983	P31947	15071501	9606	1
P45983_Q16082	Q16082	P45983	18266962	9606	1
P45983_Q92730	Q92730	P45983	17251915	9606	1
P05362_P43405	P43405	P05362	14973144	9606	1
P05362_P20702	P05362	P20702	7679388	9606	1
P04198_P33991	P04198	P33991	17826980	9606	1
P04198_P25205	P04198	P25205	17826980	9606	1
P04198_P49736	P04198	P49736	17826980	9606	1
P04198_Q14566	P04198	Q14566	17826980	9606	1
P04198_P33992	P04198	P33992	17826980	9606	1
P04198_Q9UJA3	P04198	Q9UJA3	17826980	9606	1
P05106_P43405	P05106	P43405		9606	1
P05106_P43405	P43405	P05106	8631894	9606	1
P05106_P49758	P49758	P05106	17609107	9606	1
P05106_P21815	P21815	P05106	10785511	9606	1
O14965_P42229	P42229	O14965	18586824	9606	1
P24666_P42229	P24666	P42229	14637146	9606	1
P16471_P42229	P16471	P42229	10582086	9606	1
P42229_Q13261	Q13261	P42229	10582086	9606	1
P42229_Q9HC73	Q9HC73	P42229	10582086	9606	1
P42229_Q9NSE2	Q9NSE2	P42229	11713228	9606	1
Q07817_Q9H4B4	Q9H4B4	Q07817	21336504	9606	1
Q07817_Q9H4B4	Q9H4B4	Q07817	21840391	9606	1
P17275_Q07817	P17275	Q07817	11163237	9606	1
P35637_Q07817	P35637	Q07817	18471544	9606	1
P17655_Q07817	P17655	Q07817	12000759	9606	1
P45984_Q07817	P45984	Q07817	17369848	9606	1
P45984_Q07817	P45984	Q07817	22617334	9606	1
P45984_Q07817	P45984	Q07817	26188358	9606	1
P45984_Q07817	P45984	Q07817	23953109	9606	1
P45984_Q07817	P45984	Q07817	20363734	9606	1
P45984_Q07817	P45984	Q07817	12633850	9606	1
P45984_Q07817	P45984	Q07817	18794113	9606	1
P45984_Q07817	P45984	Q07817	18974096	9606	1
P45984_Q07817	P45984	Q07817	21840391	9606	1
Q07817_Q96PG8	Q07817	Q96PG8		9606	1
Q07817_Q96PG8	Q96PG8	Q07817	15694340	9606	1
P04626_Q92796	P04626	Q92796	10725395	9606	1
P04626_Q92796	Q92796	P04626	10725395	9606	1
P27105_P68400	P68400	P27105	8373790	9606	1
P35221_P46937	P35221	P46937	23431053	9606	1
P35221_P68400	P68400	P35221	19941816	9606	1
P35221_P68400	P68400	P35221	20093040	9606	1
P48736_Q6ZUJ8	Q6ZUJ8	P48736	22187458	9606	1
P42338_Q6ZUJ8	Q6ZUJ8	P42338	22187458	9606	1
P42336_Q6ZUJ8	Q6ZUJ8	P42336	22187458	9606	1
P00519_Q6ZUJ8	P00519	Q6ZUJ8	17693683	9606	1
P00519_Q6ZUJ8	P00519	Q6ZUJ8	18083107	9606	1
P00519_Q6ZUJ8	P00519	Q6ZUJ8	15893754	9606	1
P00519_Q6ZUJ8	P00519	Q6ZUJ8	20841568	9606	1
O96013_Q93045	O96013	Q93045	23893240	9606	1
O96013_Q93045	O96013	Q93045	25869138	9606	1
P12694_P51451	P51451	P12694	12812918	9606	1
P12694_Q8N3J5	Q8N3J5	P12694	19411760	9606	1
P17612_Q9GZU1	P17612	Q9GZU1	17988215	9606	1
Q8TDD5_Q9GZU1	Q8TDD5	Q9GZU1	20736310	9606	1
Q8TDD5_Q9GZU1	Q8TDD5	Q9GZU1	19885840	9606	1
Q8TDD5_Q9GZU1	Q8TDD5	Q9GZU1	19522758	9606	1
Q8TDD5_Q9GZU1	Q8TDD5	Q9GZU1	19557826	9606	1
Q8TDD5_Q9GZU1	Q8TDD5	Q9GZU1	16606612	9606	1
Q8TDD5_Q9GZU1	Q8TDD5	Q9GZU1	23469151	9606	1
Q8TDD5_Q9GZU1	Q9GZU1	Q8TDD5	20736310	9606	1
Q8TDD5_Q9GZU1	Q9GZU1	Q8TDD5	19885840	9606	1
Q8TDD5_Q9GZU1	Q9GZU1	Q8TDD5	19522758	9606	1
Q8TDD5_Q9GZU1	Q9GZU1	Q8TDD5	19557826	9606	1
Q8TDD5_Q9GZU1	Q9GZU1	Q8TDD5	16606612	9606	1
Q8TDD5_Q9GZU1	Q9GZU1	Q8TDD5	23469151	9606	1
Q8IZK6_Q9GZU1	Q8IZK6	Q9GZU1	19557826	9606	1
Q8IZK6_Q9GZU1	Q8IZK6	Q9GZU1	20736310	9606	1
Q8IZK6_Q9GZU1	Q8IZK6	Q9GZU1	16606612	9606	1
Q8IZK6_Q9GZU1	Q8IZK6	Q9GZU1	19885840	9606	1
Q8IZK6_Q9GZU1	Q9GZU1	Q8IZK6	19557826	9606	1
Q8IZK6_Q9GZU1	Q9GZU1	Q8IZK6	20736310	9606	1
