pair_id_clean	ida_clean	idb_clean	pubid	taxon	OmniPath_interactions
P53779_Q13387	Q13387	P53779	15767678	9606	1
P53779_Q5JR12	P53779	Q5JR12	18553930	9606	1
P49407_Q9Y496	P49407	Q9Y496	18497258	9606	1
P24864_P49840	P49840	P24864	14536078	9606	1
O60260_P24864	O60260	P24864	12628165	9606	1
O60260_P24864	O60260	P24864	15194120	9606	1
O60260_P24864	O60260	P24864	20418918	9606	1
P24864_P30281	P30281	P24864	16609025	9606	1
O75962_Q13627	Q13627	O75962	12551902	9606	1
O43524_Q13627	Q13627	O43524	19188143	9606	1
P05198_Q13627	Q13627	P05198	11311121	9606	1
P49427_Q13627	Q13627	P49427	12037680	9606	1
P49427_Q13627	Q13627	P49427	11546811	9606	1
P49418_Q13627	Q13627	P49418	16733250	9606	1
P49418_Q13627	Q13627	P49418	15262992	9606	1
P49418_Q13627	Q13627	P49418	11113134	9606	1
Q05209_Q13627	Q13627	Q05209	7520867	9606	1
Q05209_Q13627	Q13627	Q05209	7909431	9606	1
P98177_Q13627	Q13627	P98177	19188143	9606	1
P98177_Q13627	Q13627	P98177	11313479	9606	1
P98177_Q13627	Q13627	P98177	15538382	9606	1
P98177_Q13627	Q13627	P98177	11896584	9606	1
P98177_Q13627	Q13627	P98177	11689711	9606	1
A8MYZ6_Q13627	Q13627	A8MYZ6	19188143	9606	1
P49815_P49840	P49840	P49815	16959574	9606	1
P49815_P49840	P49840	P49815	20226003	9606	1
P32302_P49815	P49815	P32302	15972957	9606	1
P01892_P17612	P17612	P01892	6333425	9606	1
P17252_Q01995	P17252	Q01995	17123483	9606	1
P17252_Q01995	P17252	Q01995	11053353	9606	1
P68400_Q9UKX2	P68400	Q9UKX2	11108967	9606	1
P17612_Q13185	P17612	Q13185	17242207	9606	1
P17612_Q13185	P17612	Q13185	16531993	9606	1
P17612_Q13185	P17612	Q13185	19567367	9606	1
P17612_Q13185	P17612	Q13185	25216677	9606	1
O14965_Q8IX03	O14965	Q8IX03	21878642	9606	1
Q8IX03_Q96GD4	Q96GD4	Q8IX03	21878642	9606	1
Q15418_Q8IX03	Q15418	Q8IX03	24269383	9606	1
P51812_Q8IX03	P51812	Q8IX03	24269383	9606	1
P21730_P25098	P25098	P21730	7642584	9606	1
P21730_Q05655	Q05655	P21730	17145764	9606	1
P21730_Q05655	Q05655	P21730	12464600	9606	1
P21730_Q05655	Q05655	P21730	10636859	9606	1
P17252_P21730	P17252	P21730	17145764	9606	1
P17252_P21730	P17252	P21730	7642584	9606	1
P17252_P21730	P17252	P21730	12464600	9606	1
P17252_P21730	P17252	P21730	10636859	9606	1
P05771_P21730	P05771	P21730	17145764	9606	1
O96017_Q9NYL2	Q9NYL2	O96017	15342622	9606	1
O96017_Q9NYL2	Q9NYL2	O96017	16311512	9606	1
O96017_Q9NYL2	Q9NYL2	O96017	16481012	9606	1
Q16512_Q9NYL2	Q16512	Q9NYL2	17251915	9606	1
P46734_Q9NYL2	Q9NYL2	P46734	11836244	9606	1
Q13163_Q9NYL2	Q9NYL2	Q13163	11042189	9606	1
Q13332_Q16620	Q13332	Q16620	17967490	9606	1
Q16620_Q9Y4H2	Q16620	Q9Y4H2	9374521	9606	1
Q13562_Q16620	Q13562	Q16620	16251211	9606	1
P18433_Q14721	P18433	Q14721	16870705	9606	1
P17252_P18433	P17252	P18433	11923305	9606	1
P17252_P18433	P17252	P18433	11676480	9606	1
P17252_P18433	P17252	P18433	7518772	9606	1
P17252_P18433	P17252	P18433	17507376	9606	1
Q13464_Q9Y613	Q13464	Q9Y613	18239683	9606	1
P06241_Q9NZA1	P06241	Q9NZA1	10930415	9606	1
P68400_Q04724	P68400	Q04724	22354967	9606	1
P68400_Q04724	P68400	Q04724	15367661	9606	1
P68400_Q04724	P68400	Q04724	24270405	9606	1
P25098_Q92597	P25098	Q92597	15461589	9606	1
O43312_P08151	O43312	P08151	17845852	9606	1
O43312_P08151	O43312	P08151	15545630	9606	1
O43312_P08151	P08151	O43312		9606	1
O43312_Q9UMX1	O43312	Q9UMX1	15545630	9606	1
O43312_P48730	P48730	O43312	24318128	9606	1
O43781_Q96B36	O43781	Q96B36	23415227	9606	1
O43781_P16220	O43781	P16220	12356771	9606	1
O43781_P84243	O43781	P84243	10644696	9606	1
P20749_Q9NQC7	Q9NQC7	P20749	16713561	9606	1
P20749_Q6UUV7	Q6UUV7	P20749	17644518	9606	1
P42684_Q16643	P42684	Q16643	20841568	9606	1
P42684_Q16643	P42684	Q16643	17892306	9606	1
Q9BUB5_Q9NP80	Q9BUB5	Q9NP80	25492867	9606	1
Q9BUB5_Q9NP80	Q9BUB5	Q9NP80	23258543	9606	1
P49137_Q07352	P49137	Q07352	18326031	9606	1
P49137_Q07352	P49137	Q07352	26280535	9606	1
P49137_P53350	P49137	P53350	18695677	9606	1
P30307_P49137	P49137	P30307	15629715	9606	1
P49137_P67775	P67775	P49137	1327754	9606	1
P49137_Q01844	P49137	Q01844	934118	9606	1
P41279_P49137	P49137	P41279	15466476	9606	1
P41279_P49137	P49137	P41279	12138205	9606	1
P49137_Q6JBY9	P49137	Q6JBY9	19367720	9606	1
P49137_Q6JBY9	P49137	Q6JBY9	19690332	9606	1
P49137_Q6JBY9	P49137	Q6JBY9	15850461	9606	1
P49137_Q9UKV8	P49137	Q9UKV8	20626350	9606	1
P49137_Q9NQC3	P49137	Q9NQC3	16095439	9606	1
P49137_Q00987	P49137	Q00987	15688025	9606	1
P08670_P49137	P49137	P08670	12761892	9606	1
P08670_P49137	P49137	P08670	15713670	9606	1
P08670_P49137	P49137	P08670	11895474	9606	1
P49137_P51812	P49137	P51812	18691976	9606	1
P49137_P51812	P49137	P51812	19369195	9606	1
P49137_P61224	P49137	P61224	1551424	9606	1
P49137_P61224	P49137	P61224	1696481	9606	1
P49137_Q14134	P49137	Q14134	26381412	9606	1
P49137_Q14134	P49137	Q14134	24469230	9606	1
P08833_P49137	P49137	P08833	7678248	9606	1
P49137_P62714	P62714	P49137	1327754	9606	1
P49137_Q8N5C8	P49137	Q8N5C8	18021073	9606	1
P49137_Q13144	P49137	Q13144	12133000	9606	1
P49137_Q13144	P49137	Q13144	11500362	9606	1
O95453_P49137	P49137	O95453	20932473	9606	1
O95453_P49137	P49137	O95453	16964243	9606	1
O95453_P49137	P49137	O95453	19690332	9606	1
O95453_P49137	P49137	O95453	18669648	9606	1
O95453_P49137	P49137	O95453	21173571	9606	1
P49137_Q16082	P49137	Q16082	18266962	9606	1
P49137_Q01892	P49137	Q01892	10618498	9606	1
P35900_P49137	P49137	P35900	16608857	9606	1
P18669_Q16512	Q16512	P18669	12189148	9606	1
P18669_Q13153	P18669	Q13153		9606	1
P18669_Q13153	Q13153	P18669	12189148	9606	1
P49841_Q15853	P49841	Q15853	25238393	9606	1
P08151_P10071	P08151	P10071		9606	1
P08151_P49841	P49841	P08151	16481469	9606	1
P08151_Q96QV1	P08151	Q96QV1	16571352	9606	1
P08151_Q96ST3	P08151	Q96ST3	11960000	9606	1
O00422_P08151	P08151	O00422	11960000	9606	1
P08151_Q2M1P5	Q2M1P5	P08151	19549984	9606	1
P25098_P41180	P25098	P41180	12409307	9606	1
P25098_P41180	P25098	P41180	9694886	9606	1
P42575_P62136	P62136	P42575	19531356	9606	1
P36873_P42575	P36873	P42575	19531356	9606	1
P42575_Q13546	P42575	Q13546	15590671	9606	1
P42575_Q9NR28	P42575	Q9NR28	11832478	9606	1
P42575_P62140	P62140	P42575	19531356	9606	1
O95831_P42575	P42575	O95831	11832478	9606	1
Q15418_Q96RK0	Q15418	Q96RK0	21087211	9606	1
P51812_Q96RK0	P51812	Q96RK0	21087211	9606	1
P67775_Q99759	P67775	Q99759	20448038	9606	1
Q13535_Q7Z6Z7	Q13535	Q7Z6Z7	18077418	9606	1
Q13153_Q9UQ80	Q13153	Q9UQ80	18283314	9606	1
Q05655_Q9UQ80	Q05655	Q9UQ80	16642037	9606	1
Q05655_Q9UQ80	Q05655	Q9UQ80	21145366	9606	1
Q38SD2_Q96SN8	Q38SD2	Q96SN8	26192437	9606	1
O75469_Q15466	O75469	Q15466		9606	1
O75469_Q15466	Q15466	O75469	12805410	9606	1
P10826_Q15466	Q15466	P10826	11368516	9606	1
P06493_Q99728	P06493	Q99728	15665273	9606	1
P06493_Q99728	P06493	Q99728	15855157	9606	1
P41235_Q13976	Q13976	P41235	16351573	9606	1
O75469_P41235	O75469	P41235	15331348	9606	1
P41235_Q15759	Q15759	P41235	21708125	9606	1
P41235_Q15759	Q15759	P41235	17317687	9606	1
P41235_Q15759	Q15759	P41235	16351573	9606	1
P41235_Q15759	Q15759	P41235	12740371	9606	1
P26678_Q5S007	Q5S007	P26678	17913704	9606	1
P26678_Q5S007	Q5S007	P26678	15528241	9606	1
P36871_Q16512	Q16512	P36871	15378030	9606	1
P06493_Q96C19	P06493	Q96C19	24917152	9606	1
Q96B36_Q9Y243	Q96B36	Q9Y243		9606	1
Q01860_Q9Y243	Q9Y243	Q01860	23041284	9606	1
Q13188_Q9Y243	Q9Y243	Q13188	20231902	9606	1
P16220_Q9Y243	Q9Y243	P16220	9829964	9606	1
Q9UKV8_Q9Y243	Q9Y243	Q9UKV8	23603119	9606	1
Q9UKV8_Q9Y243	Q9Y243	Q9UKV8	18476811	9606	1
Q9UKV8_Q9Y243	Q9Y243	Q9UKV8	26443379	9606	1
Q9UKV8_Q9Y243	Q9Y243	Q9UKV8	21071408	9606	1
P04792_Q9Y243	Q9Y243	P04792	19593530	9606	1
Q9UM73_Q9Y243	Q9UM73	Q9Y243	9512493	9606	1
P55211_Q9Y243	Q9Y243	P55211	9812896	9606	1
O14558_Q9Y243	O14558	Q9Y243	18948619	9606	1
P56278_Q9Y243	P56278	Q9Y243	10983986	9606	1
Q16082_Q9Y243	Q16082	Q9Y243	18266962	9606	1
O95990_Q9Y243	O95990	Q9Y243	10983986	9606	1
P21673_P25098	P25098	P21673	8954982	9606	1
P06493_Q6P1N0	P06493	Q6P1N0	19413330	9606	1
P06493_Q6P1N0	P06493	Q6P1N0	20171170	9606	1
P06493_Q6P1N0	P06493	Q6P1N0	18220336	9606	1
P06493_Q6P1N0	P06493	Q6P1N0	16964243	9606	1
P02545_P31749	P31749	P02545	18808171	9606	1
P02545_P31749	P31749	P02545	23430973	9606	1
Q96SB4_Q9BWF3	Q96SB4	Q9BWF3	17284590	9606	1
P19544_Q9BWF3	P19544	Q9BWF3	16934801	9606	1
P10599_P17252	P17252	P10599	20619274	9606	1
P10599_Q9Y5S8	Q9Y5S8	P10599	20347035	9606	1
P10599_Q9BYW2	P10599	Q9BYW2	20347035	9606	1
P10599_Q06546	Q06546	P10599	19114066	9606	1
P17612_P48549	P17612	P48549	19151997	9606	1
P42680_Q13322	P42680	Q13322	9753425	9606	1
P42336_Q13322	Q13322	P42336	12783867	9606	1
P00519_Q13322	Q13322	P00519	9006901	9606	1
P00519_Q13322	Q13322	P00519	9747873	9606	1
P60484_Q9BWU1	Q9BWU1	P60484	12077256	9606	1
P60484_Q9BWU1	Q9BWU1	P60484	16107342	9606	1
P60484_Q9BWU1	Q9BWU1	P60484	12297295	9606	1
Q13153_Q9BWU1	Q9BWU1	Q13153	19520772	9606	1
O00329_Q9BWU1	Q9BWU1	O00329	10064595	9606	1
P38398_Q16236	P38398	Q16236	15520196	9606	1
P38398_P42685	P42685	P38398	26513018	9606	1
P38398_Q13330	Q13330	P38398	17922032	9606	1
P38398_P48431	P38398	P48431	15574597	9606	1
P38398_Q00266	Q00266	P38398	17922032	9606	1
P17612_Q14738	P17612	Q14738	17301223	9606	1
P17612_Q14738	P17612	Q14738	9688562	9606	1
P05771_P14679	P05771	P14679	10347209	9606	1
O15455_P23443	P23443	O15455	12509442	9606	1
Q13507_Q8TD43	Q8TD43	Q13507	18262493	9606	1
Q13507_Q96J92	Q96J92	Q13507	21670282	9606	1
P41181_Q13507	P41181	Q13507	20107112	9606	1
P41181_Q13507	P41181	Q13507	17699554	9606	1
P19235_Q13507	P19235	Q13507	18276585	9606	1
P19235_Q13507	P19235	Q13507	19074769	9606	1
P19235_Q13507	P19235	Q13507	21757714	9606	1
Q12797_Q13507	Q12797	Q13507	15302852	9606	1
Q13507_Q9UBN4	Q13507	Q9UBN4	20351294	9606	1
Q13507_Q9UBN4	Q13507	Q9UBN4	12857742	9606	1
Q13507_Q9UBN4	Q13507	Q9UBN4	16537542	9606	1
Q13507_Q86YM7	Q86YM7	Q13507	16887806	9606	1
Q13507_Q9HCX4	Q13507	Q9HCX4	18502908	9606	1
Q13507_Q9HCX4	Q13507	Q9HCX4	12377790	9606	1
Q13507_Q9Y225	Q9Y225	Q13507	17850865	9606	1
O14965_Q8WV24	O14965	Q8WV24	21807936	9606	1
O14965_Q9BXS6	O14965	Q9BXS6	21072059	9606	1
O14965_Q14203	O14965	Q14203	23547029	9606	1
O14965_Q13526	O14965	Q13526	23970419	9606	1
O14965_P41208	O14965	P41208	21731694	9606	1
O14965_P41208	O14965	P41208	23844208	9606	1
O14965_P41208	O14965	P41208	11279195	9606	1
O14965_P68104	O14965	P68104	7890750	9606	1
O14965_P04792	O14965	P04792	12096113	9606	1
O14965_P04792	O14965	P04792	11383510	9606	1
O14965_Q13153	Q13153	O14965	24867643	9606	1
O14965_Q9NS23	O14965	Q9NS23	17563743	9606	1
O14965_Q9NS23	O14965	Q9NS23	21468893	9606	1
O14965_Q9NS23	O14965	Q9NS23	22389451	9606	1
O14965_Q9NS23	O14965	Q9NS23	21874044	9606	1
O14965_Q9NS23	O14965	Q9NS23	18071316	9606	1
O14965_Q9NS23	O14965	Q9NS23	18514071	9606	1
O14965_Q9NS23	O14965	Q9NS23	20655196	9606	1
O14965_Q9NS23	O14965	Q9NS23	19276349	9606	1
O14965_Q14194	O14965	Q14194	19799413	9606	1
O14965_Q9UNN5	O14965	Q9UNN5	18790738	9606	1
O14965_P10636	O14965	P10636	8999860	9606	1
O14965_Q9BZB8	O14965	Q9BZB8	15630414	9606	1
P31749_Q8NCD3	P31749	Q8NCD3	18691976	9606	1
P31749_Q8NCD3	P31749	Q8NCD3	17256767	9606	1
P06493_Q99558	P06493	Q99558	11278268	9606	1
P06493_Q99558	P06493	Q99558	9742107	9606	1
P53805_Q99558	Q99558	P53805	18056702	9606	1
P61160_Q99558	Q99558	P61160	25601402	9606	1
P16333_Q99558	Q99558	P16333	9135144	9606	1
P36941_Q99558	P36941	Q99558	12387745	9606	1
Q99558_Q9Y275	Q9Y275	Q99558	17183360	9606	1
P25054_Q9HCP0	P25054	Q9HCP0		9606	1
P25054_Q9HCP0	Q9HCP0	P25054	17910481	9606	1
P25054_Q9HCP0	Q9HCP0	P25054	12628243	9606	1
P25054_P39748	P25054	P39748	15548520	9606	1
P25054_P39748	P25054	P39748	17176113	9606	1
P25054_Q93034	P25054	Q93034	21145461	9606	1
P25054_Q13618	P25054	Q13618	21145461	9606	1
O60729_P25054	O60729	P25054	18662541	9606	1
P25054_Q13616	P25054	Q13616	21145461	9606	1
P25054_Q13620	P25054	Q13620	21145461	9606	1
P25054_Q13564	P25054	Q13564	21145461	9606	1
P25054_Q13619	P25054	Q13619	21145461	9606	1
P06746_P25054	P25054	P06746	15548520	9606	1
P06746_P25054	P25054	P06746	17176113	9606	1
P01233_P49841	P49841	P01233	6196363	9606	1
Q8TD19_Q92569	Q8TD19	Q92569	7542745	9606	1
Q8TD19_Q92736	Q8TD19	Q92736	14715536	9606	1
Q8TD19_Q92736	Q8TD19	Q92736	10830164	9606	1
Q8TD19_Q92736	Q8TD19	Q92736	15790957	9606	1
Q8TD19_Q92736	Q8TD19	Q92736	17643448	9606	1
P13631_P35269	P35269	P13631	10748061	9606	1
P46937_P48730	P48730	P46937	24715453	9606	1
P46937_P48730	P48730	P46937	23431053	9606	1
P06493_P46937	P06493	P46937	24101154	9606	1
P06493_P46937	P06493	P46937	25605730	9606	1
P06493_P46937	P06493	P46937	25751139	9606	1
P06493_P46937	P06493	P46937	12535517	9606	1
P45984_P46937	P45984	P46937	21364637	9606	1
P45984_P46937	P45984	P46937	17081983	9606	1
P45984_P46937	P45984	P46937	18669648	9606	1
P26232_P46937	P26232	P46937	23431053	9606	1
Q15208_Q96QF0	Q15208	Q96QF0	23435566	9606	1
Q15208_Q9Y2U5	Q15208	Q9Y2U5	17906693	9606	1
P17612_Q15208	P17612	Q15208	22142472	9606	1
P16220_P21675	P16220	P21675	7615553	9606	1
P16220_P21675	P16220	P21675	7906413	9606	1
O43521_P21675	P21675	O43521	18022353	9606	1
P21675_P46527	P21675	P46527	18684994	9606	1
P20138_Q16539	Q16539	P20138	10206955	9606	1
O95271_P49841	P49841	O95271	21818122	9606	1
O95271_P49841	P49841	O95271	17026964	9606	1
P30203_P68400	P68400	P30203	23711376	9606	1
P30203_Q08881	Q08881	P30203	9394826	9606	1
P02511_Q16539	Q16539	P02511	23049853	9606	1
P02511_Q16539	Q16539	P02511	16500585	9606	1
P02511_Q16539	Q16539	P02511	10706390	9606	1
P02511_Q16539	Q16539	P02511	20005263	9606	1
P02511_Q16539	Q16539	P02511	19272359	9606	1
P02511_Q16539	Q16539	P02511	12060738	9606	1
P02511_Q16539	Q16539	P02511	16928191	9606	1
P02511_Q16539	Q16539	P02511	18061612	9606	1
P02511_Q16539	Q16539	P02511	11158243	9606	1
P02511_Q16539	Q16539	P02511	24023879	9606	1
P02511_Q16539	Q16539	P02511	12468532	9606	1
P02511_Q16539	Q16539	P02511	11096101	9606	1
P02511_Q16539	Q16539	P02511	15511225	9606	1
P02511_Q16539	Q16539	P02511	8175657	9606	1
P02511_Q16539	Q16539	P02511	9368070	9606	1
P02511_Q16539	Q16539	P02511	16129694	9606	1
O75475_P02511	O75475	P02511	11350077	9606	1
O75444_P02511	O75444	P02511	11069887	9606	1
O75444_P02511	O75444	P02511	10603348	9606	1
P48048_P53350	P53350	P48048	12878206	9606	1
P53350_P62826	P53350	P62826	16930555	9606	1
P53350_P62826	P53350	P62826	20805321	9606	1
P29972_P53350	P53350	P29972	17522053	9606	1
P53350_Q96RR4	P53350	Q96RR4	15209507	9606	1
P53350_Q14203	P53350	Q14203	20679239	9606	1
P53350_Q14203	P53350	Q14203	23661607	9606	1
P15923_P53350	P53350	P15923	14592976	9606	1
P53350_Q9Y2X7	P53350	Q9Y2X7	16246726	9606	1
P41279_P53350	P41279	P53350	12207013	9606	1
P53350_Q13535	Q13535	P53350	12147700	9606	1
P16070_P53350	P53350	P16070	12032545	9606	1
P53350_Q8N6F7	P53350	Q8N6F7	17489982	9606	1
P53350_Q9Y265	P53350	Q9Y265	26201077	9606	1
P08670_P53350	P53350	P08670	18056432	9606	1
P08670_P53350	P53350	P08670	9794428	9606	1
O95425_P53350	P53350	O95425	23750008	9606	1
P53350_Q9Y365	P53350	Q9Y365	17561512	9606	1
P53350_Q9Y365	P53350	Q9Y365	15704244	9606	1
P53350_Q2M2Z5	P53350	Q2M2Z5	16980960	9606	1
P15036_P53350	P53350	P15036	12511603	9606	1
P15036_P53350	P53350	P15036	11027273	9606	1
P15036_P53350	P53350	P15036	12095911	9606	1
P53350_Q8N5S9	P53350	Q8N5S9	10187789	9606	1
O94804_P53350	O94804	P53350	11854496	9606	1
O94804_P53350	O94804	P53350	12207013	9606	1
O94804_P53350	O94804	P53350	10980711	9606	1
O94804_P53350	O94804	P53350	25660017	9606	1
O94804_P53350	O94804	P53350	26012549	9606	1
O94804_P53350	O94804	P53350	24844881	9606	1
O94804_P53350	O94804	P53350	26206521	9606	1
O94804_P53350	O94804	P53350	15713655	9606	1
O94804_P53350	O94804	P53350	18615013	9606	1
O94804_P53350	O94804	P53350	22081024	9606	1
O94804_P53350	O94804	P53350	22281053	9606	1
O94804_P53350	O94804	P53350	24349352	9606	1
O94804_P53350	O94804	P53350	21454580	9606	1
O94804_P53350	O94804	P53350	20603326	9606	1
O94804_P53350	O94804	P53350	24785407	9606	1
O94804_P53350	O94804	P53350	15611664	9606	1
O94804_P53350	O94804	P53350	18477460	9606	1
O94804_P53350	O94804	P53350	26114094	9606	1
O94804_P53350	O94804	P53350	23442801	9606	1
P53350_Q13416	P53350	Q13416	21947279	9606	1
P53350_Q13416	P53350	Q13416	23188630	9606	1
P53350_Q15022	P53350	Q15022	25855382	9606	1
P15090_P53350	P53350	P15090	1648089	9606	1
P53350_Q8IYD8	P53350	Q8IYD8	19680264	9606	1
P21462_Q16539	Q16539	P21462	22447027	9606	1
P17252_P32004	P17252	P32004	20335502	9606	1
P17252_P32004	P17252	P32004	8592152	9606	1
P17252_P32004	P17252	P32004	8663493	9606	1
P32004_P53680	P32004	P53680	12070130	9606	1
P32004_P53680	P53680	P32004	12070130	9606	1
P00519_Q6P1J9	P00519	Q6P1J9	21726809	9606	1
O14939_P53667	P53667	O14939	15979581	9606	1
O14939_P52333	P52333	O14939	20176813	9606	1
O14939_P52333	P52333	O14939	23378025	9606	1
O14939_P52333	P52333	O14939	21414324	9606	1
O14939_P63096	P63096	O14939	9148895	9606	1
O14939_Q08043	O14939	Q08043	10801846	9606	1
O14939_Q08043	Q08043	O14939	10801846	9606	1
O95433_P00519	P00519	O95433	26235616	9606	1
P01111_P46940	P46940	P01111	8670801	9606	1
P01111_Q13671	Q13671	P01111	12574403	9606	1
P01111_Q13671	Q13671	P01111	11784866	9606	1
P01111_P62158	P62158	P01111	11585916	9606	1
P01111_P10114	P10114	P01111	10085114	9606	1
P01111_Q8IV61	Q8IV61	P01111	10934204	9606	1
P01111_Q8IV61	Q8IV61	P01111	2833817	9606	1
P01111_Q8IV61	Q8IV61	P01111	9582122	9606	1
P01111_Q92565	Q92565	P01111	19201597	9606	1
P01111_Q8N431	Q8N431	P01111	19201597	9606	1
O43374_P01111	O43374	P01111	11448776	9606	1
O43374_P01111	O43374	P01111	12845332	9606	1
P01111_Q8TEU7	Q8TEU7	P01111	19201597	9606	1
P01111_Q96PV0	Q96PV0	P01111	9581761	9606	1
P01111_Q9Y397	Q9Y397	P01111	21779492	9606	1
P01111_Q8N9B8	Q8N9B8	P01111	19201597	9606	1
P00519_Q03468	P00519	Q03468	17626041	9606	1
Q03468_Q96KQ7	Q96KQ7	Q03468	18438403	9606	1
O75582_P19838	O75582	P19838	12628924	9606	1
O75582_P19838	O75582	P19838	17255956	9606	1
O14757_P19838	O14757	P19838	22152481	9606	1
O14757_P19838	O14757	P19838	23180782	9606	1
O43318_P19838	O43318	P19838	9480845	9606	1
P19838_P31751	P31751	P19838	17604717	9606	1
P19838_P22301	P22301	P19838	12773629	9606	1
P19838_Q9UKL3	Q9UKL3	P19838	22075988	9606	1
P21127_P50613	P50613	P21127	16327805	9606	1
P42684_P50613	P42684	P50613	9725911	9606	1
P14859_P50613	P50613	P14859	9368058	9606	1
P50613_Q9UPZ9	P50613	Q9UPZ9	15988018	9606	1
P11836_P50613	P50613	P11836	7678037	9606	1
P68400_Q9UQE7	P68400	Q9UQE7	18442975	9606	1
P68400_Q9UQE7	P68400	Q9UQE7	19367720	9606	1
P68400_Q9UQE7	P68400	Q9UQE7	15737063	9606	1
P31749_Q13009	P31749	Q13009	25746002	9606	1
P31749_Q13009	Q13009	P31749		9606	1
Q13009_Q99835	Q99835	Q13009	20654717	9606	1
Q13009_Q99835	Q99835	Q13009	23074268	9606	1
O75582_P11831	O75582	P11831	12684542	9606	1
O75582_P11831	O75582	P11831	23548149	9606	1
O75582_P11831	O75582	P11831	17627985	9606	1
O75582_P11831	O75582	P11831	8413226	9606	1
O75582_P11831	O75582	P11831	11859076	9606	1
O75582_P11831	O75582	P11831	10318869	9606	1
O75582_P11831	O75582	P11831	16690701	9606	1
P11831_Q13976	Q13976	P11831	19778940	9606	1
P11831_Q13976	Q13976	P11831	12809504	9606	1
P11831_P17252	P17252	P11831	19778940	9606	1
P11831_P17252	P17252	P11831	16537394	9606	1
P11831_P17252	P17252	P11831	1547771	9606	1
P11831_P17252	P17252	P11831	12809504	9606	1
P11831_P17612	P17612	P11831	19778940	9606	1
O43474_P11831	O43474	P11831	21673106	9606	1
O75928_P11831	P11831	O75928	12764129	9606	1
P11831_P36402	P36402	P11831	2108863	9606	1
P67775_Q13522	P67775	Q13522	11278334	9606	1
O75582_Q13522	O75582	Q13522	17416610	9606	1
O75582_Q13522	O75582	Q13522	14966518	9606	1
O75582_Q13522	O75582	Q13522	17046826	9606	1
P62136_Q13522	Q13522	P62136	8611507	9606	1
P36873_Q13522	Q13522	P36873	8611507	9606	1
P36873_Q13522	Q13522	P36873	9765309	9606	1
P17612_Q13522	P17612	Q13522	8611507	9606	1
P17612_Q13522	P17612	Q13522	19887526	9606	1
P48454_Q13522	P48454	Q13522	11278334	9606	1
P62714_Q13522	P62714	Q13522	11278334	9606	1
P16298_Q13522	P16298	Q13522	11278334	9606	1
Q08209_Q13522	Q08209	Q13522	11278334	9606	1
P47712_Q02156	Q02156	P47712	15539760	9606	1
P47712_Q02156	Q02156	P47712	10978317	9606	1
P47712_Q02156	Q02156	P47712	9468497	9606	1
P17275_Q16236	P17275	Q16236	9872330	9606	1
P17275_P49841	P49841	P17275	22710716	9606	1
P00519_P17275	P00519	P17275	26217035	9606	1
P17275_Q16656	P17275	Q16656	9872330	9606	1
Q05655_Q96C90	Q05655	Q96C90	16397254	9606	1
Q05655_Q96C90	Q05655	Q96C90	10606530	9606	1
Q13045_Q96BR1	Q96BR1	Q13045	19293151	9606	1
Q13045_Q96BR1	Q96BR1	Q13045	17081983	9606	1
P17252_P48048	P17252	P48048	22139477	9606	1
P17252_P48048	P17252	P48048	12221079	9606	1
P17252_P48048	P17252	P48048	18547545	9606	1
P24844_Q13177	Q13177	P24844	10047984	9606	1
P24844_Q13153	Q13153	P24844	17895359	9606	1
P24844_Q13153	Q13153	P24844	25068972	9606	1
P24844_Q13153	Q13153	P24844	12081505	9606	1
P24844_Q13153	Q13153	P24844	10092231	9606	1
P24844_Q13153	Q13153	P24844	15333633	9606	1
P24844_Q13153	Q13153	P24844	21336303	9606	1
P24844_Q13153	Q13153	P24844	15695393	9606	1
P24844_Q13153	Q13153	P24844	12716456	9606	1
P24844_Q13153	Q13153	P24844	26169356	9606	1
P24844_Q13153	Q13153	P24844	18079119	9606	1
P24844_Q13153	Q13153	P24844	3839510	9606	1
P24844_Q13153	Q13153	P24844	10704379	9606	1
P24844_Q13153	Q13153	P24844	11673466	9606	1
P24844_Q13153	Q13153	P24844	26152729	9606	1
P24844_Q13153	Q13153	P24844	15056655	9606	1
P24844_Q13153	Q13153	P24844	18854160	9606	1
P17252_P24844	P17252	P24844	22136066	9606	1
P17252_P24844	P17252	P24844	18835557	9606	1
P17252_P24844	P17252	P24844	10514500	9606	1
P17252_P24844	P17252	P24844	12802051	9606	1
P17252_P24844	P17252	P24844	3036866	9606	1
P10071_Q8N752	Q8N752	P10071	16481469	9606	1
P10071_P48729	P48729	P10071	11955435	9606	1
P10071_Q2M1P5	P10071	Q2M1P5		9606	1
P10071_Q2M1P5	Q2M1P5	P10071	19592253	9606	1
Q12879_Q15003	Q15003	Q12879	10827168	9606	1
P68400_Q15003	P68400	Q15003	17066080	9606	1
Q08043_Q15003	Q08043	Q15003	11160423	9606	1
Q08043_Q15003	Q15003	Q08043	11160423	9606	1
P68400_Q15084	P68400	Q15084	9058200	9606	1
P27797_Q15084	Q15084	P27797	10618487	9606	1
P11021_P18850	P11021	P18850	18624755	9606	1
P18850_Q16549	Q16549	P18850	12076252	9606	1
P17252_Q96RI1	P17252	Q96RI1	18755856	9606	1
P41182_Q13535	P41182	Q13535	17558410	9606	1
Q13526_Q9UKT4	Q13526	Q9UKT4	17875940	9606	1
P06493_Q9UKT4	Q9UKT4	P06493		9606	1
Q9NYG5_Q9UKT4	Q9UKT4	Q9NYG5	16439210	9606	1
