pair_id_clean	ida_clean	idb_clean	pubid	sources	is_directed	is_stimulation	is_inhibition	taxon	OmniPath_interactions
P78352_Q96FS4	Q96FS4	P78352	12059963	CA1;Laudanna_sigflow	1	0	0	9606	1
P78352_Q08043	P78352	Q08043	9009191	Laudanna_effects;CA1;Laudanna_sigflow;Wang	1	0	0	9606	1
P78352_Q08043	Q08043	P78352	9009191	Laudanna_effects;CA1;Laudanna_sigflow	1	0	0	9606	1
P78352_Q9NSA2	P78352	Q9NSA2	11723117	Laudanna_effects;CA1;Laudanna_sigflow;Wang	1	0	0	9606	1
P78352_Q9NSA2	Q9NSA2	P78352	11723117	Laudanna_effects;CA1;Laudanna_sigflow	1	0	0	9606	1
P17096_Q04864	P17096	Q04864	17072323	Macrophage	0	0	0	9606	1
P17096_Q04864	P17096	Q04864	11970948	Macrophage	0	0	0	9606	1
P17096_Q04864	P17096	Q04864	8934574	Macrophage	0	0	0	9606	1
P49137_Q04864	P49137	Q04864	10823840	phosphoELM	1	0	0	9606	1
Q04864_Q14164	Q14164	Q04864	16888014	Signor;PhosphoPoint	1	1	0	9606	1
P31946_P45983	P45983	P31946	15696159	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;ACSN;phosphoELM;MIMP	1	0	1	9606	1
P06400_Q13131	Q13131	P06400	19217427	Signor	1	0	1	9606	1
P06400_Q99683	P06400	Q99683	15210709	Laudanna_effects;Laudanna_sigflow;LMPID;Wang	1	0	1	9606	1
P06400_P25490	P06400	P25490	11118439	SPIKE	1	0	1	9606	1
P06400_P25490	P06400	P25490	12588874	SPIKE	1	0	1	9606	1
P06400_P25490	P25490	P06400	11118439	SPIKE	1	0	0	9606	1
P06400_P25490	P25490	P06400	12588874	SPIKE	1	0	0	9606	1
P06241_P06400	P06241	P06400	1756735	phosphoELM	1	0	0	9606	1
O15194_P06400	O15194	P06400	15051889	DEPOD	1	0	0	9606	1
P06400_P51531	P06400	P51531	9326598	Laudanna_effects;Laudanna_sigflow;LMPID;Wang	1	0	0	9606	1
P06400_P31314	P31314	P06400	15897879	Signor	1	0	1	9606	1
O15550_P06400	O15550	P06400	20123895	SPIKE	1	1	0	9606	1
P05556_Q9UQM7	Q9UQM7	P05556	16405888	PhosphoSite_dir;PhosphoSite	1	0	0	9606	1
P02671_P05556	P02671	P05556	7716514	Laudanna_effects;CA1;Laudanna_sigflow;Wang	1	1	0	9606	1
P04004_P05556	P04004	P05556	7716514	Laudanna_effects;CA1;Laudanna_sigflow;Wang	1	1	0	9606	1
P05556_P42684	P42684	P05556	23092334	PhosphoSite_dir;PhosphoSite	1	0	0	9606	1
P05556_P42684	P42684	P05556	25694433	PhosphoSite_dir;PhosphoSite	1	0	0	9606	1
P05556_P42684	P42684	P05556	17473008	PhosphoSite_dir;PhosphoSite	1	0	0	9606	1
P05556_P42684	P42684	P05556	20702409	PhosphoSite_dir;PhosphoSite	1	0	0	9606	1
P05556_P39060	P39060	P05556	12682293	Signor;Laudanna_sigflow;Laudanna_effects;Wang	1	1	0	9606	1
P02452_P05556	P02452	P05556	7716514	Laudanna_effects;CA1;Laudanna_sigflow;ACSN;Wang	1	1	0	9606	1
P05556_P62714	P62714	P05556	10896784	DEPOD	1	0	0	9606	1
P05556_P62714	P62714	P05556	14660602	DEPOD	1	0	0	9606	1
P05556_Q08043	P05556	Q08043	2116421	Laudanna_effects;CA1;Laudanna_sigflow;Wang	1	0	0	9606	1
P05556_Q08043	Q08043	P05556	2116421	Laudanna_effects;CA1;Laudanna_sigflow;Wang	1	0	0	9606	1
O75553_P05556	O75553	P05556	12606711	Laudanna_effects;ELM;Laudanna_sigflow;Wang	1	0	0	9606	1
O75553_P05556	P05556	O75553	12606711	Laudanna_effects;ELM;Laudanna_sigflow;Wang	1	0	0	9606	1
P06493_P19174	P06493	P19174	1370476	phosphoELM	1	0	0	9606	1
P17252_P19174	P17252	P19174	1370476	Laudanna_effects;Signor;PhosphoSite;phosphoELM;Laudanna_sigflow;MIMP;Wang	1	1	1	9606	1
P17252_P19174	P17252	P19174	12645577	Laudanna_effects;Signor;PhosphoSite;phosphoELM;Laudanna_sigflow;MIMP;Wang	1	1	1	9606	1
P17252_P19174	P17252	P19174	1708307	Laudanna_effects;Signor;PhosphoSite;phosphoELM;Laudanna_sigflow;MIMP;Wang	1	1	1	9606	1
P17252_P19174	P17252	P19174	16038803	Laudanna_effects;Signor;PhosphoSite;phosphoELM;Laudanna_sigflow;MIMP;Wang	1	1	1	9606	1
P17252_P19174	P17252	P19174	12601080	Laudanna_effects;Signor;PhosphoSite;phosphoELM;Laudanna_sigflow;MIMP;Wang	1	1	1	9606	1
P17252_P19174	P19174	P17252	1370476	Signor;KEGG;Laudanna_sigflow;Laudanna_effects;Wang	1	1	0	9606	1
P17252_P19174	P19174	P17252	12645577	Signor;KEGG;Laudanna_sigflow;Laudanna_effects;Wang	1	1	0	9606	1
P17612_P19174	P17612	P19174	1370476	Laudanna_effects;CA1;Signor;PhosphoSite;Laudanna_sigflow;MIMP;Wang	1	0	1	9606	1
P17612_P19174	P17612	P19174	2479646	Laudanna_effects;CA1;Signor;PhosphoSite;Laudanna_sigflow;MIMP;Wang	1	0	1	9606	1
P17612_P19174	P19174	P17612		KEGG	1	1	0	9606	1
P18031_P19174	P18031	P19174	21123182	DEPOD	1	0	0	9606	1
P10586_P19174	P10586	P19174	11121408	Signor	1	0	1	9606	1
P19174_P48995	P19174	P48995	15654973	TRIP	1	1	0	9606	1
P16520_P19174	P16520	P19174	23074268	Signor	1	1	0	9606	1
P19174_P59768	P59768	P19174	23074268	Signor;Laudanna_sigflow;Laudanna_effects;Wang	1	1	0	9606	1
P19174_P29376	P29376	P19174	8084603	SignaLink3	1	1	0	9606	1
P19174_P63215	P63215	P19174	23074268	Signor	1	1	0	9606	1
O15530_Q99814	O15530	Q99814	17024177	PhosphoSite_dir;PhosphoSite	1	0	0	9606	1
P07949_P18848	P07949	P18848	25795775	PhosphoSite_dir;PhosphoSite	1	0	0	9606	1
P07949_P17252	P17252	P07949	22128160	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
O15530_P07949	P07949	O15530	12738763	Signor;PhosphoSite_dir;MIMP;PhosphoSite;phosphoELM	1	0	0	9606	1
P07949_P31749	P07949	P31749	20606012	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	1	0	9606	1
P07949_P31749	P07949	P31749	12242309	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	1	0	9606	1
P07949_P31749	P07949	P31749	15994200	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	1	0	9606	1
P07949_P10586	P07949	P10586		PhosphoPoint	1	0	0	9606	1
P07949_P10586	P10586	P07949	11121408	Signor	1	0	1	9606	1
Q6ZNA4_Q96CW1	Q6ZNA4	Q96CW1	20965945	Signor	1	1	0	9606	1
P11362_Q14493	P11362	Q14493	12588979	phosphoELM	1	0	0	9606	1
P06493_Q14493	P06493	Q14493	18490441	PhosphoSite_dir;PhosphoSite;dbPTM;MIMP	1	0	0	9606	1
P06493_Q14493	P06493	Q14493	12588979	PhosphoSite_dir;PhosphoSite;dbPTM;MIMP	1	0	0	9606	1
P06493_Q14493	P06493	Q14493	22907757	PhosphoSite_dir;PhosphoSite;dbPTM;MIMP	1	0	0	9606	1
P06493_Q14493	P06493	Q14493	23286197	PhosphoSite_dir;PhosphoSite;dbPTM;MIMP	1	0	0	9606	1
P51817_P98161	P51817	P98161	17980165	Signor;PhosphoSite_dir;PhosphoSite;dbPTM;MIMP	1	1	0	9606	1
P17612_P98161	P17612	P98161	10362514	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P17612_P98161	P17612	P98161	17980165	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P98161_Q9P0L9	P98161	Q9P0L9	15548533	TRIP	1	1	0	9606	1
P98161_Q9P0L9	P98161	Q9P0L9	16609150	TRIP	1	1	0	9606	1
O14757_Q13257	O14757	Q13257	21041666	PhosphoSite_dir;PhosphoSite	1	0	0	9606	1
P12270_Q13257	P12270	Q13257	18981471	Signor	1	1	0	9606	1
Q13257_Q9H422	Q9H422	Q13257	12574116	phosphoELM	1	0	0	9606	1
P06493_P33993	P06493	P33993	23720738	PhosphoSite_dir;PhosphoSite;ACSN	1	0	0	9606	1
P27361_Q15596	P27361	Q15596	22158970	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P27361_Q15596	P27361	Q15596	11301320	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P68431_Q15596	Q15596	P68431	18022353	SPIKE	1	1	0	9606	1
P62805_Q15596	Q15596	P62805	18022353	SPIKE	1	1	0	9606	1
Q04917_Q15139	Q15139	Q04917	11784866	Laudanna_effects;CA1;Laudanna_sigflow;Wang	1	1	0	9606	1
P05549_Q15139	Q15139	P05549	18845787	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
Q13936_Q15139	Q15139	Q13936	22100296	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	1	0	9606	1
Q13936_Q15139	Q15139	Q13936	22310722	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	1	0	9606	1
O15273_Q15139	Q15139	O15273	24280220	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
O75628_Q15139	Q15139	O75628	22076634	PhosphoSite_dir;PhosphoSite	1	0	0	9606	1
Q15139_Q9NRA0	Q15139	Q9NRA0	17635916	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P67775_Q15139	P67775	Q15139	9507012	Laudanna_effects;DEPOD;Laudanna_sigflow;Wang	1	0	1	9606	1
Q15139_Q96QB1	Q15139	Q96QB1	21087603	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	0	1	9606	1
P62136_Q15139	P62136	Q15139	9507012	DEPOD	1	0	0	9606	1
P36873_Q15139	P36873	Q15139	9507012	DEPOD	1	0	0	9606	1
Q15139_Q9BST9	Q15139	Q9BST9	22228765	PhosphoSite_dir;PhosphoSite	1	0	0	9606	1
Q15139_Q8NER1	Q15139	Q8NER1	18063480	TRIP	1	1	0	9606	1
Q15139_Q8NER1	Q15139	Q8NER1	15471852	TRIP	1	1	0	9606	1
Q15139_Q15276	Q15139	Q15276	22975325	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
Q15139_Q92918	Q15139	Q92918	15743830	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
Q15139_Q92918	Q15139	Q92918	24362026	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
Q15139_Q9UBF8	Q15139	Q9UBF8	16912074	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	1	0	9606	1
Q15139_Q9UBF8	Q15139	Q9UBF8	16606619	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	1	0	9606	1
Q15139_Q9UBF8	Q15139	Q9UBF8	16100512	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	1	0	9606	1
P53367_Q15139	Q15139	P53367	23695357	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	1	0	9606	1
P53367_Q15139	Q15139	P53367	22981988	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	1	0	9606	1
P53367_Q15139	Q15139	P53367	25789876	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	1	0	9606	1
Q14896_Q15139	Q15139	Q14896	23619294	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
Q14896_Q15139	Q15139	Q14896	20850451	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
Q14896_Q15139	Q15139	Q14896	20151718	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
Q14896_Q15139	Q15139	Q14896	23277198	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
Q05655_Q15139	Q05655	Q15139	15024053	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
Q05655_Q15139	Q05655	Q15139	14607845	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
Q05655_Q15139	Q05655	Q15139	17389598	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
Q05655_Q15139	Q05655	Q15139	19029298	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
Q05655_Q15139	Q05655	Q15139	24840177	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
Q05655_Q15139	Q05655	Q15139	18703509	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
Q05655_Q15139	Q05655	Q15139	11948398	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
Q05655_Q15139	Q05655	Q15139	15755722	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
Q05655_Q15139	Q05655	Q15139	15383279	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
Q05655_Q15139	Q05655	Q15139	21726532	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
Q05655_Q15139	Q05655	Q15139	11912133	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
Q05655_Q15139	Q05655	Q15139	11741879	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
Q05655_Q15139	Q05655	Q15139	22276203	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
Q05655_Q15139	Q05655	Q15139	10867018	Signor;PhosphoSite_dir;PhosphoSite;PhosphoNetworks;phosphoELM;MIMP	1	1	0	9606	1
P17252_Q15139	P17252	Q15139	10197446	Laudanna_effects;PhosphoSite;Laudanna_sigflow;MIMP;Signor;PhosphoNetworks;phosphoELM;Wang	1	1	0	9606	1
P17252_Q15139	P17252	Q15139	11741879	Laudanna_effects;PhosphoSite;Laudanna_sigflow;MIMP;Signor;PhosphoNetworks;phosphoELM;Wang	1	1	0	9606	1
P17252_Q15139	P17252	Q15139	15383279	Laudanna_effects;PhosphoSite;Laudanna_sigflow;MIMP;Signor;PhosphoNetworks;phosphoELM;Wang	1	1	0	9606	1
P17252_Q15139	P17252	Q15139	10867018	Laudanna_effects;PhosphoSite;Laudanna_sigflow;MIMP;Signor;PhosphoNetworks;phosphoELM;Wang	1	1	0	9606	1
P17252_Q15139	P17252	Q15139	15755722	Laudanna_effects;PhosphoSite;Laudanna_sigflow;MIMP;Signor;PhosphoNetworks;phosphoELM;Wang	1	1	0	9606	1
P17252_Q15139	P17252	Q15139	11948398	Laudanna_effects;PhosphoSite;Laudanna_sigflow;MIMP;Signor;PhosphoNetworks;phosphoELM;Wang	1	1	0	9606	1
P16144_Q15139	Q15139	P16144	22357621	Laudanna_effects;Laudanna_sigflow;PhosphoSite_dir;PhosphoSite;Wang	1	1	0	9606	1
P16144_Q15139	Q15139	P16144	26580203	Laudanna_effects;Laudanna_sigflow;PhosphoSite_dir;PhosphoSite;Wang	1	1	0	9606	1
P53355_Q15139	P53355	Q15139	17703233	SPIKE	1	1	0	9606	1
P02686_Q15139	Q15139	P02686	17939756	Laudanna_effects;PhosphoSite_dir;PhosphoSite;Laudanna_sigflow;MIMP;Wang	1	1	0	9606	1
P48426_Q15139	Q15139	P48426	16563698	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	0	1	9606	1
O95835_Q15139	Q15139	O95835	15688006	phosphoELM	1	0	0	9606	1
P31749_Q15139	P31749	Q15139		Laudanna_effects;Laudanna_sigflow;Wang	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	18381446	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	20597130	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	21300025	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	25071014	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	21356307	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	11313365	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	21042280	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	25100728	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	17548608	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	18728186	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	15537647	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	18701889	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	23462102	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	16917505	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	15047168	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	15608670	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	21743495	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	11809760	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	16963136	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	16280327	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	24819169	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	25320242	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	12169689	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	12062056	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	20028775	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	25943101	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	11278872	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	17545609	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	23434580	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	15289327	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	19920202	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	15169778	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	20708153	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	17077177	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	17210635	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	17827393	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	16357520	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	10973320	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	25447541	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	17709744	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	15821749	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	15695828	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	25868858	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	10864894	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	16753042	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	17270736	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	23940660	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	15084259	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	15319269	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	15475446	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	12000752	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	16807298	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	16407838	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	18039660	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	19638206	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	20233713	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	14500543	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	19805619	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	10625301	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	11731414	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	23474758	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	17586693	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	18765673	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	25361894	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	20471940	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	21795477	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	18480058	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	12393602	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	26065416	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	11409731	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	22084251	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	12499277	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	23913047	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	14679308	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	11821945	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	25257795	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	21208159	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	19448664	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	14990993	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	25719244	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	11002428	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	22580611	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	12438236	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	24735537	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	15642728	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	21996732	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	19800394	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P31749_Q15139	Q15139	P31749	15855334	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P62140_Q15139	P62140	Q15139	9507012	DEPOD	1	0	0	9606	1
P62714_Q15139	P62714	Q15139	9507012	DEPOD	1	0	0	9606	1
Q15139_Q9Y3E5	Q15139	Q9Y3E5	18703509	Laudanna_effects;Signor;PhosphoSite_dir;PhosphoSite;Laudanna_sigflow;MIMP;Wang	1	1	0	9606	1
P22059_Q15139	Q15139	P22059	21285358	Signor;PhosphoSite_dir;PhosphoSite;MIMP	1	0	1	9606	1
P17096_Q05655	Q05655	P17096	10617144	Signor	1	0	1	9606	1
P17096_P17252	P17252	P17096	2806554	phosphoELM	1	0	0	9606	1
P07359_P17252	P17252	P07359	10559231	phosphoELM	1	0	0	9606	1
Q92945_Q92997	Q92945	Q92997	2848118	Signor	1	0	1	9606	1
Q92837_Q92997	Q92837	Q92997		Laudanna_effects;Laudanna_sigflow;Wang	1	0	0	9606	1
Q92837_Q92997	Q92997	Q92837	12556519	Signor;SignaLink3	1	1	0	9606	1
Q92837_Q92997	Q92997	Q92837	9635432	Signor;SignaLink3	1	1	0	9606	1
P31431_Q92997	P31431	Q92997	23151663	Signor	1	1	0	9606	1
P31431_Q92997	Q92997	P31431		ACSN	1	0	0	9606	1
Q92997_Q99755	Q92997	Q99755	18772438	Signor	1	1	0	9606	1
P34925_Q92997	P34925	Q92997	15454084	Signor;SignaLink3	1	1	0	9606	1
P40337_P48729	P48729	P40337	16847331	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P40337_P48729	P48729	P40337	20637892	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P40337_P48729	P48729	P40337	23785518	PhosphoSite_dir;PhosphoSite;MIMP	1	0	0	9606	1
P37023_P62136	P37023	P62136		Laudanna_effects;Laudanna_sigflow;Wang	1	0	0	9606	1
