pair_id_clean	ida_clean	idb_clean	pubid	taxon	OmniPath_ptm
Q13315_Q9UER7	Q13315	Q9UER7		9606	1
P27361_Q9UER7	P27361	Q9UER7	15128734	9606	1
Q99683_Q9UER7	Q99683	Q9UER7		9606	1
Q9UER7_Q9Y572	Q9Y572	Q9UER7		9606	1
P68400_Q9UER7	P68400	Q9UER7		9606	1
P35638_Q16539	Q16539	P35638		9606	1
P35638_P68400	P68400	P35638		9606	1
P35638_P68400	P68400	P35638	12876286	9606	1
P35638_P68400	P68400	P35638	8650547	9606	1
P17252_P35638	P17252	P35638	12876286	9606	1
P38432_P45983	P45983	P38432	9013710	9606	1
P38432_Q86Y07	Q86Y07	P38432	21920476	9606	1
P38432_Q99986	Q99986	P38432	21920476	9606	1
Q96GD4_Q9UKV0	Q96GD4	Q9UKV0		9606	1
Q16512_Q9UKV0	Q16512	Q9UKV0		9606	1
P29350_Q14289	P29350	Q14289		9606	1
P29350_P32927	P29350	P32927		9606	1
P12931_P29350	P12931	P29350	14699166	9606	1
P12931_P29350	P12931	P29350	14757045	9606	1
P12931_P29350	P12931	P29350	12468540	9606	1
P27361_P29350	P27361	P29350	14757045	9606	1
P27361_P29350	P27361	P29350	7512963	9606	1
P27361_P29350	P27361	P29350	12468540	9606	1
P17252_P29350	P17252	P29350		9606	1
P17252_P29350	P17252	P29350	15269224	9606	1
P08922_P29350	P29350	P08922		9606	1
P29350_P63261	P29350	P63261		9606	1
P12931_P52566	P12931	P52566		9606	1
P43405_P52566	P43405	P52566		9606	1
P17252_P52566	P17252	P52566		9606	1
P12931_Q04206	P12931	Q04206	15775976	9606	1
P12931_Q04206	P12931	Q04206	14690596	9606	1
P12931_Q04206	P12931	Q04206	10938077	9606	1
P19784_Q04206	P19784	Q04206		9606	1
Q04206_Q16566	Q16566	Q04206		9606	1
Q04206_Q9Y6K9	Q9Y6K9	Q04206		9606	1
P28482_Q04206	P28482	Q04206	15073167	9606	1
Q04206_Q9Y2K7	Q9Y2K7	Q04206		9606	1
Q04206_Q9UHD2	Q9UHD2	Q04206	15489227	9606	1
Q04206_Q9UHD2	Q9UHD2	Q04206	15280197	9606	1
O75582_Q04206	O75582	Q04206	12628924	9606	1
O14757_Q04206	O14757	Q04206	15775976	9606	1
P68400_Q04206	P68400	Q04206	10938077	9606	1
P68400_Q04206	P68400	Q04206		9606	1
P68400_Q04206	P68400	Q04206	11931769	9606	1
Q04206_Q96EB6	Q96EB6	Q04206		9606	1
Q04206_Q14164	Q14164	Q04206	16407239	9606	1
Q04206_Q14164	Q14164	Q04206	16046471	9606	1
Q04206_Q14164	Q14164	Q04206	15489227	9606	1
P11309_Q04206	P11309	Q04206		9606	1
O14920_Q04206	O14920	Q04206	10521409	9606	1
O14920_Q04206	O14920	Q04206	15489227	9606	1
O14920_Q04206	O14920	Q04206	15128824	9606	1
O14920_Q04206	O14920	Q04206	16407239	9606	1
O14920_Q04206	O14920	Q04206	16046471	9606	1
O75676_Q04206	O75676	Q04206	12628924	9606	1
P49841_Q04206	P49841	Q04206	15465828	9606	1
P47710_Q04206	P47710	Q04206		9606	1
Q04206_Q96L73	Q96L73	Q04206		9606	1
Q04206_Q68CZ1	Q68CZ1	Q04206		9606	1
O43318_Q9Y4K3	Q9Y4K3	O43318		9606	1
P08727_P12931	P12931	P08727		9606	1
P35568_Q04759	Q04759	P35568		9606	1
P24941_Q04759	P24941	Q04759	11772397	9606	1
P32942_Q04759	Q04759	P32942	9268366	9606	1
O14974_Q04759	Q04759	O14974		9606	1
Q04759_Q13191	Q04759	Q13191		9606	1
P26038_Q04759	Q04759	P26038		9606	1
O43524_Q04759	Q04759	O43524	11154281	9606	1
O43524_Q04759	Q04759	O43524	11980723	9606	1
Q04759_Q9Y4G8	Q04759	Q9Y4G8		9606	1
P01116_Q04759	Q04759	P01116		9606	1
Q04759_Q9BXL7	Q04759	Q9BXL7		9606	1
Q04759_Q5JVS0	Q04759	Q5JVS0		9606	1
P15407_Q04759	Q04759	P15407		9606	1
Q04759_Q15052	Q04759	Q15052		9606	1
O43516_Q04759	Q04759	O43516	12504004	9606	1
O95267_Q04759	Q04759	O95267		9606	1
Q04759_Q3V6T2	Q04759	Q3V6T2		9606	1
P35236_Q04759	Q04759	P35236		9606	1
P33076_Q04759	Q04759	P33076	11416140	9606	1
P35241_Q04759	Q04759	P35241		9606	1
Q04759_Q8IV61	Q04759	Q8IV61	15657177	9606	1
P41594_Q04759	Q04759	P41594		9606	1
P42566_Q16539	Q16539	P42566		9606	1
O60674_P10912	O60674	P10912	9121492	9606	1
O60674_P10912	O60674	P10912	8647880	9606	1
P10912_P26045	P26045	P10912		9606	1
P10912_P45984	P45984	P10912	8647880	9606	1
P10912_P45984	P45984	P10912	9121492	9606	1
P56817_Q00535	Q00535	P56817		9606	1
P48729_P56817	P48729	P56817	11860271	9606	1
P28482_P61244	P28482	P61244	8247525	9606	1
P28482_P61244	P28482	P61244	7735324	9606	1
P61244_Q16539	Q16539	P61244		9606	1
P61244_P68400	P68400	P61244		9606	1
P50542_Q13315	Q13315	P50542		9606	1
P27361_Q13485	P27361	Q13485	12801888	9606	1
Q13485_Q15831	Q15831	Q13485		9606	1
Q13485_Q9UBE8	Q9UBE8	Q13485		9606	1
Q13485_Q93008	Q93008	Q13485		9606	1
O15519_P05771	P05771	O15519		9606	1
O15519_P31749	P31749	O15519		9606	1
P00533_P19793	P00533	P19793	16184197	9606	1
P19793_P27361	P27361	P19793	12048211	9606	1
P19793_P27361	P27361	P19793		9606	1
P19793_P45983	P45983	P19793		9606	1
P19793_P28482	P28482	P19793		9606	1
P19793_Q13164	Q13164	P19793		9606	1
P19793_P45985	P45985	P19793	10938283	9606	1
P19793_P45985	P45985	P19793	12048211	9606	1
P19793_P45985	P45985	P19793	10377179	9606	1
P19793_P45984	P45984	P19793		9606	1
P17612_P19793	P17612	P19793		9606	1
P40763_P42345	P42345	P40763		9606	1
P35568_P42345	P42345	P35568		9606	1
O96018_P42345	P42345	O96018		9606	1
P04198_P42345	P42345	P04198		9606	1
P42345_Q13541	P42345	Q13541		9606	1
P42345_Q13541	P42345	Q13541	12912989	9606	1
P42345_Q9C0C7	P42345	Q9C0C7		9606	1
P42345_Q13131	Q13131	P42345		9606	1
P28482_P42345	P28482	P42345	10910062	9606	1
P42345_Q9H1K1	P42345	Q9H1K1		9606	1
P42345_Q13322	P42345	Q13322		9606	1
P42345_Q13322	P42345	Q13322	15952796	9606	1
P42345_Q13322	P42345	Q13322	21659604	9606	1
P42345_Q96B36	P42345	Q96B36		9606	1
P42345_P42768	P42345	P42768	12769847	9606	1
P42345_Q00613	P42345	Q00613		9606	1
P42345_Q15418	Q15418	P42345		9606	1
P42345_Q9P2Y5	P42345	Q9P2Y5		9606	1
P26358_P42345	P42345	P26358		9606	1
P42345_Q9UBS0	P42345	Q9UBS0		9606	1
P42345_Q9UBS0	P42345	Q9UBS0	14560963	9606	1
P42345_Q9H063	P42345	Q9H063	20543138	9606	1
P42345_Q9H063	P42345	Q9H063	19690332	9606	1
P42345_Q9H063	P42345	Q9H063	18669648	9606	1
P42345_Q9H063	P42345	Q9H063	17081983	9606	1
P42345_Q9H063	P42345	Q9H063	20516213	9606	1
P42345_Q9H063	P42345	Q9H063	20233713	9606	1
P42345_Q9BPZ7	P42345	Q9BPZ7		9606	1
O00141_P42345	P42345	O00141		9606	1
P42345_Q8TB45	P42345	Q8TB45		9606	1
O75385_P42345	P42345	O75385		9606	1
P42345_Q9Y6W6	P42345	Q9Y6W6		9606	1
P31749_P42345	P42345	P31749	17013611	9606	1
P31749_P42345	P42345	P31749	20333297	9606	1
P31749_P42345	P42345	P31749	15047712	9606	1
P31749_P42345	P42345	P31749	8978681	9606	1
P31749_P42345	P42345	P31749	9736715	9606	1
P31749_P42345	P42345	P31749	15718470	9606	1
P31749_P42345	P42345	P31749	14761976	9606	1
P31749_P42345	P42345	P31749		9606	1
P31749_P42345	P31749	P42345		9606	1
P23443_P42345	P23443	P42345	15905173	9606	1
P23443_P42345	P42345	P23443	15809305	9606	1
P23443_P42345	P42345	P23443	11914378	9606	1
P23443_P42345	P23443	P42345		9606	1
P23443_P42345	P42345	P23443	12023960	9606	1
P23443_P42345	P42345	P23443		9606	1
P42345_Q8N122	P42345	Q8N122		9606	1
P42345_P51397	P42345	P51397	17081983	9606	1
P42345_P51397	P42345	P51397	16602700	9606	1
P42345_P51397	P42345	P51397	20537536	9606	1
P42345_P51397	P42345	P51397	18669648	9606	1
P14921_P27361	P27361	P14921		9606	1
P14921_Q9UQM7	Q9UQM7	P14921	12475968	9606	1
P14921_Q9UQM7	Q9UQM7	P14921		9606	1
P14921_Q9UQM7	Q9UQM7	P14921	8761310	9606	1
P14921_P28482	P28482	P14921		9606	1
P14921_Q13554	Q13554	P14921		9606	1
P14921_Q13164	Q13164	P14921	12048211	9606	1
P14921_Q13164	Q13164	P14921		9606	1
P36897_P37173	P37173	P36897		9606	1
P36897_P37173	P37173	P36897	7774578	9606	1
P36897_Q15796	P36897	Q15796	11027280	9606	1
P36897_Q9H3D4	P36897	Q9H3D4		9606	1
P36897_Q96FW1	P36897	Q96FW1		9606	1
P36897_P68104	P36897	P68104	20832312	9606	1
P17813_P36897	P36897	P17813		9606	1
P17252_P36897	P17252	P36897		9606	1
P36897_Q03167	P36897	Q03167		9606	1
P07949_P40763	P07949	P40763		9606	1
P27361_P40763	P27361	P40763		9606	1
P40763_Q13233	Q13233	P40763		9606	1
P17706_P40763	P17706	P40763		9606	1
P40763_Q00535	Q00535	P40763		9606	1
P40763_Q13882	Q13882	P40763	18234692	9606	1
P40763_Q13882	Q13882	P40763	15592455	9606	1
P40763_Q13882	Q13882	P40763	12763138	9606	1
P40763_Q13882	Q13882	P40763	17389395	9606	1
P40763_Q13882	Q13882	P40763	7701321	9606	1
P40763_Q13882	Q13882	P40763	19534553	9606	1
P40763_Q13882	Q13882	P40763	15951569	9606	1
P40763_Q13882	Q13882	P40763	18083107	9606	1
P40763_Q13882	Q13882	P40763	16568091	9606	1
P40763_Q16539	Q16539	P40763		9606	1
P40763_Q92630	Q92630	P40763	18234692	9606	1
P40763_Q92630	Q92630	P40763	15465816	9606	1
P40763_Q92630	Q92630	P40763	17875724	9606	1
P40763_Q92630	Q92630	P40763	16219639	9606	1
P40763_Q92630	Q92630	P40763	12763138	9606	1
P40763_Q92630	Q92630	P40763	7701321	9606	1
P40763_Q92630	Q92630	P40763	18669648	9606	1
P40763_Q92630	Q92630	P40763	19413330	9606	1
P40763_Q92630	Q92630	P40763	18599021	9606	1
P40763_Q92630	Q92630	P40763	18691976	9606	1
P16591_P40763	P16591	P40763	18234692	9606	1
P16591_P40763	P16591	P40763	15592455	9606	1
P16591_P40763	P16591	P40763	12763138	9606	1
P16591_P40763	P16591	P40763	17389395	9606	1
P16591_P40763	P16591	P40763	7701321	9606	1
P16591_P40763	P16591	P40763	19534553	9606	1
P16591_P40763	P16591	P40763	15951569	9606	1
P16591_P40763	P16591	P40763	18083107	9606	1
P16591_P40763	P16591	P40763	16568091	9606	1
P14618_P40763	P14618	P40763		9606	1
P40763_Q9UM73	Q9UM73	P40763	11850821	9606	1
P40763_Q9UM73	Q9UM73	P40763	14551213	9606	1
P40763_P51617	P51617	P40763	15465816	9606	1
P40763_Q9UBE8	Q9UBE8	P40763		9606	1
P40763_Q05655	Q05655	P40763	14551213	9606	1
P40763_Q05655	Q05655	P40763	12244095	9606	1
P40763_Q05655	Q05655	P40763	9305919	9606	1
P40763_Q05655	Q05655	P40763	9083098	9606	1
P40763_Q05655	Q05655	P40763	11429593	9606	1
P40763_P45984	P45984	P40763		9606	1
P40763_Q02156	Q02156	P40763		9606	1
P18031_P40763	P18031	P40763		9606	1
P23468_P40763	P23468	P40763		9606	1
Q13315_Q16665	Q13315	Q16665		9606	1
P27361_Q16665	P27361	Q16665		9606	1
Q16665_Q9H4B4	Q9H4B4	Q16665	20889502	9606	1
Q16665_Q9H4B4	Q9H4B4	Q16665		9606	1
P28482_Q16665	P28482	Q16665		9606	1
P68400_Q16665	P68400	Q16665		9606	1
P48730_Q16665	P48730	Q16665		9606	1
P06493_Q16665	P06493	Q16665		9606	1
P17252_Q16665	P17252	Q16665	11983697	9606	1
Q12933_Q13546	Q12933	Q13546		9606	1
O43318_Q12933	Q12933	O43318		9606	1
P17676_P27361	P27361	P17676	12213825	9606	1
P17676_P27361	P27361	P17676		9606	1
P17676_Q8TAS1	Q8TAS1	P17676	1314426	9606	1
P17676_Q15418	Q15418	P17676		9606	1
P17676_Q15418	Q15418	P17676	9374525	9606	1
P17676_Q15418	Q15418	P17676	19413330	9606	1
P17676_Q15418	Q15418	P17676	8384717	9606	1
P17676_Q15418	Q15418	P17676	11684016	9606	1
P17676_Q15418	Q15418	P17676	16009338	9606	1
P17676_Q9H2X6	Q9H2X6	P17676		9606	1
P17676_P42684	P42684	P17676		9606	1
P17676_P49841	P49841	P17676		9606	1
P00519_P17676	P00519	P17676		9606	1
P17612_P17676	P17612	P17676		9606	1
P11802_P84022	P11802	P84022	15241418	9606	1
P11802_P84022	P11802	P84022	19413330	9606	1
P11802_P84022	P11802	P84022	15520018	9606	1
P11802_P84022	P11802	P84022		9606	1
P24941_P84022	P24941	P84022	15241418	9606	1
P24941_P84022	P24941	P84022	16156666	9606	1
P24941_P84022	P24941	P84022	19218245	9606	1
P24941_P84022	P24941	P84022	19413330	9606	1
P24941_P84022	P24941	P84022	15520018	9606	1
P24941_P84022	P24941	P84022		9606	1
P24941_P84022	P24941	P84022	9380693	9606	1
P84022_Q9UQM7	Q9UQM7	P84022	9380693	9606	1
P84022_Q9UQM7	Q9UQM7	P84022	15241418	9606	1
P50750_P84022	P50750	P84022		9606	1
P28482_P84022	P28482	P84022	16156666	9606	1
P28482_P84022	P28482	P84022	15241418	9606	1
P28482_P84022	P28482	P84022	10197981	9606	1
P28482_P84022	P28482	P84022	15520018	9606	1
P78368_P84022	P78368	P84022		9606	1
P84022_Q16539	Q16539	P84022		9606	1
O43318_P84022	O43318	P84022		9606	1
P49336_P84022	P49336	P84022		9606	1
P49841_P84022	P49841	P84022		9606	1
P31749_P84022	P31749	P84022		9606	1
P40189_Q05655	Q05655	P40189	8612579	9606	1
P40189_Q05655	Q05655	P40189	10661409	9606	1
P06493_P40189	P06493	P40189	8612579	9606	1
P06493_P40189	P06493	P40189	10661409	9606	1
P06493_P40189	P06493	P40189	15786731	9606	1
P06493_P40189	P06493	P40189	10811661	9606	1
P06493_P40189	P06493	P40189	8934572	9606	1
P06493_P40189	P06493	P40189	9505191	9606	1
P12931_P18206	P12931	P18206		9606	1
P17252_P18206	P17252	P18206	11741957	9606	1
P17252_P18206	P17252	P18206		9606	1
P17252_P18206	P17252	P18206	15229287	9606	1
P35568_Q06124	Q06124	P35568		9606	1
P12931_P35568	P12931	P35568		9606	1
P12931_P35568	P12931	P35568	11259577	9606	1
P12931_P35568	P12931	P35568	12351658	9606	1
P12931_P35568	P12931	P35568	8349691	9606	1
P08069_P35568	P08069	P35568		9606	1
P27361_P35568	P27361	P35568	15001544	9606	1
P27361_P35568	P27361	P35568		9606	1
P27361_P35568	P27361	P35568	15576463	9606	1
P27361_P35568	P27361	P35568	16123357	9606	1
P27361_P35568	P27361	P35568	14769130	9606	1
P27361_P35568	P27361	P35568	16099428	9606	1
P27361_P35568	P27361	P35568	16020478	9606	1
P35568_P45983	P45983	P35568		9606	1
P05129_P35568	P05129	P35568		9606	1
P35568_Q02750	Q02750	P35568		9606	1
P28482_P35568	P28482	P35568		9606	1
P35568_P53350	P53350	P35568	15849359	9606	1
P35568_P53350	P53350	P35568	12351658	9606	1
P35568_P53350	P53350	P35568	20135346	9606	1
P35568_P68400	P68400	P35568		9606	1
P35568_P57059	P57059	P35568	12624099	9606	1
P35568_P57059	P57059	P35568	15199052	9606	1
P35568_P57059	P57059	P35568	16129690	9606	1
P35568_P57059	P57059	P35568	12351658	9606	1
P35568_P57059	P57059	P35568	16099428	9606	1
P35568_Q15418	Q15418	P35568	17709744	9606	1
P35568_Q15418	Q15418	P35568	12351658	9606	1
P35568_Q15418	Q15418	P35568	16020478	9606	1
P35568_Q15418	Q15418	P35568	15001544	9606	1
P35568_Q15418	Q15418	P35568	14769130	9606	1
O14920_P35568	O14920	P35568		9606	1
P35568_P67870	P67870	P35568		9606	1
P35568_P54646	P54646	P35568	12624099	9606	1
P35568_Q05655	Q05655	P35568		9606	1
P35568_Q05655	Q05655	P35568	14583092	9606	1
P35568_Q05655	Q05655	P35568	15516986	9606	1
P35568_Q05655	Q05655	P35568	16503154	9606	1
P35568_Q05655	Q05655	P35568	15199052	9606	1
P35568_Q05655	Q05655	P35568	11606564	9606	1
P35568_Q05655	Q05655	P35568	12351658	9606	1
P17252_P35568	P17252	P35568		9606	1
P35568_P42336	P42336	P35568		9606	1
P35568_P45984	P45984	P35568		9606	1
P31749_P35568	P31749	P35568		9606	1
P23443_P35568	P23443	P35568	17081983	9606	1
P23443_P35568	P23443	P35568	19369195	9606	1
P23443_P35568	P23443	P35568	18952604	9606	1
P23443_P35568	P23443	P35568	18220336	9606	1
P23443_P35568	P23443	P35568	15364919	9606	1
P23443_P35568	P23443	P35568		9606	1
P01308_P35568	P01308	P35568		9606	1
O14641_P12931	P12931	O14641		9606	1
O14641_P49674	P49674	O14641		9606	1
O14641_P53350	P53350	O14641		9606	1
O14641_P48730	P48730	O14641		9606	1
P06493_P19338	P06493	P19338		9606	1
P17252_P49768	P17252	P49768	14576165	9606	1
P17252_P49768	P17252	P49768		9606	1
P49768_P49841	P49841	P49768	14576165	9606	1
P49768_P49841	P49841	P49768	12056836	9606	1
P45984_P49768	P45984	P49768		9606	1
P17612_P49768	P17612	P49768		9606	1
Q14654_Q9UQM7	Q9UQM7	Q14654		9606	1
Q13557_Q14654	Q13557	Q14654		9606	1
P12956_Q13315	Q13315	P12956		9606	1
P12956_P24941	P24941	P12956		9606	1
O14757_P12956	O14757	P12956		9606	1
P12956_P78527	P78527	P12956		9606	1
P12956_P78527	P78527	P12956	9362500	9606	1
P19525_P25963	P19525	P25963		9606	1
P19784_P25963	P19784	P25963		9606	1
P25963_Q9Y6K9	Q9Y6K9	P25963		9606	1
P14679_P25963	P14679	P25963	8797825	9606	1
P25963_Q9UHD2	Q9UHD2	P25963		9606	1
P25963_P68400	P68400	P25963		9606	1
P25963_P68400	P68400	P25963	12432072	9606	1
P25963_Q14164	Q14164	P25963	10329681	9606	1
P25963_Q14164	Q14164	P25963	10882136	9606	1
P25963_Q14164	Q14164	P25963		9606	1
P25963_Q15349	Q15349	P25963		9606	1
O14920_P25963	O14920	P25963		9606	1
P00519_P25963	P00519	P25963	14757045	9606	1
P00519_P25963	P00519	P25963	8622692	9606	1
P18031_P25963	P18031	P25963		9606	1
P25963_Q9UKB1	Q9UKB1	P25963		9606	1
Q05397_Q06124	Q06124	Q05397		9606	1
Q05397_Q14289	Q14289	Q05397		9606	1
P63000_Q05397	Q05397	P63000		9606	1
P12931_Q05397	P12931	Q05397	21454698	9606	1
P12931_Q05397	P12931	Q05397	19339212	9606	1
P12931_Q05397	P12931	Q05397	12387730	9606	1
P12931_Q05397	P12931	Q05397	19534553	9606	1
P12931_Q05397	P12931	Q05397	18083107	9606	1
P12931_Q05397	P12931	Q05397	19369195	9606	1
P12931_Q05397	P12931	Q05397		9606	1
P12931_Q05397	P12931	Q05397	17192257	9606	1
P12931_Q05397	P12931	Q05397	17389395	9606	1
P12931_Q05397	P12931	Q05397	15951569	9606	1
P12931_Q05397	P12931	Q05397	15561106	9606	1
P12931_Q05397	P12931	Q05397	11927607	9606	1
P12931_Q05397	P12931	Q05397	8941336	9606	1
P12814_Q05397	Q05397	P12814	11369769	9606	1
P12814_Q05397	Q05397	P12814		9606	1
P12830_Q05397	Q05397	P12830	10671552	9606	1
P00533_Q05397	P00533	Q05397		9606	1
P07949_Q05397	Q05397	P07949		9606	1
P07949_Q05397	P07949	Q05397	21454698	9606	1
P07949_Q05397	P07949	Q05397	19339212	9606	1
P07949_Q05397	P07949	Q05397	12387730	9606	1
P07949_Q05397	P07949	Q05397	19534553	9606	1
P07949_Q05397	P07949	Q05397	18083107	9606	1
P07949_Q05397	P07949	Q05397	19369195	9606	1
P07949_Q05397	P07949	Q05397		9606	1
P07949_Q05397	P07949	Q05397	17192257	9606	1
P07949_Q05397	P07949	Q05397	17389395	9606	1
P07949_Q05397	P07949	Q05397	15951569	9606	1
P07949_Q05397	P07949	Q05397	15561106	9606	1
Q05397_Q9UQM7	Q9UQM7	Q05397		9606	1
P07947_Q05397	P07947	Q05397		9606	1
O00401_Q05397	Q05397	O00401	17389395	9606	1
O00401_Q05397	Q05397	O00401	19534553	9606	1
O00401_Q05397	Q05397	O00401	18083107	9606	1
O00401_Q05397	Q05397	O00401	16257963	9606	1
Q00535_Q05397	Q00535	Q05397	-	9606	1
Q00535_Q05397	Q00535	Q05397		9606	1
Q05397_Q14451	Q05397	Q14451		9606	1
Q05397_Q14451	Q05397	Q14451	19473962	9606	1
Q05397_Q9Y2X7	Q05397	Q9Y2X7		9606	1
P09769_Q05397	P09769	Q05397		9606	1
P56945_Q05397	Q05397	P56945		9606	1
Q05397_Q9H9S0	Q05397	Q9H9S0		9606	1
Q05397_Q13464	Q13464	Q05397	16760434	9606	1
P08581_Q05397	P08581	Q05397		9606	1
P23634_Q05397	Q05397	P23634		9606	1
P09619_Q05397	P09619	Q05397		9606	1
Q05397_Q99961	Q05397	Q99961	16054026	9606	1
O43707_Q05397	Q05397	O43707		9606	1
P10588_Q05655	Q05655	P10588		9606	1
A9UF07_P43351	A9UF07	P43351		9606	1
P11802_Q08999	P11802	Q08999	11157749	9606	1
P11802_Q08999	P11802	Q08999		9606	1
P11802_P28749	P11802	P28749	12006580	9606	1
P11802_P28749	P11802	P28749	11884610	9606	1
P11802_P28749	P11802	P28749	10069453	9606	1
P11802_P28749	P11802	P28749		9606	1
P06400_P11802	P11802	P06400		9606	1
P07947_P11802	P07947	P11802		9606	1
P11802_P43694	P11802	P43694		9606	1
P11802_Q13761	P11802	Q13761		9606	1
P11802_P38398	P11802	P38398		9606	1
P11802_P50613	P50613	P11802	8139570	9606	1
P10644_P11802	P11802	P10644		9606	1
P11802_Q14814	P11802	Q14814		9606	1
P11802_Q08050	P11802	Q08050		9606	1
P11802_Q06830	P11802	Q06830		9606	1
P11802_P62136	P11802	P62136		9606	1
P11802_P15923	P11802	P15923		9606	1
P11802_P14618	P11802	P14618		9606	1
P11802_Q9NS23	P11802	Q9NS23		9606	1
P11802_Q92879	P11802	Q92879		9606	1
P11802_Q8IZL8	P11802	Q8IZL8		9606	1
P04179_P11802	P11802	P04179		9606	1
P11802_P15172	P11802	P15172		9606	1
P11802_P17480	P11802	P17480	10202152	9606	1
P11802_P17480	P11802	P17480		9606	1
P03372_P12931	P12931	P03372	20101225	9606	1
P03372_P12931	P12931	P03372	18984578	9606	1
P03372_P12931	P12931	P03372	20043841	9606	1
P03372_P12931	P12931	P03372	16741565	9606	1
P03372_P12931	P12931	P03372	9891036	9606	1
P03372_P12931	P12931	P03372	8308015	9606	1
P03372_P12931	P12931	P03372	10428798	9606	1
P03372_P12931	P12931	P03372	10949034	9606	1
P03372_P24941	P24941	P03372	10428798	9606	1
P03372_P24941	P24941	P03372		9606	1
P03372_P27361	P27361	P03372		9606	1
P03372_P27361	P27361	P03372	7491495	9606	1
P03372_P28482	P28482	P03372	15059947	9606	1
P03372_P28482	P28482	P03372		9606	1
P03372_P50613	P50613	P03372		9606	1
P03372_P50613	P50613	P03372	16741565	9606	1
P03372_Q16539	Q16539	P03372		9606	1
P03372_Q16539	Q16539	P03372	18984578	9606	1
P03372_P68400	P68400	P03372		9606	1
P03372_Q14164	Q14164	P03372		9606	1
P03372_P21127	P21127	P03372		9606	1
P03372_Q13153	Q13153	P03372		9606	1
P03372_Q13153	Q13153	P03372	20043841	9606	1
P03372_Q13153	Q13153	P03372	12138194	9606	1
P03372_Q13153	Q13153	P03372	16741565	9606	1
P03372_P51812	P51812	P03372		9606	1
P03372_P17252	P17252	P03372	20043841	9606	1
P03372_P17252	P17252	P03372	20101225	9606	1
P03372_P17252	P17252	P03372	18984578	9606	1
P03372_P17252	P17252	P03372	9528769	9606	1
P03372_P17252	P17252	P03372	7838153	9606	1
P03372_P17252	P17252	P03372	11432835	9606	1
P03372_P17252	P17252	P03372	16741565	9606	1
P03372_P49841	P49841	P03372	16076840	9606	1
P03372_P49841	P49841	P03372	10949034	9606	1
P03372_P49841	P49841	P03372	9528769	9606	1
P03372_P49841	P49841	P03372	7838153	9606	1
P03372_P49841	P49841	P03372	12093745	9606	1
P03372_P49841	P49841	P03372	12118371	9606	1
P03372_P49841	P49841	P03372	18984578	9606	1
P03372_P49841	P49841	P03372	15528270	9606	1
P03372_P49841	P49841	P03372	20043841	9606	1
P03372_P49841	P49841	P03372	16741565	9606	1
P03372_P49841	P49841	P03372	16452229	9606	1
P03372_P49841	P49841	P03372	17627277	9606	1
P03372_P49841	P49841	P03372	15193262	9606	1
P03372_P31751	P31751	P03372	18984578	9606	1
P03372_P31751	P31751	P03372	8308015	9606	1
P03372_P31751	P31751	P03372	10428798	9606	1
P03372_P31751	P31751	P03372	10949034	9606	1
P03372_P31751	P31751	P03372	20043841	9606	1
P03372_P31751	P31751	P03372	16741565	9606	1
P00519_P03372	P00519	P03372		9606	1
P03372_P17612	P17612	P03372		9606	1
P03372_P31749	P31749	P03372		9606	1
P03372_P23443	P23443	P03372		9606	1
P03372_P51948	P51948	P03372		9606	1
P03372_Q99873	Q99873	P03372	18657504	9606	1
P21796_Q96PY6	Q96PY6	P21796		9606	1
Q06124_Q14289	Q06124	Q14289		9606	1
P12931_Q06124	P12931	Q06124	12531430	9606	1
P12931_Q06124	P12931	Q06124	11684012	9606	1
P12931_Q06124	P12931	Q06124	12721296	9606	1
P00533_Q06124	Q06124	P00533		9606	1
P23458_Q06124	P23458	Q06124		9606	1
P35221_Q06124	Q06124	P35221		9606	1
O60674_Q06124	O60674	Q06124		9606	1
Q06124_Q99683	Q06124	Q99683		9606	1
Q06124_Q9UQC2	Q06124	Q9UQC2		9606	1
Q06124_Q13480	Q06124	Q13480		9606	1
P06241_Q06124	P06241	Q06124		9606	1
P24723_Q06124	P24723	Q06124		9606	1
P17252_Q06124	P17252	Q06124		9606	1
P09619_Q06124	P09619	Q06124	11684012	9606	1
P09619_Q06124	P09619	Q06124	18083107	9606	1
P09619_Q06124	P09619	Q06124	17287340	9606	1
P09619_Q06124	P09619	Q06124	19690332	9606	1
P09619_Q06124	P09619	Q06124	16094384	9606	1
P09619_Q06124	P09619	Q06124	19534553	9606	1
P09619_Q06124	P09619	Q06124	8622870	9606	1
P09619_Q06124	P09619	Q06124	8041791	9606	1
P09619_Q06124	P09619	Q06124	-	9606	1
P09619_Q06124	P09619	Q06124		9606	1
P05771_Q06124	P05771	Q06124		9606	1
P17612_Q06124	P17612	Q06124		9606	1
P53350_Q9Y5S9	P53350	Q9Y5S9	16100109	9606	1
Q96SB4_Q9Y5S9	Q96SB4	Q9Y5S9		9606	1
P17252_Q15080	P17252	Q15080	9804763	9606	1
P17252_Q15080	P17252	Q15080	15035643	9606	1
Q03164_Q13535	Q13535	Q03164		9606	1
P10415_P12931	P12931	P10415	12039864	9606	1
P10415_P12931	P12931	P10415	10567572	9606	1
P10415_P27361	P27361	P10415		9606	1
P10415_P45983	P45983	P10415		9606	1
P10415_P28482	P28482	P10415		9606	1
P10415_Q16539	Q16539	P10415		9606	1
P06493_P10415	P06493	P10415		9606	1
P10415_P17252	P17252	P10415		9606	1
P10415_Q15173	Q15173	P10415		9606	1
P12931_P49023	P12931	P49023	15817476	9606	1
