pair_id	id_a	id_b	pair_id_clean	id_a_clean	id_b_clean	taxid_a	taxid_b	pubid
O14773_O75503	O75503	O14773	O14773_O75503	O75503	O14773	9606	9606	12134079
O14773_Q13286	Q13286	O14773	O14773_Q13286	Q13286	O14773	9606	9606	17237713
O14773_P50897	P50897	O14773	O14773_P50897	P50897	O14773	9606	9606	17237713
O60711_P07948	P07948	O60711	O60711_P07948	P07948	O60711	9606	9606	17640867
O60711_P10275	P10275	O60711	O60711_P10275	P10275	O60711	9606	9606	18451096
O60711_P11831	P11831	O60711	O60711_P11831	P11831	O60711	9606	9606	18497331
O60711_Q05397	Q05397	O60711	O60711_Q05397	Q05397	O60711	9606	9606	18497331
P01258_P30988-2	P30988-2	P01258	P01258_P30988	P30988	P01258	9606	9606	8078488
P08648_P35555	P35555	P08648	P08648_P35555	P35555	P08648	9606	9606	12807887
P08648_P35555	P35555	P08648	P08648_P35555	P35555	P08648	9606	9606	17158881
P08648_Q99828	Q99828	P08648	P08648_Q99828	Q99828	P08648	9606	9606	24011356
P08648_P49747	P49747	P08648	P08648_P49747	P49747	P08648	9606	9606	16051604
P08648_P78536	P78536	P08648	P08648_P78536	P78536	P08648	9606	9606	14970227
P08648_P48745	P48745	P08648	P08648_P48745	P48745	P08648	9606	9606	12695522
P18509_Q02643	Q02643	P18509	P18509_Q02643	Q02643	P18509	9606	9606	7680413
P18509_P41586	P41586	P18509	P18509_P41586	P41586	P18509	9606	9606	17470806
O94763_P19388	O94763	P19388	O94763_P19388	O94763	P19388	9606	9606	12737519
P22557_Q9P2R7	Q9P2R7	P22557	P22557_Q9P2R7	Q9P2R7	P22557	9606	9606	14643893
P22557_Q9P2R7	Q9P2R7	P22557	P22557_Q9P2R7	Q9P2R7	P22557	9606	9606	10727444
P22557_P40337	P40337	P22557	P22557_P40337	P40337	P22557	9606	9606	16234850
P23396_P63279	P63279	P23396	P23396_P63279	P63279	P23396	9606	9606	21968017
P23396_Q15628	Q15628	P23396	P23396_Q15628	Q15628	P23396	9606	9606	22510408
P23396_Q13158	Q13158	P23396	P23396_Q13158	Q13158	P23396	9606	9606	22510408
P23396_Q05655	Q05655	P23396	P23396_Q05655	Q05655	P23396	9606	9606	19059439
P23396_P27361	P27361	P23396	P23396_P27361	P27361	P23396	9606	9606	15950189
P23396_Q86UK7	Q86UK7	P23396	P23396_Q86UK7	Q86UK7	P23396	9606	9606	28132843
O94826_P23396	O94826	P23396	O94826_P23396	O94826	P23396	9606	9606	23911537
P23396_Q14103	Q14103	P23396	P23396_Q14103	Q14103	P23396	9606	9606	24423872
P23396_Q86UK7	Q86UK7	P23396	P23396_Q86UK7	Q86UK7	P23396	9606	9606	28065601
P23396_P31749	P31749	P23396	P23396_P31749	P31749	P23396	9606	9606	20605787
P15531_P23396	P15531	P23396	P15531_P23396	P15531	P23396	9606	9606	16814409
P06493_P23396	P06493	P23396	P06493_P23396	P06493	P23396	9606	9606	21871177
P23396_Q04206	Q04206	P23396	P23396_Q04206	Q04206	P23396	9606	9606	18045535
P23396_Q99873	Q99873	P23396	P23396_Q99873	Q99873	P23396	9606	9606	19460357
P13051_P23396	P13051	P23396	P13051_P23396	P13051	P23396	9606	9606	18973764
P23396_P27695	P27695	P23396	P23396_P27695	P27695	P23396	9606	9606	15518571
O15527_P23396	O15527	P23396	O15527_P23396	O15527	P23396	9606	9606	15518571
P17706-2_P42226	P17706-2	P42226	P17706_P42226	P17706	P42226	9606	9606	17210636
P43699_Q9GZV5	Q9GZV5	P43699	P43699_Q9GZV5	Q9GZV5	P43699	9606	9606	19010321
P43699_Q96EB6	Q96EB6	P43699	P43699_Q96EB6	Q96EB6	P43699	9606	9606	23382074
P05026_P50993	P05026	P50993	P05026_P50993	P05026	P50993	9606	9606	23954377
P50993_P54709	P54709	P50993	P50993_P54709	P54709	P50993	9606	9606	10636900
P05026_P50993	P05026	P50993	P05026_P50993	P05026	P50993	9606	9606	10636900
P14415_P50993	P14415	P50993	P14415_P50993	P14415	P50993	9606	9606	10636900
P58340_Q9UNS2	Q9UNS2	P58340	P58340_Q9UNS2	Q9UNS2	P58340	9606	9606	15861129
P58340_P63104	P63104	P58340	P58340_P63104	P63104	P58340	9606	9606	12176995
P22415_P78527	P22415	P78527	P22415_P78527	P22415	P78527	9606	9606	19303849
P12956_P78527	P12956	P78527	P12956_P78527	P12956	P78527	9606	9606	25749521
P78527_Q9C0C2	Q9C0C2	P78527	P78527_Q9C0C2	Q9C0C2	P78527	9606	9606	25749521
P09874_P78527	P09874	P78527	P09874_P78527	P09874	P78527	9606	9606	25749521
P78527_Q92570	Q92570	P78527	P78527_Q92570	Q92570	P78527	9606	9606	25852083
P07954-2_P78527	P07954-2	P78527	P07954_P78527	P07954	P78527	9606	9606	26237645
P78527_Q96SD1	Q96SD1	P78527	P78527_Q96SD1	Q96SD1	P78527	9606	9606	25941166
P78527_Q12905	Q12905	P78527	P78527_Q12905	Q12905	P78527	9606	9606	9442054
P78527_Q12906	Q12906	P78527	P78527_Q12906	Q12906	P78527	9606	9606	9442054
P78527_Q6PJG6	Q6PJG6	P78527	P78527_Q6PJG6	Q6PJG6	P78527	9606	9606	22977523
Q13158_Q15121	Q15121	Q13158	Q13158_Q15121	Q15121	Q13158	9606	9606	10442631
Q13158_Q9UNN5	Q9UNN5	Q13158	Q13158_Q9UNN5	Q9UNN5	Q13158	9606	9606	15688372
Q13158_Q7Z434	Q7Z434	Q13158	Q13158_Q7Z434	Q7Z434	Q13158	9606	9606	16127453
Q13158_Q14790	Q14790	Q13158	Q13158_Q14790	Q14790	Q13158	9606	9606	9343261
Q13158_Q14790	Q14790	Q13158	Q13158_Q14790	Q14790	Q13158	9606	9606	21785459
Q13158_Q99497	Q99497	Q13158	Q13158_Q99497	Q99497	Q13158	9606	9606	21785459
O00220_Q13158	O00220	Q13158	O00220_Q13158	O00220	Q13158	9606	9606	21785459
O14763_Q13158	O14763	Q13158	O14763_Q13158	O14763	Q13158	9606	9606	18846110
Q13158_Q14790	Q14790	Q13158	Q13158_Q14790	Q14790	Q13158	9606	9606	11717445
Q13158_Q92851	Q92851	Q13158	Q13158_Q92851	Q92851	Q13158	9606	9606	11717445
P25445_Q13158	P25445	Q13158	P25445_Q13158	P25445	Q13158	9606	9606	21109225
P23396_Q13158	P23396	Q13158	P23396_Q13158	P23396	Q13158	9606	9606	22510408
Q13158_Q14790	Q14790	Q13158	Q13158_Q14790	Q14790	Q13158	9606	9606	9208847
O15519_Q13158	O15519	Q13158	O15519_Q13158	O15519	Q13158	9606	9606	9208847
P09917_Q14019	P09917	Q14019	P09917_Q14019	P09917	Q14019	9606	9606	11297527
Q14990_Q8WWU5-2	Q8WWU5-2	Q14990	Q14990_Q8WWU5	Q8WWU5	Q14990	9606	9606	21597245
Q14990_Q8WWU5-3	Q8WWU5-3	Q14990	Q14990_Q8WWU5	Q8WWU5	Q14990	9606	9606	21597245
P05106_Q15084	P05106	Q15084	P05106_Q15084	P05106	Q15084	9606	9606	15466936
Q15532_Q96PK6	Q96PK6	Q15532	Q15532_Q96PK6	Q96PK6	Q15532	9606	9606	15919756
Q16531_Q96SW2	Q96SW2	Q16531	Q16531_Q96SW2	Q96SW2	Q16531	9606	9606	20223979
Q13619_Q16531	Q13619	Q16531	Q13619_Q16531	Q13619	Q16531	9606	9606	14739464
Q16531_Q7L5Y6	Q7L5Y6	Q16531	Q16531_Q7L5Y6	Q7L5Y6	Q16531	9606	9606	14739464
Q16531_Q8N5D0	Q8N5D0	Q16531	Q16531_Q8N5D0	Q8N5D0	Q16531	9606	9606	19238144
Q16531_complex portal:CPX-900	complex portal:CPX-900	Q16531	_Q16531		Q16531	9606	9606	11564863
Q13216_Q16531	Q13216	Q16531	Q13216_Q16531	Q13216	Q16531	9606	9606	12732143
Q16531_Q92466	Q92466	Q16531	Q16531_Q92466	Q92466	Q16531	9606	9606	12732143
Q16531_Q9UL18	Q9UL18	Q16531	Q16531_Q9UL18	Q9UL18	Q16531	9606	9606	17932509
Q16531_Q9UKV8	Q9UKV8	Q16531	Q16531_Q9UKV8	Q9UKV8	Q16531	9606	9606	17932509
Q16531_Q16531	Q16531	Q16531	Q16531_Q16531	Q16531	Q16531	9606	9606	16949367
Q13216_Q16531	Q13216	Q16531	Q13216_Q16531	Q13216	Q16531	9606	9606	16949367
Q16531_Q5T6F0	Q5T6F0	Q16531	Q16531_Q5T6F0	Q5T6F0	Q16531	9606	9606	16949367
Q16531_Q92466	Q92466	Q16531	Q16531_Q92466	Q92466	Q16531	9606	9606	16949367
Q16531_Q9NZJ0	Q9NZJ0	Q16531	Q16531_Q9NZJ0	Q9NZJ0	Q16531	9606	9606	16949367
P19429_Q59H18	P19429	Q59H18	P19429_Q59H18	P19429	Q59H18	9606	9606	12721663
P30048_Q59H18	P30048	Q59H18	P30048_Q59H18	P30048	Q59H18	9606	9606	18205602
Q8IYM9_Q8IYM9	Q8IYM9	Q8IYM9	Q8IYM9_Q8IYM9	Q8IYM9	Q8IYM9	9606	9606	17156811
Q13501_Q8IYM9	Q13501	Q8IYM9	Q13501_Q8IYM9	Q13501	Q8IYM9	9606	9606	25127057
Q8IYM9_Q9H492	Q9H492	Q8IYM9	Q8IYM9_Q9H492	Q9H492	Q8IYM9	9606	9606	25127057
Q14457_Q8IYM9	Q14457	Q8IYM9	Q14457_Q8IYM9	Q14457	Q8IYM9	9606	9606	25127057
O95166_Q8IYM9	O95166	Q8IYM9	O95166_Q8IYM9	O95166	Q8IYM9	9606	9606	25127057
O75385_Q8IYM9	O75385	Q8IYM9	O75385_Q8IYM9	O75385	Q8IYM9	9606	9606	25127057
Q8NFG4_Q9P278	Q9P278	Q8NFG4	Q8NFG4_Q9P278	Q9P278	Q8NFG4	9606	9606	27353360
O95433_Q8NFG4	O95433	Q8NFG4	O95433_Q8NFG4	O95433	Q8NFG4	9606	9606	27353360
Q8NFG4_Q8TF40	Q8TF40	Q8NFG4	Q8NFG4_Q8TF40	Q8TF40	Q8NFG4	9606	9606	27353360
Q15185_Q8NFG4	Q15185	Q8NFG4	Q15185_Q8NFG4	Q15185	Q8NFG4	9606	9606	27353360
Q8NFG4_Q9UNE7	Q9UNE7	Q8NFG4	Q8NFG4_Q9UNE7	Q9UNE7	Q8NFG4	9606	9606	27353360
P78371_Q8NFG4	P78371	Q8NFG4	P78371_Q8NFG4	P78371	Q8NFG4	9606	9606	27353360
P53041_Q8NFG4	P53041	Q8NFG4	P53041_Q8NFG4	P53041	Q8NFG4	9606	9606	27353360
P31948_Q8NFG4	P31948	Q8NFG4	P31948_Q8NFG4	P31948	Q8NFG4	9606	9606	27353360
P07900_Q8NFG4	P07900	Q8NFG4	P07900_Q8NFG4	P07900	Q8NFG4	9606	9606	27353360
Q16543_Q8NFG4	Q16543	Q8NFG4	Q16543_Q8NFG4	Q16543	Q8NFG4	9606	9606	27353360
Q8NFG4_Q99569	Q99569	Q8NFG4	Q8NFG4_Q99569	Q99569	Q8NFG4	9606	9606	22965878
O75385_Q8NFG4	O75385	Q8NFG4	O75385_Q8NFG4	O75385	Q8NFG4	9606	9606	25126726
Q8NFG4_Q9P278	Q9P278	Q8NFG4	Q8NFG4_Q9P278	Q9P278	Q8NFG4	9606	9606	18663353
Q8NFG4_Q8TF40	Q8TF40	Q8NFG4	Q8NFG4_Q8TF40	Q8TF40	Q8NFG4	9606	9606	17028174
Q8NFG4_Q9P278	Q9P278	Q8NFG4	Q8NFG4_Q9P278	Q9P278	Q8NFG4	9606	9606	18403135
Q92643_Q969N2	Q969N2	Q92643	Q92643_Q969N2	Q969N2	Q92643	9606	9606	11483512
O43292_Q92643	O43292	Q92643	O43292_Q92643	O43292	Q92643	9606	9606	11483512
Q92643_Q96S52	Q96S52	Q92643	Q92643_Q96S52	Q96S52	Q92643	9606	9606	11483512
O43292_Q92643	O43292	Q92643	O43292_Q92643	O43292	Q92643	9606	9606	10793132
Q15788_Q969G3	Q15788	Q969G3	Q15788_Q969G3	Q15788	Q969G3	9606	9606	17363140
P03372_Q969G3	P03372	Q969G3	P03372_Q969G3	P03372	Q969G3	9606	9606	17363140
Q8NF64_Q969G3	Q8NF64	Q969G3	Q8NF64_Q969G3	Q8NF64	Q969G3	9606	9606	16051670
P12956_Q9BUH6	P12956	Q9BUH6	P12956_Q9BUH6	P12956	Q9BUH6	9606	9606	25574025
P13010_Q9BUH6	P13010	Q9BUH6	P13010_Q9BUH6	P13010	Q9BUH6	9606	9606	25574025
Q96A04_Q9BXA6	Q96A04	Q9BXA6	Q96A04_Q9BXA6	Q96A04	Q9BXA6	9606	9606	20829357
Q9BZL4_Q9HC29	Q9HC29	Q9BZL4	Q9BZL4_Q9HC29	Q9HC29	Q9BZL4	9606	9606	27812135
Q9BW62_Q9H079	Q9BW62	Q9H079	Q9BW62_Q9H079	Q9BW62	Q9H079	9606	9606	26929214
O75449_Q9H079	O75449	Q9H079	O75449_Q9H079	O75449	Q9H079	9606	9606	26929214
Q12834_Q9H0E7	Q12834	Q9H0E7	Q12834_Q9H0E7	Q12834	Q9H0E7	9606	9606	17443180
Q9H0T7_Q9P0N9	Q9P0N9	Q9H0T7	Q9H0T7_Q9P0N9	Q9P0N9	Q9H0T7	9606	9606	17646400
Q86UE4_Q9P287	Q86UE4	Q9P287	Q86UE4_Q9P287	Q86UE4	Q9P287	9606	9606	18440304
Q5VWP2_Q9P287	Q5VWP2	Q9P287	Q5VWP2_Q9P287	Q5VWP2	Q9P287	9606	9606	28931820
P61163_Q9P287-2	P61163	Q9P287-2	P61163_Q9P287	P61163	Q9P287	9606	9606	28394342
Q14203_Q9P287-2	Q14203	Q9P287-2	Q14203_Q9P287	Q14203	Q9P287	9606	9606	28394342
O75385_Q9P2M4	O75385	Q9P2M4	O75385_Q9P2M4	O75385	Q9P2M4	9606	9606	22613832
O15127_Q96T83	Q96T83	O15127	O15127_Q96T83	Q96T83	O15127	9606	9606	15840657
O15127_P31645	P31645	O15127	O15127_P31645	P31645	O15127	9606	9606	16870614
O14672_O95858	O14672	O95858	O14672_O95858	O14672	O95858	9606	9606	23091066
O95573_P07948-2	O95573	P07948-2	O95573_P07948	O95573	P07948	9606	9606	20605918
P07948_P14317	P14317	P07948	P07948_P14317	P14317	P07948	9606	9606	23001182
P07948_P56945	P56945	P07948	P07948_P56945	P56945	P07948	9606	9606	9020138
P07948_Q6P5Z4	Q6P5Z4	P07948	P07948_Q6P5Z4	Q6P5Z4	P07948	9606	9606	9020138
O75807_P07948	O75807	P07948	O75807_P07948	O75807	P07948	9606	9606	11517336
P07948_Q8NDB2	Q8NDB2	P07948	P07948_Q8NDB2	Q8NDB2	P07948	9606	9606	11782428
O95573_P07948-1	O95573	P07948-1	O95573_P07948	O95573	P07948	9606	9606	20605918
O60711_P07948	O60711	P07948	O60711_P07948	O60711	P07948	9606	9606	17640867
P07948_P25063	P25063	P07948	P07948_P25063	P25063	P07948	9606	9606	8753773
P07948_Q9HBA0	Q9HBA0	P07948	P07948_Q9HBA0	Q9HBA0	P07948	9606	9606	12538589
P07948_P54764	P54764	P07948	P07948_P54764	P54764	P07948	9606	9606	24217950
P07948_P27815	P27815	P07948	P07948_P27815	P27815	P07948	9606	9606	11306681
A5YKK6_P26651	A5YKK6	P26651	A5YKK6_P26651	A5YKK6	P26651	9606	9606	25038453
P26651_Q9UIV1	Q9UIV1	P26651	P26651_Q9UIV1	Q9UIV1	P26651	9606	9606	25038453
P19338_P26651	P19338	P26651	P19338_P26651	P19338	P26651	9606	9606	20221403
P11940_P26651	P11940	P26651	P11940_P26651	P11940	P26651	9606	9606	20221403
P26651_Q9Y6R4	Q9Y6R4	P26651	P26651_Q9Y6R4	Q9Y6R4	P26651	9606	9606	20221403
P26651_Q96B97	Q96B97	P26651	P26651_Q96B97	Q96B97	P26651	9606	9606	20221403
P26651_P35658	P35658	P26651	P26651_P35658	P35658	P26651	9606	9606	14766228
P26651_Q9UIV1	Q9UIV1	P26651	P26651_Q9UIV1	Q9UIV1	P26651	9606	9606	25106868
P26651_Q96F86	Q96F86	P26651	P26651_Q96F86	Q96F86	P26651	9606	9606	16364915
P26651_Q8IU60	Q8IU60	P26651	P26651_Q8IU60	Q8IU60	P26651	9606	9606	16364915
A5YKK6_P26651	A5YKK6	P26651	A5YKK6_P26651	A5YKK6	P26651	9606	9606	23644599
P26651_P49137	P49137	P26651	P26651_P49137	P49137	P26651	9606	9606	15014438
P26651_Q92945	Q92945	P26651	P26651_Q92945	Q92945	P26651	9606	9606	16126846
P26651_Q13868	Q13868	P26651	P26651_Q13868	Q13868	P26651	9606	9606	15687258
P26651_Q8IU60	Q8IU60	P26651	P26651_Q8IU60	Q8IU60	P26651	9606	9606	15687258
P26651_Q8IZH2	Q8IZH2	P26651	P26651_Q8IZH2	Q8IZH2	P26651	9606	9606	15687258
P26651_Q9NPI6	Q9NPI6	P26651	P26651_Q9NPI6	Q9NPI6	P26651	9606	9606	15687258
P26651_Q9ULM6	Q9ULM6	P26651	P26651_Q9ULM6	Q9ULM6	P26651	9606	9606	15687258
P26651_Q6MZQ0	Q6MZQ0	P26651	P26651_Q6MZQ0	Q6MZQ0	P26651	9606	9606	21964062
P26651_P62714	P62714	P26651	P26651_P62714	P62714	P26651	9606	9606	21784977
P26651_P36543	P36543	P26651	P26651_P36543	P36543	P26651	9606	9606	21784977
P26651_Q92844	Q92844	P26651	P26651_Q92844	Q92844	P26651	9606	9606	21784977
P22626_P26651	P22626	P26651	P22626_P26651	P22626	P26651	9606	9606	21784977
O15492_P26651	O15492	P26651	O15492_P26651	O15492	P26651	9606	9606	21784977
O43597_P26651	O43597	P26651	O43597_P26651	O43597	P26651	9606	9606	21784977
P10147_P26651	P10147	P26651	P10147_P26651	P10147	P26651	9606	9606	21784977
P26651_Q05923	Q05923	P26651	P26651_Q05923	Q05923	P26651	9606	9606	21784977
O95198_P26651	O95198	P26651	O95198_P26651	O95198	P26651	9606	9606	21784977
P26651_Q7Z4G1	Q7Z4G1	P26651	P26651_Q7Z4G1	Q7Z4G1	P26651	9606	9606	21784977
P26651_Q8N2I9	Q8N2I9	P26651	P26651_Q8N2I9	Q8N2I9	P26651	9606	9606	21784977
P01375_P26651	P01375	P26651	P01375_P26651	P01375	P26651	9606	9606	21784977
P26651_Q9H1A3	Q9H1A3	P26651	P26651_Q9H1A3	Q9H1A3	P26651	9606	9606	21784977
P26651_Q96HR3	Q96HR3	P26651	P26651_Q96HR3	Q96HR3	P26651	9606	9606	21784977
P26651_Q9HCK5	Q9HCK5	P26651	P26651_Q9HCK5	Q9HCK5	P26651	9606	9606	15766526
P26651_Q9UKV8	Q9UKV8	P26651	P26651_Q9UKV8	Q9UKV8	P26651	9606	9606	15766526
B6A8C7_P30273	B6A8C7	P30273	B6A8C7_P30273	B6A8C7	P30273	9606	9606	26311901
P30273_P59901	P59901	P30273	P30273_P59901	P59901	P30273	9606	9606	16735691
P35354_Q9BUN8	Q9BUN8	P35354	P35354_Q9BUN8	Q9BUN8	P35354	9606	9606	24089527
P35354_Q03135	Q03135	P35354	P35354_Q03135	Q03135	P35354	9606	9606	24089527
P05155_P48740	P05155	P48740	P05155_P48740	P05155	P48740	9606	9606	10946292
P11226_P48740	P11226	P48740	P11226_P48740	P11226	P48740	9606	9606	12421953
P48740_Q15485	Q15485	P48740	P48740_Q15485	Q15485	P48740	9606	9606	12421953
P11226_P48740-2	P11226	P48740-2	P11226_P48740	P11226	P48740	9606	9606	11485744
P48740_P48740	P48740	P48740	P48740_P48740	P48740	P48740	9606	9606	18596036
P11226_P48740	P11226	P48740	P11226_P48740	P11226	P48740	9606	9606	18596036
P48740-2_Q9BWP8	Q9BWP8	P48740-2	P48740_Q9BWP8	Q9BWP8	P48740	9606	9606	20956340
P48740-1_Q9BWP8	Q9BWP8	P48740-1	P48740_Q9BWP8	Q9BWP8	P48740	9606	9606	20956340
O75636_P48740	O75636	P48740	O75636_P48740	O75636	P48740	9606	9606	11907111
P11802_P49715	P11802	P49715	P11802_P49715	P11802	P49715	9606	9606	15107404
P49715_P51531	P51531	P49715	P49715_P51531	P51531	P49715	9606	9606	15107404
P06400_P49715	P06400	P49715	P06400_P49715	P06400	P49715	9606	9606	15107404
P24941_P49715	P24941	P49715	P24941_P49715	P24941	P49715	9606	9606	15107404
P40763_P49715	P40763	P49715	P40763_P49715	P40763	P49715	9606	9606	15664994
P25686-2_P54252	P25686-2	P54252	P25686_P54252	P25686	P54252	9606	9606	21625540
O60260_P54252	O60260	P54252	O60260_P54252	O60260	P54252	9606	9606	24063750
P54252_P55072	P55072	P54252	P54252_P55072	P55072	P54252	9606	9606	22970133
P54252_P54725	P54725	P54252	P54252_P54725	P54725	P54252	9606	9606	22970133
P54252_Q9BUN8	Q9BUN8	P54252	P54252_Q9BUN8	Q9BUN8	P54252	9606	9606	17000876
P54252_Q9BQE4	Q9BQE4	P54252	P54252_Q9BQE4	Q9BQE4	P54252	9606	9606	17000876
O60260_P54252	O60260	P54252	O60260_P54252	O60260	P54252	9606	9606	30455355
P54252_P55072	P55072	P54252	P54252_P55072	P55072	P54252	9606	9606	30455355
P54252_Q8IWV8	Q8IWV8	P54252	P54252_Q8IWV8	Q8IWV8	P54252	9606	9606	30455355
P54252_P54725	P54725	P54252	P54252_P54725	P54725	P54252	9606	9606	30455355
P54252_P54727	P54727	P54252	P54252_P54727	P54727	P54252	9606	9606	30455355
P54252_Q86TM6	Q86TM6	P54252	P54252_Q86TM6	Q86TM6	P54252	9606	9606	24068323
P56177_Q13485	Q13485	P56177	P56177_Q13485	Q13485	P56177	9606	9606	14671321
O14727_P99999	O14727	P99999	O14727_P99999	O14727	P99999	9606	9606	9267021
P12235_Q08752	P12235	Q08752	P12235_Q08752	P12235	Q08752	9606	9606	16507998
P07900_Q08752	P07900	Q08752	P07900_Q08752	P07900	Q08752	9606	9606	9660753
Q10570_Q9H6E5	Q9H6E5	Q10570	Q10570_Q9H6E5	Q9H6E5	Q10570	9606	9606	21102410
P51003_Q10570	P51003	Q10570	P51003_Q10570	P51003	Q10570	9606	9606	7590244
Q10570_Q12996	Q12996	Q10570	Q10570_Q12996	Q12996	Q10570	9606	9606	7590244
P31946_Q12802	P31946	Q12802	P31946_Q12802	P31946	Q12802	9606	9606	21224381
P61586_Q12802	P61586	Q12802	P61586_Q12802	P61586	Q12802	9606	9606	25186459
Q13117_Q92904	Q92904	Q13117	Q13117_Q92904	Q92904	Q13117	9606	9606	10857750
Q13117_Q96EP5	Q96EP5	Q13117	Q13117_Q96EP5	Q96EP5	Q13117	9606	9606	10857750
Q13117_Q15038	Q15038	Q13117	Q13117_Q15038	Q15038	Q13117	9606	9606	10857750
P15923_Q13562	P15923	Q13562	P15923_Q13562	P15923	Q13562	9606	9606	10545951
Q13562_Q15466	Q15466	Q13562	Q13562_Q15466	Q15466	Q13562	9606	9606	14752053
P15923_Q13562	P15923	Q13562	P15923_Q13562	P15923	Q13562	9606	9606	14752053
Q09472_Q13562	Q09472	Q13562	Q09472_Q13562	Q09472	Q13562	9606	9606	14752053
P61371_Q13562	P61371	Q13562	P61371_Q13562	P61371	Q13562	9606	9606	19619559
P61371_Q13562	P61371	Q13562	P61371_Q13562	P61371	Q13562	9606	9606	16321656
Q15825_Q86Y78	Q86Y78	Q15825	Q15825_Q86Y78	Q86Y78	Q15825	9606	9606	27344019
Q4KMG0_Q9BWV1	Q9BWV1	Q4KMG0	Q4KMG0_Q9BWV1	Q9BWV1	Q4KMG0	9606	9606	11782431
Q52LJ0_Q8NCA5	Q8NCA5	Q52LJ0	Q52LJ0_Q8NCA5	Q8NCA5	Q52LJ0	9606	9606	28040436
P05386_Q53EL6	P05386	Q53EL6	P05386_Q53EL6	P05386	Q53EL6	9606	9606	12054647
Q04637_Q53EL6	Q04637	Q53EL6	Q04637_Q53EL6	Q04637	Q53EL6	9606	9606	12054647
P62277_Q53EL6	P62277	Q53EL6	P62277_Q53EL6	P62277	Q53EL6	9606	9606	12054647
P46777_Q53EL6	P46777	Q53EL6	P46777_Q53EL6	P46777	Q53EL6	9606	9606	12054647
Q13315_Q6PJG6	Q13315	Q6PJG6	Q13315_Q6PJG6	Q13315	Q6PJG6	9606	9606	22977523
P78527_Q6PJG6	P78527	Q6PJG6	P78527_Q6PJG6	P78527	Q6PJG6	9606	9606	22977523
Q14683_Q6PJG6	Q14683	Q6PJG6	Q14683_Q6PJG6	Q14683	Q6PJG6	9606	9606	22977523
Q6PJG6_Q9BT67	Q9BT67	Q6PJG6	Q6PJG6_Q9BT67	Q9BT67	Q6PJG6	9606	9606	25631046
Q6PJG6_Q8N122	Q8N122	Q6PJG6	Q6PJG6_Q8N122	Q8N122	Q6PJG6	9606	9606	25657994
P42345_Q6PJG6	P42345	Q6PJG6	P42345_Q6PJG6	P42345	Q6PJG6	9606	9606	25657994
Q13315_Q6PJG6	Q13315	Q6PJG6	Q13315_Q6PJG6	Q13315	Q6PJG6	9606	9606	16452482
P38398_Q6PJG6	P38398	Q6PJG6	P38398_Q6PJG6	P38398	Q6PJG6	9606	9606	16452482
Q0VF96_Q6ZSZ5	Q0VF96	Q6ZSZ5	Q0VF96_Q6ZSZ5	Q0VF96	Q6ZSZ5	9606	9606	25753039
Q96BY2_Q9HCM9	Q9HCM9	Q96BY2	Q96BY2_Q9HCM9	Q9HCM9	Q96BY2	9606	9606	19100260
P10415_Q96BY2	P10415	Q96BY2	P10415_Q96BY2	P10415	Q96BY2	9606	9606	11060313
Q07817_Q96BY2	Q07817	Q96BY2	Q07817_Q96BY2	Q07817	Q96BY2	9606	9606	11060313
P23396_Q99873	P23396	Q99873	P23396_Q99873	P23396	Q99873	9606	9606	19460357
Q16539_Q99873	Q16539	Q99873	Q16539_Q99873	Q16539	Q99873	9606	9606	23483889
Q92804_Q99873	Q92804	Q99873	Q92804_Q99873	Q92804	Q99873	9606	9606	19124016
P62324_Q99873	P62324	Q99873	P62324_Q99873	P62324	Q99873	9606	9606	8663146
Q96T37_Q99873	Q96T37	Q99873	Q96T37_Q99873	Q96T37	Q99873	9606	9606	26575292
Q8NC51_Q99873	Q8NC51	Q99873	Q8NC51_Q99873	Q8NC51	Q99873	9606	9606	16879614
Q5JVS0_Q99873	Q5JVS0	Q99873	Q5JVS0_Q99873	Q5JVS0	Q99873	9606	9606	16879614
Q99873_Q9Y3Y2	Q9Y3Y2	Q99873	Q99873_Q9Y3Y2	Q9Y3Y2	Q99873	9606	9606	25284789
P45844_Q9H172	P45844	Q9H172	P45844_Q9H172	P45844	Q9H172	9606	9606	16870176
Q96QK1_Q9H4A6	Q96QK1	Q9H4A6	Q96QK1_Q9H4A6	Q96QK1	Q9H4A6	9606	9606	19553991
Q02742_Q9H4A6	Q02742	Q9H4A6	Q02742_Q9H4A6	Q02742	Q9H4A6	9606	9606	23027862
Q8IZP0_Q9H6S3	Q8IZP0	Q9H6S3	Q8IZP0_Q9H6S3	Q8IZP0	Q9H6S3	9606	9606	14565974
P04637_Q9H9B1	P04637	Q9H9B1	P04637_Q9H9B1	P04637	Q9H9B1	9606	9606	20118233
O95785_Q9H9B1	O95785	Q9H9B1	O95785_Q9H9B1	O95785	Q9H9B1	9606	9606	16702210
Q9H9B1_Q9Y232	Q9Y232	Q9H9B1	Q9H9B1_Q9Y232	Q9Y232	Q9H9B1	9606	9606	19061646
O43914_Q9NP99	O43914	Q9NP99	O43914_Q9NP99	O43914	Q9NP99	9606	9606	11602640
Q70YC5_Q9NRI5	Q70YC5	Q9NRI5	Q70YC5_Q9NRI5	Q70YC5	Q9NRI5	9606	9606	17389905
Q9GZM8_Q9NRI5	Q9GZM8	Q9NRI5	Q9GZM8_Q9NRI5	Q9GZM8	Q9NRI5	9606	9606	17035248
