pair_id	id_a	id_b	pair_id_clean	id_a_clean	id_b_clean	taxid_a	taxid_b	pubid
P05556_P46939	P46939	P05556	P05556_P46939	P46939	P05556	9606	9606	16803572
P05556_P35555	P35555	P05556	P05556_P35555	P35555	P05556	9606	9606	12807887
P05556_Q12884	Q12884	P05556	P05556_Q12884	Q12884	P05556	9606	9606	10455171
P05556_Q13443	Q13443	P05556	P05556_Q13443	Q13443	P05556	9606	9606	17704059
P05556_P57735	P57735	P05556	P05556_P57735	P57735	P05556	9606	9606	17925226
P05556_P21926	P21926	P05556	P05556_P21926	P21926	P05556	9606	9606	12796480
O75369_P05556	O75369	P05556	O75369_P05556	O75369	P05556	9606	9606	10676904
O14817_P05556	O14817	P05556	O14817_P05556	O14817	P05556	9606	9606	9360996
P05556_P35555	P35555	P05556	P05556_P35555	P35555	P05556	9606	9606	17158881
P02751_P05556	P02751	P05556	P02751_P05556	P02751	P05556	9606	9606	11792823
O14713_P05556	O14713	P05556	O14713_P05556	O14713	P05556	9606	9606	15703214
O00214_P05556	O00214	P05556	O00214_P05556	O00214	P05556	9606	9606	19268462
P05556_Q07092	Q07092	P05556	P05556_Q07092	Q07092	P05556	9606	9606	16754661
O14713_P05556	O14713	P05556	O14713_P05556	O14713	P05556	9606	9606	11807099
P05556_P78536	P78536	P05556	P05556_P78536	P78536	P05556	9606	9606	14970227
P05556_P13796	P13796	P05556	P05556_P13796	P13796	P05556	9606	9606	20183869
P05556_Q14315	Q14315	P05556	P05556_Q14315	Q14315	P05556	9606	9606	16076904
P05556_Q8NBH6	Q8NBH6	P05556	P05556_Q8NBH6	Q8NBH6	P05556	9606	9606	25661773
O14713_P05556	O14713	P05556	O14713_P05556	O14713	P05556	9606	9606	9281591
P05556_P23229	P23229	P05556	P05556_P23229	P23229	P05556	9606	9606	15466886
P05556_P21741	P21741	P05556	P05556_P21741	P21741	P05556	9606	9606	15466886
P05556_P13612	P13612	P05556	P05556_P13612	P13612	P05556	9606	9606	15466886
P05556_Q05397	Q05397	P05556	P05556_Q05397	Q05397	P05556	9606	9606	26763945
P05556_P48745	P48745	P05556	P05556_P48745	P48745	P05556	9606	9606	12695522
P05556_Q9Y490	Q9Y490	P05556	P05556_Q9Y490	Q9Y490	P05556	9606	9606	12473654
O14713_P05556	O14713	P05556	O14713_P05556	O14713	P05556	9606	9606	12473654
P49238_P78423	P78423	P49238	P49238_P78423	P78423	P49238	9606	9606	9931005
P49591_P49591	P49591	P49591	P49591_P49591	P49591	P49591	9606	9606	26433229
P18887_P49916-3	P18887	P49916-3	P18887_P49916	P18887	P49916	9606	9606	8532526
P49916_Q9ULZ3	Q9ULZ3	P49916	P49916_Q9ULZ3	Q9ULZ3	P49916	9606	9606	24407287
P49916_Q9NUW8	Q9NUW8	P49916	P49916_Q9NUW8	Q9NUW8	P49916	9606	9606	15744309
P49917_Q13426	Q13426	P49917	P49917_Q13426	Q13426	P49917	9606	9606	17389648
P49917_Q13426	Q13426	P49917	P49917_Q13426	Q13426	P49917	9606	9606	9259561
P49917_Q8IW19	Q8IW19	P49917	P49917_Q8IW19	Q8IW19	P49917	9606	9606	17396150
P49917_Q13426	Q13426	P49917	P49917_Q13426	Q13426	P49917	9606	9606	9809069
O95347_P49917	O95347	P49917	O95347_P49917	O95347	P49917	9606	9606	12589063
P49917_Q9H9Q4	Q9H9Q4	P49917	P49917_Q9H9Q4	Q9H9Q4	P49917	9606	9606	16439205
P56817_Q9UJY5	Q9UJY5	P56817	P56817_Q9UJY5	Q9UJY5	P56817	9606	9606	15886016
P56817_Q9UMY4	Q9UMY4	P56817	P56817_Q9UMY4	Q9UMY4	P56817	9606	9606	22709416
O15162_P56817	O15162	P56817	O15162_P56817	O15162	P56817	9606	9606	12586838
O00499_P56817	O00499	P56817	O00499_P56817	O00499	P56817	9606	9606	27179792
P56817_Q9UHF3	Q9UHF3	P56817	P56817_Q9UHF3	Q9UHF3	P56817	9606	9606	19011241
P56817_Q9UHE5	Q9UHE5	P56817	P56817_Q9UHE5	Q9UHE5	P56817	9606	9606	19011241
P56817_Q92673	Q92673	P56817	P56817_Q92673	Q92673	P56817	9606	9606	16407538
P05067_P56817	P05067	P56817	P05067_P56817	P05067	P56817	9606	9606	16407538
O75955_P56817	O75955	P56817	O75955_P56817	O75955	P56817	9606	9606	24612608
Q12840_Q969J3	Q969J3	Q12840	Q12840_Q969J3	Q969J3	Q12840	9606	9606	25898167
P67775_Q15173	P67775	Q15173	P67775_Q15173	P67775	Q15173	9606	9606	30595372
O75665_Q4AC94	O75665	Q4AC94	O75665_Q4AC94	O75665	Q4AC94	9606	9606	24997988
Q5JTJ3_Q9P0S2	Q9P0S2	Q5JTJ3	Q5JTJ3_Q9P0S2	Q9P0S2	Q5JTJ3	9606	9606	29381136
Q5JTJ3_Q5RI15	Q5RI15	Q5JTJ3	Q5JTJ3_Q5RI15	Q5RI15	Q5JTJ3	9606	9606	28330871
Q5JTJ3_Q5RI15	Q5RI15	Q5JTJ3	Q5JTJ3_Q5RI15	Q5RI15	Q5JTJ3	9606	9606	29154948
P00403_Q5JTJ3	P00403	Q5JTJ3	P00403_Q5JTJ3	P00403	Q5JTJ3	9606	9606	25959673
O43819_Q5JTJ3	O43819	Q5JTJ3	O43819_Q5JTJ3	O43819	Q5JTJ3	9606	9606	25959673
O75880_Q5JTJ3	O75880	Q5JTJ3	O75880_Q5JTJ3	O75880	Q5JTJ3	9606	9606	26160915
P05067_Q5S007	P05067	Q5S007	P05067_Q5S007	P05067	Q5S007	9606	9606	28720718
P21796_Q5S007	P21796	Q5S007	P21796_Q5S007	P21796	Q5S007	9606	9606	21370995
Q5S007_Q5S007	Q5S007	Q5S007	Q5S007_Q5S007	Q5S007	Q5S007	9606	9606	16321986
Q5S007_Q8NHX9	Q8NHX9	Q5S007	Q5S007_Q8NHX9	Q8NHX9	Q5S007	9606	9606	22012985
Q14155_Q5S007	Q14155	Q5S007	Q14155_Q5S007	Q14155	Q5S007	9606	9606	21048939
P60953_Q5S007	P60953	Q5S007	P60953_Q5S007	P60953	Q5S007	9606	9606	21048939
Q13387_Q5S007	Q13387	Q5S007	Q13387_Q5S007	Q13387	Q5S007	9606	9606	20173330
P10636_Q5S007	P10636	Q5S007	P10636_Q5S007	P10636	Q5S007	9606	9606	26014385
O60260_Q5S007	O60260	Q5S007	O60260_Q5S007	O60260	Q5S007	9606	9606	16352719
P30048_Q5S007	P30048	Q5S007	P30048_Q5S007	P30048	Q5S007	9606	9606	21850687
P30048_Q5S007	P30048	Q5S007	P30048_Q5S007	P30048	Q5S007	9606	9606	21850687
Q12791_Q5VT99	Q12791	Q5VT99	Q12791_Q5VT99	Q12791	Q5VT99	9606	9606	22547800
P48729_Q6ZRV2	P48729	Q6ZRV2	P48729_Q6ZRV2	P48729	Q6ZRV2	9606	9606	23902688
Q13362_Q8TCG1	Q13362	Q8TCG1	Q13362_Q8TCG1	Q13362	Q8TCG1	9606	9606	28174209
P30153_Q8TCG1	P30153	Q8TCG1	P30153_Q8TCG1	P30153	Q8TCG1	9606	9606	28174209
O95786_Q92503	O95786	Q92503	O95786_Q92503	O95786	Q92503	9606	9606	23843640
P12004_Q92793	P12004	Q92793	P12004_Q92793	P12004	Q92793	9606	9606	24939902
P78545_Q92793	P78545	Q92793	P78545_Q92793	P78545	Q92793	9606	9606	15075319
Q08211_Q92793	Q08211	Q92793	Q08211_Q92793	Q08211	Q92793	9606	9606	9323138
P22087_Q92793	P22087	Q92793	P22087_Q92793	P22087	Q92793	9606	9606	30540930
P01106_Q92793	P01106	Q92793	P01106_Q92793	P01106	Q92793	9606	9606	15674325
Q92793_Q99966	Q99966	Q92793	Q92793_Q99966	Q99966	Q92793	9606	9606	10722728
P04637_Q92793	P04637	Q92793	P04637_Q92793	P04637	Q92793	9606	9606	9194565
Q92793_Q99743	Q99743	Q92793	Q92793_Q99743	Q99743	Q92793	9606	9606	14645221
O15516_Q92793	O15516	Q92793	O15516_Q92793	O15516	Q92793	9606	9606	14645221
P17096_Q92793	P17096	Q92793	P17096_Q92793	P17096	Q92793	9606	9606	10428834
Q03112_Q92793	Q03112	Q92793	Q03112_Q92793	Q03112	Q92793	9606	9606	11568182
O00571_Q92793	O00571	Q92793	O00571_Q92793	O00571	Q92793	9606	9606	28128295
Q86UQ8_Q92793	Q86UQ8	Q92793	Q86UQ8_Q92793	Q86UQ8	Q92793	9606	9606	15273251
P15923-2_Q92793	P15923-2	Q92793	P15923_Q92793	P15923	Q92793	9606	9606	12435739
Q02078_Q92793	Q02078	Q92793	Q02078_Q92793	Q02078	Q92793	9606	9606	16043483
O96004_Q92793	O96004	Q92793	O96004_Q92793	O96004	Q92793	9606	9606	16043483
Q92793_Q9GZS1	Q9GZS1	Q92793	Q92793_Q9GZS1	Q9GZS1	Q92793	9606	9606	24207024
Q92793_Q9NR30	Q9NR30	Q92793	Q92793_Q9NR30	Q9NR30	Q92793	9606	9606	28790157
P35680-1_Q92793	P35680-1	Q92793	P35680_Q92793	P35680	Q92793	9606	9606	15509593
O43474_Q92793	O43474	Q92793	O43474_Q92793	O43474	Q92793	9606	9606	21539536
Q06945_Q92793	Q06945	Q92793	Q06945_Q92793	Q06945	Q92793	9606	9606	19234109
P04637_Q92793	P04637	Q92793	P04637_Q92793	P04637	Q92793	9606	9606	19234109
Q92793_Q99967	Q99967	Q92793	Q92793_Q99967	Q99967	Q92793	9606	9606	9887100
Q16665_Q92793	Q16665	Q92793	Q16665_Q92793	Q16665	Q92793	9606	9606	9887100
Q86UE4_Q92793	Q86UE4	Q92793	Q86UE4_Q92793	Q86UE4	Q92793	9606	9606	18316612
P32456_Q96PP8	P32456	Q96PP8	P32456_Q96PP8	P32456	Q96PP8	9606	9606	21151871
Q96PP8_Q9H0R5	Q9H0R5	Q96PP8	Q96PP8_Q9H0R5	Q9H0R5	Q96PP8	9606	9606	21151871
P32455_Q96PP8	P32455	Q96PP8	P32455_Q96PP8	P32455	Q96PP8	9606	9606	21151871
Q96PP8_Q96PP9	Q96PP9	Q96PP8	Q96PP8_Q96PP9	Q96PP9	Q96PP8	9606	9606	21151871
Q96P20_Q96PP8	Q96P20	Q96PP8	Q96P20_Q96PP8	Q96P20	Q96PP8	9606	9606	22461501
Q15696_Q96SB4	Q15696	Q96SB4	Q15696_Q96SB4	Q15696	Q96SB4	9606	9606	9237760
Q01974_Q9H1J7	Q01974	Q9H1J7	Q01974_Q9H1J7	Q01974	Q9H1J7	9606	9606	19486338
Q9H221_Q9H222	Q9H222	Q9H221	Q9H221_Q9H222	Q9H222	Q9H221	9606	9606	16870176
Q96G23_Q9NXB9	Q96G23	Q9NXB9	Q96G23_Q9NXB9	Q96G23	Q9NXB9	9606	9606	20937905
Q14203_Q9P2H0	Q14203	Q9P2H0	Q14203_Q9P2H0	Q14203	Q9P2H0	9606	9606	24867236
O43602_Q93008	Q93008	O43602	O43602_Q93008	Q93008	O43602	9606	9606	24607389
O43896_Q8TD16	Q8TD16	O43896	O43896_Q8TD16	Q8TD16	O43896	9606	9606	24482476
O60231_Q92917	Q92917	O60231	O60231_Q92917	Q92917	O60231	9606	9606	25296192
P00742_P05154	P05154	P00742	P00742_P05154	P05154	P00742	9606	9606	6323392
P01298_P50391	P50391	P01298	P01298_P50391	P50391	P01298	9606	9606	7592911
P01298_P50391	P50391	P01298	P01298_P50391	P50391	P01298	9606	9606	7493937
P01344_P06213	P06213	P01344	P01344_P06213	P06213	P01344	9606	9606	12138094
P12956_Q6NT76	Q6NT76	P12956	P12956_Q6NT76	Q6NT76	P12956	9606	9606	23685356
P12956_P78545	P78545	P12956	P12956_P78545	P78545	P12956	9606	9606	15075319
P12956_P27695	P27695	P12956	P12956_P27695	P27695	P12956	9606	9606	8621488
P12956_Q00613	Q00613	P12956	P12956_Q00613	Q00613	P12956	9606	9606	26359349
O14746_P12956	O14746	P12956	O14746_P12956	O14746	P12956	9606	9606	12377759
P12956_complex portal:CPX-17	complex portal:CPX-17	P12956	_P12956		P12956	9606	9606	12377759
P12956_Q9BXJ9	Q9BXJ9	P12956	P12956_Q9BXJ9	Q9BXJ9	P12956	9606	9606	12145306
P12956_Q13950	Q13950	P12956	P12956_Q13950	Q13950	P12956	9606	9606	12145306
P12956_P35548	P35548	P12956	P12956_P35548	P35548	P12956	9606	9606	12145306
P12956_P78527	P78527	P12956	P12956_P78527	P78527	P12956	9606	9606	25749521
P12956_Q9C0C2	Q9C0C2	P12956	P12956_Q9C0C2	Q9C0C2	P12956	9606	9606	25749521
P09874_P12956	P09874	P12956	P09874_P12956	P09874	P12956	9606	9606	25749521
P12956_Q92570	Q92570	P12956	P12956_Q92570	Q92570	P12956	9606	9606	25852083
P12956_Q9BUH6	Q9BUH6	P12956	P12956_Q9BUH6	Q9BUH6	P12956	9606	9606	25574025
P12956_P78396	P78396	P12956	P12956_P78396	P78396	P12956	9606	9606	15159402
P12956_Q9H9Q4	Q9H9Q4	P12956	P12956_Q9H9Q4	Q9H9Q4	P12956	9606	9606	24095731
P12956_Q13426	Q13426	P12956	P12956_Q13426	Q13426	P12956	9606	9606	24095731
P12956_Q15554	Q15554	P12956	P12956_Q15554	Q15554	P12956	9606	9606	24095731
P12956_P54274	P54274	P12956	P12956_P54274	P54274	P12956	9606	9606	24095731
P12956_Q9BWK5	Q9BWK5	P12956	P12956_Q9BWK5	Q9BWK5	P12956	9606	9606	28959974
P12956_Q9BWK5	Q9BWK5	P12956	P12956_Q9BWK5	Q9BWK5	P12956	9606	9606	24610814
P12956_Q15554	Q15554	P12956	P12956_Q15554	Q15554	P12956	9606	9606	10984620
P12956_Q14191	Q14191	P12956	P12956_Q14191	Q14191	P12956	9606	9606	10783163
P16615-1_Q15035	Q15035	P16615-1	P16615_Q15035	Q15035	P16615	9606	9606	14749390
P16615_P48995	P48995	P16615	P16615_P48995	P48995	P16615	9606	9606	18068335
P16615_Q08499	Q08499	P16615	P16615_Q08499	Q08499	P16615	9606	9606	21903937
P16615_Q969S6	Q969S6	P16615	P16615_Q969S6	Q969S6	P16615	9606	9606	25996873
P16615_Q2M3R5	Q2M3R5	P16615	P16615_Q2M3R5	Q2M3R5	P16615	9606	9606	22084111
P16615_Q8N394	Q8N394	P16615	P16615_Q8N394	Q8N394	P16615	9606	9606	24764305
P16615_P23297	P23297	P16615	P16615_P23297	P23297	P16615	9606	9606	12804600
P16615_P23327	P23327	P16615	P16615_P23327	P23327	P16615	9606	9606	17526652
P23142_complex portal:CPX-1922	complex portal:CPX-1922	P23142	_P23142		P23142	9606	9606	7642629
P02751_P23142	P02751	P23142	P02751_P23142	P02751	P23142	9606	9606	9278415
P05067_P23142	P05067	P23142	P05067_P23142	P05067	P23142	9606	9606	11238726
P02751_P23142	P02751	P23142	P02751_P23142	P02751	P23142	9606	9606	1400330
P23142-4_P48745	P48745	P23142-4	P23142_P48745	P48745	P23142	9606	9606	9927660
P23142-4_P29279	P29279	P23142-4	P23142_P29279	P29279	P23142	9606	9606	9927660
P32455_P41252	P32455	P41252	P32455_P41252	P32455	P41252	9606	9606	24337748
Q13285_Q13510-2	Q13285	Q13510-2	Q13285_Q13510	Q13285	Q13510	9606	9606	22927646
Q04637_Q14011	Q04637	Q14011	Q04637_Q14011	Q04637	Q14011	9606	9606	16513844
Q04206_Q14690	Q04206	Q14690	Q04206_Q14690	Q04206	Q14690	9606	9606	14624448
P19838_Q14690	P19838	Q14690	P19838_Q14690	P19838	Q14690	9606	9606	14624448
P24385_Q5XUX0	P24385	Q5XUX0	P24385_Q5XUX0	P24385	Q5XUX0	9606	9606	19412162
P16220_Q6UUV9	P16220	Q6UUV9	P16220_Q6UUV9	P16220	Q6UUV9	9606	9606	14506290
Q6GYQ0_Q86X10	Q6GYQ0	Q86X10	Q6GYQ0_Q86X10	Q6GYQ0	Q86X10	9606	9606	19520869
Q8WVE7_Q9NQC3	Q9NQC3	Q8WVE7	Q8WVE7_Q9NQC3	Q9NQC3	Q8WVE7	9606	9606	26906412
Q8IXJ6_Q92831	Q8IXJ6	Q92831	Q8IXJ6_Q92831	Q8IXJ6	Q92831	9606	9606	12887892
O00444_Q92831	O00444	Q92831	O00444_Q92831	O00444	Q92831	9606	9606	27796307
Q92831_Q99743	Q99743	Q92831	Q92831_Q99743	Q99743	Q92831	9606	9606	14645221
O15516_Q92831	O15516	Q92831	O15516_Q92831	O15516	Q92831	9606	9606	14645221
O00327_Q92831	O00327	Q92831	O00327_Q92831	O00327	Q92831	9606	9606	14645221
Q03112_Q92831	Q03112	Q92831	Q03112_Q92831	Q03112	Q92831	9606	9606	11568182
Q92831_Q9H6U6	Q9H6U6	Q92831	Q92831_Q9H6U6	Q9H6U6	Q92831	9606	9606	17505058
Q86UQ8_Q92831	Q86UQ8	Q92831	Q86UQ8_Q92831	Q86UQ8	Q92831	9606	9606	15273251
P15923-2_Q92831	P15923-2	Q92831	P15923_Q92831	P15923	Q92831	9606	9606	12435739
Q92793_Q92831	Q92793	Q92831	Q92793_Q92831	Q92793	Q92831	9606	9606	8684459
Q09472_Q92831	Q09472	Q92831	Q09472_Q92831	Q09472	Q92831	9606	9606	8684459
P35680-1_Q92831	P35680-1	Q92831	P35680_Q92831	P35680	Q92831	9606	9606	15509593
Q92831_Q99593	Q99593	Q92831	Q92831_Q99593	Q99593	Q92831	9606	9606	29174768
O43818_Q92831	O43818	Q92831	O43818_Q92831	O43818	Q92831	9606	9606	26867678
P53396_Q92831	P53396	Q92831	P53396_Q92831	P53396	Q92831	9606	9606	23932781
P50281_Q9H7M9	P50281	Q9H7M9	P50281_Q9H7M9	P50281	Q9H7M9	9606	9606	20666777
Q8IY18_Q9NS91	Q8IY18	Q9NS91	Q8IY18_Q9NS91	Q8IY18	Q9NS91	9606	9606	25931565
Q96SB8_Q9NS91	Q96SB8	Q9NS91	Q96SB8_Q9NS91	Q96SB8	Q9NS91	9606	9606	25931565
Q9BQI6_Q9NS91	Q9BQI6	Q9NS91	Q9BQI6_Q9NS91	Q9BQI6	Q9NS91	9606	9606	25931565
Q8IX21_Q9NS91	Q8IX21	Q9NS91	Q8IX21_Q9NS91	Q8IX21	Q9NS91	9606	9606	25931565
P49459_Q9NS91	P49459	Q9NS91	P49459_Q9NS91	P49459	Q9NS91	9606	9606	10908344
P63146_Q9NS91	P63146	Q9NS91	P63146_Q9NS91	P63146	Q9NS91	9606	9606	10908344
P63146_Q9NS91	P63146	Q9NS91	P63146_Q9NS91	P63146	Q9NS91	9606	9606	18363965
Q9H040_Q9NS91	Q9H040	Q9NS91	Q9H040_Q9NS91	Q9H040	Q9NS91	9606	9606	22681887
Q9BSD3_Q9NS91	Q9BSD3	Q9NS91	Q9BSD3_Q9NS91	Q9BSD3	Q9NS91	9606	9606	21659603
P25963_Q9NWT6	P25963	Q9NWT6	P25963_Q9NWT6	P25963	Q9NWT6	9606	9606	17003112
Q9BZF9_Q9NWT6	Q9BZF9	Q9NWT6	Q9BZF9_Q9NWT6	Q9BZF9	Q9NWT6	9606	9606	17003112
P19838_Q9NWT6	P19838	Q9NWT6	P19838_Q9NWT6	P19838	Q9NWT6	9606	9606	17003112
Q9NWT6_Q9UK73	Q9UK73	Q9NWT6	Q9NWT6_Q9UK73	Q9UK73	Q9NWT6	9606	9606	17003112
Q9H2K2_Q9NWT6	Q9H2K2	Q9NWT6	Q9H2K2_Q9NWT6	Q9H2K2	Q9NWT6	9606	9606	21251231
O15379_Q9NWT6	O15379	Q9NWT6	O15379_Q9NWT6	O15379	Q9NWT6	9606	9606	11641274
P40337_Q9NWT6	P40337	Q9NWT6	P40337_Q9NWT6	P40337	Q9NWT6	9606	9606	11641274
Q13547_Q9NWT6	Q13547	Q9NWT6	Q13547_Q9NWT6	Q13547	Q9NWT6	9606	9606	11641274
Q92769_Q9NWT6	Q92769	Q9NWT6	Q92769_Q9NWT6	Q92769	Q9NWT6	9606	9606	11641274
Q16665_Q9NWT6	Q16665	Q9NWT6	Q16665_Q9NWT6	Q16665	Q9NWT6	9606	9606	11641274
P16157_Q9NWT6	P16157	Q9NWT6	P16157_Q9NWT6	P16157	Q9NWT6	9606	9606	21177872
Q01484_Q9NWT6	Q01484	Q9NWT6	Q01484_Q9NWT6	Q01484	Q9NWT6	9606	9606	21177872
O96018_Q9NWT6	O96018	Q9NWT6	O96018_Q9NWT6	O96018	Q9NWT6	9606	9606	19726677
Q96PF2_Q9UJT2	Q96PF2	Q9UJT2	Q96PF2_Q9UJT2	Q96PF2	Q9UJT2	9606	9606	18533145
O00189_Q9UK23	O00189	Q9UK23	O00189_Q9UK23	O00189	Q9UK23	9606	9606	26544806
P52758_Q9Y5A9	P52758	Q9Y5A9	P52758_Q9Y5A9	P52758	Q9Y5A9	9606	9606	30930054
Q7Z739_Q9Y5A9	Q7Z739	Q9Y5A9	Q7Z739_Q9Y5A9	Q7Z739	Q9Y5A9	9606	9606	28106072
O15123_Q02763	Q02763	O15123	O15123_Q02763	Q02763	O15123	9606	9606	19922791
O75379_O94812	O94812	O75379	O75379_O94812	O94812	O75379	9606	9606	28626000
O75475_Q96GN5	Q96GN5	O75475	O75475_Q96GN5	Q96GN5	O75475	9606	9606	25082813
O75475_Q7Z3K3	Q7Z3K3	O75475	O75475_Q7Z3K3	Q7Z3K3	O75475	9606	9606	25082813
O75475_Q03164	Q03164	O75475	O75475_Q03164	Q03164	O75475	9606	9606	25082813
O75475-2_Q07955	Q07955	O75475-2	O75475_Q07955	Q07955	O75475	9606	9606	9885563
O75475_Q96ST2	Q96ST2	O75475	O75475_Q96ST2	Q96ST2	O75475	9606	9606	29997176
O75475_Q96GN5	Q96GN5	O75475	O75475_Q96GN5	Q96GN5	O75475	9606	9606	29997176
O75475_Q9UBU7	Q9UBU7	O75475	O75475_Q9UBU7	Q9UBU7	O75475	9606	9606	29997176
O75475_Q15648	Q15648	O75475	O75475_Q15648	Q15648	O75475	9606	9606	29997176
O75475_Q7Z3K3	Q7Z3K3	O75475	O75475_Q7Z3K3	Q7Z3K3	O75475	9606	9606	29997176
O75475_Q03164	Q03164	O75475	O75475_Q03164	Q03164	O75475	9606	9606	29997176
O75475_Q03164	Q03164	O75475	O75475_Q03164	Q03164	O75475	9606	9606	25305204
O95747_Q9H4A3	Q9H4A3	O95747	O95747_Q9H4A3	Q9H4A3	O95747	9606	9606	16669787
O95747_P55011	P55011	O95747	O95747_P55011	P55011	O95747	9606	9606	16669787
O95747_Q9UP95	Q9UP95	O95747	O95747_Q9UP95	Q9UP95	O95747	9606	9606	24393035
P0DPK3_Q04721	Q04721	P0DPK3	P0DPK3_Q04721	Q04721	P0DPK3	9606	9606	29856954
O00548_P0DPK3	O00548	P0DPK3	O00548_P0DPK3	O00548	P0DPK3	9606	9606	29856955
P16157_Q02094	Q02094	P16157	P16157_Q02094	Q02094	P16157	9606	9606	12719424
P02730_P16157	P02730	P16157	P02730_P16157	P02730	P16157	9606	9606	379653
P16157_Q9NWT6	Q9NWT6	P16157	P16157_Q9NWT6	Q9NWT6	P16157	9606	9606	21177872
P08575_P16157	P08575	P16157	P08575_P16157	P08575	P16157	9606	9606	12354383
P11277_P16157	P11277	P16157	P11277_P16157	P11277	P16157	9606	9606	8159688
P16157_Q02094	Q02094	P16157	P16157_Q02094	Q02094	P16157	9606	9606	16580865
P16615-1_Q15035	P16615-1	Q15035	P16615_Q15035	P16615	Q15035	9606	9606	14749390
P02452_Q15035	P02452	Q15035	P02452_Q15035	P02452	Q15035	9606	9606	14749390
Q16891_Q96AG3	Q96AG3	Q16891	Q16891_Q96AG3	Q96AG3	Q16891	9606	9606	26168012
Q16891_Q6UXV4	Q6UXV4	Q16891	Q16891_Q6UXV4	Q6UXV4	Q16891	9606	9606	25764979
Q16891_Q9BUR5	Q9BUR5	Q16891	Q16891_Q9BUR5	Q9BUR5	Q16891	9606	9606	25764979
Q16891_Q5TGZ0	Q5TGZ0	Q16891	Q16891_Q5TGZ0	Q5TGZ0	Q16891	9606	9606	25764979
Q16891_Q9BRQ6	Q9BRQ6	Q16891	Q16891_Q9BRQ6	Q9BRQ6	Q16891	9606	9606	22228767
Q16891_Q9NX63	Q9NX63	Q16891	Q16891_Q9NX63	Q9NX63	Q16891	9606	9606	21081504
O60313_Q16891	O60313	Q16891	O60313_Q16891	O60313	Q16891	9606	9606	21081504
P13639_Q6ZRY4	P13639	Q6ZRY4	P13639_Q6ZRY4	P13639	Q6ZRY4	9606	9606	25064856
Q6ZRY4_Q6ZRY4	Q6ZRY4	Q6ZRY4	Q6ZRY4_Q6ZRY4	Q6ZRY4	Q6ZRY4	9606	9606	25064856
Q8IXL6_Q96MK3	Q96MK3	Q8IXL6	Q8IXL6_Q96MK3	Q96MK3	Q8IXL6	9606	9606	25789606
Q8NEU8_complex portal:CPX-880	complex portal:CPX-880	Q8NEU8	_Q8NEU8		Q8NEU8	9606	9606	15016378
P20339_Q8NEU8	P20339	Q8NEU8	P20339_Q8NEU8	P20339	Q8NEU8	9606	9606	15016378
Q8NEU8_Q9Y230	Q9Y230	Q8NEU8	Q8NEU8_Q9Y230	Q9Y230	Q8NEU8	9606	9606	19433865
Q8NEU8_Q9UKG1	Q9UKG1	Q8NEU8	Q8NEU8_Q9UKG1	Q9UKG1	Q8NEU8	9606	9606	18034774
Q13636_Q8NEU8	Q13636	Q8NEU8	Q13636_Q8NEU8	Q13636	Q8NEU8	9606	9606	23055524
P07355_Q8NEU8	P07355	Q8NEU8	P07355_Q8NEU8	P07355	Q8NEU8	9606	9606	21645192
Q86TI0_Q8NEU8	Q86TI0	Q8NEU8	Q86TI0_Q8NEU8	Q86TI0	Q8NEU8	9606	9606	24879834
Q13485_Q93008	Q13485	Q93008	Q13485_Q93008	Q13485	Q93008	9606	9606	19135894
O15392_Q93008	O15392	Q93008	O15392_Q93008	O15392	Q93008	9606	9606	16322459
O00327_Q93008	O00327	Q93008	O00327_Q93008	O00327	Q93008	9606	9606	29626158
O43602_Q93008	O43602	Q93008	O43602_Q93008	O43602	Q93008	9606	9606	24607389
P21926_Q969P0	P21926	Q969P0	P21926_Q969P0	P21926	Q969P0	9606	9606	11504738
P60033_Q969P0	P60033	Q969P0	P60033_Q969P0	P60033	Q969P0	9606	9606	11504738
Q86Y82_Q96AJ9	Q86Y82	Q96AJ9	Q86Y82_Q96AJ9	Q86Y82	Q96AJ9	9606	9606	24095276
P12004_Q96PZ2	P12004	Q96PZ2	P12004_Q96PZ2	P12004	Q96PZ2	9606	9606	24561620
Q9NQB0_Q9UBE8	Q9UBE8	Q9NQB0	Q9NQB0_Q9UBE8	Q9UBE8	Q9NQB0	9606	9606	16714285
P35222_Q9NQB0	P35222	Q9NQB0	P35222_Q9NQB0	P35222	Q9NQB0	9606	9606	19443654
Q9NQB0_Q9UI95	Q9UI95	Q9NQB0	Q9NQB0_Q9UI95	Q9UI95	Q9NQB0	9606	9606	19443654
Q04726_Q9NQB0	Q04726	Q9NQB0	Q04726_Q9NQB0	Q04726	Q9NQB0	9606	9606	22304967
P98170_Q9NQB0	P98170	Q9NQB0	P98170_Q9NQB0	P98170	Q9NQB0	9606	9606	22304967
Q9NQB0_Q9Y657	Q9Y657	Q9NQB0	Q9NQB0_Q9Y657	Q9Y657	Q9NQB0	9606	9606	24589551
Q9H6I2_Q9NQB0	Q9H6I2	Q9NQB0	Q9H6I2_Q9NQB0	Q9H6I2	Q9NQB0	9606	9606	17875931
P05412_Q9NQB0	P05412	Q9NQB0	P05412_Q9NQB0	P05412	Q9NQB0	9606	9606	16007074
P10275_Q9NQB0	P10275	Q9NQB0	P10275_Q9NQB0	P10275	Q9NQB0	9606	9606	12799378
Q15834_Q9NQB0	Q15834	Q9NQB0	Q15834_Q9NQB0	Q15834	Q9NQB0	9606	9606	17873903
