ida	idb	pair_id	ida_clean	idb_clean	pair_id_clean	pubid	GO_IPI
P67828	Q04917	P67828_Q04917	P67828	Q04917	P67828_Q04917	19860830	1
P68105	Q06124	P68105_Q06124	P68105	Q06124	P68105_Q06124	17936057	1
P68135	P79134	P68135_P79134	P68135	P79134	P68135_P79134	1423665	1
P68135	P26932	P26932_P68135	P68135	P26932	P26932_P68135	16901482	1
P68135	P07737	P07737_P68135	P68135	P07737	P07737_P68135	17914456	1
P68135	Q8K4J6	P68135_Q8K4J6	P68135	Q8K4J6	P68135_Q8K4J6	19008859	1
P68135	Q05193-5	P68135_Q05193-5	P68135	Q05193	P68135_Q05193	20935625	1
P68135	Q12386	P68135_Q12386	P68135	Q12386	P68135_Q12386	21499228	1
P68135	P07737	P07737_P68135	P68135	P07737	P07737_P68135	7758455	1
P68135	P35080	P35080_P68135	P68135	P35080	P35080_P68135	7758455	1
P68135	P68135	P68135_P68135	P68135	P68135	P68135_P68135	12917436	1
P68135	P68135	P68135_P68135	P68135	P68135	P68135_P68135	20718862	1
P68135	P68135	P68135_P68135	P68135	P68135	P68135_P68135	21499228	1
P68220	E7ENE1	E7ENE1_P68220	P68220	E7ENE1	E7ENE1_P68220	11023671	1
P68220	E9PGR3	E9PGR3_P68220	P68220	E9PGR3	E9PGR3_P68220	11023671	1
P68220	O60595	O60595_P68220	P68220	O60595	O60595_P68220	11023671	1
P68220	P29459	P29459_P68220	P68220	P29459	P29459_P68220	11023671	1
P68220	Q9TU27	P68220_Q9TU27	P68220	Q9TU27	P68220_Q9TU27	11023671	1
P68220	W5NVX4	P68220_W5NVX4	P68220	W5NVX4	P68220_W5NVX4	11023671	1
P68240	P03129	P03129_P68240	P68240	P03129	P03129_P68240	12072504	1
P68318	P07242	P07242_P68318	P68318	P07242	P07242_P68318	15518812	1
P68318	P68613	P68318_P68613	P68318	P68613	P68318_P68613	15518812	1
P68318	P98179	P68318_P98179	P68318	P98179	P68318_P98179	15518812	1
P68331	P10204	P10204_P68331	P68331	P10204	P10204_P68331	18434401	1
P68331	P10204	P10204_P68331	P68331	P10204	P10204_P68331	24760889	1
P68337	P17473	P17473_P68337	P68337	P17473	P17473_P68337	10627553	1
P68337	P68337	P68337_P68337	P68337	P68337	P68337_P68337	10627553	1
P68337	P17473	P17473_P68337	P68337	P17473	P17473_P68337	11900834	1
P68337	P68337	P68337_P68337	P68337	P68337	P68337_P68337	11900834	1
P68353	P68359	P68353_P68359	P68353	P68359	P68353_P68359	10521526	1
P68359	P68353	P68353_P68359	P68359	P68353	P68353_P68359	10521526	1
P68451	O43521	O43521_P68451	P68451	O43521	O43521_P68451	17074758	1
P68451	O43521	O43521_P68451	P68451	O43521	O43521_P68451	18551131	1
P68456	P07242	P07242_P68456	P68456	P07242	P07242_P68456	10781095	1
P68456	P07242	P07242_P68456	P68456	P07242	P07242_P68456	9636370	1
P68467	O00571	O00571_P68467	P68467	O00571	O00571_P68467	18636090	1
P68467	O43187	O43187_P68467	P68467	O43187	O43187_P68467	18636090	1
P68613	P07610	P07610_P68613	P68613	P07610	P07610_P68613	10781095	1
P68613	P07242	P07242_P68613	P68613	P07242	P07242_P68613	15518812	1
P68613	P07610	P07610_P68613	P68613	P07610	P07610_P68613	15518812	1
P68613	P68318	P68318_P68613	P68613	P68318	P68318_P68613	15518812	1
P68613	P68613	P68613_P68613	P68613	P68613	P68613_P68613	10781095	1
P68613	P68613	P68613_P68613	P68613	P68613	P68613_P68613	15518812	1
P68617	P68619	P68617_P68619	P68617	P68619	P68617_P68619	12634370	1
P68617	P68619	P68617_P68619	P68617	P68619	P68617_P68619	14963148	1
P68617	P04021	P04021_P68617	P68617	P04021	P04021_P68617	16912323	1
P68617	P68619	P68617_P68619	P68617	P68619	P68617_P68619	16912323	1
P68619	P68617	P68617_P68619	P68619	P68617	P68617_P68619	12634370	1
P68619	P37285	P37285_P68619	P68619	P37285	P37285_P68619	14963148	1
P68619	P68617	P68617_P68619	P68619	P68617	P68617_P68619	14963148	1
P68619	P68617	P68617_P68619	P68619	P68617	P68617_P68619	16912323	1
P68619	O88447	O88447_P68619	P68619	O88447	O88447_P68619	21915095	1
P68619	O88448	O88448_P68619	P68619	O88448	O88448_P68619	21915095	1
P68619	P33176	P33176_P68619	P68619	P33176	P33176_P68619	21915095	1
P68633	P08583	P08583_P68633	P68633	P08583	P08583_P68633	15795260	1
P68835	P30153	P30153_P68835	P68835	P30153	P30153_P68835	9847399	1
P68951	P06748	P06748_P68951	P68951	P06748	P06748_P68951	17602943	1
P68978	Q96WV5	P68978_Q96WV5	P68978	Q96WV5	P68978_Q96WV5	23481256	1
P69249	Q38906	P69249_Q38906	P69249	Q38906	P69249_Q38906	10998188	1
P69249	O81283	O81283_P69249	P69249	O81283	O81283_P69249	14765117	1
P69249	Q38906	P69249_Q38906	P69249	Q38906	P69249_Q38906	14765117	1
P69699	Q10589	P69699_Q10589	P69699	Q10589	P69699_Q10589	22072710	1
P69713	Q8IUQ4	P69713_Q8IUQ4	P69713	Q8IUQ4	P69713_Q8IUQ4	21878328	1
P69718	P04585	P04585_P69718	P69718	P04585	P04585_P69718	21156026	1
P69726	P04585	P04585_P69726	P69726	P04585	P04585_P69726	7474102	1
P69726	Q9Y4B6	P69726_Q9Y4B6	P69726	Q9Y4B6	P69726_Q9Y4B6	24116224	1
P69726	P13051	P13051_P69726	P69726	P13051	P13051_P69726	9151883	1
P69730	Q8WUM4	P69730_Q8WUM4	P69730	Q8WUM4	P69730_Q8WUM4	17350572	1
P69893	P33237	P33237_P69893	P69893	P33237	P33237_P69893	20584010	1
P69893	P15291-1	P15291-1_P69893	P69893	P15291	P15291_P69893	7744867	1
P69972	Q56975	P69972_Q56975	P69972	Q56975	P69972_Q56975	21357482	1
P70032	Q90Z80	P70032_Q90Z80	P70032	Q90Z80	P70032_Q90Z80	17159919	1
P70032	Q91876	P70032_Q91876	P70032	Q91876	P70032_Q91876	18309293	1
P70032	B7ZR30	B7ZR30_P70032	P70032	B7ZR30	B7ZR30_P70032	9831560	1
P70039	O15169	O15169_P70039	P70039	O15169	O15169_P70039	18786926	1
P70039	O43150	O43150_P70039	P70039	O43150	O43150_P70039	18786926	1
P70039	Q9ULH1	P70039_Q9ULH1	P70039	Q9ULH1	P70039_Q9ULH1	18786926	1
P70039	Q9YGY0	P70039_Q9YGY0	P70039	Q9YGY0	P70039_Q9YGY0	18786926	1
P70040	P12004	P12004_P70040	P70040	P12004	P12004_P70040	9852084	1
P70041	Q91619	P70041_Q91619	P70041	Q91619	P70041_Q91619	15466485	1
P70041	P28026	P28026_P70041	P70041	P28026	P28026_P70041	10067895	1
P70041	Q7T2X6	P70041_Q7T2X6	P70041	Q7T2X6	P70041_Q7T2X6	12885561	1
P70041	Q91619	P70041_Q91619	P70041	Q91619	P70041_Q91619	10067895	1
P70054	P12004	P12004_P70054	P70054	P12004	P12004_P70054	9852084	1
P70056	Q13485	P70056_Q13485	P70056	Q13485	P70056_Q13485	9389648	1
P70056	Q15796	P70056_Q15796	P70056	Q15796	P70056_Q15796	9389648	1
P70056	B7ZQJ9	B7ZQJ9_P70056	P70056	B7ZQJ9	B7ZQJ9_P70056	11937490	1
P70056	Q13485	P70056_Q13485	P70056	Q13485	P70056_Q13485	12374795	1
P70056	Q91912	P70056_Q91912	P70056	Q91912	P70056_Q91912	12374795	1
P70056	Q91912	P70056_Q91912	P70056	Q91912	P70056_Q91912	8878477	1
P70056	P97471	P70056_P97471	P70056	P97471	P70056_P97471	9288972	1
P70056	Q91912	P70056_Q91912	P70056	Q91912	P70056_Q91912	9288972	1
P70056	Q91912	P70056_Q91912	P70056	Q91912	P70056_Q91912	10691736	1
P70056	Q91912	P70056_Q91912	P70056	Q91912	P70056_Q91912	12050132	1
P70056	Q91912	P70056_Q91912	P70056	Q91912	P70056_Q91912	14729957	1
P70060	P20271	P20271_P70060	P70060	P20271	P20271_P70060	10993673	1
P70060	Q641J8	P70060_Q641J8	P70060	Q641J8	P70060_Q641J8	12874135	1
P70060	P29674	P29674_P70060	P70060	P29674	P29674_P70060	12874135	1
P70060	P36200	P36200_P70060	P70060	P36200	P36200_P70060	12874135	1
P70060	P37137	P37137_P70060	P70060	P37137	P37137_P70060	12874135	1
P70060	P29674	P29674_P70060	P70060	P29674	P29674_P70060	8918878	1
P70060	P29674	P29674_P70060	P70060	P29674	P29674_P70060	9468533	1
P70060	P70060	P70060_P70060	P70060	P70060	P70060_P70060	12874135	1
P70062	P70331-2	P70062_P70331-2	P70062	P70331	P70062_P70331	11238923	1
P70062	Q98SK0	P70062_Q98SK0	P70062	Q98SK0	P70062_Q98SK0	11238923	1
P70062	Q8JJ48	P70062_Q8JJ48	P70062	Q8JJ48	P70062_Q8JJ48	15329348	1
P70062	A0SNQ7	A0SNQ7_P70062	P70062	A0SNQ7	A0SNQ7_P70062	17431396	1
P70062	Q91989	P70062_Q91989	P70062	Q91989	P70062_Q91989	17541407	1
P70062	O42478	O42478_P70062	P70062	O42478	O42478_P70062	9783587	1
P70062	B7ZQA9	B7ZQA9_P70062	P70062	B7ZQA9	B7ZQA9_P70062	17541407	1
P70062	P87377	P70062_P87377	P70062	P87377	P70062_P87377	17541407	1
P70062	Q7T103	P70062_Q7T103	P70062	Q7T103	P70062_Q7T103	17541407	1
P70062	P20263	P20263_P70062	P70062	P20263	P20263_P70062	17541407	1
P70096	Q15691	P70096_Q15691	P70096	Q15691	P70096_Q15691	19543227	1
P70096	Q5JR59	P70096_Q5JR59	P70096	Q5JR59	P70096_Q5JR59	19543227	1
P70997	Q01466	P70997_Q01466	P70997	Q01466	P70997_Q01466	17427287	1
P71012	O34755	O34755_P71012	P71012	O34755	O34755_P71012	21630458	1
P71021	O32049	O32049_P71021	P71021	O32049	O32049_P71021	22582279	1
P71021	P71021	P71021_P71021	P71021	P71021	P71021_P71021	18296522	1
P71021	P71021	P71021_P71021	P71021	P71021	P71021_P71021	18363795	1
P71021	P71021	P71021_P71021	P71021	P71021	P71021_P71021	20502438	1
P71021	P71021	P71021_P71021	P71021	P71021	P71021_P71021	21630458	1
P71044	P49785	P49785_P71044	P71044	P49785	P49785_P71044	21097616	1
P71051	P96715	P71051_P96715	P71051	P96715	P71051_P96715	25278935	1
P71051	P96715	P71051_P96715	P71051	P96715	P71051_P96715	25374563	1
P71213	P01009	P01009_P71213	P71213	P01009	P01009_P71213	15271889	1
P71403	O25153	O25153_P71403	P71403	O25153	O25153_P71403	11196647	1
P71403	O25153	O25153_P71403	P71403	O25153	O25153_P71403	20207758	1
P71650	P0CL61	P0CL61_P71650	P71650	P0CL61	P0CL61_P71650	19016878	1
P71650	P0CL61	P0CL61_P71650	P71650	P0CL61	P0CL61_P71650	20876537	1
P71817	P71817	P71817_P71817	P71817	P71817	P71817_P71817	18589008	1
P71875	P71875	P71875_P71875	P71875	P71875	P71875_P71875	19234303	1
P71937	O07728	O07728_P71937	P71937	O07728	O07728_P71937	16263329	1
P71937	P71937	P71937_P71937	P71937	P71937	P71937_P71937	16263329	1
P71937	P9WGE1	P71937_P9WGE1	P71937	P9WGE1	P71937_P9WGE1	16263329	1
P71937	P9WGE3	P71937_P9WGE3	P71937	P9WGE3	P71937_P9WGE3	16263329	1
P71937	P9WGI3	P71937_P9WGI3	P71937	P9WGI3	P71937_P9WGI3	16263329	1
P71937	P9WGX7	P71937_P9WGX7	P71937	P9WGX7	P71937_P9WGX7	16263329	1
P71937	P9WLZ7	P71937_P9WLZ7	P71937	P9WLZ7	P71937_P9WLZ7	16263329	1
P71937	O33361	O33361_P71937	P71937	O33361	O33361_P71937	17411339	1
P72586	P52231	P52231_P72586	P72586	P52231	P52231_P72586	14673118	1
P72586	P52231	P52231_P72586	P72586	P52231	P52231_P72586	16526092	1
P72742	P74596	P72742_P74596	P72742	P74596	P72742_P74596	12023030	1
P72742	P74596	P72742_P74596	P72742	P74596	P72742_P74596	12966069	1
P72742	P74596	P72742_P74596	P72742	P74596	P72742_P74596	18000013	1
P72757	P72758	P72757_P72758	P72757	P72758	P72757_P72758	17993516	1
P72757	P72758	P72757_P72758	P72757	P72758	P72757_P72758	18000013	1
P72758	P52231	P52231_P72758	P72758	P52231	P52231_P72758	14673118	1
P72758	P52231	P52231_P72758	P72758	P52231	P52231_P72758	17922517	1
P72758	P72757	P72757_P72758	P72758	P72757	P72757_P72758	17993516	1
P72758	Q54735	P72758_Q54735	P72758	Q54735	P72758_Q54735	17993516	1
P72758	P72757	P72757_P72758	P72758	P72757	P72757_P72758	18000013	1
P72758	Q54735	P72758_Q54735	P72758	Q54735	P72758_Q54735	18000013	1
P72780	P72780	P72780_P72780	P72780	P72780	P72780_P72780	17616590	1
P72854	P52231	P52231_P72854	P72854	P52231	P52231_P72854	14673118	1
P72854	P52231	P52231_P72854	P72854	P52231	P52231_P72854	17922517	1
P73081	Q55559	P73081_Q55559	P73081	Q55559	P73081_Q55559	19737354	1
P73117	P73457	P73117_P73457	P73117	P73457	P73117_P73457	19542290	1
P73117	Q55559	P73117_Q55559	P73117	Q55559	P73117_Q55559	19542290	1
P73117	P73457	P73117_P73457	P73117	P73457	P73117_P73457	19737354	1
P73117	Q55559	P73117_Q55559	P73117	Q55559	P73117_Q55559	19737354	1
P73148	Q55247	P73148_Q55247	P73148	Q55247	P73148_Q55247	16109709	1
P73148	Q55247	P73148_Q55247	P73148	Q55247	P73148_Q55247	18000013	1
P73213	P74512	P73213_P74512	P73213	P74512	P73213_P74512	11739376	1
P73213	P74512	P73213_P74512	P73213	P74512	P73213_P74512	14711369	1
P73263	P73348	P73263_P73348	P73263	P73348	P73263_P73348	15509585	1
P73263	P73728	P73263_P73728	P73263	P73728	P73263_P73728	15509585	1
P73263	P73348	P73263_P73348	P73263	P73348	P73263_P73348	16526092	1
P73263	P73728	P73263_P73728	P73263	P73728	P73263_P73728	16526092	1
P73263	P73728	P73263_P73728	P73263	P73728	P73263_P73728	19820102	1
P73314	P52231	P52231_P73314	P73314	P52231	P52231_P73314	14673118	1
P73314	P52231	P52231_P73314	P73314	P52231	P52231_P73314	16526092	1
P73314	P52231	P52231_P73314	P73314	P52231	P52231_P73314	17922517	1
P73348	P73263	P73263_P73348	P73348	P73263	P73263_P73348	15509585	1
P73348	P52231	P52231_P73348	P73348	P52231	P52231_P73348	16526092	1
P73348	P52232	P52232_P73348	P73348	P52232	P52232_P73348	16526092	1
P73348	P73263	P73263_P73348	P73348	P73263	P73263_P73348	16526092	1
P73348	P52231	P52231_P73348	P73348	P52231	P52231_P73348	17922517	1
P73348	P52231	P52231_P73348	P73348	P52231	P52231_P73348	19820102	1
P73348	P52232	P52232_P73348	P73348	P52232	P52232_P73348	19820102	1
P73348	P73348	P73348_P73348	P73348	P73348	P73348_P73348	15509585	1
P73348	P73348	P73348_P73348	P73348	P73348	P73348_P73348	19820102	1
P73376	Q55559	P73376_Q55559	P73376	Q55559	P73376_Q55559	19737354	1
P73456	Q55559	P73456_Q55559	P73456	Q55559	P73456_Q55559	15130131	1
P73456	P73456	P73456_P73456	P73456	P73456	P73456_P73456	15130131	1
P73457	P73117	P73117_P73457	P73457	P73117	P73117_P73457	19542290	1
P73457	Q55559	P73457_Q55559	P73457	Q55559	P73457_Q55559	19542290	1
P73457	P73117	P73117_P73457	P73457	P73117	P73117_P73457	19737354	1
P73457	Q55559	P73457_Q55559	P73457	Q55559	P73457_Q55559	19737354	1
P73492	Q55980	P73492_Q55980	P73492	Q55980	P73492_Q55980	19040637	1
P73728	P52231	P52231_P73728	P73728	P52231	P52231_P73728	14673118	1
P73728	P73263	P73263_P73728	P73728	P73263	P73263_P73728	15509585	1
P73728	P52231	P52231_P73728	P73728	P52231	P52231_P73728	16526092	1
P73728	P52232	P52232_P73728	P73728	P52232	P52232_P73728	16526092	1
P73728	P73263	P73263_P73728	P73728	P73263	P73263_P73728	16526092	1
P73728	P52231	P52231_P73728	P73728	P52231	P52231_P73728	19820102	1
P73728	P52232	P52232_P73728	P73728	P52232	P52232_P73728	19820102	1
P73728	P73263	P73263_P73728	P73728	P73263	P73263_P73728	19820102	1
P73728	P73728	P73728_P73728	P73728	P73728	P73728_P73728	15509585	1
P73728	P73728	P73728_P73728	P73728	P73728	P73728_P73728	19820102	1
P74182	P74182	P74182_P74182	P74182	P74182	P74182_P74182	25218435	1
P74227	P52231	P52231_P74227	P74227	P52231	P52231_P74227	14673118	1
P74227	P52231	P52231_P74227	P74227	P52231	P52231_P74227	16526092	1
P74227	P52231	P52231_P74227	P74227	P52231	P52231_P74227	17922517	1
P74294	P74295	P74294_P74295	P74294	P74295	P74294_P74295	16002996	1
P74294	P74295	P74294_P74295	P74294	P74295	P74294_P74295	18000013	1
P74295	P74294	P74294_P74295	P74295	P74294	P74294_P74295	16002996	1
P74295	P74294	P74294_P74295	P74295	P74294	P74294_P74295	18000013	1
P74295	P74295	P74295_P74295	P74295	P74295	P74295_P74295	16002996	1
P74295	P74295	P74295_P74295	P74295	P74295	P74295_P74295	18000013	1
P74295	P74295	P74295_P74295	P74295	P74295	P74295_P74295	25980609	1
P74426	Q55432	P74426_Q55432	P74426	Q55432	P74426_Q55432	18000013	1
P74426	Q55432	P74426_Q55432	P74426	Q55432	P74426_Q55432	21642457	1
P74512	P73213	P73213_P74512	P74512	P73213	P73213_P74512	11739376	1
P74512	P73213	P73213_P74512	P74512	P73213	P73213_P74512	14711369	1
P74596	P72742	P72742_P74596	P74596	P72742	P72742_P74596	12023030	1
P74596	P72742	P72742_P74596	P74596	P72742	P72742_P74596	12966069	1
P74596	P72742	P72742_P74596	P74596	P72742	P72742_P74596	18000013	1
P74643	P52231	P52231_P74643	P74643	P52231	P52231_P74643	14673118	1
P74643	P52231	P52231_P74643	P74643	P52231	P52231_P74643	16526092	1
P74645	P74645	P74645_P74645	P74645	P74645	P74645_P74645	15716274	1
P74853	P74857	P74853_P74857	P74853	P74857	P74853_P74857	24722491	1
P74857	P74853	P74853_P74857	P74857	P74853	P74853_P74857	24722491	1
P74857	P74860	P74857_P74860	P74857	P74860	P74857_P74860	24722491	1
P74857	P74857	P74857_P74857	P74857	P74857	P74857_P74857	24722491	1
P74857	H9L426	H9L426_P74857	P74857	H9L426	H9L426_P74857	24722491	1
P74857	H9L491	H9L491_P74857	P74857	H9L491	H9L491_P74857	24722491	1
P74857	H9L4A0	H9L4A0_P74857	P74857	H9L4A0	H9L4A0_P74857	24722491	1
P74857	O84944	O84944_P74857	P74857	O84944	O84944_P74857	24722491	1
P74860	P74857	P74857_P74860	P74860	P74857	P74857_P74860	24722491	1
P74873	P60953	P60953_P74873	P74873	P60953	P60953_P74873	21435037	1
P75080	P78014	P75080_P78014	P75080	P78014	P75080_P78014	19965468	1
P75104	P78012	P75104_P78012	P75104	P78012	P75104_P78012	19965468	1
P75167	P00747	P00747_P75167	P75167	P00747	P00747_P75167	26667841	1
P75358	P00747	P00747_P75358	P75358	P00747	P00747_P75358	26667841	1
P75390	P00747	P00747_P75390	P75390	P00747	P00747_P75390	26667841	1
P75391	P00747	P00747_P75391	P75391	P00747	P00747_P75391	26667841	1
P75392	P00747	P00747_P75392	P75392	P00747	P00747_P75392	26667841	1
P75611	P00747	P00747_P75611	P75611	P00747	P00747_P75611	26667841	1
P77872	O25542	O25542_P77872	P77872	O25542	O25542_P77872	11196647	1
P77872	O25542	O25542_P77872	P77872	O25542	O25542_P77872	24627523	1
P77973	P52231	P52231_P77973	P77973	P52231	P52231_P77973	14673118	1
P77973	P52231	P52231_P77973	P77973	P52231	P52231_P77973	16526092	1
P78007	P00747	P00747_P78007	P78007	P00747	P00747_P78007	26667841	1
P78012	P75104	P75104_P78012	P78012	P75104	P75104_P78012	19965468	1
P78014	P75080	P75080_P78014	P78014	P75080	P75080_P78014	19965468	1
P78031	P00747	P00747_P78031	P78031	P00747	P00747_P78031	26667841	1
P78714	Q01371	P78714_Q01371	P78714	Q01371	P78714_Q01371	19427309	1
P79085	P81370	P79085_P81370	P79085	P81370	P79085_P81370	24642375	1
P79222	P01258	P01258_P79222	P79222	P01258	P01258_P79222	8940110	1
P79222	Q91157	P79222_Q91157	P79222	Q91157	P79222_Q91157	8940110	1
P79832	P30561	P30561_P79832	P79832	P30561	P30561_P79832	8940073	1
P79832	P30561	P30561_P79832	P79832	P30561	P30561_P79832	11230806	1
P79920	Q9I8A3	P79920_Q9I8A3	P79920	Q9I8A3	P79920_Q9I8A3	15531363	1
P79920	Q00P32	P79920_Q00P32	P79920	Q00P32	P79920_Q00P32	17008450	1
P79937	Q8QGC4	P79937_Q8QGC4	P79937	Q8QGC4	P79937_Q8QGC4	11960001	1
P80077	P80078	P80077_P80078	P80077	P80078	P80077_P80078	10467146	1
P80078	P80077	P80077_P80078	P80078	P80077	P80077_P80078	10467146	1
P81370	P79085	P79085_P81370	P81370	P79085	P79085_P81370	24642375	1
P81460	P09884	P09884_P81460	P81460	P09884	P09884_P81460	2243771	1
P81460	P06280	P06280_P81460	P81460	P06280	P06280_P81460	6313412	1
P81461	P02789	P02789_P81461	P81461	P02789	P02789_P81461	7881176	1
P81508	P81509	P81508_P81509	P81508	P81509	P81508_P81509	8823201	1
P81509	P81508	P81508_P81509	P81509	P81508	P81508_P81509	8823201	1
P82456	Q9CQ20	P82456_Q9CQ20	P82456	Q9CQ20	P82456_Q9CQ20	15070402	1
P82457	Q9CQ20	P82457_Q9CQ20	P82457	Q9CQ20	P82457_Q9CQ20	15070402	1
P82612	P00747	P00747_P82612	P82612	P00747	P00747_P82612	12622818	1
P82612	NP_000292	NP_000292_P82612	P82612	NP_000292	NP_000292_P82612	12622818	1
P82896	P82896	P82896_P82896	P82896	P82896	P82896_P82896	25447533	1
P83749	O07347	O07347_P83749	P83749	O07347	O07347_P83749	14724630	1
P83749	O07347	O07347_P83749	P83749	O07347	O07347_P83749	14726591	1
P84233	P62799	P62799_P84233	P84233	P62799	P62799_P84233	17293877	1
P84801	Q75760	P84801_Q75760	P84801	Q75760	P84801_Q75760	23454641	1
P86294	P60709	P60709_P86294	P86294	P60709	P60709_P86294	19000816	1
P87020	P00747	P00747_P87020	P87020	P00747	P00747_P87020	19850343	1
P87020	P08603	P08603_P87020	P87020	P08603	P08603_P87020	19850343	1
P87377	P20263	P20263_P87377	P87377	P20263	P20263_P87377	17541407	1
P87377	Q7T103	P87377_Q7T103	P87377	Q7T103	P87377_Q7T103	17541407	1
P87377	Q90ZB6	P87377_Q90ZB6	P87377	Q90ZB6	P87377_Q90ZB6	17541407	1
P87377	Q91989	P87377_Q91989	P87377	Q91989	P87377_Q91989	17541407	1
P87377	B7ZQA9	B7ZQA9_P87377	P87377	B7ZQA9	B7ZQA9_P87377	17541407	1
P87377	P70062	P70062_P87377	P87377	P70062	P70062_P87377	17541407	1
P87662	P17473	P17473_P87662	P87662	P17473	P17473_P87662	12552007	1
P87662	P20226	P20226_P87662	P87662	P20226	P20226_P87662	12552007	1
P87662	Q00403	P87662_Q00403	P87662	Q00403	P87662_Q00403	12552007	1
P88904	P90489	P88904_P90489	P88904	P90489	P88904_P90489	16339411	1
P88910	P90489	P88910_P90489	P88910	P90489	P88910_P90489	16339411	1
P88918	P88919	P88918_P88919	P88918	P88919	P88918_P88919	16339411	1
P88918	P90489	P88918_P90489	P88918	P90489	P88918_P90489	16339411	1
P88919	P88918	P88918_P88919	P88919	P88918	P88918_P88919	16339411	1
P88920	P88947	P88920_P88947	P88920	P88947	P88920_P88947	16339411	1
P88920	P88948	P88920_P88948	P88920	P88948	P88920_P88948	16339411	1
P88920	P88920	P88920_P88920	P88920	P88920	P88920_P88920	16339411	1
P88925	P88939	P88925_P88939	P88925	P88939	P88925_P88939	16339411	1
P88927	F5HFQ0	F5HFQ0_P88927	P88927	F5HFQ0	F5HFQ0_P88927	12771417	1
P88929	P88947	P88929_P88947	P88929	P88947	P88929_P88947	16339411	1
P88939	P88925	P88925_P88939	P88939	P88925	P88925_P88939	16339411	1
P88939	P88945	P88939_P88945	P88939	P88945	P88939_P88945	16339411	1
P88941	P90489	P88941_P90489	P88941	P90489	P88941_P90489	16339411	1
P88941	P90495	P88941_P90495	P88941	P90495	P88941_P90495	16339411	1
P88944	O40940	O40940_P88944	P88944	O40940	O40940_P88944	16339411	1
P88944	P88951	P88944_P88951	P88944	P88951	P88944_P88951	16339411	1
P88945	P88939	P88939_P88945	P88945	P88939	P88939_P88945	16339411	1
P88945	P88952	P88945_P88952	P88945	P88952	P88945_P88952	16339411	1
P88945	P88945	P88945_P88945	P88945	P88945	P88945_P88945	16339411	1
P88946	P45481	P45481_P88946	P88946	P45481	P45481_P88946	10733899	1
P88946	P88954	P88946_P88954	P88946	P88954	P88946_P88954	16339411	1
P88946	Q98141	P88946_Q98141	P88946	Q98141	P88946_Q98141	16339411	1
P88947	O40944	O40944_P88947	P88947	O40944	O40944_P88947	16339411	1
P88947	P88920	P88920_P88947	P88947	P88920	P88920_P88947	16339411	1
P88947	P88929	P88929_P88947	P88947	P88929	P88929_P88947	16339411	1
P88947	P88958	P88947_P88958	P88947	P88958	P88947_P88958	16339411	1
P88947	P88960	P88947_P88960	P88947	P88960	P88947_P88960	16339411	1
P88948	P88920	P88920_P88948	P88948	P88920	P88920_P88948	16339411	1
P88948	P88951	P88948_P88951	P88948	P88951	P88948_P88951	16339411	1
P88951	O40944	O40944_P88951	P88951	O40944	O40944_P88951	16339411	1
P88951	P88944	P88944_P88951	P88951	P88944	P88944_P88951	16339411	1
P88951	P88948	P88948_P88951	P88951	P88948	P88948_P88951	16339411	1
P88951	P88952	P88951_P88952	P88951	P88952	P88951_P88952	16339411	1
P88951	P90495	P88951_P90495	P88951	P90495	P88951_P90495	16339411	1
P88951	P88951	P88951_P88951	P88951	P88951	P88951_P88951	16339411	1
P88952	P88945	P88945_P88952	P88952	P88945	P88945_P88952	16339411	1
P88952	P88951	P88951_P88952	P88952	P88951	P88951_P88952	16339411	1
P88954	O40944	O40944_P88954	P88954	O40944	O40944_P88954	16339411	1
P88954	P88946	P88946_P88954	P88954	P88946	P88946_P88954	16339411	1
P88958	P88947	P88947_P88958	P88958	P88947	P88947_P88958	16339411	1
P88960	P88947	P88947_P88960	P88960	P88947	P88947_P88960	16339411	1
P88960	P88960	P88960_P88960	P88960	P88960	P88960_P88960	16339411	1
P88961	Q12933	P88961_Q12933	P88961	Q12933	P88961_Q12933	16311516	1
P88964	O92608	O92608_P88964	P88964	O92608	O92608_P88964	16339411	1
P88983	O41949	O41949_P88983	P88983	O41949	O41949_P88983	22028648	1
P88983	O41969	O41969_P88983	P88983	O41969	O41969_P88983	22028648	1
P88983	P88989	P88983_P88989	P88983	P88989	P88983_P88989	22028648	1
P88989	O41951	O41951_P88989	P88989	O41951	O41951_P88989	22028648	1
P88989	P88983	P88983_P88989	P88989	P88983	P88983_P88989	22028648	1
P88992	O41956	O41956_P88992	P88992	O41956	O41956_P88992	22028648	1
P88995	O41944	O41944_P88995	P88995	O41944	O41944_P88995	22028648	1
P88996	O41963	O41963_P88996	P88996	O41963	O41963_P88996	22028648	1
P88997	O41963	O41963_P88997	P88997	O41963	O41963_P88997	22028648	1
P89055	P04637	P04637_P89055	P89055	P04637	P04637_P89055	23576507	1
P89055	Q12933	P89055_Q12933	P89055	Q12933	P89055_Q12933	23890813	1
P89079	Q62696	P89079_Q62696	P89079	Q62696	P89079_Q62696	16511562	1
P89079	Q12959	P89079_Q12959	P89079	Q12959	P89079_Q12959	9192623	1
P89462	Q13546	P89462_Q13546	P89462	Q13546	P89462_Q13546	26559832	1
P89462	Q9Y572	P89462_Q9Y572	P89462	Q9Y572	P89462_Q9Y572	26559832	1
P89522	P20591	P20591_P89522	P89522	P20591	P20591_P89522	15047845	1
P89884	Q14457	P89884_Q14457	P89884	Q14457	P89884_Q14457	22028648	1
