ida	idb	pair_id	ida_clean	idb_clean	pair_id_clean	pubid	GO_IPI
P02586	P45378	P02586_P45378	P02586	P45378	P02586_P45378	8987992	1
P02586	P45378	P02586_P45378	P02586	P45378	P02586_P45378	9724539	1
P02643	P45378	P02643_P45378	P02643	P45378	P02643_P45378	15507453	1
P02646	Q96RG2	P02646_Q96RG2	P02646	Q96RG2	P02646_Q96RG2	21418524	1
P02756	P02756	P02756_P02756	P02756	P02756	P02756_P02756	25241165	1
P02866	Q9D132	P02866_Q9D132	P02866	Q9D132	P02866_Q9D132	11739641	1
P02879	P46379	P02879_P46379	P02879	P46379	P02879_P46379	14960581	1
P02879	Q8BJT9	P02879_Q8BJT9	P02879	Q8BJT9	P02879_Q8BJT9	24200403	1
P02879	Q925U4	P02879_Q925U4	P02879	Q925U4	P02879_Q925U4	24200403	1
P02984	P00646	P00646_P02984	P02984	P00646	P00646_P02984	10986462	1
P02984	P00646	P00646_P02984	P02984	P00646	P00646_P02984	11741540	1
P03027	Q9ZA65	P03027_Q9ZA65	P03027	Q9ZA65	P03027_Q9ZA65	19016838	1
P03052	P07674	P03052_P07674	P03052	P07674	P03052_P07674	19019158	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	10226625	1
P03070	P02340	P02340_P03070	P03070	P02340	P02340_P03070	10329544	1
P03070	P52293	P03070_P52293	P03070	P52293	P03070_P52293	10764582	1
P03070	P02340	P02340_P03070	P03070	P02340	P02340_P03070	11181729	1
P03070	P02340	P02340_P03070	P03070	P02340	P02340_P03070	11274052	1
P03070	P02340	P02340_P03070	P03070	P02340	P02340_P03070	11781573	1
P03070	P27694	P03070_P27694	P03070	P27694	P03070_P27694	1311258	1
P03070	O43683	O43683_P03070	P03070	O43683	O43683_P03070	14732683	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	15068796	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	15310821	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	16003391	1
P03070	P02340	P02340_P03070	P03070	P02340	P02340_P03070	16480949	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	16611888	1
P03070	Q09472	P03070_Q09472	P03070	Q09472	P03070_Q09472	16611888	1
P03070	Q92793	P03070_Q92793	P03070	Q92793	P03070_Q92793	16611888	1
P03070	P02340	P02340_P03070	P03070	P02340	P02340_P03070	16697373	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	16951253	1
P03070	P01106	P01106_P03070	P03070	P01106	P01106_P03070	17314511	1
P03070	P02340	P02340_P03070	P03070	P02340	P02340_P03070	17535810	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	17612295	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	17662718	1
P03070	P09884	P03070_P09884	P03070	P09884	P03070_P09884	17666013	1
P03070	P27694	P03070_P27694	P03070	P27694	P03070_P27694	17666013	1
P03070	P27694	P03070_P27694	P03070	P27694	P03070_P27694	17673209	1
P03070	P02340	P02340_P03070	P03070	P02340	P02340_P03070	18025262	1
P03070	P52293	P03070_P52293	P03070	P52293	P03070_P52293	18405666	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	19008854	1
P03070	P02340	P02340_P03070	P03070	P02340	P02340_P03070	20621096	1
P03070	P02340	P02340_P03070	P03070	P02340	P02340_P03070	20708612	1
P03070	P02340	P02340_P03070	P03070	P02340	P02340_P03070	21122074	1
P03070	P06400	P03070_P06400	P03070	P06400	P03070_P06400	2138977	1
P03070	P06400	P03070_P06400	P03070	P06400	P03070_P06400	2162480	1
P03070	P06400	P03070_P06400	P03070	P06400	P03070_P06400	2189724	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	22810585	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	22810586	1
P03070	Q96PZ2	P03070_Q96PZ2	P03070	Q96PZ2	P03070_Q96PZ2	23093934	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	23320542	1
P03070	P35568	P03070_P35568	P03070	P35568	P03070_P35568	7542742	1
P03070	P06400	P03070_P06400	P03070	P06400	P03070_P06400	7592647	1
P03070	Q00577	P03070_Q00577	P03070	Q00577	P03070_Q00577	7592647	1
P03070	P00546	P00546_P03070	P03070	P00546	P00546_P03070	7815540	1
P03070	P06493	P03070_P06493	P03070	P06493	P03070_P06493	7815540	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	8344494	1
P03070	P09884	P03070_P09884	P03070	P09884	P03070_P09884	8380896	1
P03070	P20248	P03070_P20248	P03070	P20248	P03070_P20248	8411358	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	9050995	1
P03070	P06400	P03070_P06400	P03070	P06400	P03070_P06400	9067421	1
P03070	P06400	P03070_P06400	P03070	P06400	P03070_P06400	9697699	1
P03070	P04637	P03070_P04637	P03070	P04637	P03070_P04637	9807817	1
P03070	Q00577	P03070_Q00577	P03070	Q00577	P03070_Q00577	9830007	1
P03072	Q00577	P03072_Q00577	P03072	Q00577	P03072_Q00577	9830007	1
P03081	P30153	P03081_P30153	P03081	P30153	P03081_P30153	17529992	1
P03081	P30153	P03081_P30153	P03081	P30153	P03081_P30153	17540176	1
P03081	Q76MZ3	P03081_Q76MZ3	P03081	Q76MZ3	P03081_Q76MZ3	17608567	1
P03081	P30153	P03081_P30153	P03081	P30153	P03081_P30153	9857076	1
P03087	P03093	P03087_P03093	P03087	P03093	P03087_P03093	16478732	1
P03087	P11103	P03087_P11103	P03087	P11103	P03087_P11103	16979186	1
P03087	O92837	O92837_P03087	P03087	O92837	O92837_P03087	17189196	1
P03087	P03093	P03087_P03093	P03087	P03093	P03087_P03093	17189196	1
P03087	O92837	O92837_P03087	P03087	O92837	O92837_P03087	17267496	1
P03087	P03093	P03087_P03093	P03087	P03093	P03087_P03093	17267496	1
P03093	P03087	P03087_P03093	P03093	P03087	P03087_P03093	16478732	1
P03093	P03087	P03087_P03093	P03093	P03087	P03087_P03093	17189196	1
P03093	P03087	P03087_P03093	P03093	P03087	P03087_P03093	17267496	1
P03101	P52292	P03101_P52292	P03101	P52292	P03101_P52292	11971900	1
P03101	Q14974	P03101_Q14974	P03101	Q14974	P03101_Q14974	11971900	1
P03101	P52292	P03101_P52292	P03101	P52292	P03101_P52292	12551970	1
P03101	P52292	P03101_P52292	P03101	P52292	P03101_P52292	15507604	1
P03101	Q14974	P03101_Q14974	P03101	Q14974	P03101_Q14974	15507604	1
P03107	P52292	P03107_P52292	P03107	P52292	P03107_P52292	15507604	1
P03107	Q14974	P03107_Q14974	P03107	Q14974	P03107_Q14974	15507604	1
P03109	Q8VDS8	P03109_Q8VDS8	P03109	Q8VDS8	P03109_Q8VDS8	17475643	1
P03114	P03120	P03114_P03120	P03114	P03120	P03114_P03120	10982355	1
P03114	P03120	P03114_P03120	P03114	P03120	P03114_P03120	22617423	1
P03114	P03120	P03114_P03120	P03114	P03120	P03114_P03120	9223484	1
P03116	P63279	P03116_P63279	P03116	P63279	P03116_P63279	10871618	1
P03120	P03114	P03114_P03120	P03120	P03114	P03114_P03120	10982355	1
P03120	P03132	P03120_P03132	P03120	P03132	P03120_P03132	10982355	1
P03120	P17676	P03120_P17676	P03120	P17676	P03120_P17676	12692227	1
P03120	Q92547	P03120_Q92547	P03120	Q92547	P03120_Q92547	17006541	1
P03120	O60885	O60885_P03120	P03120	O60885	O60885_P03120	17023018	1
P03120	O60885	O60885_P03120	P03120	O60885	O60885_P03120	18305892	1
P03120	O19137	O19137_P03120	P03120	O19137	O19137_P03120	22617423	1
P03120	P03114	P03114_P03120	P03120	P03114	P03114_P03120	22617423	1
P03120	P79101	P03120_P79101	P03120	P79101	P03120_P79101	22617423	1
P03120	P03114	P03114_P03120	P03120	P03114	P03114_P03120	9223484	1
P03122	Q09472	P03122_Q09472	P03122	Q09472	P03122_Q09472	12368347	1
P03122	P17676	P03122_P17676	P03122	P17676	P03122_P17676	12692227	1
P03122	P49715	P03122_P49715	P03122	P49715	P03122_P49715	12692227	1
P03122	O60885	O60885_P03122	P03122	O60885	O60885_P03122	17189189	1
P03122	Q96FC9	P03122_Q96FC9	P03122	Q96FC9	P03122_Q96FC9	17189189	1
P03126	O15350-1	O15350-1_P03126	P03126	O15350	O15350_P03126	11275986	1
P03126	P23142-1	P03126_P23142-1	P03126	P23142	P03126_P23142	12200142	1
P03126	Q12959	P03126_Q12959	P03126	Q12959	P03126_Q12959	12444549	1
P03126	P04637	P03126_P04637	P03126	P04637	P03126_P04637	12620801	1
P03126	O14907	O14907_P03126	P03126	O14907	O14907_P03126	15492812	1
P03126	Q12959	P03126_Q12959	P03126	Q12959	P03126_Q12959	16103886	1
P03126	Q14160	P03126_Q14160	P03126	Q14160	P03126_Q14160	16103886	1
P03126	Q14160	P03126_Q14160	P03126	Q14160	P03126_Q14160	16611247	1
P03126	P04637	P03126_P04637	P03126	P04637	P03126_P04637	18977328	1
P03126	Q05086	P03126_Q05086	P03126	Q05086	P03126_Q05086	22810586	1
P03126	Q12959	P03126_Q12959	P03126	Q12959	P03126_Q12959	24550280	1
P03126	Q14160	P03126_Q14160	P03126	Q14160	P03126_Q14160	24550280	1
P03126	Q05086	P03126_Q05086	P03126	Q05086	P03126_Q05086	7624774	1
P03126	Q14257	P03126_Q14257	P03126	Q14257	P03126_Q14257	7624774	1
P03126	P04637	P03126_P04637	P03126	P04637	P03126_P04637	8207801	1
P03126	P49024	P03126_P49024	P03126	P49024	P03126_P49024	9467941	1
P03126	Q05086	P03126_Q05086	P03126	Q05086	P03126_Q05086	9467941	1
P03126	P33993	P03126_P33993	P03126	P33993	P03126_P33993	9705868	1
P03126	O14907	O14907_P03126	P03126	O14907	O14907_P03126	21139582	1
P03129	O08696	O08696_P03129	P03129	O08696	O08696_P03129	10523841	1
P03129	Q08050-1	P03129_Q08050-1	P03129	Q08050	P03129_Q08050	10523841	1
P03129	P10914	P03129_P10914	P03129	P10914	P03129_P10914	10702232	1
P03129	P06400	P03129_P06400	P03129	P06400	P03129_P06400	10779361	1
P03129	P01946	P01946_P03129	P03129	P01946	P01946_P03129	12072504	1
P03129	P01948	P01948_P03129	P03129	P01948	P01948_P03129	12072504	1
P03129	P01965	P01965_P03129	P03129	P01965	P01965_P03129	12072504	1
P03129	P01966	P01966_P03129	P03129	P01966	P01966_P03129	12072504	1
P03129	P21871	P03129_P21871	P03129	P21871	P03129_P21871	12072504	1
P03129	P68240	P03129_P68240	P03129	P68240	P03129_P68240	12072504	1
P03129	P69905	P03129_P69905	P03129	P69905	P03129_P69905	12072504	1
P03129	P06400	P03129_P06400	P03129	P06400	P03129_P06400	12813456	1
P03129	Q92831	P03129_Q92831	P03129	Q92831	P03129_Q92831	12813456	1
P03129	P30153	P03129_P30153	P03129	P30153	P03129_P30153	16044149	1
P03129	P67775	P03129_P67775	P03129	P67775	P03129_P67775	16044149	1
P03129	P06400	P03129_P06400	P03129	P06400	P03129_P06400	16061792	1
P03129	P20248	P03129_P20248	P03129	P20248	P03129_P20248	16061792	1
P03129	P24941	P03129_P24941	P03129	P24941	P03129_P24941	16061792	1
P03129	P28749	P03129_P28749	P03129	P28749	P03129_P28749	16061792	1
P03129	Q01094	P03129_Q01094	P03129	Q01094	P03129_Q01094	16061792	1
P03129	Q14188	P03129_Q14188	P03129	Q14188	P03129_Q14188	16061792	1
P03129	Q16254	P03129_Q16254	P03129	Q16254	P03129_Q16254	16061792	1
P03129	Q5T4S7	P03129_Q5T4S7	P03129	Q5T4S7	P03129_Q5T4S7	16061792	1
P03129	P01106	P01106_P03129	P03129	P01106	P01106_P03129	17070091	1
P03129	O15304	O15304_P03129	P03129	O15304	O15304_P03129	17348035	1
P03129	P51784	P03129_P51784	P03129	P51784	P03129_P51784	18408009	1
P03129	P06400	P03129_P06400	P03129	P06400	P03129_P06400	1870208	1
P03129	P06400	P03129_P06400	P03129	P06400	P03129_P06400	20088881	1
P03129	P06400	P03129_P06400	P03129	P06400	P03129_P06400	2153075	1
P03129	O15111	O15111_P03129	P03129	O15111	O15111_P03129	22776252	1
P03129	P06400	P03129_P06400	P03129	P06400	P03129_P06400	22810586	1
P03129	P20248	P03129_P20248	P03129	P20248	P03129_P20248	22810586	1
P03129	P24941	P03129_P24941	P03129	P24941	P03129_P24941	22810586	1
P03129	P28749	P03129_P28749	P03129	P28749	P03129_P28749	22810586	1
P03129	Q01094	P03129_Q01094	P03129	Q01094	P03129_Q01094	22810586	1
P03129	Q14188	P03129_Q14188	P03129	Q14188	P03129_Q14188	22810586	1
P03129	Q16254	P03129_Q16254	P03129	Q16254	P03129_Q16254	22810586	1
P03129	Q5T4S7	P03129_Q5T4S7	P03129	Q5T4S7	P03129_Q5T4S7	22810586	1
P03129	P06396	P03129_P06396	P03129	P06396	P03129_P06396	23729654	1
P03132	P03120	P03120_P03132	P03132	P03120	P03120_P03132	10982355	1
P03132	Q9NS56	P03132_Q9NS56	P03132	Q9NS56	P03132_Q9NS56	11842245	1
P03132	Q9NXV2	P03132_Q9NXV2	P03132	Q9NXV2	P03132_Q9NXV2	17239418	1
P03132	P53999	P03132_P53999	P03132	P53999	P03132_P53999	9847329	1
P03134	P97801	P03134_P97801	P03134	P97801	P03134_P97801	11907229	1
P03165	P31749	P03165_P31749	P03165	P31749	P03165_P31749	22309289	1
P03165	P31750	P03165_P31750	P03165	P31750	P03165_P31750	22309289	1
P03169	P23497	P03169_P23497	P03169	P23497	P03169_P23497	21880768	1
P03179	Q9UER7	P03179_Q9UER7	P03179	Q9UER7	P03179_Q9UER7	22102817	1
P03179	Q9UER7	P03179_Q9UER7	P03179	Q9UER7	P03179_Q9UER7	22810586	1
P03180	Q13651	P03180_Q13651	P03180	Q13651	P03180_Q13651	15837194	1
P03182	Q86Y07	P03182_Q86Y07	P03182	Q86Y07	P03182_Q86Y07	16963744	1
P03185	P0CK47	P03185_P0CK47	P03185	P0CK47	P03185_P0CK47	17446270	1
P03192	P05556	P03192_P05556	P03192	P05556	P03192_P05556	12592401	1
P03203	Q06330	P03203_Q06330	P03203	Q06330	P03203_Q06330	8627785	1
P03204	P01106	P01106_P03204	P03204	P01106	P01106_P03204	18256156	1
P03204	Q06330	P03204_Q06330	P03204	Q06330	P03204_Q06330	8627785	1
P03206	P63244	P03206_P63244	P03206	P63244	P03206_P63244	10849009	1
P03206	Q53ET0	P03206_Q53ET0	P03206	Q53ET0	P03206_Q53ET0	19164291	1
P03209	Q3KSP5	P03209_Q3KSP5	P03209	Q3KSP5	P03209_Q3KSP5	17446270	1
P03211	Q93009	P03211_Q93009	P03211	Q93009	P03211_Q93009	16474402	1
P03211	Q13416	P03211_Q13416	P03211	Q13416	P03211_Q13416	16799465	1
P03211	Q15554	P03211_Q15554	P03211	Q15554	P03211_Q15554	16799465	1
P03211	Q13415	P03211_Q13415	P03211	Q13415	P03211_Q13415	18946490	1
P03211	Q13416	P03211_Q13416	P03211	Q13416	P03211_Q13416	18946490	1
P03211	Q93009	P03211_Q93009	P03211	Q93009	P03211_Q93009	22810586	1
P03219	Q1HVD3	P03219_Q1HVD3	P03219	Q1HVD3	P03219_Q1HVD3	19730696	1
P03230	Q9UI14	P03230_Q9UI14	P03230	Q9UI14	P03230_Q9UI14	16917502	1
P03230	Q15326	P03230_Q15326	P03230	Q15326	P03230_Q15326	19379743	1
P03230	Q15326	P03230_Q15326	P03230	Q15326	P03230_Q15326	20138174	1
P03230	P63279	P03230_P63279	P03230	P63279	P03230_P63279	21795333	1
P03243	Q9UER7	P03243_Q9UER7	P03243	Q9UER7	P03243_Q9UER7	14557665	1
P03243	F1M589	F1M589_P03243	P03243	F1M589	F1M589_P03243	20639899	1
P03243	P29590-2	P03243_P29590-2	P03243	P29590	P03243_P29590	20639899	1
P03243	P29590-5	P03243_P29590-5	P03243	P29590	P03243_P29590	20639899	1
P03244	Q9UER7	P03244_Q9UER7	P03244	Q9UER7	P03244_Q9UER7	14557665	1
P03246	P30429	P03246_P30429	P03246	P30429	P03246_P30429	9742122	1
P03247	O60238	O60238_P03247	P03247	O60238	O60238_P03247	10381623	1
P03247	P02545-1	P02545-1_P03247	P03247	P02545	P02545_P03247	10381623	1
P03247	Q16611	P03247_Q16611	P03247	Q16611	P03247_Q16611	10381623	1
P03247	Q12981	P03247_Q12981	P03247	Q12981	P03247_Q12981	7954800	1
P03247	Q12982	P03247_Q12982	P03247	Q12982	P03247_Q12982	7954800	1
P03247	Q12983	P03247_Q12983	P03247	Q12983	P03247_Q12983	7954800	1
P03247	O60238	O60238_P03247	P03247	O60238	O60238_P03247	9973195	1
P03247	P02545-2	P02545-2_P03247	P03247	P02545	P02545_P03247	10381623	1
P03255	Q09472	P03255_Q09472	P03255	Q09472	P03255_Q09472	10330164	1
P03255	Q92793	P03255_Q92793	P03255	Q92793	P03255_Q92793	10347196	1
P03255	Q15326	P03255_Q15326	P03255	Q15326	P03255_Q15326	10734313	1
P03255	P06400	P03255_P06400	P03255	P06400	P03255_P06400	10779361	1
P03255	Q15326	P03255_Q15326	P03255	Q15326	P03255_Q15326	11733528	1
P03255	P06400	P03255_P06400	P03255	P06400	P03255_P06400	12743606	1
P03255	Q09472	P03255_Q09472	P03255	Q09472	P03255_Q09472	12743606	1
P03255	Q92831	P03255_Q92831	P03255	Q92831	P03255_Q92831	12743606	1
P03255	P06400	P03255_P06400	P03255	P06400	P03255_P06400	1331501	1
P03255	P28749	P03255_P28749	P03255	P28749	P03255_P28749	1331501	1
P03255	Q08999	P03255_Q08999	P03255	Q08999	P03255_Q08999	1331501	1
P03255	Q09472	P03255_Q09472	P03255	Q09472	P03255_Q09472	1331501	1
P03255	O15151	O15151_P03255	P03255	O15151	O15151_P03255	15604276	1
P03255	P06400	P03255_P06400	P03255	P06400	P03255_P06400	16763564	1
P03255	P17980	P03255_P17980	P03255	P17980	P03255_P17980	16763564	1
P03255	P62195	P03255_P62195	P03255	P62195	P03255_P62195	16763564	1
P03255	Q9H204	P03255_Q9H204	P03255	Q9H204	P03255_Q9H204	16763564	1
P03255	P06400	P03255_P06400	P03255	P06400	P03255_P06400	19249677	1
P03255	P06400	P03255_P06400	P03255	P06400	P03255_P06400	2162480	1
P03255	P10826-2	P03255_P10826-2	P03255	P10826	P03255_P10826	7565739	1
P03255	P21675	P03255_P21675	P03255	P21675	P03255_P21675	7565781	1
P03255	P47825	P03255_P47825	P03255	P47825	P03255_P47825	7565781	1
P03255	Q92793	P03255_Q92793	P03255	Q92793	P03255_Q92793	9018065	1
P03255	O08769	O08769_P03255	P03255	O08769	O08769_P03255	9675118	1
P03255	Q92831	P03255_Q92831	P03255	Q92831	P03255_Q92831	9687513	1
P03255	P06400	P03255_P06400	P03255	P06400	P03255_P06400	9881977	1
P03255	P42224	P03255_P42224	P03255	P42224	P03255_P42224	9881977	1
P03255	Q09472	P03255_Q09472	P03255	Q09472	P03255_Q09472	9881977	1
P03259	Q09472	P03259_Q09472	P03259	Q09472	P03259_Q09472	10049825	1
P03259	Q92793	P03259_Q92793	P03259	Q92793	P03259_Q92793	10049825	1
P03259	Q92793	P03259_Q92793	P03259	Q92793	P03259_Q92793	10196247	1
P03259	P16220	P03259_P16220	P03259	P16220	P03259_P16220	10722738	1
P03259	P18846	P03259_P18846	P03259	P18846	P03259_P18846	10722738	1
P03259	Q92793	P03259_Q92793	P03259	Q92793	P03259_Q92793	10722738	1
P03259	Q01860	P03259_Q01860	P03259	Q01860	P03259_Q01860	11099378	1
P03259	P10644	P03259_P10644	P03259	P10644	P03259_P10644	11414803	1
P03259	P13861	P03259_P13861	P03259	P13861	P03259_P13861	11414803	1
P03259	P25490	P03259_P25490	P03259	P25490	P03259_P25490	7853498	1
P03259	Q09472	P03259_Q09472	P03259	Q09472	P03259_Q09472	9018065	1
P03259	Q92793	P03259_Q92793	P03259	Q92793	P03259_Q92793	9018065	1
P03259	O08769	O08769_P03259	P03259	O08769	O08769_P03259	9675118	1
P03304	P29590-5	P03304_P29590-5	P03304	P29590	P03304_P29590	21994459	1
P03316	Q9CUN6	P03316_Q9CUN6	P03316	Q9CUN6	P03316_Q9CUN6	22020285	1
P03316	Q9HCE7	P03316_Q9HCE7	P03316	Q9HCE7	P03316_Q9HCE7	22020285	1
P03332	Q9JKF1	P03332_Q9JKF1	P03332	Q9JKF1	P03332_Q9JKF1	16628219	1
P03332	Q9QZK7	P03332_Q9QZK7	P03332	Q9QZK7	P03332_Q9QZK7	16628219	1
P03347	P61221	P03347_P61221	P03347	P61221	P03347_P61221	16275648	1
P03347	Q8WUM4	P03347_Q8WUM4	P03347	Q8WUM4	P03347_Q8WUM4	17350572	1
P03348	Q6SSD8	P03348_Q6SSD8	P03348	Q6SSD8	P03348_Q6SSD8	21543480	1
P03363	O14770	O14770_P03363	P03363	O14770	O14770_P03363	22458338	1
P03375	P35232	P03375_P35232	P03375	P35232	P03375_P35232	19906925	1
P03375	Q99623	P03375_Q99623	P03375	Q99623	P03375_Q99623	19906925	1
P03375	P01730	P01730_P03375	P03375	P01730	P01730_P03375	10922058	1
P03383	O43513	O43513_P03383	P03383	O43513	O43513_P03383	22458338	1
P03385	P03385	P03385_P03385	P03385	P03385	P03385_P03385	18800055	1
P03404	P63244	P03404_P63244	P03404	P63244	P03404_P63244	11312657	1
P03406	P10747	P03406_P10747	P03406	P10747	P03406_P10747	11285224	1
P03406	P53618	P03406_P53618	P03406	P53618	P03406_P53618	10199403	1
P03406	Q6VY07	P03406_Q6VY07	P03406	Q6VY07	P03406_Q6VY07	10707087	1
P03406	P04637	P03406_P04637	P03406	P04637	P03406_P04637	11861836	1
P03406	Q9BXS5	P03406_Q9BXS5	P03406	Q9BXS5	P03406_Q9BXS5	14691137	1
P03406	O14734	O14734_P03406	P03406	O14734	O14734_P03406	9299485	1
P03406	P62158	P03406_P62158	P03406	P62158	P03406_P62158	15632291	1
P03406	P07948	P03406_P07948	P03406	P07948	P03406_P07948	7859737	1
P03406	P08631	P03406_P08631	P03406	P08631	P03406_P08631	7859737	1
P03406	P12931	P03406_P12931	P03406	P12931	P03406_P12931	8681387	1
P03406	P15498	P03406_P15498	P03406	P15498	P03406_P15498	10394361	1
P03406	Q13177	P03406_Q13177	P03406	Q13177	P03406_Q13177	10607567	1
P03406	Q99683	P03406_Q99683	P03406	Q99683	P03406_Q99683	11298454	1
P03406	P06239	P03406_P06239	P03406	P06239	P03406_P06239	8794306	1
P03406	P04049	P03406_P04049	P03406	P04049	P03406_P04049	9624170	1
P03406	O14734	O14734_P03406	P03406	O14734	O14734_P03406	9153233	1
P03406	P01892	P01892_P03406	P03406	P01892	P01892_P03406	12414957	1
P03406	P01730	P01730_P03406	P03406	P01730	P01730_P03406	7831289	1
P03406	Q9UI12	P03406_Q9UI12	P03406	Q9UI12	P03406_Q9UI12	11179428	1
P03407	Q9UI12	P03407_Q9UI12	P03407	Q9UI12	P03407_Q9UI12	9620685	1
P03409	O14920	O14920_P03409	P03409	O14920	O14920_P03409	16126728	1
P03409	O14920	O14920_P03409	P03409	O14920	O14920_P03409	16129692	1
P03409	Q9UBN7	P03409_Q9UBN7	P03409	Q9UBN7	P03409_Q9UBN7	21532619	1
P03410	O14964	O14964_P03410	P03410	O14964	O14964_P03410	22458338	1
P03410	O43186	O43186_P03410	P03410	O43186	O43186_P03410	22458338	1
P03410	P35711	P03410_P35711	P03410	P35711	P03410_P35711	22458338	1
P03410	P82932	P03410_P82932	P03410	P82932	P03410_P82932	22458338	1
P03410	Q6PEX3	P03410_Q6PEX3	P03410	Q6PEX3	P03410_Q6PEX3	22458338	1
P03410	Q6ZVK8	P03410_Q6ZVK8	P03410	Q6ZVK8	P03410_Q6ZVK8	22458338	1
P03410	Q8N448	P03410_Q8N448	P03410	Q8N448	P03410_Q8N448	22458338	1
P03410	Q96MT8	P03410_Q96MT8	P03410	Q96MT8	P03410_Q96MT8	22458338	1
P03410	Q9BRK4	P03410_Q9BRK4	P03410	Q9BRK4	P03410_Q9BRK4	22458338	1
P03410	Q9NZD8	P03410_Q9NZD8	P03410	Q9NZD8	P03410_Q9NZD8	22458338	1
P03410	Q9Y2D8	P03410_Q9Y2D8	P03410	Q9Y2D8	P03410_Q9Y2D8	22458338	1
P03418	M1QCQ2	M1QCQ2_P03418	P03418	M1QCQ2	M1QCQ2_P03418	22623778	1
P03418	O14744	O14744_P03418	P03418	O14744	O14744_P03418	23892143	1
P03418	O14744,UniProtKB:P06748,UniProtKB:P06753,UniProtKB:Q9BQA1	O14744,UniProtKB:P06748,UniProtKB:P06753,UniProtKB:Q9BQA1_P03418	P03418	O14744,UniProtKB:P06748,UniProtKB:P06753,UniProtKB:Q9BQA1	O14744,UniProtKB:P06748,UniProtKB:P06753,UniProtKB:Q9BQA1_P03418	23892143	1
P03418	Q9BQA1	P03418_Q9BQA1	P03418	Q9BQA1	P03418_Q9BQA1	23892143	1
P03419	P06748	P03419_P06748	P03419	P06748	P03419_P06748	23892143	1
P03419	P06748,UniProtKB:P06753	P03419_P06748,UniProtKB:P06753	P03419	P06748,UniProtKB:P06753	P03419_P06748,UniProtKB:P06753	23892143	1
P03419	P04545	P03419_P04545	P03419	P04545	P03419_P04545	24760890	1
P03419	P03419	P03419_P03419	P03419	P03419	P03419_P03419	25556234	1
P03419	P04545	P03419_P04545	P03419	P04545	P03419_P04545	25556234	1
P03419	P06454	P03419_P06454	P03419	P06454	P03419_P06454	25556234	1
P03419	P21796	P03419_P21796	P03419	P21796	P03419_P21796	25556234	1
P03419	P23528	P03419_P23528	P03419	P23528	P03419_P23528	25556234	1
P03419	P24666	P03419_P24666	P03419	P24666	P03419_P24666	25556234	1
P03419	P42338	P03419_P42338	P03419	P42338	P03419_P42338	25556234	1
P03419	P48736	P03419_P48736	P03419	P48736	P03419_P48736	25556234	1
P03419	P51636	P03419_P51636	P03419	P51636	P03419_P51636	25556234	1
P03419	P52292	P03419_P52292	P03419	P52292	P03419_P52292	25556234	1
P03419	P55854	P03419_P55854	P03419	P55854	P03419_P55854	25556234	1
P03419	P56539	P03419_P56539	P03419	P56539	P03419_P56539	25556234	1
P03419	P62491	P03419_P62491	P03419	P62491	P03419_P62491	25556234	1
P03419	P62805	P03419_P62805	P03419	P62805	P03419_P62805	25556234	1
P03419	P62937	P03419_P62937	P03419	P62937	P03419_P62937	25556234	1
P03419	P84022	P03419_P84022	P03419	P84022	P03419_P84022	25556234	1
P03419	Q03135	P03419_Q03135	P03419	Q03135	P03419_Q03135	25556234	1
P03419	Q15907	P03419_Q15907	P03419	Q15907	P03419_Q15907	25556234	1
P03419	Q16082	P03419_Q16082	P03419	Q16082	P03419_Q16082	25556234	1
P03419	Q4VCS5	P03419_Q4VCS5	P03419	Q4VCS5	P03419_Q4VCS5	25556234	1
P03419	Q8N3Z6	P03419_Q8N3Z6	P03419	Q8N3Z6	P03419_Q8N3Z6	25556234	1
P03419	Q8TAG9	P03419_Q8TAG9	P03419	Q8TAG9	P03419_Q8TAG9	25556234	1
P03419	Q8TBZ5	P03419_Q8TBZ5	P03419	Q8TBZ5	P03419_Q8TBZ5	25556234	1
P03419	Q96CX3	P03419_Q96CX3	P03419	Q96CX3	P03419_Q96CX3	25556234	1
P03419	Q9BQE3	P03419_Q9BQE3	P03419	Q9BQE3	P03419_Q9BQE3	25556234	1
P03419	Q9NS69	P03419_Q9NS69	P03419	Q9NS69	P03419_Q9NS69	25556234	1
P03419	Q9Y2J4	P03419_Q9Y2J4	P03419	Q9Y2J4	P03419_Q9Y2J4	25556234	1
P03422	Q89933	P03422_Q89933	P03422	Q89933	P03422_Q89933	19275899	1
P03428	P03431	P03428_P03431	P03428	P03431	P03428_P03431	20064372	1
P03431	P03428	P03428_P03431	P03431	P03428	P03428_P03431	20064372	1
